기간,자치구,동,세대,계,계,계,한국인,한국인,한국인,등록외국인,등록외국인,등록외국인,세대당인구,65세이상고령자
기간,자치구,동,세대,인구,남자,여자,인구,남자,여자,인구,남자,여자,세대당인구,65세이상고령자
2012.3/4,총계,총계,"4,185,440","10,478,545","5,179,090","5,299,455","10,219,334","5,054,851","5,164,483","259,211","124,239","134,972",2.44,"1,098,106"
2012.3/4,종로구,소계,"76,245","174,850","86,871","87,979","166,573","82,979","83,594","8,277","3,892","4,385",2.18,"23,712"
2012.3/4,종로구,사직동,"4,578","10,504","4,957","5,547","10,027","4,663","5,364",477,294,183,2.19,"1,604"
2012.3/4,종로구,삼청동,"1,565","3,492","1,688","1,804","3,337","1,596","1,741",155,92,63,2.13,613
2012.3/4,종로구,부암동,"4,586","11,488","5,673","5,815","11,242","5,565","5,677",246,108,138,2.45,"1,633"
2012.3/4,종로구,평창동,"7,418","19,857","9,519","10,338","19,583","9,385","10,198",274,134,140,2.64,"2,695"
2012.3/4,종로구,무악동,"3,228","8,619","4,108","4,511","8,567","4,088","4,479",52,20,32,2.65,"1,129"
2012.3/4,종로구,교남동,"4,404","9,049","4,461","4,588","8,869","4,385","4,484",180,76,104,2.01,"1,375"
2012.3/4,종로구,가회동,"2,428","5,569","2,662","2,907","5,446","2,606","2,840",123,56,67,2.24,880
2012.3/4,종로구,종로1.2.3.4가동,"5,253","8,980","5,158","3,822","7,937","4,576","3,361","1,043",582,461,1.51,"1,626"
2012.3/4,종로구,종로5·6가동,"3,172","6,439","3,464","2,975","6,102","3,313","2,789",337,151,186,1.92,958
2012.3/4,종로구,이화동,"4,571","9,648","4,613","5,035","9,144","4,388","4,756",504,225,279,2,"1,121"
2012.3/4,종로구,창신1동,"3,531","7,866","4,088","3,778","6,684","3,533","3,151","1,182",555,627,1.89,988
2012.3/4,종로구,창신2동,"4,961","12,073","6,089","5,984","11,189","5,689","5,500",884,400,484,2.26,"1,442"
2012.3/4,종로구,창신3동,"3,080","8,477","4,222","4,255","8,379","4,184","4,195",98,38,60,2.72,986
2012.3/4,종로구,숭인1동,"3,275","7,793","3,924","3,869","7,369","3,732","3,637",424,192,232,2.25,905
2012.3/4,종로구,숭인2동,"4,804","9,562","5,014","4,548","9,206","4,850","4,356",356,164,192,1.92,"1,386"
2012.3/4,종로구,청운효자동,"6,055","15,335","7,381","7,954","15,195","7,319","7,876",140,62,78,2.51,"2,050"
2012.3/4,종로구,혜화동,"9,336","20,098","9,850","10,248","18,297","9,107","9,190","1,801",743,"1,058",1.96,"2,321"
2012.3/4,종로구,기타,-,1,-,1,-,-,-,1,-,1,-,-
2012.3/4,중구,소계,"62,371","143,089","71,918","71,171","135,274","68,039","67,235","7,815","3,879","3,936",2.17,"18,967"
2012.3/4,중구,소공동,714,"1,757",985,772,"1,364",722,642,393,263,130,1.91,172
2012.3/4,중구,회현동,"3,584","6,598","3,601","2,997","5,886","3,212","2,674",712,389,323,1.64,"1,218"
2012.3/4,중구,명동,"1,666","4,102","2,009","2,093","3,372","1,520","1,852",730,489,241,2.02,629
2012.3/4,중구,필동,"2,458","5,068","2,717","2,351","4,612","2,499","2,113",456,218,238,1.88,726
2012.3/4,중구,장충동,"2,976","6,245","3,156","3,089","5,588","2,875","2,713",657,281,376,1.88,716
2012.3/4,중구,광희동,"3,112","6,573","3,428","3,145","5,647","3,015","2,632",926,413,513,1.81,941
2012.3/4,중구,을지로동,"1,382","2,103","1,296",807,"2,000","1,251",749,103,45,58,1.45,411
2012.3/4,중구,신당1동,"4,003","9,448","4,806","4,642","7,896","4,069","3,827","1,552",737,815,1.97,"1,106"
2012.3/4,중구,신당2동,"7,273","16,833","8,284","8,549","16,486","8,142","8,344",347,142,205,2.27,"2,090"
2012.3/4,중구,신당3동,"8,051","19,713","9,486","10,227","19,489","9,384","10,105",224,102,122,2.42,"2,763"
2012.3/4,중구,신당4동,"6,491","16,060","7,769","8,291","15,867","7,689","8,178",193,80,113,2.44,"2,095"
2012.3/4,중구,신당5동,"4,655","10,685","5,380","5,305","10,420","5,259","5,161",265,121,144,2.24,"1,325"
2012.3/4,중구,신당6동,"4,428","12,091","5,910","6,181","11,958","5,843","6,115",133,67,66,2.7,"1,374"
2012.3/4,중구,황학동,"5,797","13,201","6,691","6,510","12,375","6,303","6,072",826,388,438,2.13,"1,544"
2012.3/4,중구,중림동,"5,781","12,612","6,400","6,212","12,314","6,256","6,058",298,144,154,2.13,"1,857"
2012.3/4,용산구,소계,"111,222","256,614","125,401","131,213","244,221","118,997","125,224","12,393","6,404","5,989",2.2,"32,755"
2012.3/4,용산구,후암동,"9,052","20,553","10,277","10,276","20,027","10,034","9,993",526,243,283,2.21,"2,592"
2012.3/4,용산구,용산2가동,"6,031","13,915","6,841","7,074","12,874","6,225","6,649","1,041",616,425,2.13,"1,804"
2012.3/4,용산구,남영동,"5,159","8,219","4,880","3,339","7,772","4,679","3,093",447,201,246,1.51,"1,231"
2012.3/4,용산구,원효로2동,"6,025","15,954","7,625","8,329","15,744","7,539","8,205",210,86,124,2.61,"1,930"
2012.3/4,용산구,효창동,"4,444","11,456","5,596","5,860","11,301","5,531","5,770",155,65,90,2.54,"1,424"
2012.3/4,용산구,용문동,"5,146","13,268","6,516","6,752","13,118","6,450","6,668",150,66,84,2.55,"1,605"
2012.3/4,용산구,이촌1동,"9,873","28,395","13,418","14,977","26,948","12,609","14,339","1,447",809,638,2.73,"3,390"
2012.3/4,용산구,이촌2동,"4,354","10,459","5,030","5,429","10,408","5,009","5,399",51,21,30,2.39,"1,525"
2012.3/4,용산구,이태원1동,"4,487","10,115","4,827","5,288","8,504","3,896","4,608","1,611",931,680,1.9,"1,442"
2012.3/4,용산구,이태원2동,"5,388","11,853","5,594","6,259","11,012","5,127","5,885",841,467,374,2.04,"1,812"
2012.3/4,용산구,서빙고동,"5,576","14,578","7,041","7,537","14,193","6,867","7,326",385,174,211,2.55,"1,907"
2012.3/4,용산구,보광동,"8,590","18,499","9,030","9,469","17,583","8,538","9,045",916,492,424,2.05,"2,360"
