기간,자치구,동,세대,인구,인구,인구,인구,인구,인구,인구,인구,인구,세대당인구,65세이상고령자
2015.1/4,성동구,송정동,"5,555","12,331","6,500","5,831","11,831","6,260","5,571",500,240,260,2.13,"1,379"
2015.1/4,성동구,용답동,"7,893","17,353","9,177","8,176","16,229","8,637","7,592","1,124",540,584,2.06,"2,263"
2015.1/4,성동구,왕십리도선동,"6,907","16,211","7,915","8,296","15,834","7,738","8,096",377,177,200,2.29,"2,189"
2015.1/4,성동구,금호2.3가동,"9,258","22,978","11,119","11,859","22,781","11,025","11,756",197,94,103,2.46,"3,162"
2015.1/4,성동구,옥수동,"9,303","23,335","11,166","12,169","23,113","11,048","12,065",222,118,104,2.48,"2,850"
2015.1/4,성동구,기타,-,1,-,1,-,-,-,1,-,1,-,-
2015.1/4,광진구,소계,"159,056","377,204","184,750","192,454","363,136","178,432","184,704","14,068","6,318","7,750",2.28,"39,469"
2015.1/4,광진구,화양동,"14,222","24,385","11,626","12,759","21,587","10,514","11,073","2,798","1,112","1,686",1.52,"2,071"
2015.1/4,광진구,군자동,"10,293","22,251","11,027","11,224","21,018","10,505","10,513","1,233",522,711,2.04,"2,462"
2015.1/4,광진구,중곡1동,"7,618","16,594","8,243","8,351","16,115","8,032","8,083",479,211,268,2.12,"1,937"
2015.1/4,광진구,중곡2동,"9,691","22,591","11,021","11,570","22,313","10,911","11,402",278,110,168,2.3,"2,415"
2015.1/4,광진구,중곡3동,"8,232","18,470","9,263","9,207","18,233","9,163","9,070",237,100,137,2.21,"2,161"
2015.1/4,광진구,중곡4동,"12,842","31,861","15,721","16,140","31,619","15,629","15,990",242,92,150,2.46,"3,737"
2015.1/4,광진구,능동,"5,784","11,603","5,486","6,117","11,279","5,318","5,961",324,168,156,1.95,"1,285"
2015.1/4,광진구,구의1동,"11,103","23,475","11,258","12,217","22,686","10,904","11,782",789,354,435,2.04,"2,529"
2015.1/4,광진구,구의2동,"10,570","26,307","12,833","13,474","25,993","12,704","13,289",314,129,185,2.46,"3,062"
2015.1/4,광진구,구의3동,"11,530","30,015","14,588","15,427","29,691","14,434","15,257",324,154,170,2.58,"2,987"
2015.1/4,광진구,광장동,"11,936","37,017","17,973","19,044","36,834","17,884","18,950",183,89,94,3.09,"2,902"
2015.1/4,광진구,자양1동,"10,973","24,551","12,074","12,477","23,161","11,398","11,763","1,390",676,714,2.11,"2,678"
2015.1/4,광진구,자양2동,"11,379","28,355","14,120","14,235","28,012","13,953","14,059",343,167,176,2.46,"2,947"
2015.1/4,광진구,자양3동,"11,215","31,379","15,275","16,104","30,992","15,102","15,890",387,173,214,2.76,"2,971"
2015.1/4,광진구,자양4동,"11,668","28,350","14,242","14,108","23,603","11,981","11,622","4,747","2,261","2,486",2.02,"3,325"
2015.1/4,동대문구,소계,"160,384","376,329","187,486","188,843","363,767","182,466","181,301","12,562","5,020","7,542",2.27,"51,559"
2015.1/4,동대문구,회기동,"5,896","12,541","5,849","6,692","10,957","5,308","5,649","1,584",541,"1,043",1.86,"1,384"
2015.1/4,동대문구,휘경1동,"7,933","16,483","8,145","8,338","15,453","7,750","7,703","1,030",395,635,1.95,"2,267"
2015.1/4,동대문구,휘경2동,"10,687","25,795","12,692","13,103","25,429","12,546","12,883",366,146,220,2.38,"3,064"
2015.1/4,동대문구,청량리동,"10,774","24,453","12,178","12,275","23,545","11,748","11,797",908,430,478,2.19,"4,632"
2015.1/4,동대문구,용신동,"15,802","33,104","16,991","16,113","31,656","16,304","15,352","1,448",687,761,2,"5,141"
2015.1/4,동대문구,제기동,"13,081","28,942","14,637","14,305","27,252","13,980","13,272","1,690",657,"1,033",2.08,"4,687"
2015.1/4,동대문구,전농1동,"14,459","31,887","16,194","15,693","31,421","15,999","15,422",466,195,271,2.17,"4,752"
2015.1/4,동대문구,전농2동,"7,698","21,344","10,322","11,022","20,967","10,199","10,768",377,123,254,2.72,"2,838"
2015.1/4,동대문구,답십리1동,"10,823","26,564","13,175","13,389","26,078","12,939","13,139",486,236,250,2.41,"3,259"
2015.1/4,동대문구,답십리2동,"11,504","30,007","14,795","15,212","29,711","14,667","15,044",296,128,168,2.58,"4,156"
2015.1/4,동대문구,장안1동,"15,219","37,578","18,957","18,621","36,897","18,655","18,242",681,302,379,2.42,"4,479"
2015.1/4,동대문구,장안2동,"12,835","32,549","16,419","16,130","32,307","16,327","15,980",242,92,150,2.52,"3,804"
2015.1/4,동대문구,이문1동,"15,038","32,269","15,873","16,396","29,697","14,950","14,747","2,572",923,"1,649",1.97,"4,160"
2015.1/4,동대문구,이문2동,"8,635","22,813","11,259","11,554","22,397","11,094","11,303",416,165,251,2.59,"2,936"
2015.1/4,중랑구,소계,"176,862","422,825","210,811","212,014","418,250","208,950","209,300","4,575","1,861","2,714",2.36,"52,818"
2015.1/4,중랑구,면목2동,"12,064","27,975","14,046","13,929","27,598","13,894","13,704",377,152,225,2.29,"3,344"
2015.1/4,중랑구,면목4동,"9,508","21,636","10,674","10,962","21,381","10,571","10,810",255,103,152,2.25,"2,901"
2015.1/4,중랑구,면목5동,"5,820","13,445","6,903","6,542","13,312","6,856","6,456",133,47,86,2.29,"1,828"
2015.1/4,중랑구,면목7동,"10,618","24,817","12,403","12,414","24,526","12,293","12,233",291,110,181,2.31,"3,317"
2015.1/4,중랑구,상봉1동,"9,881","26,744","13,193","13,551","26,553","13,125","13,428",191,68,123,2.69,"2,832"
2015.1/4,중랑구,상봉2동,"9,364","18,423","9,300","9,123","18,069","9,129","8,940",354,171,183,1.93,"2,410"
2015.1/4,중랑구,중화1동,"8,359","21,172","10,519","10,653","20,996","10,449","10,547",176,70,106,2.51,"2,530"
2015.1/4,중랑구,중화2동,"14,119","29,550","15,259","14,291","28,948","14,989","13,959",602,270,332,2.05,"4,114"
2015.1/4,중랑구,묵1동,"13,493","35,284","17,297","17,987","35,092","17,229","17,863",192,68,124,2.6,"4,175"
2015.1/4,중랑구,묵2동,"8,426","19,552","9,712","9,840","19,379","9,647","9,732",173,65,108,2.3,"2,557"
2015.1/4,중랑구,망우3동,"8,215","18,665","9,377","9,288","18,516","9,325","9,191",149,52,97,2.25,"2,466"
2015.1/4,중랑구,신내1동,"14,178","42,219","20,728","21,491","42,046","20,640","21,406",173,88,85,2.97,"4,792"
2015.1/4,중랑구,신내2동,"9,142","24,054","11,713","12,341","23,969","11,684","12,285",85,29,56,2.62,"2,838"
2015.1/4,중랑구,면목본동,"16,456","36,639","18,250","18,389","35,933","17,970","17,963",706,280,426,2.18,"4,531"
2015.1/4,중랑구,면목3.8동,"12,525","28,736","14,325","14,411","28,374","14,170","14,204",362,155,207,2.27,"3,780"
2015.1/4,중랑구,망우본동,"14,694","33,914","17,112","16,802","33,558","16,979","16,579",356,133,223,2.28,"4,403"
2015.1/4,성북구,소계,"193,560","475,900","232,809","243,091","466,228","228,825","237,403","9,672","3,984","5,688",2.41,"62,695"
2015.1/4,성북구,돈암1동,"6,372","16,890","8,082","8,808","16,744","8,020","8,724",146,62,84,2.63,"2,268"
2015.1/4,성북구,돈암2동,"7,892","23,696","11,348","12,348","23,632","11,316","12,316",64,32,32,2.99,"2,546"
2015.1/4,성북구,안암동,"8,955","18,358","9,067","9,291","16,382","8,340","8,042","1,976",727,"1,249",1.83,"2,005"
2015.1/4,성북구,보문동,"7,017","15,117","7,387","7,730","14,772","7,235","7,537",345,152,193,2.11,"1,960"
2015.1/4,성북구,정릉1동,"7,400","19,911","9,613","10,298","19,632","9,515","10,117",279,98,181,2.65,"2,631"
2015.1/4,성북구,정릉2동,"9,274","23,990","11,842","12,148","23,838","11,772","12,066",152,70,82,2.57,"3,429"
2015.1/4,성북구,정릉3동,"7,752","18,062","9,007","9,055","16,990","8,489","8,501","1,072",518,554,2.19,"2,763"
2015.1/4,성북구,정릉4동,"10,853","27,803","13,603","14,200","27,611","13,523","14,088",192,80,112,2.54,"3,735"
2015.1/4,성북구,길음1동,"13,043","38,014","18,357","19,657","37,790","18,262","19,528",224,95,129,2.9,"3,753"
2015.1/4,성북구,길음2동,"7,203","16,988","8,381","8,607","16,789","8,292","8,497",199,89,110,2.33,"2,435"
2015.1/4,성북구,월곡1동,"10,803","28,835","14,130","14,705","28,553","14,011","14,542",282,119,163,2.64,"3,593"
2015.1/4,성북구,월곡2동,"8,808","21,511","10,641","10,870","21,061","10,412","10,649",450,229,221,2.39,"2,973"
2015.1/4,성북구,장위1동,"9,755","24,175","12,055","12,120","23,937","11,969","11,968",238,86,152,2.45,"3,427"
2015.1/4,성북구,장위2동,"8,908","21,345","10,673","10,672","21,108","10,573","10,535",237,100,137,2.37,"3,313"
2015.1/4,성북구,장위3동,"6,950","16,848","8,593","8,255","16,588","8,487","8,101",260,106,154,2.39,"2,562"
2015.1/4,성북구,성북동,"8,212","18,787","8,961","9,826","18,258","8,740","9,518",529,221,308,2.22,"2,919"
2015.1/4,성북구,삼선동,"12,809","28,379","13,713","14,666","27,860","13,480","14,380",519,233,286,2.18,"3,704"
2015.1/4,성북구,동선동,"8,971","17,048","7,494","9,554","16,442","7,234","9,208",606,260,346,1.83,"2,097"
2015.1/4,성북구,종암동,"17,204","43,421","21,474","21,947","42,239","21,048","21,191","1,182",426,756,2.46,"5,379"
2015.1/4,성북구,석관동,"15,379","36,722","18,388","18,334","36,002","18,107","17,895",720,281,439,2.34,"5,203"
2015.1/4,강북구,소계,"141,463","337,996","166,245","171,751","334,582","164,899","169,683","3,414","1,346","2,068",2.37,"51,531"
2015.1/4,강북구,번1동,"9,732","20,625","10,162","10,463","20,283","10,038","10,245",342,124,218,2.08,"2,963"
2015.1/4,강북구,번2동,"7,666","18,926","9,278","9,648","18,788","9,234","9,554",138,44,94,2.45,"3,141"
2015.1/4,강북구,번3동,"7,706","20,571","9,889","10,682","20,515","9,880","10,635",56,9,47,2.66,"3,881"
2015.1/4,강북구,수유1동,"9,926","23,091","11,562","11,529","22,738","11,422","11,316",353,140,213,2.29,"3,507"
2015.1/4,강북구,수유2동,"9,274","23,048","11,335","11,713","22,901","11,295","11,606",147,40,107,2.47,"3,816"
2015.1/4,강북구,수유3동,"11,240","24,054","11,962","12,092","23,751","11,845","11,906",303,117,186,2.11,"3,737"
2015.1/4,강북구,삼양동,"12,639","30,205","15,114","15,091","29,975","15,008","14,967",230,106,124,2.37,"4,298"
2015.1/4,강북구,미아동,"10,855","24,007","11,749","12,258","23,474","11,531","11,943",533,218,315,2.16,"3,536"
2015.1/4,강북구,송중동,"13,606","32,272","15,713","16,559","31,810","15,519","16,291",462,194,268,2.34,"4,902"
2015.1/4,강북구,송천동,"13,711","30,859","15,370","15,489","30,458","15,198","15,260",401,172,229,2.22,"4,976"
2015.1/4,강북구,삼각산동,"12,192","34,970","16,989","17,981","34,860","16,943","17,917",110,46,64,2.86,"3,369"
2015.1/4,강북구,우이동,"9,005","21,700","10,671","11,029","21,558","10,597","10,961",142,74,68,2.39,"3,780"
2015.1/4,강북구,인수동,"13,911","33,668","16,451","17,217","33,471","16,389","17,082",197,62,135,2.41,"5,625"
2015.1/4,도봉구,소계,"137,094","355,282","174,971","180,311","353,296","174,217","179,079","1,986",754,"1,232",2.58,"47,100"
2015.1/4,도봉구,쌍문1동,"8,851","22,505","10,980","11,525","22,286","10,918","11,368",219,62,157,2.52,"3,361"
2015.1/4,도봉구,쌍문2동,"8,544","21,221","10,372","10,849","21,083","10,316","10,767",138,56,82,2.47,"2,936"
2015.1/4,도봉구,쌍문3동,"7,630","18,288","8,915","9,373","18,138","8,867","9,271",150,48,102,2.38,"2,680"
2015.1/4,도봉구,쌍문4동,"7,255","21,241","10,257","10,984","21,194","10,237","10,957",47,20,27,2.92,"2,212"
2015.1/4,도봉구,방학1동,"12,623","31,684","15,832","15,852","31,442","15,735","15,707",242,97,145,2.49,"4,090"
2015.1/4,도봉구,방학2동,"9,628","22,874","11,575","11,299","22,685","11,513","11,172",189,62,127,2.36,"3,293"
2015.1/4,도봉구,방학3동,"10,580","31,131","15,256","15,875","31,062","15,238","15,824",69,18,51,2.94,"3,412"
2015.1/4,도봉구,창1동,"10,953","28,168","13,685","14,483","27,964","13,582","14,382",204,103,101,2.55,"3,496"
2015.1/4,도봉구,창2동,"11,785","31,167","15,388","15,779","30,953","15,275","15,678",214,113,101,2.63,"3,736"
2015.1/4,도봉구,창3동,"6,673","15,876","7,952","7,924","15,786","7,925","7,861",90,27,63,2.37,"2,241"
2015.1/4,도봉구,창4동,"10,788","30,161","14,615","15,546","30,092","14,589","15,503",69,26,43,2.79,"3,305"
2015.1/4,도봉구,창5동,"9,909","27,250","13,289","13,961","27,148","13,248","13,900",102,41,61,2.74,"3,154"
2015.1/4,도봉구,도봉1동,"10,254","23,726","12,021","11,705","23,563","11,967","11,596",163,54,109,2.3,"4,434"
2015.1/4,도봉구,도봉2동,"11,621","29,990","14,834","15,156","29,900","14,807","15,093",90,27,63,2.57,"4,750"
2015.1/4,노원구,소계,"220,895","584,630","285,023","299,607","581,096","283,520","297,576","3,534","1,503","2,031",2.63,"67,297"
2015.1/4,노원구,월계1동,"9,498","22,883","11,820","11,063","22,453","11,609","10,844",430,211,219,2.36,"3,077"
2015.1/4,노원구,월계2동,"11,909","29,361","14,328","15,033","29,204","14,275","14,929",157,53,104,2.45,"4,218"
2015.1/4,노원구,월계3동,"13,319","34,949","16,923","18,026","34,783","16,863","17,920",166,60,106,2.61,"4,478"
2015.1/4,노원구,공릉2동,"17,035","46,088","22,888","23,200","45,402","22,574","22,828",686,314,372,2.67,"4,220"
2015.1/4,노원구,하계1동,"11,085","29,888","14,466","15,422","29,749","14,396","15,353",139,70,69,2.68,"3,429"
2015.1/4,노원구,하계2동,"8,556","25,246","12,254","12,992","25,204","12,234","12,970",42,20,22,2.95,"2,527"
2015.1/4,노원구,중계본동,"9,605","28,870","14,249","14,621","28,760","14,202","14,558",110,47,63,2.99,"2,387"
2015.1/4,노원구,중계1동,"9,384","30,076","14,732","15,344","29,990","14,694","15,296",86,38,48,3.2,"1,989"
2015.1/4,노원구,중계4동,"8,340","22,843","11,219","11,624","22,760","11,191","11,569",83,28,55,2.73,"3,009"
2015.1/4,노원구,상계1동,"15,716","43,314","21,246","22,068","43,111","21,164","21,947",203,82,121,2.74,"5,237"
2015.1/4,노원구,상계2동,"8,713","22,516","11,113","11,403","22,373","11,057","11,316",143,56,87,2.57,"2,595"
2015.1/4,노원구,상계5동,"11,250","28,259","13,803","14,456","28,132","13,756","14,376",127,47,80,2.5,"3,963"
2015.1/4,노원구,상계8동,"9,419","26,122","12,538","13,584","26,084","12,528","13,556",38,10,28,2.77,"2,193"
2015.1/4,노원구,상계9동,"8,736","24,161","11,629","12,532","24,085","11,608","12,477",76,21,55,2.76,"2,380"
2015.1/4,노원구,상계10동,"7,620","19,968","9,370","10,598","19,882","9,343","10,539",86,27,59,2.61,"1,938"
2015.1/4,노원구,상계3.4동,"13,796","32,610","16,412","16,198","32,375","16,331","16,044",235,81,154,2.35,"5,515"
2015.1/4,노원구,상계6.7동,"14,059","36,239","16,982","19,257","36,087","16,916","19,171",152,66,86,2.57,"3,580"
2015.1/4,노원구,중계2.3동,"15,606","40,925","19,230","21,695","40,747","19,155","21,592",178,75,103,2.61,"5,869"
2015.1/4,노원구,공릉1동,"17,249","40,312","19,821","20,491","39,915","19,624","20,291",397,197,200,2.31,"4,693"
2015.1/4,은평구,소계,"202,819","504,165","246,293","257,872","499,616","244,332","255,284","4,549","1,961","2,588",2.46,"67,939"
2015.1/4,은평구,녹번동,"13,358","30,429","14,724","15,705","30,006","14,528","15,478",423,196,227,2.25,"4,596"
2015.1/4,은평구,불광1동,"17,460","43,311","20,927","22,384","42,919","20,756","22,163",392,171,221,2.46,"5,999"
2015.1/4,은평구,갈현1동,"11,054","26,095","12,873","13,222","25,838","12,757","13,081",257,116,141,2.34,"3,590"
2015.1/4,은평구,갈현2동,"11,869","30,029","14,491","15,538","29,735","14,367","15,368",294,124,170,2.51,"3,707"
2015.1/4,은평구,구산동,"12,188","33,871","17,228","16,643","33,649","17,123","16,526",222,105,117,2.76,"4,706"
2015.1/4,은평구,대조동,"15,135","33,202","15,838","17,364","32,795","15,659","17,136",407,179,228,2.17,"4,659"
2015.1/4,은평구,응암1동,"13,650","32,964","15,948","17,016","32,591","15,795","16,796",373,153,220,2.39,"4,360"
2015.1/4,은평구,응암2동,"10,151","25,061","12,358","12,703","24,834","12,260","12,574",227,98,129,2.45,"3,233"
2015.1/4,은평구,신사1동,"11,009","28,352","13,842","14,510","28,124","13,746","14,378",228,96,132,2.55,"3,566"
2015.1/4,은평구,신사2동,"8,829","22,341","11,202","11,139","22,205","11,146","11,059",136,56,80,2.52,"2,886"
2015.1/4,은평구,증산동,"8,052","20,378","10,171","10,207","20,147","10,058","10,089",231,113,118,2.5,"2,866"
2015.1/4,은평구,수색동,"7,682","18,726","9,410","9,316","18,542","9,345","9,197",184,65,119,2.41,"2,931"
2015.1/4,은평구,진관동,"17,485","52,938","25,354","27,584","52,747","25,272","27,475",191,82,109,3.02,"5,709"
2015.1/4,은평구,불광2동,"12,937","29,413","14,480","14,933","29,130","14,374","14,756",283,106,177,2.25,"4,592"
2015.1/4,은평구,응암3동,"12,386","27,613","13,597","14,016","27,326","13,482","13,844",287,115,172,2.21,"4,404"
2015.1/4,은평구,역촌동,"19,574","49,442","23,850","25,592","49,028","23,664","25,364",414,186,228,2.5,"6,135"
2015.1/4,서대문구,소계,"134,583","319,938","154,723","165,215","309,243","150,562","158,681","10,695","4,161","6,534",2.3,"45,771"
2015.1/4,서대문구,천연동,"8,568","20,217","9,781","10,436","19,973","9,658","10,315",244,123,121,2.33,"3,001"
2015.1/4,서대문구,홍제1동,"10,618","25,821","12,378","13,443","25,432","12,200","13,232",389,178,211,2.4,"3,904"
2015.1/4,서대문구,홍제3동,"8,266","19,921","9,733","10,188","19,703","9,631","10,072",218,102,116,2.38,"3,319"
2015.1/4,서대문구,홍제2동,"5,933","15,519","7,422","8,097","15,348","7,353","7,995",171,69,102,2.59,"2,249"
2015.1/4,서대문구,홍은1동,"10,110","25,618","12,568","13,050","25,252","12,409","12,843",366,159,207,2.5,"3,994"
2015.1/4,서대문구,홍은2동,"12,432","30,604","14,966","15,638","30,008","14,683","15,325",596,283,313,2.41,"4,359"
2015.1/4,서대문구,남가좌1동,"1,693","3,706","1,873","1,833","3,626","1,839","1,787",80,34,46,2.14,709
2015.1/4,서대문구,남가좌2동,"12,169","29,105","14,346","14,759","28,414","14,057","14,357",691,289,402,2.33,"4,397"
2015.1/4,서대문구,북가좌1동,"7,146","20,017","9,750","10,267","19,848","9,693","10,155",169,57,112,2.78,"2,506"
2015.1/4,서대문구,북가좌2동,"13,863","34,415","16,885","17,530","34,135","16,781","17,354",280,104,176,2.46,"4,769"
2015.1/4,서대문구,충현동,"8,993","19,615","9,601","10,014","19,148","9,420","9,728",467,181,286,2.13,"2,962"
2015.1/4,서대문구,북아현동,"4,763","10,448","5,074","5,374","10,161","4,940","5,221",287,134,153,2.13,"1,580"
2015.1/4,서대문구,신촌동,"11,282","22,529","9,795","12,734","18,568","8,625","9,943","3,961","1,170","2,791",1.65,"2,141"
2015.1/4,서대문구,연희동,"18,747","42,403","20,551","21,852","39,627","19,273","20,354","2,776","1,278","1,498",2.11,"5,881"
2015.1/4,마포구,소계,"171,028","398,649","191,897","206,752","388,275","187,415","200,860","10,374","4,482","5,892",2.27,"47,884"
2015.1/4,마포구,용강동,"8,505","21,523","10,420","11,103","21,051","10,152","10,899",472,268,204,2.48,"2,379"
2015.1/4,마포구,대흥동,"8,552","16,598","7,898","8,700","14,698","7,232","7,466","1,900",666,"1,234",1.72,"1,978"
