,동,기간,category,value
2579,신당4동,2010,4인가구,1280.0
2580,신당5동,2010,4인가구,520.0
2581,신당6동,2010,4인가구,788.0
2582,황학동,2010,4인가구,755.0
2583,중림동,2010,4인가구,797.0
2584,후암동,2010,4인가구,1331.0
2585,용산2가동,2010,4인가구,842.0
2586,남영동,2010,4인가구,284.0
2587,원효로2동,2010,4인가구,1328.0
2588,효창동,2010,4인가구,858.0
2589,용문동,2010,4인가구,979.0
2590,이촌1동,2010,4인가구,2321.0
2591,이촌2동,2010,4인가구,787.0
2592,이태원1동,2010,4인가구,447.0
2593,이태원2동,2010,4인가구,651.0
2594,서빙고동,2010,4인가구,811.0
2595,보광동,2010,4인가구,1087.0
2596,청파동,2010,4인가구,1390.0
2597,원효로1동,2010,4인가구,655.0
2598,한강로동,2010,4인가구,837.0
2599,한남동,2010,4인가구,1113.0
2600,왕십리2동,2010,4인가구,1506.0
2601,마장동,2010,4인가구,2138.0
2602,사근동,2010,4인가구,616.0
2603,행당1동,2010,4인가구,1315.0
2604,행당2동,2010,4인가구,2320.0
2605,응봉동,2010,4인가구,1457.0
2606,금호1가동,2010,4인가구,1258.0
2607,금호4가동,2010,4인가구,1161.0
2608,성수1가1동,2010,4인가구,1522.0
2609,성수1가2동,2010,4인가구,1396.0
2610,성수2가1동,2010,4인가구,1555.0
2611,성수2가3동,2010,4인가구,897.0
2612,송정동,2010,4인가구,919.0
2613,용답동,2010,4인가구,1192.0
2614,왕십리도선동,2010,4인가구,878.0
2615,금호2.3가동,2010,4인가구,1648.0
2616,옥수동,2010,4인가구,1734.0
2617,화양동,2010,4인가구,1009.0
2618,군자동,2010,4인가구,1430.0
2619,중곡1동,2010,4인가구,1142.0
2620,중곡2동,2010,4인가구,1759.0
2621,중곡3동,2010,4인가구,1473.0
2622,중곡4동,2010,4인가구,2601.0
2623,능동,2010,4인가구,658.0
2624,구의1동,2010,4인가구,1479.0
2625,구의2동,2010,4인가구,2040.0
2626,구의3동,2010,4인가구,2641.0
2627,광장동,2010,4인가구,3800.0
2628,자양1동,2010,4인가구,1683.0
2629,자양2동,2010,4인가구,2413.0
2630,자양3동,2010,4인가구,3031.0
2631,자양4동,2010,4인가구,1822.0
2632,회기동,2010,4인가구,607.0
2633,휘경1동,2010,4인가구,1117.0
2634,휘경2동,2010,4인가구,2006.0
2635,청량리동,2010,4인가구,1587.0
2636,용신동,2010,4인가구,1947.0
2637,제기동,2010,4인가구,1755.0
2638,전농1동,2010,4인가구,1781.0
2639,전농2동,2010,4인가구,1635.0
2640,답십리1동,2010,4인가구,1422.0
2641,답십리2동,2010,4인가구,2719.0
2642,장안1동,2010,4인가구,2917.0
2643,장안2동,2010,4인가구,2814.0
2644,이문1동,2010,4인가구,1986.0
2645,이문2동,2010,4인가구,1985.0
2646,면목2동,2010,4인가구,2129.0
2647,면목4동,2010,4인가구,1724.0
2648,면목5동,2010,4인가구,1030.0
2649,면목7동,2010,4인가구,2038.0
2650,상봉1동,2010,4인가구,2461.0
2651,상봉2동,2010,4인가구,1122.0
2652,중화1동,2010,4인가구,1845.0
2653,중화2동,2010,4인가구,2036.0
2654,묵1동,2010,4인가구,2883.0
2655,묵2동,2010,4인가구,1535.0
2656,망우3동,2010,4인가구,1461.0
2657,신내1동,2010,4인가구,3127.0
2658,신내2동,2010,4인가구,2279.0
2659,면목본동,2010,4인가구,2648.0
2660,면목3.8동,2010,4인가구,2298.0
2661,망우본동,2010,4인가구,2513.0
2662,돈암1동,2010,4인가구,1332.0
2663,돈암2동,2010,4인가구,2214.0
2664,안암동,2010,4인가구,1015.0
2665,보문동,2010,4인가구,1048.0
2666,정릉1동,2010,4인가구,1765.0
2667,정릉2동,2010,4인가구,2051.0
2668,정릉3동,2010,4인가구,1189.0
2669,정릉4동,2010,4인가구,2322.0
2670,길음1동,2010,4인가구,3220.0
2671,길음2동,2010,4인가구,1437.0
2672,월곡1동,2010,4인가구,2554.0
2673,월곡2동,2010,4인가구,1661.0
2674,장위1동,2010,4인가구,2098.0
2675,장위2동,2010,4인가구,1780.0
2676,장위3동,2010,4인가구,1487.0
2677,성북동,2010,4인가구,1211.0
2678,삼선동,2010,4인가구,1913.0
2679,동선동,2010,4인가구,898.0
2680,종암동,2010,4인가구,3365.0
2681,석관동,2010,4인가구,2857.0
2682,번1동,2010,4인가구,1372.0
2683,번2동,2010,4인가구,1592.0
2684,번3동,2010,4인가구,1715.0
2685,수유1동,2010,4인가구,1660.0
2686,수유2동,2010,4인가구,1711.0
2687,수유3동,2010,4인가구,1481.0
2688,삼양동,2010,4인가구,2378.0
2689,미아동,2010,4인가구,1643.0
2690,송중동,2010,4인가구,2572.0
2691,송천동,2010,4인가구,2345.0
2692,삼각산동,2010,4인가구,2954.0
2693,우이동,2010,4인가구,1549.0
2694,인수동,2010,4인가구,2516.0
2695,쌍문1동,2010,4인가구,1740.0
2696,쌍문2동,2010,4인가구,1781.0
2697,쌍문3동,2010,4인가구,1429.0
2698,쌍문4동,2010,4인가구,2177.0
2699,방학1동,2010,4인가구,2641.0
2700,방학2동,2010,4인가구,1857.0
2701,방학3동,2010,4인가구,3317.0
2702,창1동,2010,4인가구,2483.0
2703,창2동,2010,4인가구,2573.0
2704,창3동,2010,4인가구,1302.0
2705,창4동,2010,4인가구,3026.0
2706,창5동,2010,4인가구,2660.0
2707,도봉1동,2010,4인가구,1690.0
2708,도봉2동,2010,4인가구,2596.0
2709,월계1동,2010,4인가구,1909.0
2710,월계2동,2010,4인가구,2519.0
2711,월계3동,2010,4인가구,3134.0
2712,공릉2동,2010,4인가구,4465.0
2713,하계1동,2010,4인가구,2863.0
2714,하계2동,2010,4인가구,2751.0
2715,중계본동,2010,4인가구,3199.0
2716,중계1동,2010,4인가구,3764.0
2717,중계4동,2010,4인가구,2116.0
2718,상계1동,2010,4인가구,4062.0
2719,상계2동,2010,4인가구,2153.0
2720,상계5동,2010,4인가구,2047.0
2721,상계8동,2010,4인가구,2716.0
2722,상계9동,2010,4인가구,2531.0
2723,상계10동,2010,4인가구,1865.0
2724,공릉1.3동,2010,4인가구,3171.0
2725,상계3.4동,2010,4인가구,3022.0
2726,상계6.7동,2010,4인가구,3484.0
2727,중계2.3동,2010,4인가구,3712.0
2728,녹번동,2010,4인가구,2544.0
2729,불광1동,2010,4인가구,2942.0
2730,갈현1동,2010,4인가구,2074.0
2731,갈현2동,2010,4인가구,2267.0
2732,구산동,2010,4인가구,2654.0
2733,대조동,2010,4인가구,2149.0
2734,응암1동,2010,4인가구,2326.0
2735,응암2동,2010,4인가구,1421.0
2736,신사1동,2010,4인가구,2208.0
2737,신사2동,2010,4인가구,1991.0
2738,증산동,2010,4인가구,1838.0
2739,수색동,2010,4인가구,1531.0
2740,진관동,2010,4인가구,3428.0
2741,불광2동,2010,4인가구,2271.0
2742,응암3동,2010,4인가구,1966.0
2743,역촌동,2010,4인가구,3671.0
2744,천연동,2010,4인가구,1570.0
2745,홍제1동,2010,4인가구,2128.0
2746,홍제3동,2010,4인가구,1575.0
2747,홍제2동,2010,4인가구,1335.0
2748,홍은1동,2010,4인가구,2250.0
2749,홍은2동,2010,4인가구,2287.0
2750,남가좌1동,2010,4인가구,279.0
2751,남가좌2동,2010,4인가구,2481.0
2752,북가좌1동,2010,4인가구,864.0
2753,북가좌2동,2010,4인가구,2856.0
2754,충현동,2010,4인가구,1642.0
2755,북아현동,2010,4인가구,1085.0
2756,신촌동,2010,4인가구,781.0
2757,연희동,2010,4인가구,2813.0
2758,용강동,2010,4인가구,1656.0
2759,대흥동,2010,4인가구,633.0
2760,염리동,2010,4인가구,1142.0
2761,신수동,2010,4인가구,1759.0
2762,서교동,2010,4인가구,1395.0
2763,합정동,2010,4인가구,1338.0
2764,망원1동,2010,4인가구,1736.0
2765,망원2동,2010,4인가구,1764.0
2766,연남동,2010,4인가구,1180.0
2767,성산1동,2010,4인가구,1584.0
2768,성산2동,2010,4인가구,3618.0
2769,상암동,2010,4인가구,2574.0
2770,도화동,2010,4인가구,1750.0
2771,서강동,2010,4인가구,1919.0
2772,공덕동,2010,4인가구,2567.0
2773,아현동,2010,4인가구,1227.0
2774,목1동,2010,4인가구,3643.0
2775,목2동,2010,4인가구,2732.0
2776,목3동,2010,4인가구,1898.0
2777,목4동,2010,4인가구,2886.0
2778,신월1동,2010,4인가구,1862.0
2779,신월2동,2010,4인가구,1813.0
2780,신월3동,2010,4인가구,1326.0
2781,신월4동,2010,4인가구,1735.0
2782,신월5동,2010,4인가구,1285.0
2783,신월6동,2010,4인가구,1248.0
2784,신월7동,2010,4인가구,2246.0
2785,신정1동,2010,4인가구,2485.0
2786,신정2동,2010,4인가구,2446.0
2787,신정3동,2010,4인가구,4358.0
2788,신정6동,2010,4인가구,3163.0
2789,신정7동,2010,4인가구,3299.0
2790,목5동,2010,4인가구,5409.0
2791,신정4동,2010,4인가구,2680.0
2792,염창동,2010,4인가구,4428.0
2793,등촌1동,2010,4인가구,1805.0
2794,등촌2동,2010,4인가구,2055.0
2795,등촌3동,2010,4인가구,2997.0
2796,화곡본동,2010,4인가구,2743.0
2797,화곡2동,2010,4인가구,1632.0
2798,화곡3동,2010,4인가구,2034.0
2799,화곡4동,2010,4인가구,1677.0
2800,화곡6동,2010,4인가구,2044.0
2801,화곡8동,2010,4인가구,2116.0
2802,가양1동,2010,4인가구,1979.0
2803,가양2동,2010,4인가구,1037.0
2804,가양3동,2010,4인가구,1352.0
2805,발산1동,2010,4인가구,3302.0
2806,공항동,2010,4인가구,1357.0
2807,방화1동,2010,4인가구,2662.0
2808,방화2동,2010,4인가구,1804.0
2809,방화3동,2010,4인가구,1977.0
2810,화곡1동,2010,4인가구,3717.0
2811,우장산동,2010,4인가구,3929.0
2812,신도림동,2010,4인가구,3487.0
2813,구로1동,2010,4인가구,2326.0
2814,구로3동,2010,4인가구,1791.0
2815,구로4동,2010,4인가구,1892.0
2816,구로5동,2010,4인가구,2566.0
2817,고척1동,2010,4인가구,2349.0
2818,고척2동,2010,4인가구,2713.0
2819,개봉2동,2010,4인가구,3036.0
2820,개봉3동,2010,4인가구,1922.0
2821,오류1동,2010,4인가구,1614.0
2822,오류2동,2010,4인가구,2407.0
2823,수궁동,2010,4인가구,2108.0
2824,가리봉동,2010,4인가구,754.0
2825,구로2동,2010,4인가구,2291.0
2826,개봉1동,2010,4인가구,3106.0
2827,가산동,2010,4인가구,1126.0
2828,독산1동,2010,4인가구,2345.0
2829,독산2동,2010,4인가구,1863.0
2830,독산3동,2010,4인가구,2129.0
2831,독산4동,2010,4인가구,1449.0
2832,시흥1동,2010,4인가구,2406.0
2833,시흥2동,2010,4인가구,2349.0
2834,시흥3동,2010,4인가구,1019.0
2835,시흥4동,2010,4인가구,2073.0
2836,시흥5동,2010,4인가구,1930.0
2837,여의도동,2010,4인가구,2697.0
2838,당산1동,2010,4인가구,1443.0
2839,당산2동,2010,4인가구,2711.0
2840,양평1동,2010,4인가구,1165.0
2841,양평2동,2010,4인가구,1985.0
2842,신길1동,2010,4인가구,1418.0
2843,신길3동,2010,4인가구,1564.0
2844,신길4동,2010,4인가구,984.0
2845,신길5동,2010,4인가구,1325.0
2846,신길6동,2010,4인가구,2018.0
2847,신길7동,2010,4인가구,1638.0
2848,대림1동,2010,4인가구,1250.0
2849,대림2동,2010,4인가구,1283.0
2850,대림3동,2010,4인가구,2294.0
2851,영등포본동,2010,4인가구,1957.0
2852,영등포동,2010,4인가구,917.0
2853,도림동,2010,4인가구,1137.0
2854,문래동,2010,4인가구,2861.0
2855,노량진2동,2010,4인가구,1087.0
2856,상도1동,2010,4인가구,2815.0
2857,상도2동,2010,4인가구,1987.0
2858,상도3동,2010,4인가구,1804.0
2859,상도4동,2010,4인가구,2345.0
2860,사당1동,2010,4인가구,1465.0
2861,사당3동,2010,4인가구,2005.0
2862,사당4동,2010,4인가구,1172.0
2863,사당5동,2010,4인가구,1241.0
2864,대방동,2010,4인가구,3498.0
2865,신대방1동,2010,4인가구,2297.0
2866,신대방2동,2010,4인가구,1674.0
2867,흑석동,2010,4인가구,2214.0
2868,노량진1동,2010,4인가구,2570.0
2869,사당2동,2010,4인가구,2266.0
2870,보라매동,2010,4인가구,1947.0
2871,청림동,2010,4인가구,1412.0
2872,행운동,2010,4인가구,1753.0
2873,낙성대동,2010,4인가구,971.0
2874,중앙동,2010,4인가구,869.0
2875,인헌동,2010,4인가구,2050.0
2876,남현동,2010,4인가구,1281.0
2877,서원동,2010,4인가구,1391.0
2878,신원동,2010,4인가구,1250.0
2879,서림동,2010,4인가구,1299.0
2880,신사동,2010,4인가구,1743.0
2881,신림동,2010,4인가구,585.0
2882,난향동,2010,4인가구,1566.0
2883,조원동,2010,4인가구,1134.0
2884,대학동,2010,4인가구,1137.0
2885,은천동,2010,4인가구,2842.0
2886,성현동,2010,4인가구,3090.0
2887,청룡동,2010,4인가구,1912.0
2888,난곡동,2010,4인가구,2450.0
2889,삼성동,2010,4인가구,2255.0
2890,미성동,2010,4인가구,2973.0
2891,서초1동,2010,4인가구,1507.0
2892,서초2동,2010,4인가구,1903.0
2893,서초3동,2010,4인가구,2253.0
2894,서초4동,2010,4인가구,2997.0
2895,잠원동,2010,4인가구,3088.0
2896,반포본동,2010,4인가구,1275.0
2897,반포1동,2010,4인가구,2147.0
2898,반포2동,2010,4인가구,2138.0
2899,반포3동,2010,4인가구,2389.0
2900,반포4동,2010,4인가구,1729.0
2901,방배본동,2010,4인가구,1816.0
2902,방배1동,2010,4인가구,1268.0
2903,방배2동,2010,4인가구,2110.0
2904,방배3동,2010,4인가구,2162.0
2905,방배4동,2010,4인가구,2027.0
2906,양재1동,2010,4인가구,1792.0
2907,양재2동,2010,4인가구,1610.0
2908,내곡동,2010,4인가구,322.0
2909,신사동,2010,4인가구,1370.0
2910,논현1동,2010,4인가구,1115.0
2911,논현2동,2010,4인가구,1353.0
2912,삼성1동,2010,4인가구,1251.0
2913,삼성2동,2010,4인가구,2459.0
2914,대치1동,2010,4인가구,2833.0
2915,대치4동,2010,4인가구,1366.0
2916,역삼1동,2010,4인가구,1342.0
2917,역삼2동,2010,4인가구,2676.0
2918,도곡1동,2010,4인가구,1918.0
2919,도곡2동,2010,4인가구,3095.0
2920,개포1동,2010,4인가구,1962.0
2921,개포4동,2010,4인가구,1912.0
2922,일원본동,2010,4인가구,2406.0
2923,일원1동,2010,4인가구,1372.0
2924,일원2동,2010,4인가구,1683.0
2925,수서동,2010,4인가구,958.0
2926,세곡동,2010,4인가구,313.0
2927,압구정동,2010,4인가구,2205.0
2928,청담동,2010,4인가구,2352.0
2929,대치2동,2010,4인가구,4748.0
2930,개포2동,2010,4인가구,3264.0
2931,풍납1동,2010,4인가구,1506.0
2932,풍납2동,2010,4인가구,2493.0
2933,거여1동,2010,4인가구,1440.0
2934,거여2동,2010,4인가구,2471.0
2935,마천1동,2010,4인가구,1452.0
2936,마천2동,2010,4인가구,1911.0
2937,방이1동,2010,4인가구,1664.0
2938,방이2동,2010,4인가구,1720.0
2939,오륜동,2010,4인가구,2216.0
2940,오금동,2010,4인가구,3514.0
2941,송파1동,2010,4인가구,1973.0
2942,송파2동,2010,4인가구,2031.0
2943,석촌동,2010,4인가구,2459.0
2944,삼전동,2010,4인가구,2457.0
2945,가락본동,2010,4인가구,2551.0
2946,가락1동,2010,4인가구,1277.0
2947,가락2동,2010,4인가구,3772.0
2948,문정1동,2010,4인가구,2026.0
2949,문정2동,2010,4인가구,1538.0
2950,장지동,2010,4인가구,3273.0
2951,잠실본동,2010,4인가구,2091.0
2952,잠실4동,2010,4인가구,2953.0
2953,잠실6동,2010,4인가구,1596.0
2954,잠실7동,2010,4인가구,1034.0
2955,잠실2동,2010,4인가구,3856.0
2956,잠실3동,2010,4인가구,3636.0
2957,강일동,2010,4인가구,2004.0
2958,상일동,2010,4인가구,2739.0
2959,명일1동,2010,4인가구,2839.0
2960,명일2동,2010,4인가구,2071.0
2961,고덕1동,2010,4인가구,2253.0
2962,고덕2동,2010,4인가구,1581.0
2963,암사2동,2010,4인가구,1466.0
2964,암사3동,2010,4인가구,1996.0
2965,천호1동,2010,4인가구,2384.0
2966,천호3동,2010,4인가구,1666.0
2967,성내1동,2010,4인가구,1891.0
2968,성내2동,2010,4인가구,1810.0
2969,성내3동,2010,4인가구,2031.0
2970,둔촌1동,2010,4인가구,2328.0
2971,둔촌2동,2010,4인가구,2718.0
2972,암사1동,2010,4인가구,3113.0
2973,천호2동,2010,4인가구,2648.0
2974,길동,2010,4인가구,4282.0
2975,합계,2015,4인가구,701945.0
2976,사직동,2015,4인가구,500.0
2977,삼청동,2015,4인가구,151.0
2978,부암동,2015,4인가구,660.0
2979,평창동,2015,4인가구,1248.0
2980,무악동,2015,4인가구,692.0
2981,교남동,2015,4인가구,288.0
2982,가회동,2015,4인가구,261.0
2983,종로1.2.3.4가동,2015,4인가구,208.0
2984,종로5·6가동,2015,4인가구,258.0
2985,이화동,2015,4인가구,453.0
2986,창신1동,2015,4인가구,267.0
2987,창신2동,2015,4인가구,606.0
2988,창신3동,2015,4인가구,506.0
2989,숭인1동,2015,4인가구,408.0
2990,숭인2동,2015,4인가구,450.0
2991,청운효자동,2015,4인가구,965.0
2992,혜화동,2015,4인가구,919.0
2993,소공동,2015,4인가구,41.0
2994,회현동,2015,4인가구,208.0
2995,명동,2015,4인가구,93.0
2996,필동,2015,4인가구,167.0
2997,장충동,2015,4인가구,225.0
2998,광희동,2015,4인가구,215.0
2999,을지로동,2015,4인가구,37.0
3000,신당5동,2015,4인가구,596.0
3001,황학동,2015,4인가구,656.0
3002,중림동,2015,4인가구,471.0
3003,신당동,2015,4인가구,353.0
3004,다산동,2015,4인가구,908.0
3005,약수동,2015,4인가구,1140.0
3006,청구동,2015,4인가구,1008.0
3007,동화동,2015,4인가구,869.0
3008,후암동,2015,4인가구,1122.0
3009,용산2가동,2015,4인가구,612.0
3010,남영동,2015,4인가구,261.0
3011,원효로2동,2015,4인가구,1092.0
3012,효창동,2015,4인가구,640.0
3013,용문동,2015,4인가구,909.0
3014,이촌1동,2015,4인가구,2033.0
3015,이촌2동,2015,4인가구,580.0
3016,이태원1동,2015,4인가구,288.0
3017,이태원2동,2015,4인가구,469.0
3018,서빙고동,2015,4인가구,944.0
3019,보광동,2015,4인가구,834.0
3020,청파동,2015,4인가구,1109.0
3021,원효로1동,2015,4인가구,798.0
3022,한강로동,2015,4인가구,664.0
3023,한남동,2015,4인가구,867.0
3024,왕십리2동,2015,4인가구,1098.0
3025,마장동,2015,4인가구,1671.0
3026,사근동,2015,4인가구,546.0
3027,행당1동,2015,4인가구,957.0
3028,행당2동,2015,4인가구,2151.0
3029,응봉동,2015,4인가구,1376.0
3030,금호1가동,2015,4인가구,969.0
3031,금호4가동,2015,4인가구,952.0
3032,성수1가1동,2015,4인가구,1299.0
3033,성수1가2동,2015,4인가구,1097.0
3034,성수2가1동,2015,4인가구,1209.0
3035,성수2가3동,2015,4인가구,708.0
3036,송정동,2015,4인가구,737.0
3037,용답동,2015,4인가구,945.0
3038,왕십리도선동,2015,4인가구,1348.0
3039,금호2.3가동,2015,4인가구,1548.0
3040,옥수동,2015,4인가구,1514.0
3041,화양동,2015,4인가구,747.0
3042,군자동,2015,4인가구,1157.0
3043,중곡1동,2015,4인가구,904.0
3044,중곡2동,2015,4인가구,1482.0
3045,중곡3동,2015,4인가구,1113.0
3046,중곡4동,2015,4인가구,2223.0
3047,능동,2015,4인가구,535.0
3048,구의1동,2015,4인가구,1240.0
3049,구의2동,2015,4인가구,1789.0
3050,구의3동,2015,4인가구,2324.0
3051,광장동,2015,4인가구,3727.0
3052,자양1동,2015,4인가구,1375.0
3053,자양2동,2015,4인가구,1973.0
3054,자양3동,2015,4인가구,2613.0
3055,자양4동,2015,4인가구,1309.0
3056,회기동,2015,4인가구,558.0
3057,휘경1동,2015,4인가구,739.0
3058,휘경2동,2015,4인가구,1877.0
3059,청량리동,2015,4인가구,1327.0
3060,용신동,2015,4인가구,1644.0
3061,제기동,2015,4인가구,1503.0
3062,전농1동,2015,4인가구,1873.0
3063,전농2동,2015,4인가구,1597.0
3064,답십리1동,2015,4인가구,1769.0
3065,답십리2동,2015,4인가구,2190.0
3066,장안1동,2015,4인가구,2598.0
3067,장안2동,2015,4인가구,2414.0
3068,이문1동,2015,4인가구,1620.0
3069,이문2동,2015,4인가구,1673.0
3070,면목2동,2015,4인가구,1777.0
3071,면목4동,2015,4인가구,1425.0
3072,면목5동,2015,4인가구,735.0
3073,면목7동,2015,4인가구,1544.0
3074,상봉1동,2015,4인가구,2207.0
3075,상봉2동,2015,4인가구,913.0
3076,중화1동,2015,4인가구,1498.0
3077,중화2동,2015,4인가구,1563.0
3078,묵1동,2015,4인가구,2595.0
3079,묵2동,2015,4인가구,1238.0
3080,망우3동,2015,4인가구,1147.0
3081,신내1동,2015,4인가구,3676.0
3082,신내2동,2015,4인가구,1809.0
3083,면목본동,2015,4인가구,2251.0
3084,면목3.8동,2015,4인가구,1817.0
3085,망우본동,2015,4인가구,2168.0
3086,돈암1동,2015,4인가구,1247.0
3087,돈암2동,2015,4인가구,2009.0
3088,안암동,2015,4인가구,775.0
3089,보문동,2015,4인가구,900.0
3090,정릉1동,2015,4인가구,1439.0
3091,정릉2동,2015,4인가구,1770.0
3092,정릉3동,2015,4인가구,990.0
3093,정릉4동,2015,4인가구,2004.0
3094,길음1동,2015,4인가구,3398.0
3095,길음2동,2015,4인가구,1160.0
3096,월곡1동,2015,4인가구,2275.0
3097,월곡2동,2015,4인가구,1397.0
3098,장위1동,2015,4인가구,1645.0
3099,장위2동,2015,4인가구,1364.0
3100,장위3동,2015,4인가구,967.0
3101,성북동,2015,4인가구,1013.0
3102,삼선동,2015,4인가구,1749.0
3103,동선동,2015,4인가구,762.0
3104,종암동,2015,4인가구,3118.0
3105,석관동,2015,4인가구,2375.0
3106,번1동,2015,4인가구,1151.0
3107,번2동,2015,4인가구,1158.0
3108,번3동,2015,4인가구,1362.0
3109,수유1동,2015,4인가구,1421.0
3110,수유2동,2015,4인가구,1460.0
3111,수유3동,2015,4인가구,1257.0
3112,삼양동,2015,4인가구,1965.0
3113,미아동,2015,4인가구,1374.0
3114,송중동,2015,4인가구,1979.0
3115,송천동,2015,4인가구,1851.0
3116,삼각산동,2015,4인가구,3144.0
3117,우이동,2015,4인가구,1289.0
3118,인수동,2015,4인가구,2122.0
3119,쌍문1동,2015,4인가구,1587.0
3120,쌍문2동,2015,4인가구,1455.0
3121,쌍문3동,2015,4인가구,1201.0
3122,쌍문4동,2015,4인가구,1859.0
3123,방학1동,2015,4인가구,2243.0
3124,방학2동,2015,4인가구,1403.0
3125,방학3동,2015,4인가구,2699.0
3126,창1동,2015,4인가구,2105.0
3127,창2동,2015,4인가구,2291.0
3128,창3동,2015,4인가구,1091.0
3129,창4동,2015,4인가구,2588.0
3130,창5동,2015,4인가구,2177.0
3131,도봉1동,2015,4인가구,1338.0
3132,도봉2동,2015,4인가구,2162.0
3133,월계1동,2015,4인가구,1601.0
3134,월계2동,2015,4인가구,2033.0
3135,월계3동,2015,4인가구,2593.0
3136,공릉2동,2015,4인가구,3762.0
3137,하계1동,2015,4인가구,2478.0
3138,하계2동,2015,4인가구,2385.0
3139,중계본동,2015,4인가구,2823.0
3140,중계1동,2015,4인가구,3319.0
3141,중계4동,2015,4인가구,1891.0
3142,상계1동,2015,4인가구,3387.0
3143,상계2동,2015,4인가구,1748.0
3144,상계5동,2015,4인가구,1788.0
3145,상계8동,2015,4인가구,2277.0
3146,상계9동,2015,4인가구,2123.0
3147,상계10동,2015,4인가구,1545.0
3148,상계3.4동,2015,4인가구,2326.0
3149,상계6.7동,2015,4인가구,2917.0
3150,중계2.3동,2015,4인가구,3082.0
3151,공릉1동,2015,4인가구,2674.0
3152,녹번동,2015,4인가구,2002.0
3153,불광1동,2015,4인가구,2835.0
3154,갈현1동,2015,4인가구,1674.0
3155,갈현2동,2015,4인가구,2104.0
3156,구산동,2015,4인가구,2419.0
3157,대조동,2015,4인가구,1893.0
3158,응암1동,2015,4인가구,2113.0
3159,응암2동,2015,4인가구,1628.0
3160,신사1동,2015,4인가구,1994.0
3161,신사2동,2015,4인가구,1610.0
3162,증산동,2015,4인가구,1468.0
3163,수색동,2015,4인가구,1124.0
3164,진관동,2015,4인가구,4759.0
3165,불광2동,2015,4인가구,1769.0
3166,응암3동,2015,4인가구,1635.0
3167,역촌동,2015,4인가구,3482.0
3168,천연동,2015,4인가구,1411.0
3169,홍제1동,2015,4인가구,1643.0
3170,홍제3동,2015,4인가구,1307.0
3171,홍제2동,2015,4인가구,1106.0
3172,홍은1동,2015,4인가구,1771.0
3173,홍은2동,2015,4인가구,2021.0
3174,남가좌1동,2015,4인가구,254.0
3175,남가좌2동,2015,4인가구,1818.0
3176,북가좌1동,2015,4인가구,1596.0
3177,북가좌2동,2015,4인가구,2399.0
3178,충현동,2015,4인가구,1141.0
3179,북아현동,2015,4인가구,617.0
3180,신촌동,2015,4인가구,680.0
3181,연희동,2015,4인가구,2324.0
3182,용강동,2015,4인가구,1598.0
3183,대흥동,2015,4인가구,540.0
3184,염리동,2015,4인가구,825.0
3185,신수동,2015,4인가구,1351.0
3186,서교동,2015,4인가구,1223.0
3187,합정동,2015,4인가구,1010.0
3188,망원1동,2015,4인가구,1320.0
3189,망원2동,2015,4인가구,1563.0
3190,연남동,2015,4인가구,950.0
3191,성산1동,2015,4인가구,1336.0
3192,성산2동,2015,4인가구,3060.0
3193,상암동,2015,4인가구,2729.0
3194,도화동,2015,4인가구,1515.0
3195,서강동,2015,4인가구,1756.0
3196,공덕동,2015,4인가구,2429.0
3197,아현동,2015,4인가구,1895.0
3198,목1동,2015,4인가구,3229.0
3199,목2동,2015,4인가구,2344.0
3200,목3동,2015,4인가구,1507.0
3201,목4동,2015,4인가구,2513.0
3202,신월1동,2015,4인가구,1536.0
3203,신월2동,2015,4인가구,1735.0
3204,신월3동,2015,4인가구,976.0
3205,신월4동,2015,4인가구,1653.0
3206,신월5동,2015,4인가구,1176.0
3207,신월6동,2015,4인가구,882.0
3208,신월7동,2015,4인가구,1679.0
3209,신정1동,2015,4인가구,1828.0
3210,신정2동,2015,4인가구,2108.0
3211,신정3동,2015,4인가구,4449.0
3212,신정6동,2015,4인가구,2670.0
3213,신정7동,2015,4인가구,2668.0
3214,목5동,2015,4인가구,4701.0
3215,신정4동,2015,4인가구,2251.0
3216,염창동,2015,4인가구,3945.0
3217,등촌1동,2015,4인가구,1436.0
3218,등촌2동,2015,4인가구,1660.0
3219,등촌3동,2015,4인가구,2323.0
3220,화곡본동,2015,4인가구,2418.0
3221,화곡2동,2015,4인가구,1370.0
3222,화곡3동,2015,4인가구,1651.0
3223,화곡4동,2015,4인가구,1521.0
3224,화곡6동,2015,4인가구,1793.0
3225,화곡8동,2015,4인가구,1813.0
3226,가양1동,2015,4인가구,1865.0
3227,가양2동,2015,4인가구,770.0
3228,가양3동,2015,4인가구,901.0
3229,발산1동,2015,4인가구,3765.0
3230,공항동,2015,4인가구,1101.0
3231,방화1동,2015,4인가구,3433.0
3232,방화2동,2015,4인가구,1437.0
3233,방화3동,2015,4인가구,1643.0
3234,화곡1동,2015,4인가구,3127.0
3235,우장산동,2015,4인가구,4272.0
3236,신도림동,2015,4인가구,3291.0
3237,구로1동,2015,4인가구,2052.0
3238,구로3동,2015,4인가구,1525.0
3239,구로4동,2015,4인가구,1359.0
3240,구로5동,2015,4인가구,2072.0
3241,고척1동,2015,4인가구,2064.0
3242,고척2동,2015,4인가구,2310.0
3243,개봉2동,2015,4인가구,2633.0
3244,개봉3동,2015,4인가구,1682.0
3245,오류1동,2015,4인가구,1355.0
3246,오류2동,2015,4인가구,3701.0
