,동,기간,category,value
1296,필동,2015,2인가구,472.0
1297,장충동,2015,2인가구,597.0
1298,광희동,2015,2인가구,561.0
1299,을지로동,2015,2인가구,209.0
1300,신당5동,2015,2인가구,1041.0
1301,황학동,2015,2인가구,1360.0
1302,중림동,2015,2인가구,914.0
1303,신당동,2015,2인가구,806.0
1304,다산동,2015,2인가구,1681.0
1305,약수동,2015,2인가구,2111.0
1306,청구동,2015,2인가구,1570.0
1307,동화동,2015,2인가구,881.0
1308,후암동,2015,2인가구,1850.0
1309,용산2가동,2015,2인가구,1348.0
1310,남영동,2015,2인가구,793.0
1311,원효로2동,2015,2인가구,1354.0
1312,효창동,2015,2인가구,946.0
1313,용문동,2015,2인가구,1285.0
1314,이촌1동,2015,2인가구,2265.0
1315,이촌2동,2015,2인가구,1088.0
1316,이태원1동,2015,2인가구,804.0
1317,이태원2동,2015,2인가구,1139.0
1318,서빙고동,2015,2인가구,1157.0
1319,보광동,2015,2인가구,1753.0
1320,청파동,2015,2인가구,2144.0
1321,원효로1동,2015,2인가구,1503.0
1322,한강로동,2015,2인가구,1842.0
1323,한남동,2015,2인가구,2505.0
1324,왕십리2동,2015,2인가구,1432.0
1325,마장동,2015,2인가구,2243.0
1326,사근동,2015,2인가구,1198.0
1327,행당1동,2015,2인가구,1467.0
1328,행당2동,2015,2인가구,2262.0
1329,응봉동,2015,2인가구,1404.0
1330,금호1가동,2015,2인가구,1288.0
1331,금호4가동,2015,2인가구,1515.0
1332,성수1가1동,2015,2인가구,1577.0
1333,성수1가2동,2015,2인가구,1766.0
1334,성수2가1동,2015,2인가구,1839.0
1335,성수2가3동,2015,2인가구,1144.0
1336,송정동,2015,2인가구,1175.0
1337,용답동,2015,2인가구,1642.0
1338,왕십리도선동,2015,2인가구,1862.0
1339,금호2.3가동,2015,2인가구,2217.0
1340,옥수동,2015,2인가구,2384.0
1341,화양동,2015,2인가구,2297.0
1342,군자동,2015,2인가구,2128.0
1343,중곡1동,2015,2인가구,1823.0
1344,중곡2동,2015,2인가구,2244.0
1345,중곡3동,2015,2인가구,1822.0
1346,중곡4동,2015,2인가구,2888.0
1347,능동,2015,2인가구,1278.0
1348,구의1동,2015,2인가구,2359.0
1349,구의2동,2015,2인가구,2371.0
1350,구의3동,2015,2인가구,2487.0
1351,광장동,2015,2인가구,2020.0
1352,자양1동,2015,2인가구,2269.0
1353,자양2동,2015,2인가구,2384.0
1354,자양3동,2015,2인가구,2317.0
1355,자양4동,2015,2인가구,2425.0
1356,회기동,2015,2인가구,1093.0
1357,휘경1동,2015,2인가구,1512.0
1358,휘경2동,2015,2인가구,2202.0
1359,청량리동,2015,2인가구,2511.0
1360,용신동,2015,2인가구,3356.0
1361,제기동,2015,2인가구,2877.0
1362,전농1동,2015,2인가구,2935.0
1363,전농2동,2015,2인가구,1783.0
1364,답십리1동,2015,2인가구,2323.0
1365,답십리2동,2015,2인가구,2658.0
1366,장안1동,2015,2인가구,3275.0
1367,장안2동,2015,2인가구,2621.0
1368,이문1동,2015,2인가구,3001.0
1369,이문2동,2015,2인가구,2009.0
1370,면목2동,2015,2인가구,2745.0
1371,면목4동,2015,2인가구,2207.0
1372,면목5동,2015,2인가구,1230.0
1373,면목7동,2015,2인가구,2401.0
1374,상봉1동,2015,2인가구,2062.0
1375,상봉2동,2015,2인가구,2112.0
1376,중화1동,2015,2인가구,2079.0
1377,중화2동,2015,2인가구,3181.0
1378,묵1동,2015,2인가구,3009.0
1379,묵2동,2015,2인가구,1973.0
1380,망우3동,2015,2인가구,1905.0
1381,신내1동,2015,2인가구,2963.0
1382,신내2동,2015,2인가구,2315.0
1383,면목본동,2015,2인가구,3793.0
1384,면목3.8동,2015,2인가구,2944.0
1385,망우본동,2015,2인가구,3329.0
1386,돈암1동,2015,2인가구,1639.0
1387,돈암2동,2015,2인가구,1717.0
1388,안암동,2015,2인가구,1563.0
1389,보문동,2015,2인가구,1436.0
1390,정릉1동,2015,2인가구,1597.0
1391,정릉2동,2015,2인가구,2203.0
1392,정릉3동,2015,2인가구,1681.0
1393,정릉4동,2015,2인가구,2512.0
1394,길음1동,2015,2인가구,2655.0
1395,길음2동,2015,2인가구,1540.0
1396,월곡1동,2015,2인가구,2349.0
1397,월곡2동,2015,2인가구,1857.0
1398,장위1동,2015,2인가구,2254.0
1399,장위2동,2015,2인가구,2128.0
1400,장위3동,2015,2인가구,1387.0
1401,성북동,2015,2인가구,1817.0
1402,삼선동,2015,2인가구,2664.0
1403,동선동,2015,2인가구,1691.0
1404,종암동,2015,2인가구,3608.0
1405,석관동,2015,2인가구,3465.0
1406,번1동,2015,2인가구,2164.0
1407,번2동,2015,2인가구,2114.0
1408,번3동,2015,2인가구,2066.0
1409,수유1동,2015,2인가구,2306.0
1410,수유2동,2015,2인가구,2336.0
1411,수유3동,2015,2인가구,2600.0
1412,삼양동,2015,2인가구,2990.0
1413,미아동,2015,2인가구,2439.0
1414,송중동,2015,2인가구,3077.0
1415,송천동,2015,2인가구,3119.0
1416,삼각산동,2015,2인가구,2554.0
1417,우이동,2015,2인가구,2295.0
1418,인수동,2015,2인가구,3441.0
1419,쌍문1동,2015,2인가구,2111.0
1420,쌍문2동,2015,2인가구,2141.0
1421,쌍문3동,2015,2인가구,1858.0
1422,쌍문4동,2015,2인가구,1588.0
1423,방학1동,2015,2인가구,3082.0
1424,방학2동,2015,2인가구,2391.0
1425,방학3동,2015,2인가구,2292.0
1426,창1동,2015,2인가구,2649.0
1427,창2동,2015,2인가구,2931.0
1428,창3동,2015,2인가구,1597.0
1429,창4동,2015,2인가구,2397.0
1430,창5동,2015,2인가구,2347.0
1431,도봉1동,2015,2인가구,2691.0
1432,도봉2동,2015,2인가구,2928.0
1433,월계1동,2015,2인가구,2102.0
1434,월계2동,2015,2인가구,3107.0
1435,월계3동,2015,2인가구,3384.0
1436,공릉2동,2015,2인가구,3323.0
1437,하계1동,2015,2인가구,2523.0
1438,하계2동,2015,2인가구,1833.0
1439,중계본동,2015,2인가구,1639.0
1440,중계1동,2015,2인가구,1482.0
1441,중계4동,2015,2인가구,1986.0
1442,상계1동,2015,2인가구,3522.0
1443,상계2동,2015,2인가구,1720.0
1444,상계5동,2015,2인가구,2443.0
1445,상계8동,2015,2인가구,2276.0
1446,상계9동,2015,2인가구,2005.0
1447,상계10동,2015,2인가구,1959.0
1448,상계3.4동,2015,2인가구,3573.0
1449,상계6.7동,2015,2인가구,3217.0
1450,중계2.3동,2015,2인가구,3980.0
1451,공릉1동,2015,2인가구,3865.0
1452,녹번동,2015,2인가구,3398.0
1453,불광1동,2015,2인가구,4328.0
1454,갈현1동,2015,2인가구,2701.0
1455,갈현2동,2015,2인가구,2888.0
1456,구산동,2015,2인가구,2906.0
1457,대조동,2015,2인가구,3717.0
1458,응암1동,2015,2인가구,3278.0
1459,응암2동,2015,2인가구,2282.0
1460,신사1동,2015,2인가구,2624.0
1461,신사2동,2015,2인가구,2125.0
1462,증산동,2015,2인가구,1923.0
1463,수색동,2015,2인가구,1778.0
1464,진관동,2015,2인가구,3455.0
1465,불광2동,2015,2인가구,3244.0
1466,응암3동,2015,2인가구,2889.0
1467,역촌동,2015,2인가구,4801.0
1468,천연동,2015,2인가구,1855.0
1469,홍제1동,2015,2인가구,2431.0
1470,홍제3동,2015,2인가구,1958.0
1471,홍제2동,2015,2인가구,1486.0
1472,홍은1동,2015,2인가구,2312.0
1473,홍은2동,2015,2인가구,2886.0
1474,남가좌1동,2015,2인가구,334.0
1475,남가좌2동,2015,2인가구,2737.0
1476,북가좌1동,2015,2인가구,1711.0
1477,북가좌2동,2015,2인가구,3421.0
1478,충현동,2015,2인가구,1890.0
1479,북아현동,2015,2인가구,1037.0
1480,신촌동,2015,2인가구,1782.0
1481,연희동,2015,2인가구,4011.0
1482,용강동,2015,2인가구,2082.0
1483,대흥동,2015,2인가구,1621.0
1484,염리동,2015,2인가구,1516.0
1485,신수동,2015,2인가구,1930.0
1486,서교동,2015,2인가구,3030.0
1487,합정동,2015,2인가구,2207.0
1488,망원1동,2015,2인가구,2453.0
1489,망원2동,2015,2인가구,1942.0
1490,연남동,2015,2인가구,2084.0
1491,성산1동,2015,2인가구,2142.0
1492,성산2동,2015,2인가구,3788.0
1493,상암동,2015,2인가구,2498.0
1494,도화동,2015,2인가구,2193.0
1495,서강동,2015,2인가구,2488.0
1496,공덕동,2015,2인가구,3988.0
1497,아현동,2015,2인가구,2889.0
1498,목1동,2015,2인가구,1870.0
1499,목2동,2015,2인가구,2778.0
1500,목3동,2015,2인가구,2121.0
1501,목4동,2015,2인가구,1916.0
1502,신월1동,2015,2인가구,2400.0
1503,신월2동,2015,2인가구,2080.0
1504,신월3동,2015,2인가구,1829.0
1505,신월4동,2015,2인가구,1493.0
1506,신월5동,2015,2인가구,1380.0
1507,신월6동,2015,2인가구,1091.0
1508,신월7동,2015,2인가구,2479.0
1509,신정1동,2015,2인가구,1109.0
1510,신정2동,2015,2인가구,1314.0
1511,신정3동,2015,2인가구,4326.0
1512,신정6동,2015,2인가구,1477.0
1513,신정7동,2015,2인가구,2636.0
1514,목5동,2015,2인가구,2202.0
1515,신정4동,2015,2인가구,3705.0
1516,염창동,2015,2인가구,2796.0
1517,등촌1동,2015,2인가구,1990.0
1518,등촌2동,2015,2인가구,1859.0
1519,등촌3동,2015,2인가구,3991.0
1520,화곡본동,2015,2인가구,3620.0
1521,화곡2동,2015,2인가구,1935.0
1522,화곡3동,2015,2인가구,2058.0
1523,화곡4동,2015,2인가구,2382.0
1524,화곡6동,2015,2인가구,2474.0
1525,화곡8동,2015,2인가구,2907.0
1526,가양1동,2015,2인가구,1976.0
1527,가양2동,2015,2인가구,2252.0
1528,가양3동,2015,2인가구,2362.0
1529,발산1동,2015,2인가구,2791.0
1530,공항동,2015,2인가구,2173.0
1531,방화1동,2015,2인가구,3482.0
1532,방화2동,2015,2인가구,2644.0
1533,방화3동,2015,2인가구,2998.0
1534,화곡1동,2015,2인가구,5622.0
1535,우장산동,2015,2인가구,3241.0
1536,신도림동,2015,2인가구,2955.0
1537,구로1동,2015,2인가구,1737.0
1538,구로3동,2015,2인가구,2503.0
1539,구로4동,2015,2인가구,2892.0
1540,구로5동,2015,2인가구,3154.0
1541,고척1동,2015,2인가구,2177.0
1542,고척2동,2015,2인가구,2585.0
1543,개봉2동,2015,2인가구,3054.0
1544,개봉3동,2015,2인가구,2085.0
1545,오류1동,2015,2인가구,2188.0
1546,오류2동,2015,2인가구,3970.0
1547,수궁동,2015,2인가구,2412.0
1548,가리봉동,2015,2인가구,1337.0
1549,구로2동,2015,2인가구,3344.0
1550,개봉1동,2015,2인가구,3338.0
1551,가산동,2015,2인가구,1866.0
1552,독산1동,2015,2인가구,2934.0
1553,독산2동,2015,2인가구,2105.0
1554,독산3동,2015,2인가구,2781.0
1555,독산4동,2015,2인가구,1723.0
1556,시흥1동,2015,2인가구,3497.0
1557,시흥2동,2015,2인가구,1969.0
1558,시흥3동,2015,2인가구,1234.0
1559,시흥4동,2015,2인가구,2156.0
1560,시흥5동,2015,2인가구,2220.0
1561,여의도동,2015,2인가구,3079.0
1562,당산1동,2015,2인가구,2202.0
1563,당산2동,2015,2인가구,3140.0
1564,양평1동,2015,2인가구,1825.0
1565,양평2동,2015,2인가구,1784.0
1566,신길1동,2015,2인가구,2139.0
1567,신길3동,2015,2인가구,1482.0
1568,신길4동,2015,2인가구,1241.0
1569,신길5동,2015,2인가구,1559.0
1570,신길6동,2015,2인가구,2075.0
1571,신길7동,2015,2인가구,1219.0
1572,대림1동,2015,2인가구,1559.0
1573,대림2동,2015,2인가구,1727.0
1574,대림3동,2015,2인가구,2621.0
1575,영등포본동,2015,2인가구,2243.0
1576,영등포동,2015,2인가구,1850.0
1577,도림동,2015,2인가구,2238.0
1578,문래동,2015,2인가구,2664.0
1579,노량진2동,2015,2인가구,1584.0
1580,상도1동,2015,2인가구,4216.0
1581,상도2동,2015,2인가구,2391.0
1582,상도3동,2015,2인가구,2383.0
1583,상도4동,2015,2인가구,2907.0
1584,사당1동,2015,2인가구,2654.0
1585,사당3동,2015,2인가구,2360.0
1586,사당4동,2015,2인가구,1650.0
1587,사당5동,2015,2인가구,1363.0
1588,대방동,2015,2인가구,3270.0
1589,신대방1동,2015,2인가구,2045.0
1590,신대방2동,2015,2인가구,1810.0
1591,흑석동,2015,2인가구,3213.0
1592,노량진1동,2015,2인가구,3327.0
1593,사당2동,2015,2인가구,3117.0
1594,보라매동,2015,2인가구,2672.0
1595,청림동,2015,2인가구,1611.0
1596,행운동,2015,2인가구,3242.0
1597,낙성대동,2015,2인가구,1765.0
1598,중앙동,2015,2인가구,1659.0
1599,인헌동,2015,2인가구,2897.0
1600,남현동,2015,2인가구,2038.0
1601,서원동,2015,2인가구,2686.0
1602,신원동,2015,2인가구,2214.0
1603,서림동,2015,2인가구,2376.0
1604,신사동,2015,2인가구,2452.0
1605,신림동,2015,2인가구,2181.0
1606,난향동,2015,2인가구,1496.0
1607,조원동,2015,2인가구,1975.0
1608,대학동,2015,2인가구,1989.0
1609,은천동,2015,2인가구,3498.0
1610,성현동,2015,2인가구,3105.0
1611,청룡동,2015,2인가구,3042.0
1612,난곡동,2015,2인가구,3050.0
1613,삼성동,2015,2인가구,2809.0
1614,미성동,2015,2인가구,3137.0
1615,서초1동,2015,2인가구,1892.0
1616,서초2동,2015,2인가구,1857.0
1617,서초3동,2015,2인가구,2748.0
1618,서초4동,2015,2인가구,1896.0
1619,잠원동,2015,2인가구,2912.0
1620,반포본동,2015,2인가구,841.0
1621,반포1동,2015,2인가구,2333.0
1622,반포2동,2015,2인가구,1127.0
1623,반포3동,2015,2인가구,1430.0
1624,반포4동,2015,2인가구,1590.0
1625,방배본동,2015,2인가구,1606.0
1626,방배1동,2015,2인가구,1693.0
1627,방배2동,2015,2인가구,2689.0
1628,방배3동,2015,2인가구,2079.0
1629,방배4동,2015,2인가구,2288.0
1630,양재1동,2015,2인가구,4066.0
1631,양재2동,2015,2인가구,2371.0
1632,내곡동,2015,2인가구,1675.0
1633,신사동,2015,2인가구,1857.0
1634,논현1동,2015,2인가구,3068.0
1635,논현2동,2015,2인가구,2681.0
1636,삼성1동,2015,2인가구,1332.0
1637,삼성2동,2015,2인가구,2724.0
1638,대치1동,2015,2인가구,964.0
1639,대치4동,2015,2인가구,2238.0
1640,역삼1동,2015,2인가구,4542.0
1641,역삼2동,2015,2인가구,2754.0
1642,도곡1동,2015,2인가구,1727.0
1643,도곡2동,2015,2인가구,2586.0
1644,개포1동,2015,2인가구,2067.0
1645,개포4동,2015,2인가구,2041.0
1646,일원본동,2015,2인가구,1612.0
1647,일원1동,2015,2인가구,1785.0
1648,일원2동,2015,2인가구,1731.0
1649,수서동,2015,2인가구,2340.0
1650,세곡동,2015,2인가구,3183.0
1651,압구정동,2015,2인가구,2665.0
1652,청담동,2015,2인가구,2746.0
1653,대치2동,2015,2인가구,2465.0
1654,개포2동,2015,2인가구,2506.0
1655,풍납1동,2015,2인가구,1744.0
1656,풍납2동,2015,2인가구,2263.0
1657,거여1동,2015,2인가구,1197.0
1658,거여2동,2015,2인가구,2469.0
1659,마천1동,2015,2인가구,2140.0
1660,마천2동,2015,2인가구,2090.0
1661,방이1동,2015,2인가구,1233.0
1662,방이2동,2015,2인가구,2701.0
1663,오륜동,2015,2인가구,1094.0
1664,오금동,2015,2인가구,3021.0
1665,송파1동,2015,2인가구,2669.0
1666,송파2동,2015,2인가구,1530.0
1667,석촌동,2015,2인가구,3644.0
1668,삼전동,2015,2인가구,3601.0
1669,가락본동,2015,2인가구,2467.0
1670,가락1동,2015,2인가구,48.0
1671,가락2동,2015,2인가구,2389.0
1672,문정1동,2015,2인가구,1800.0
1673,문정2동,2015,2인가구,1557.0
1674,장지동,2015,2인가구,3040.0
1675,위례동,2015,2인가구,763.0
1676,잠실본동,2015,2인가구,3147.0
1677,잠실4동,2015,2인가구,2229.0
1678,잠실6동,2015,2인가구,1367.0
1679,잠실7동,2015,2인가구,866.0
1680,잠실2동,2015,2인가구,2016.0
1681,잠실3동,2015,2인가구,2569.0
1682,강일동,2015,2인가구,2206.0
1683,상일동,2015,2인가구,2012.0
1684,명일1동,2015,2인가구,1662.0
1685,명일2동,2015,2인가구,1098.0
1686,고덕1동,2015,2인가구,1061.0
1687,고덕2동,2015,2인가구,888.0
1688,암사2동,2015,2인가구,1372.0
1689,암사3동,2015,2인가구,1218.0
1690,천호1동,2015,2인가구,2919.0
1691,천호3동,2015,2인가구,2840.0
1692,성내1동,2015,2인가구,1560.0
1693,성내2동,2015,2인가구,2794.0
1694,성내3동,2015,2인가구,2371.0
1695,둔촌1동,2015,2인가구,1338.0
1696,둔촌2동,2015,2인가구,2317.0
1697,암사1동,2015,2인가구,3543.0
1698,천호2동,2015,2인가구,3940.0
1699,길동,2015,2인가구,4738.0
1700,합계,2010,3인가구,788115.0
1701,사직동,2010,3인가구,720.0
1702,삼청동,2010,3인가구,219.0
1703,부암동,2010,3인가구,758.0
1704,평창동,2010,3인가구,1423.0
1705,무악동,2010,3인가구,654.0
1706,교남동,2010,3인가구,620.0
1707,가회동,2010,3인가구,369.0
1708,종로1.2.3.4가동,2010,3인가구,314.0
1709,종로5·6가동,2010,3인가구,358.0
1710,이화동,2010,3인가구,593.0
1711,혜화동,2010,3인가구,767.0
1712,명륜3가동,2010,3인가구,364.0
1713,창신1동,2010,3인가구,400.0
1714,창신2동,2010,3인가구,775.0
1715,창신3동,2010,3인가구,676.0
1716,숭인1동,2010,3인가구,579.0
1717,숭인2동,2010,3인가구,615.0
1718,청운효자동,2010,3인가구,1051.0
1719,소공동,2010,3인가구,56.0
1720,회현동,2010,3인가구,262.0
1721,명동,2010,3인가구,118.0
1722,필동,2010,3인가구,295.0
1723,장충동,2010,3인가구,291.0
1724,광희동,2010,3인가구,342.0
1725,을지로동,2010,3인가구,52.0
1726,신당1동,2010,3인가구,515.0
1727,신당2동,2010,3인가구,1297.0
1728,신당3동,2010,3인가구,1752.0
1729,신당4동,2010,3인가구,1263.0
1730,신당5동,2010,3인가구,570.0
1731,신당6동,2010,3인가구,708.0
1732,황학동,2010,3인가구,947.0
1733,중림동,2010,3인가구,889.0
1734,후암동,2010,3인가구,1413.0
1735,용산2가동,2010,3인가구,1078.0
1736,남영동,2010,3인가구,386.0
1737,원효로2동,2010,3인가구,1279.0
1738,효창동,2010,3인가구,869.0
1739,용문동,2010,3인가구,1166.0
1740,이촌1동,2010,3인가구,2394.0
1741,이촌2동,2010,3인가구,851.0
1742,이태원1동,2010,3인가구,597.0
1743,이태원2동,2010,3인가구,798.0
1744,서빙고동,2010,3인가구,871.0
1745,보광동,2010,3인가구,1326.0
1746,청파동,2010,3인가구,1572.0
1747,원효로1동,2010,3인가구,850.0
1748,한강로동,2010,3인가구,1060.0
1749,한남동,2010,3인가구,1478.0
1750,왕십리2동,2010,3인가구,1513.0
1751,마장동,2010,3인가구,1843.0
1752,사근동,2010,3인가구,604.0
1753,행당1동,2010,3인가구,1275.0
1754,행당2동,2010,3인가구,2181.0
1755,응봉동,2010,3인가구,1463.0
1756,금호1가동,2010,3인가구,1288.0
1757,금호4가동,2010,3인가구,1306.0
1758,성수1가1동,2010,3인가구,1367.0
1759,성수1가2동,2010,3인가구,1443.0
1760,성수2가1동,2010,3인가구,1566.0
1761,성수2가3동,2010,3인가구,884.0
1762,송정동,2010,3인가구,910.0
1763,용답동,2010,3인가구,1269.0
1764,왕십리도선동,2010,3인가구,867.0
1765,금호2.3가동,2010,3인가구,1703.0
1766,옥수동,2010,3인가구,1989.0
1767,화양동,2010,3인가구,1196.0
1768,군자동,2010,3인가구,1559.0
1769,중곡1동,2010,3인가구,1334.0
1770,중곡2동,2010,3인가구,1821.0
1771,중곡3동,2010,3인가구,1456.0
1772,중곡4동,2010,3인가구,2559.0
1773,능동,2010,3인가구,818.0
1774,구의1동,2010,3인가구,1759.0
1775,구의2동,2010,3인가구,2062.0
1776,구의3동,2010,3인가구,2512.0
1777,광장동,2010,3인가구,2563.0
1778,자양1동,2010,3인가구,1855.0
1779,자양2동,2010,3인가구,2311.0
1780,자양3동,2010,3인가구,2512.0
1781,자양4동,2010,3인가구,1987.0
1782,회기동,2010,3인가구,687.0
1783,휘경1동,2010,3인가구,1205.0
1784,휘경2동,2010,3인가구,1799.0
1785,청량리동,2010,3인가구,1909.0
1786,용신동,2010,3인가구,2116.0
1787,제기동,2010,3인가구,1941.0
1788,전농1동,2010,3인가구,1951.0
1789,전농2동,2010,3인가구,1495.0
1790,답십리1동,2010,3인가구,1472.0
1791,답십리2동,2010,3인가구,2600.0
1792,장안1동,2010,3인가구,2860.0
1793,장안2동,2010,3인가구,2591.0
1794,이문1동,2010,3인가구,2188.0
1795,이문2동,2010,3인가구,1889.0
1796,면목2동,2010,3인가구,2259.0
1797,면목4동,2010,3인가구,1934.0
1798,면목5동,2010,3인가구,1189.0
1799,면목7동,2010,3인가구,2144.0
1800,상봉1동,2010,3인가구,1961.0
1801,상봉2동,2010,3인가구,1460.0
1802,중화1동,2010,3인가구,1817.0
1803,중화2동,2010,3인가구,2354.0
1804,묵1동,2010,3인가구,2841.0
1805,묵2동,2010,3인가구,1566.0
1806,망우3동,2010,3인가구,1552.0
1807,신내1동,2010,3인가구,2520.0
1808,신내2동,2010,3인가구,2172.0
1809,면목본동,2010,3인가구,2930.0
1810,면목3.8동,2010,3인가구,2413.0
1811,망우본동,2010,3인가구,2641.0
1812,돈암1동,2010,3인가구,1367.0
1813,돈암2동,2010,3인가구,1955.0
1814,안암동,2010,3인가구,1011.0
1815,보문동,2010,3인가구,1101.0
1816,정릉1동,2010,3인가구,1656.0
1817,정릉2동,2010,3인가구,2026.0
1818,정릉3동,2010,3인가구,1238.0
1819,정릉4동,2010,3인가구,2307.0
1820,길음1동,2010,3인가구,2942.0
1821,길음2동,2010,3인가구,1581.0
1822,월곡1동,2010,3인가구,2323.0
1823,월곡2동,2010,3인가구,1720.0
1824,장위1동,2010,3인가구,2083.0
1825,장위2동,2010,3인가구,1852.0
1826,장위3동,2010,3인가구,1506.0
1827,성북동,2010,3인가구,1204.0
1828,삼선동,2010,3인가구,1987.0
1829,동선동,2010,3인가구,977.0
1830,종암동,2010,3인가구,3149.0
1831,석관동,2010,3인가구,3113.0
1832,번1동,2010,3인가구,1583.0
1833,번2동,2010,3인가구,1757.0
1834,번3동,2010,3인가구,1914.0
1835,수유1동,2010,3인가구,1876.0
1836,수유2동,2010,3인가구,1995.0
1837,수유3동,2010,3인가구,1961.0
1838,삼양동,2010,3인가구,2652.0
1839,미아동,2010,3인가구,2036.0
1840,송중동,2010,3인가구,2737.0
1841,송천동,2010,3인가구,2485.0
1842,삼각산동,2010,3인가구,2422.0
1843,우이동,2010,3인가구,1702.0
1844,인수동,2010,3인가구,2773.0
1845,쌍문1동,2010,3인가구,1770.0
1846,쌍문2동,2010,3인가구,1754.0
1847,쌍문3동,2010,3인가구,1546.0
1848,쌍문4동,2010,3인가구,1764.0
1849,방학1동,2010,3인가구,2639.0
1850,방학2동,2010,3인가구,1894.0
1851,방학3동,2010,3인가구,2567.0
1852,창1동,2010,3인가구,2468.0
1853,창2동,2010,3인가구,2643.0
1854,창3동,2010,3인가구,1336.0
1855,창4동,2010,3인가구,2484.0
1856,창5동,2010,3인가구,2406.0
1857,도봉1동,2010,3인가구,1990.0
1858,도봉2동,2010,3인가구,2649.0
1859,월계1동,2010,3인가구,1869.0
1860,월계2동,2010,3인가구,2716.0
1861,월계3동,2010,3인가구,3226.0
1862,공릉2동,2010,3인가구,3583.0
1863,하계1동,2010,3인가구,2268.0
1864,하계2동,2010,3인가구,2096.0
1865,중계본동,2010,3인가구,1980.0
1866,중계1동,2010,3인가구,2132.0
1867,중계4동,2010,3인가구,1834.0
1868,상계1동,2010,3인가구,3398.0
1869,상계2동,2010,3인가구,1742.0
1870,상계5동,2010,3인가구,2033.0
1871,상계8동,2010,3인가구,2307.0
1872,상계9동,2010,3인가구,2154.0
1873,상계10동,2010,3인가구,1787.0
1874,공릉1.3동,2010,3인가구,3233.0
1875,상계3.4동,2010,3인가구,3180.0
1876,상계6.7동,2010,3인가구,3094.0
1877,중계2.3동,2010,3인가구,3705.0
1878,녹번동,2010,3인가구,2830.0
1879,불광1동,2010,3인가구,3047.0
1880,갈현1동,2010,3인가구,2128.0
1881,갈현2동,2010,3인가구,2176.0
1882,구산동,2010,3인가구,2552.0
1883,대조동,2010,3인가구,2470.0
1884,응암1동,2010,3인가구,2446.0
1885,응암2동,2010,3인가구,1463.0
1886,신사1동,2010,3인가구,2302.0
1887,신사2동,2010,3인가구,1939.0
1888,증산동,2010,3인가구,1731.0
1889,수색동,2010,3인가구,1654.0
1890,진관동,2010,3인가구,2883.0
1891,불광2동,2010,3인가구,2411.0
1892,응암3동,2010,3인가구,2115.0
1893,역촌동,2010,3인가구,3699.0
1894,천연동,2010,3인가구,1624.0
1895,홍제1동,2010,3인가구,2187.0
1896,홍제3동,2010,3인가구,1627.0
1897,홍제2동,2010,3인가구,1303.0
1898,홍은1동,2010,3인가구,2082.0
1899,홍은2동,2010,3인가구,2268.0
1900,남가좌1동,2010,3인가구,225.0
1901,남가좌2동,2010,3인가구,2352.0
1902,북가좌1동,2010,3인가구,780.0
1903,북가좌2동,2010,3인가구,2855.0
1904,충현동,2010,3인가구,1719.0
1905,북아현동,2010,3인가구,1189.0
1906,신촌동,2010,3인가구,867.0
1907,연희동,2010,3인가구,2873.0
1908,용강동,2010,3인가구,1654.0
1909,대흥동,2010,3인가구,878.0
1910,염리동,2010,3인가구,1396.0
1911,신수동,2010,3인가구,1822.0
1912,서교동,2010,3인가구,1761.0
1913,합정동,2010,3인가구,1513.0
1914,망원1동,2010,3인가구,1860.0
1915,망원2동,2010,3인가구,1766.0
1916,연남동,2010,3인가구,1500.0
1917,성산1동,2010,3인가구,1594.0
1918,성산2동,2010,3인가구,3373.0
1919,상암동,2010,3인가구,2161.0
1920,도화동,2010,3인가구,1929.0
1921,서강동,2010,3인가구,2044.0
1922,공덕동,2010,3인가구,2760.0
1923,아현동,2010,3인가구,1307.0
1924,목1동,2010,3인가구,2576.0
1925,목2동,2010,3인가구,2454.0
1926,목3동,2010,3인가구,1913.0
1927,목4동,2010,3인가구,2004.0
1928,신월1동,2010,3인가구,1950.0
1929,신월2동,2010,3인가구,1705.0
1930,신월3동,2010,3인가구,1401.0
1931,신월4동,2010,3인가구,1479.0
1932,신월5동,2010,3인가구,1272.0
1933,신월6동,2010,3인가구,1052.0
1934,신월7동,2010,3인가구,2208.0
1935,신정1동,2010,3인가구,1561.0
1936,신정2동,2010,3인가구,1602.0
1937,신정3동,2010,3인가구,3876.0
1938,신정6동,2010,3인가구,2054.0
1939,신정7동,2010,3인가구,2644.0
1940,목5동,2010,3인가구,3322.0
1941,신정4동,2010,3인가구,2950.0
1942,염창동,2010,3인가구,3437.0
1943,등촌1동,2010,3인가구,1603.0
1944,등촌2동,2010,3인가구,1869.0
1945,등촌3동,2010,3인가구,3309.0
1946,화곡본동,2010,3인가구,3048.0
1947,화곡2동,2010,3인가구,1701.0
1948,화곡3동,2010,3인가구,1994.0
1949,화곡4동,2010,3인가구,1936.0
1950,화곡6동,2010,3인가구,2077.0
1951,화곡8동,2010,3인가구,2367.0
1952,가양1동,2010,3인가구,1657.0
1953,가양2동,2010,3인가구,1661.0
1954,가양3동,2010,3인가구,1714.0
1955,발산1동,2010,3인가구,2484.0
1956,공항동,2010,3인가구,1691.0
1957,방화1동,2010,3인가구,2434.0
1958,방화2동,2010,3인가구,2027.0
1959,방화3동,2010,3인가구,2293.0
1960,화곡1동,2010,3인가구,4251.0
1961,우장산동,2010,3인가구,3080.0
