기간,자치구,동,세대,계,계,계,한국인,한국인,한국인,등록외국인,등록외국인,등록외국인,세대당인구,65세이상고령자
기간,자치구,동,세대,인구,남자,여자,인구,남자,여자,인구,남자,여자,세대당인구,65세이상고령자
2011.3/4,합계,합계,"4,201,510","10,557,498","5,224,009","5,333,489","10,271,880","5,086,210","5,185,670","285,618","137,799","147,819",2.44,"1,038,150"
2011.3/4,종로구,소계,"76,999","178,539","88,676","89,863","169,188","84,319","84,869","9,351","4,357","4,994",2.2,"22,857"
2011.3/4,종로구,사직동,"4,644","10,549","4,960","5,589","10,103","4,700","5,403",446,260,186,2.18,"1,561"
2011.3/4,종로구,삼청동,"1,622","3,642","1,773","1,869","3,461","1,664","1,797",181,109,72,2.13,598
2011.3/4,종로구,부암동,"4,631","11,655","5,774","5,881","11,430","5,666","5,764",225,108,117,2.47,"1,569"
2011.3/4,종로구,평창동,"7,402","20,031","9,600","10,431","19,709","9,455","10,254",322,145,177,2.66,"2,568"
2011.3/4,종로구,무악동,"3,260","8,697","4,167","4,530","8,620","4,142","4,478",77,25,52,2.64,"1,080"
2011.3/4,종로구,교남동,"4,489","9,294","4,590","4,704","9,087","4,499","4,588",207,91,116,2.02,"1,316"
2011.3/4,종로구,가회동,"2,484","5,746","2,755","2,991","5,605","2,694","2,911",141,61,80,2.26,861
2011.3/4,종로구,종로1.2.3.4가동,"5,220","9,270","5,230","4,040","7,929","4,533","3,396","1,341",697,644,1.52,"1,553"
2011.3/4,종로구,종로5·6가동,"3,147","6,580","3,504","3,076","6,219","3,345","2,874",361,159,202,1.98,897
2011.3/4,종로구,이화동,"4,515","9,810","4,709","5,101","9,222","4,434","4,788",588,275,313,2.04,"1,084"
2011.3/4,종로구,혜화동,"5,856","13,061","6,289","6,772","12,212","5,917","6,295",849,372,477,2.09,"1,406"
2011.3/4,종로구,명륜3가동,"3,537","7,320","3,757","3,563","6,283","3,316","2,967","1,037",441,596,1.78,874
2011.3/4,종로구,창신1동,"3,663","8,656","4,457","4,199","6,952","3,663","3,289","1,704",794,910,1.9,970
2011.3/4,종로구,창신2동,"5,086","12,243","6,171","6,072","11,556","5,862","5,694",687,309,378,2.27,"1,399"
2011.3/4,종로구,창신3동,"3,179","8,696","4,334","4,362","8,598","4,298","4,300",98,36,62,2.7,931
2011.3/4,종로구,숭인1동,"3,307","8,149","4,038","4,111","7,488","3,750","3,738",661,288,373,2.26,852
2011.3/4,종로구,숭인2동,"4,856","9,560","5,018","4,542","9,308","4,902","4,406",252,116,136,1.92,"1,316"
2011.3/4,종로구,청운효자동,"6,101","15,580","7,550","8,030","15,406","7,479","7,927",174,71,103,2.53,"2,022"
2011.3/4,중구,소계,"60,896","140,682","70,766","69,916","131,989","66,514","65,475","8,693","4,252","4,441",2.17,"17,865"
2011.3/4,중구,소공동,707,"1,759",970,789,"1,323",698,625,436,272,164,1.87,161
2011.3/4,중구,회현동,"3,382","6,307","3,476","2,831","5,454","3,018","2,436",853,458,395,1.61,"1,104"
2011.3/4,중구,명동,"1,720","4,174","2,010","2,164","3,432","1,544","1,888",742,466,276,2,602
2011.3/4,중구,필동,"2,380","5,164","2,703","2,461","4,574","2,432","2,142",590,271,319,1.92,716
2011.3/4,중구,장충동,"2,934","6,170","3,131","3,039","5,664","2,912","2,752",506,219,287,1.93,690
2011.3/4,중구,광희동,"3,156","6,821","3,597","3,224","5,776","3,115","2,661","1,045",482,563,1.83,894
2011.3/4,중구,을지로동,"1,399","2,156","1,319",837,"2,032","1,260",772,124,59,65,1.45,401
2011.3/4,중구,신당1동,"4,161","10,248","5,174","5,074","8,277","4,255","4,022","1,971",919,"1,052",1.99,"1,090"
2011.3/4,중구,신당2동,"7,340","17,084","8,447","8,637","16,736","8,297","8,439",348,150,198,2.28,"2,009"
2011.3/4,중구,신당3동,"8,044","19,917","9,629","10,288","19,692","9,530","10,162",225,99,126,2.45,"2,639"
2011.3/4,중구,신당4동,"6,490","16,228","7,818","8,410","16,078","7,761","8,317",150,57,93,2.48,"1,997"
2011.3/4,중구,신당5동,"3,813","8,434","4,269","4,165","8,174","4,146","4,028",260,123,137,2.14,"1,117"
2011.3/4,중구,신당6동,"3,662","9,741","4,775","4,966","9,609","4,718","4,891",132,57,75,2.62,"1,144"
2011.3/4,중구,황학동,"5,959","13,645","6,953","6,692","12,674","6,494","6,180",971,459,512,2.13,"1,479"
2011.3/4,중구,중림동,"5,749","12,834","6,495","6,339","12,494","6,334","6,160",340,161,179,2.17,"1,822"
2011.3/4,용산구,소계,"112,969","259,810","126,912","132,898","246,932","120,342","126,590","12,878","6,570","6,308",2.19,"31,623"
2011.3/4,용산구,후암동,"9,184","20,778","10,361","10,417","20,179","10,082","10,097",599,279,320,2.2,"2,524"
2011.3/4,용산구,용산2가동,"6,184","14,204","6,977","7,227","13,157","6,374","6,783","1,047",603,444,2.13,"1,771"
2011.3/4,용산구,남영동,"5,148","8,399","4,919","3,480","7,885","4,689","3,196",514,230,284,1.53,"1,184"
2011.3/4,용산구,원효로2동,"6,102","16,070","7,661","8,409","15,846","7,570","8,276",224,91,133,2.6,"1,850"
2011.3/4,용산구,효창동,"4,543","11,561","5,650","5,911","11,399","5,579","5,820",162,71,91,2.51,"1,367"
2011.3/4,용산구,용문동,"5,234","13,486","6,612","6,874","13,319","6,533","6,786",167,79,88,2.54,"1,549"
2011.3/4,용산구,이촌1동,"10,017","28,496","13,462","15,034","26,979","12,611","14,368","1,517",851,666,2.69,"3,308"
2011.3/4,용산구,이촌2동,"4,406","10,589","5,083","5,506","10,536","5,059","5,477",53,24,29,2.39,"1,451"
2011.3/4,용산구,이태원1동,"4,527","10,520","4,993","5,527","8,605","3,959","4,646","1,915","1,034",881,1.9,"1,425"
2011.3/4,용산구,이태원2동,"5,466","11,767","5,562","6,205","11,267","5,270","5,997",500,292,208,2.06,"1,746"
2011.3/4,용산구,서빙고동,"5,614","14,569","7,032","7,537","14,170","6,844","7,326",399,188,211,2.52,"1,863"
2011.3/4,용산구,보광동,"8,778","18,844","9,158","9,686","17,926","8,673","9,253",918,485,433,2.04,"2,268"
2011.3/4,용산구,청파동,"11,772","24,772","11,889","12,883","23,704","11,511","12,193","1,068",378,690,2.01,"2,664"
2011.3/4,용산구,원효로1동,"5,677","12,796","6,391","6,405","12,498","6,253","6,245",298,138,160,2.2,"1,355"
2011.3/4,용산구,한강로동,"7,941","16,633","8,350","8,283","15,605","7,824","7,781","1,028",526,502,1.97,"2,297"
2011.3/4,용산구,한남동,"12,376","26,326","12,812","13,514","23,857","11,511","12,346","2,469","1,301","1,168",1.93,"3,001"
2011.3/4,성동구,소계,"127,169","311,504","155,961","155,543","303,196","151,961","151,235","8,308","4,000","4,308",2.38,"32,525"
2011.3/4,성동구,왕십리2동,"7,211","17,964","8,919","9,045","17,709","8,809","8,900",255,110,145,2.46,"1,855"
2011.3/4,성동구,마장동,"10,270","26,120","13,118","13,002","25,570","12,845","12,725",550,273,277,2.49,"2,728"
2011.3/4,성동구,사근동,"5,901","11,840","6,237","5,603","10,787","5,752","5,035","1,053",485,568,1.83,"1,228"
2011.3/4,성동구,행당1동,"7,593","18,343","9,009","9,334","17,783","8,763","9,020",560,246,314,2.34,"1,993"
2011.3/4,성동구,행당2동,"9,708","27,100","13,008","14,092","27,032","12,981","14,051",68,27,41,2.78,"2,552"
2011.3/4,성동구,응봉동,"6,612","17,649","8,507","9,142","17,589","8,482","9,107",60,25,35,2.66,"1,921"
2011.3/4,성동구,금호1가동,"6,344","16,401","8,001","8,400","16,243","7,937","8,306",158,64,94,2.56,"1,861"
2011.3/4,성동구,금호4가동,"6,342","15,388","7,577","7,811","15,151","7,473","7,678",237,104,133,2.39,"1,707"
2011.3/4,성동구,성수1가1동,"7,453","18,999","9,788","9,211","18,328","9,413","8,915",671,375,296,2.46,"1,539"
2011.3/4,성동구,성수1가2동,"8,152","19,004","9,628","9,376","18,693","9,480","9,213",311,148,163,2.29,"1,680"
2011.3/4,성동구,성수2가1동,"9,268","22,281","11,538","10,743","21,147","10,974","10,173","1,134",564,570,2.28,"2,014"
2011.3/4,성동구,성수2가3동,"5,360","12,334","6,437","5,897","11,989","6,228","5,761",345,209,136,2.24,"1,265"
2011.3/4,성동구,송정동,"5,771","13,094","6,895","6,199","12,424","6,581","5,843",670,314,356,2.15,"1,191"
2011.3/4,성동구,용답동,"7,716","18,067","9,475","8,592","16,935","8,928","8,007","1,132",547,585,2.19,"1,844"
2011.3/4,성동구,왕십리도선동,"5,728","13,342","6,608","6,734","12,907","6,417","6,490",435,191,244,2.25,"1,680"
2011.3/4,성동구,금호2.3가동,"8,538","20,930","10,164","10,766","20,695","10,055","10,640",235,109,126,2.42,"2,677"
2011.3/4,성동구,옥수동,"9,202","22,648","11,052","11,596","22,214","10,843","11,371",434,209,225,2.41,"2,790"
2011.3/4,광진구,소계,"158,655","387,864","191,439","196,425","372,891","184,573","188,318","14,973","6,866","8,107",2.35,"33,183"
2011.3/4,광진구,화양동,"12,728","24,461","11,983","12,478","21,170","10,494","10,676","3,291","1,489","1,802",1.66,"1,833"
2011.3/4,광진구,군자동,"10,130","22,419","11,344","11,075","21,464","10,859","10,605",955,485,470,2.12,"2,083"
2011.3/4,광진구,중곡1동,"7,689","17,542","8,682","8,860","16,761","8,346","8,415",781,336,445,2.18,"1,615"
2011.3/4,광진구,중곡2동,"9,567","23,113","11,362","11,751","22,922","11,286","11,636",191,76,115,2.4,"1,960"
2011.3/4,광진구,중곡3동,"8,286","19,543","9,829","9,714","19,376","9,765","9,611",167,64,103,2.34,"1,777"
2011.3/4,광진구,중곡4동,"12,682","32,329","16,048","16,281","32,178","16,000","16,178",151,48,103,2.54,"3,037"
2011.3/4,광진구,능동,"5,475","11,253","5,341","5,912","11,003","5,226","5,777",250,115,135,2.01,"1,074"
2011.3/4,광진구,구의1동,"11,649","36,525","17,813","18,712","35,427","17,326","18,101","1,098",487,611,3.04,"2,127"
2011.3/4,광진구,구의2동,"10,929","23,323","11,203","12,120","23,002","11,103","11,899",321,100,221,2.1,"2,661"
2011.3/4,광진구,구의3동,"10,733","27,257","13,560","13,697","27,014","13,444","13,570",243,116,127,2.52,"2,491"
2011.3/4,광진구,광장동,"11,542","30,359","14,736","15,623","30,106","14,618","15,488",253,118,135,2.61,"2,596"
2011.3/4,광진구,자양1동,"11,262","27,990","13,809","14,181","24,701","12,245","12,456","3,289","1,564","1,725",2.19,"2,377"
2011.3/4,광진구,자양2동,"11,662","29,518","14,791","14,727","29,253","14,670","14,583",265,121,144,2.51,"2,419"
2011.3/4,광진구,자양3동,"11,716","32,581","16,005","16,576","32,173","15,808","16,365",408,197,211,2.75,"2,402"
2011.3/4,광진구,자양4동,"12,605","29,651","14,933","14,718","26,341","13,383","12,958","3,310","1,550","1,760",2.09,"2,731"
2011.3/4,동대문구,소계,"158,242","380,353","190,589","189,764","366,879","184,742","182,137","13,474","5,847","7,627",2.32,"43,966"
2011.3/4,동대문구,회기동,"5,824","12,812","6,082","6,730","11,275","5,479","5,796","1,537",603,934,1.94,"1,272"
2011.3/4,동대문구,휘경1동,"8,163","18,352","9,125","9,227","17,113","8,589","8,524","1,239",536,703,2.1,"2,004"
2011.3/4,동대문구,휘경2동,"10,216","25,347","12,482","12,865","25,089","12,382","12,707",258,100,158,2.46,"2,488"
2011.3/4,동대문구,청량리동,"10,890","25,847","12,951","12,896","24,760","12,420","12,340","1,087",531,556,2.27,"4,105"
2011.3/4,동대문구,용신동,"15,988","34,201","17,666","16,535","32,585","16,917","15,668","1,616",749,867,2.04,"4,503"
2011.3/4,동대문구,제기동,"13,068","29,869","15,171","14,698","28,193","14,439","13,754","1,676",732,944,2.16,"4,052"
2011.3/4,동대문구,전농1동,"12,996","28,187","14,536","13,651","27,536","14,249","13,287",651,287,364,2.12,"3,909"
