기간,자치구,동,세대,계,계,계,한국인,한국인,한국인,등록외국인,등록외국인,등록외국인,세대당인구,65세이상고령자
기간,자치구,동,세대,인구,남자,여자,인구,남자,여자,인구,남자,여자,세대당인구,65세이상고령자
2011.1/4,합계,합계,"4,221,613","10,581,728","5,238,674","5,343,054","10,307,783","5,107,011","5,200,772","273,945","131,663","142,282",2.44,"1,018,534"
2011.1/4,종로구,소계,"77,380","179,068","89,119","89,949","170,099","84,910","85,189","8,969","4,209","4,760",2.2,"22,595"
2011.1/4,종로구,사직동,"4,664","10,622","5,012","5,610","10,154","4,741","5,413",468,271,197,2.18,"1,549"
2011.1/4,종로구,삼청동,"1,653","3,687","1,806","1,881","3,500","1,680","1,820",187,126,61,2.12,591
2011.1/4,종로구,부암동,"4,641","11,635","5,762","5,873","11,417","5,661","5,756",218,101,117,2.46,"1,544"
2011.1/4,종로구,평창동,"7,357","19,974","9,603","10,371","19,623","9,450","10,173",351,153,198,2.67,"2,523"
2011.1/4,종로구,무악동,"3,276","8,700","4,181","4,519","8,622","4,154","4,468",78,27,51,2.63,"1,051"
2011.1/4,종로구,교남동,"4,444","9,280","4,564","4,716","9,091","4,482","4,609",189,82,107,2.05,"1,271"
2011.1/4,종로구,가회동,"2,523","5,833","2,806","3,027","5,686","2,741","2,945",147,65,82,2.25,869
2011.1/4,종로구,종로1.2.3.4가동,"5,274","9,246","5,270","3,976","8,029","4,620","3,409","1,217",650,567,1.52,"1,543"
2011.1/4,종로구,종로5·6가동,"3,115","6,610","3,506","3,104","6,246","3,350","2,896",364,156,208,2.01,894
2011.1/4,종로구,이화동,"4,583","9,936","4,779","5,157","9,332","4,493","4,839",604,286,318,2.04,"1,094"
2011.1/4,종로구,혜화동,"5,837","13,064","6,310","6,754","12,216","5,948","6,268",848,362,486,2.09,"1,375"
2011.1/4,종로구,명륜3가동,"3,551","7,231","3,745","3,486","6,292","3,335","2,957",939,410,529,1.77,858
2011.1/4,종로구,창신1동,"3,714","8,644","4,419","4,225","7,021","3,681","3,340","1,623",738,885,1.89,956
2011.1/4,종로구,창신2동,"5,183","12,284","6,222","6,062","11,698","5,961","5,737",586,261,325,2.26,"1,382"
2011.1/4,종로구,창신3동,"3,214","8,763","4,379","4,384","8,669","4,340","4,329",94,39,55,2.7,927
2011.1/4,종로구,숭인1동,"3,323","8,206","4,078","4,128","7,561","3,775","3,786",645,303,342,2.28,848
2011.1/4,종로구,숭인2동,"4,840","9,544","4,994","4,550","9,331","4,893","4,438",213,101,112,1.93,"1,291"
2011.1/4,종로구,청운효자동,"6,188","15,809","7,683","8,126","15,611","7,605","8,006",198,78,120,2.52,"2,029"
2011.1/4,중구,소계,"61,419","141,401","71,005","70,396","132,913","66,914","65,999","8,488","4,091","4,397",2.16,"17,707"
2011.1/4,중구,소공동,704,"1,744",957,787,"1,337",702,635,407,255,152,1.9,169
2011.1/4,중구,회현동,"3,414","6,351","3,532","2,819","5,506","3,067","2,439",845,465,380,1.61,"1,115"
2011.1/4,중구,명동,"1,744","4,181","1,982","2,199","3,493","1,555","1,938",688,427,261,2,599
2011.1/4,중구,필동,"2,397","5,200","2,731","2,469","4,632","2,460","2,172",568,271,297,1.93,711
2011.1/4,중구,장충동,"2,965","6,231","3,141","3,090","5,700","2,920","2,780",531,221,310,1.92,698
2011.1/4,중구,광희동,"3,172","6,824","3,591","3,233","5,786","3,134","2,652","1,038",457,581,1.82,892
2011.1/4,중구,을지로동,"1,407","2,147","1,316",831,"2,034","1,262",772,113,54,59,1.45,394
2011.1/4,중구,신당1동,"4,227","10,372","5,202","5,170","8,373","4,308","4,065","1,999",894,"1,105",1.98,"1,075"
2011.1/4,중구,신당2동,"7,400","17,119","8,418","8,701","16,807","8,278","8,529",312,140,172,2.27,"1,978"
2011.1/4,중구,신당3동,"8,043","19,889","9,625","10,264","19,663","9,524","10,139",226,101,125,2.44,"2,583"
2011.1/4,중구,신당4동,"6,555","16,291","7,828","8,463","16,131","7,763","8,368",160,65,95,2.46,"1,977"
2011.1/4,중구,신당5동,"3,812","8,445","4,299","4,146","8,195","4,177","4,018",250,122,128,2.15,"1,094"
2011.1/4,중구,신당6동,"3,703","9,753","4,791","4,962","9,644","4,744","4,900",109,47,62,2.6,"1,113"
2011.1/4,중구,황학동,"6,052","13,753","6,993","6,760","12,861","6,574","6,287",892,419,473,2.13,"1,483"
2011.1/4,중구,중림동,"5,824","13,101","6,599","6,502","12,751","6,446","6,305",350,153,197,2.19,"1,826"
2011.1/4,용산구,소계,"113,264","257,881","126,036","131,845","245,361","119,600","125,761","12,520","6,436","6,084",2.17,"31,231"
2011.1/4,용산구,후암동,"9,268","20,917","10,424","10,493","20,346","10,166","10,180",571,258,313,2.2,"2,488"
2011.1/4,용산구,용산2가동,"6,268","14,291","7,030","7,261","13,297","6,454","6,843",994,576,418,2.12,"1,753"
2011.1/4,용산구,남영동,"5,187","8,504","4,952","3,552","7,976","4,715","3,261",528,237,291,1.54,"1,179"
2011.1/4,용산구,원효로2동,"6,218","16,223","7,759","8,464","16,012","7,679","8,333",211,80,131,2.58,"1,818"
2011.1/4,용산구,효창동,"4,577","11,609","5,653","5,956","11,453","5,583","5,870",156,70,86,2.5,"1,346"
2011.1/4,용산구,용문동,"5,249","13,625","6,663","6,962","13,456","6,587","6,869",169,76,93,2.56,"1,540"
2011.1/4,용산구,이촌1동,"10,166","28,618","13,525","15,093","27,131","12,679","14,452","1,487",846,641,2.67,"3,323"
2011.1/4,용산구,이촌2동,"4,416","10,624","5,108","5,516","10,571","5,085","5,486",53,23,30,2.39,"1,427"
2011.1/4,용산구,이태원1동,"4,609","10,685","5,079","5,606","8,702","3,985","4,717","1,983","1,094",889,1.89,"1,405"
2011.1/4,용산구,이태원2동,"5,506","11,828","5,612","6,216","11,454","5,387","6,067",374,225,149,2.08,"1,746"
2011.1/4,용산구,서빙고동,"4,965","11,891","5,718","6,173","11,469","5,515","5,954",422,203,219,2.31,"1,721"
2011.1/4,용산구,보광동,"9,015","19,280","9,363","9,917","18,383","8,888","9,495",897,475,422,2.04,"2,263"
2011.1/4,용산구,청파동,"11,882","24,865","12,005","12,860","23,896","11,655","12,241",969,350,619,2.01,"2,658"
2011.1/4,용산구,원효로1동,"5,399","11,996","5,980","6,016","11,711","5,845","5,866",285,135,150,2.17,"1,275"
2011.1/4,용산구,한강로동,"8,104","16,792","8,418","8,374","15,868","7,954","7,914",924,464,460,1.96,"2,302"
2011.1/4,용산구,한남동,"12,435","26,133","12,747","13,386","23,636","11,423","12,213","2,497","1,324","1,173",1.9,"2,987"
2011.1/4,성동구,소계,"128,922","314,993","157,705","157,288","306,941","153,873","153,068","8,052","3,832","4,220",2.38,"32,327"
2011.1/4,성동구,왕십리2동,"7,487","18,708","9,328","9,380","18,475","9,220","9,255",233,108,125,2.47,"1,904"
2011.1/4,성동구,마장동,"10,336","26,289","13,178","13,111","25,758","12,921","12,837",531,257,274,2.49,"2,697"
2011.1/4,성동구,사근동,"5,867","11,712","6,128","5,584","10,839","5,735","5,104",873,393,480,1.85,"1,201"
2011.1/4,성동구,행당1동,"7,714","18,644","9,158","9,486","18,030","8,881","9,149",614,277,337,2.34,"1,992"
2011.1/4,성동구,행당2동,"9,288","25,974","12,473","13,501","25,908","12,445","13,463",66,28,38,2.79,"2,428"
2011.1/4,성동구,응봉동,"6,616","17,619","8,474","9,145","17,553","8,445","9,108",66,29,37,2.65,"1,869"
2011.1/4,성동구,금호1가동,"6,290","16,203","7,889","8,314","16,055","7,823","8,232",148,66,82,2.55,"1,803"
2011.1/4,성동구,금호4가동,"6,435","15,474","7,596","7,878","15,238","7,497","7,741",236,99,137,2.37,"1,650"
2011.1/4,성동구,성수1가1동,"7,464","18,963","9,777","9,186","18,307","9,421","8,886",656,356,300,2.45,"1,522"
2011.1/4,성동구,성수1가2동,"8,266","19,202","9,772","9,430","18,907","9,629","9,278",295,143,152,2.29,"1,649"
2011.1/4,성동구,성수2가1동,"9,355","22,396","11,602","10,794","21,284","11,059","10,225","1,112",543,569,2.28,"1,979"
2011.1/4,성동구,성수2가3동,"5,442","12,451","6,466","5,985","12,117","6,262","5,855",334,204,130,2.23,"1,223"
2011.1/4,성동구,송정동,"5,811","13,107","6,869","6,238","12,511","6,603","5,908",596,266,330,2.15,"1,163"
2011.1/4,성동구,용답동,"7,700","18,047","9,454","8,593","16,949","8,940","8,009","1,098",514,584,2.2,"1,834"
2011.1/4,성동구,왕십리도선동,"5,735","13,442","6,692","6,750","12,981","6,487","6,494",461,205,256,2.26,"1,698"
2011.1/4,성동구,금호2.3가동,"9,375","22,765","11,116","11,649","22,522","11,003","11,519",243,113,130,2.4,"2,817"
2011.1/4,성동구,옥수동,"9,741","23,997","11,733","12,264","23,507","11,502","12,005",490,231,259,2.41,"2,898"
2011.1/4,광진구,소계,"159,580","388,811","192,008","196,803","374,794","185,616","189,178","14,017","6,392","7,625",2.35,"32,580"
2011.1/4,광진구,화양동,"12,830","24,461","11,951","12,510","21,474","10,618","10,856","2,987","1,333","1,654",1.67,"1,822"
2011.1/4,광진구,군자동,"10,288","22,656","11,465","11,191","21,757","11,015","10,742",899,450,449,2.11,"2,064"
2011.1/4,광진구,중곡1동,"7,750","17,683","8,718","8,965","16,944","8,409","8,535",739,309,430,2.19,"1,605"
2011.1/4,광진구,중곡2동,"9,586","23,164","11,412","11,752","22,998","11,351","11,647",166,61,105,2.4,"1,934"
2011.1/4,광진구,중곡3동,"8,327","19,693","9,867","9,826","19,546","9,815","9,731",147,52,95,2.35,"1,743"
2011.1/4,광진구,중곡4동,"12,674","32,265","16,039","16,226","32,128","15,993","16,135",137,46,91,2.53,"2,958"
2011.1/4,광진구,능동,"5,470","11,234","5,347","5,887","10,990","5,235","5,755",244,112,132,2.01,"1,031"
2011.1/4,광진구,구의1동,"10,967","24,156","11,637","12,519","23,054","11,156","11,898","1,102",481,621,2.1,"2,056"
2011.1/4,광진구,구의2동,"10,776","27,388","13,549","13,839","27,089","13,452","13,637",299,97,202,2.51,"2,590"
2011.1/4,광진구,구의3동,"11,631","30,552","14,868","15,684","30,339","14,765","15,574",213,103,110,2.61,"2,462"
2011.1/4,광진구,광장동,"11,694","35,716","17,438","18,278","35,437","17,310","18,127",279,128,151,3.03,"2,534"
2011.1/4,광진구,자양1동,"11,269","27,757","13,711","14,046","24,691","12,251","12,440","3,066","1,460","1,606",2.19,"2,337"
2011.1/4,광진구,자양2동,"11,756","29,649","14,859","14,790","29,412","14,755","14,657",237,104,133,2.5,"2,416"
2011.1/4,광진구,자양3동,"11,751","32,687","16,101","16,586","32,283","15,897","16,386",404,204,200,2.75,"2,351"
2011.1/4,광진구,자양4동,"12,811","29,750","15,046","14,704","26,652","13,594","13,058","3,098","1,452","1,646",2.08,"2,677"
2011.1/4,동대문구,소계,"158,890","380,320","190,779","189,541","367,454","185,183","182,271","12,866","5,596","7,270",2.31,"43,106"
2011.1/4,동대문구,회기동,"5,659","12,224","5,835","6,389","10,856","5,272","5,584","1,368",563,805,1.92,"1,221"
2011.1/4,동대문구,휘경1동,"8,250","18,371","9,143","9,228","17,216","8,643","8,573","1,155",500,655,2.09,"1,958"
2011.1/4,동대문구,휘경2동,"10,177","25,062","12,367","12,695","24,854","12,285","12,569",208,82,126,2.44,"2,421"
2011.1/4,동대문구,청량리동,"11,038","26,064","13,068","12,996","25,031","12,573","12,458","1,033",495,538,2.27,"4,039"
2011.1/4,동대문구,용신동,"16,160","34,508","17,872","16,636","32,969","17,169","15,800","1,539",703,836,2.04,"4,450"
2011.1/4,동대문구,제기동,"13,008","29,777","15,069","14,708","28,231","14,407","13,824","1,546",662,884,2.17,"3,993"
2011.1/4,동대문구,전농1동,"13,069","28,659","14,779","13,880","27,852","14,426","13,426",807,353,454,2.13,"3,879"
2011.1/4,동대문구,전농2동,"7,716","21,358","10,465","10,893","21,275","10,430","10,845",83,35,48,2.76,"2,460"
2011.1/4,동대문구,답십리1동,"9,020","21,463","10,783","10,680","20,838","10,495","10,343",625,288,337,2.31,"2,475"
2011.1/4,동대문구,답십리2동,"12,294","32,711","16,210","16,501","32,497","16,120","16,377",214,90,124,2.64,"3,585"
