기간,자치구,행정동,세대,인구,인구,인구,인구,인구,인구,인구,인구,인구,세대당인구,65세이상고령자
2016.1/4,종로구,숭인1동,"3,133","7,221","3,608","3,613","6,851","3,421","3,430",370,187,183,2.19,"1,032"
2016.1/4,종로구,숭인2동,"5,524","10,165","5,154","5,011","9,716","4,978","4,738",449,176,273,1.76,"1,552"
2016.1/4,종로구,청운효자동,"5,707","14,244","6,740","7,504","13,984","6,606","7,378",260,134,126,2.45,"2,100"
2016.1/4,종로구,혜화동,"9,425","20,322","9,559","10,763","17,918","8,766","9,152","2,404",793,"1,611",1.9,"2,528"
2016.1/4,중구,소계,"59,339","134,436","66,747","67,689","125,765","62,653","63,112","8,671","4,094","4,577",2.12,"20,431"
2016.1/4,중구,소공동,654,"1,926","1,072",854,"1,272",688,584,654,384,270,1.94,184
2016.1/4,중구,회현동,"3,387","6,203","3,401","2,802","5,546","3,051","2,495",657,350,307,1.64,"1,291"
2016.1/4,중구,명동,"1,435","3,538","1,579","1,959","3,015","1,296","1,719",523,283,240,2.1,644
2016.1/4,중구,필동,"2,325","5,072","2,536","2,536","4,300","2,215","2,085",772,321,451,1.85,783
2016.1/4,중구,장충동,"2,821","5,936","2,939","2,997","5,201","2,668","2,533",735,271,464,1.84,788
2016.1/4,중구,광희동,"2,761","5,813","3,014","2,799","4,966","2,634","2,332",847,380,467,1.8,"1,042"
2016.1/4,중구,을지로동,"1,244","1,868","1,171",697,"1,745","1,109",636,123,62,61,1.4,439
2016.1/4,중구,신당5동,"4,671","10,395","5,189","5,206","10,039","5,029","5,010",356,160,196,2.15,"1,496"
2016.1/4,중구,황학동,"6,086","13,308","6,631","6,677","12,341","6,172","6,169",967,459,508,2.03,"1,728"
2016.1/4,중구,중림동,"4,263","8,982","4,550","4,432","8,667","4,380","4,287",315,170,145,2.03,"1,522"
2016.1/4,중구,신당동,"4,063","9,180","4,670","4,510","7,635","3,947","3,688","1,545",723,822,1.88,"1,183"
2016.1/4,중구,다산동,"6,907","16,063","7,815","8,248","15,552","7,589","7,963",511,226,285,2.25,"2,309"
2016.1/4,중구,약수동,"7,905","18,989","9,077","9,912","18,689","8,927","9,762",300,150,150,2.36,"3,146"
2016.1/4,중구,청구동,"6,533","15,541","7,454","8,087","15,341","7,375","7,966",200,79,121,2.35,"2,343"
2016.1/4,중구,동화동,"4,284","11,622","5,649","5,973","11,456","5,573","5,883",166,76,90,2.67,"1,533"
2016.1/4,용산구,소계,"107,342","247,297","120,607","126,690","232,684","112,719","119,965","14,613","7,888","6,725",2.17,"35,912"
2016.1/4,용산구,후암동,"8,754","19,564","9,652","9,912","18,995","9,348","9,647",569,304,265,2.17,"2,852"
2016.1/4,용산구,용산2가동,"5,772","13,121","6,430","6,691","11,786","5,678","6,108","1,335",752,583,2.04,"1,981"
2016.1/4,용산구,남영동,"5,493","8,790","5,301","3,489","8,185","5,005","3,180",605,296,309,1.49,"1,460"
2016.1/4,용산구,원효로2동,"6,057","15,633","7,338","8,295","15,461","7,271","8,190",172,67,105,2.55,"2,136"
2016.1/4,용산구,효창동,"3,777","9,707","4,722","4,985","9,544","4,656","4,888",163,66,97,2.53,"1,371"
2016.1/4,용산구,용문동,"5,232","13,020","6,281","6,739","12,877","6,212","6,665",143,69,74,2.46,"1,849"
2016.1/4,용산구,이촌1동,"10,021","28,963","13,526","15,437","27,722","12,861","14,861","1,241",665,576,2.77,"3,938"
2016.1/4,용산구,이촌2동,"3,949","9,563","4,547","5,016","9,474","4,509","4,965",89,38,51,2.4,"1,604"
2016.1/4,용산구,이태원1동,"4,013","9,056","4,525","4,531","7,494","3,530","3,964","1,562",995,567,1.87,"1,459"
2016.1/4,용산구,이태원2동,"4,952","11,098","5,242","5,856","9,801","4,518","5,283","1,297",724,573,1.98,"1,829"
2016.1/4,용산구,서빙고동,"5,325","14,489","7,031","7,458","13,815","6,680","7,135",674,351,323,2.59,"2,002"
2016.1/4,용산구,보광동,"8,151","17,292","8,555","8,737","16,174","7,890","8,284","1,118",665,453,1.98,"2,620"
2016.1/4,용산구,청파동,"10,840","22,245","10,536","11,709","21,383","10,238","11,145",862,298,564,1.97,"3,062"
2016.1/4,용산구,원효로1동,"6,368","14,347","7,071","7,276","13,778","6,780","6,998",569,291,278,2.16,"1,669"
2016.1/4,용산구,한강로동,"7,637","16,463","8,190","8,273","14,909","7,373","7,536","1,554",817,737,1.95,"2,759"
2016.1/4,용산구,한남동,"11,001","23,946","11,660","12,286","21,286","10,170","11,116","2,660","1,490","1,170",1.93,"3,321"
2016.1/4,성동구,소계,"126,666","304,565","151,019","153,546","296,575","147,198","149,377","7,990","3,821","4,169",2.34,"38,559"
2016.1/4,성동구,왕십리2동,"6,748","16,552","8,105","8,447","16,191","7,953","8,238",361,152,209,2.4,"2,128"
2016.1/4,성동구,마장동,"10,429","25,023","12,392","12,631","24,318","12,074","12,244",705,318,387,2.33,"3,255"
2016.1/4,성동구,사근동,"6,518","12,951","6,688","6,263","11,481","6,021","5,460","1,470",667,803,1.76,"1,418"
2016.1/4,성동구,행당1동,"6,374","15,056","7,369","7,687","14,622","7,164","7,458",434,205,229,2.29,"2,040"
2016.1/4,성동구,행당2동,"9,360","26,026","12,342","13,684","25,917","12,299","13,618",109,43,66,2.77,"3,123"
2016.1/4,성동구,응봉동,"6,240","17,016","8,120","8,896","16,945","8,090","8,855",71,30,41,2.72,"2,252"
2016.1/4,성동구,금호1가동,"5,403","13,738","6,659","7,079","13,661","6,627","7,034",77,32,45,2.53,"1,997"
2016.1/4,성동구,금호4가동,"6,120","14,760","7,152","7,608","14,580","7,068","7,512",180,84,96,2.38,"1,906"
2016.1/4,성동구,성수1가1동,"7,198","17,481","8,865","8,616","17,116","8,647","8,469",365,218,147,2.38,"1,862"
2016.1/4,성동구,성수1가2동,"7,743","17,493","8,827","8,666","17,033","8,584","8,449",460,243,217,2.2,"1,961"
2016.1/4,성동구,성수2가1동,"8,786","19,957","10,359","9,598","19,121","9,957","9,164",836,402,434,2.18,"2,467"
2016.1/4,성동구,성수2가3동,"5,450","12,266","6,376","5,890","11,822","6,133","5,689",444,243,201,2.17,"1,586"
2016.1/4,성동구,송정동,"5,442","12,002","6,338","5,664","11,497","6,101","5,396",505,237,268,2.11,"1,453"
2016.1/4,성동구,용답동,"7,842","17,129","9,060","8,069","15,958","8,498","7,460","1,171",562,609,2.03,"2,341"
2016.1/4,성동구,왕십리도선동,"8,575","21,024","10,220","10,804","20,655","10,054","10,601",369,166,203,2.41,"2,599"
2016.1/4,성동구,금호2.3가동,"9,238","22,852","11,078","11,774","22,666","10,991","11,675",186,87,99,2.45,"3,226"
2016.1/4,성동구,옥수동,"9,200","23,239","11,069","12,170","22,992","10,937","12,055",247,132,115,2.5,"2,945"
2016.1/4,광진구,소계,"158,593","374,798","182,951","191,847","360,083","176,451","183,632","14,715","6,500","8,215",2.27,"40,764"
2016.1/4,광진구,화양동,"14,424","24,506","11,520","12,986","21,539","10,395","11,144","2,967","1,125","1,842",1.49,"2,100"
2016.1/4,광진구,군자동,"10,258","22,046","10,871","11,175","20,645","10,262","10,383","1,401",609,792,2.01,"2,443"
2016.1/4,광진구,중곡1동,"7,634","16,456","8,145","8,311","15,942","7,923","8,019",514,222,292,2.09,"2,061"
2016.1/4,광진구,중곡2동,"9,780","22,646","11,057","11,589","22,339","10,933","11,406",307,124,183,2.28,"2,500"
2016.1/4,광진구,중곡3동,"8,110","18,123","9,034","9,089","17,871","8,934","8,937",252,100,152,2.2,"2,204"
2016.1/4,광진구,중곡4동,"13,008","32,049","15,847","16,202","31,800","15,755","16,045",249,92,157,2.44,"3,971"
2016.1/4,광진구,능동,"5,806","11,656","5,509","6,147","11,353","5,358","5,995",303,151,152,1.96,"1,320"
2016.1/4,광진구,구의1동,"11,288","23,639","11,335","12,304","22,843","10,958","11,885",796,377,419,2.02,"2,648"
2016.1/4,광진구,구의2동,"10,481","25,854","12,660","13,194","25,519","12,516","13,003",335,144,191,2.43,"3,177"
2016.1/4,광진구,구의3동,"11,532","30,008","14,505","15,503","29,655","14,336","15,319",353,169,184,2.57,"3,086"
2016.1/4,광진구,광장동,"11,848","36,799","17,924","18,875","36,611","17,825","18,786",188,99,89,3.09,"3,019"
2016.1/4,광진구,자양1동,"10,774","24,148","11,802","12,346","22,833","11,188","11,645","1,315",614,701,2.12,"2,708"
2016.1/4,광진구,자양2동,"11,163","27,892","13,789","14,103","27,546","13,625","13,921",346,164,182,2.47,"3,030"
2016.1/4,광진구,자양3동,"11,048","31,054","15,041","16,013","30,663","14,871","15,792",391,170,221,2.78,"3,125"
2016.1/4,광진구,자양4동,"11,439","27,922","13,912","14,010","22,924","11,572","11,352","4,998","2,340","2,658",2,"3,372"
2016.1/4,동대문구,소계,"160,378","373,657","185,627","188,030","359,864","180,230","179,634","13,793","5,397","8,396",2.24,"52,965"
2016.1/4,동대문구,회기동,"5,880","12,544","5,834","6,710","10,837","5,236","5,601","1,707",598,"1,109",1.84,"1,396"
2016.1/4,동대문구,휘경1동,"7,387","15,421","7,595","7,826","14,241","7,163","7,078","1,180",432,748,1.93,"2,128"
2016.1/4,동대문구,휘경2동,"10,830","25,704","12,644","13,060","25,297","12,474","12,823",407,170,237,2.34,"3,135"
2016.1/4,동대문구,청량리동,"10,615","23,897","11,898","11,999","23,087","11,523","11,564",810,375,435,2.17,"4,737"
2016.1/4,동대문구,용신동,"16,086","33,311","17,124","16,187","31,775","16,427","15,348","1,536",697,839,1.98,"5,266"
2016.1/4,동대문구,제기동,"12,911","28,498","14,366","14,132","26,565","13,620","12,945","1,933",746,"1,187",2.06,"4,818"
2016.1/4,동대문구,전농1동,"14,248","31,303","15,822","15,481","30,644","15,577","15,067",659,245,414,2.15,"4,855"
2016.1/4,동대문구,전농2동,"7,706","21,072","10,221","10,851","20,783","10,111","10,672",289,110,179,2.7,"2,961"
2016.1/4,동대문구,답십리1동,"10,967","26,494","13,058","13,436","26,018","12,832","13,186",476,226,250,2.37,"3,296"
2016.1/4,동대문구,답십리2동,"11,388","29,466","14,488","14,978","29,174","14,355","14,819",292,133,159,2.56,"4,304"
2016.1/4,동대문구,장안1동,"15,918","38,293","19,235","19,058","37,624","18,939","18,685",669,296,373,2.36,"4,689"
2016.1/4,동대문구,장안2동,"12,684","32,256","16,289","15,967","32,001","16,182","15,819",255,107,148,2.52,"3,959"
2016.1/4,동대문구,이문1동,"15,010","32,395","15,742","16,653","29,303","14,683","14,620","3,092","1,059","2,033",1.95,"4,274"
2016.1/4,동대문구,이문2동,"8,748","23,003","11,311","11,692","22,515","11,108","11,407",488,203,285,2.57,"3,147"
2016.1/4,중랑구,소계,"176,721","418,341","208,235","210,106","413,605","206,344","207,261","4,736","1,891","2,845",2.34,"54,687"
2016.1/4,중랑구,면목2동,"12,084","27,556","13,851","13,705","27,196","13,727","13,469",360,124,236,2.25,"3,530"
2016.1/4,중랑구,면목4동,"9,728","22,247","10,989","11,258","21,987","10,872","11,115",260,117,143,2.26,"3,133"
2016.1/4,중랑구,면목5동,"4,988","11,390","5,844","5,546","11,259","5,790","5,469",131,54,77,2.26,"1,608"
2016.1/4,중랑구,면목7동,"10,370","23,963","11,905","12,058","23,668","11,789","11,879",295,116,179,2.28,"3,395"
2016.1/4,중랑구,상봉1동,"9,824","26,191","12,858","13,333","26,013","12,794","13,219",178,64,114,2.65,"2,928"
2016.1/4,중랑구,상봉2동,"9,687","19,068","9,607","9,461","18,718","9,459","9,259",350,148,202,1.93,"2,460"
2016.1/4,중랑구,중화1동,"8,528","21,272","10,543","10,729","21,107","10,476","10,631",165,67,98,2.48,"2,660"
2016.1/4,중랑구,중화2동,"14,001","29,158","15,010","14,148","28,510","14,732","13,778",648,278,370,2.04,"4,199"
2016.1/4,중랑구,묵1동,"13,402","34,764","16,975","17,789","34,599","16,916","17,683",165,59,106,2.58,"4,365"
2016.1/4,중랑구,묵2동,"8,541","19,733","9,773","9,960","19,551","9,698","9,853",182,75,107,2.29,"2,597"
2016.1/4,중랑구,망우3동,"8,181","18,394","9,201","9,193","18,183","9,121","9,062",211,80,131,2.22,"2,527"
2016.1/4,중랑구,신내1동,"14,291","42,007","20,635","21,372","41,857","20,564","21,293",150,71,79,2.93,"5,037"
2016.1/4,중랑구,신내2동,"9,096","23,905","11,599","12,306","23,831","11,575","12,256",74,24,50,2.62,"2,955"
2016.1/4,중랑구,면목본동,"16,668","36,603","18,261","18,342","35,815","17,938","17,877",788,323,465,2.15,"4,689"
2016.1/4,중랑구,면목3.8동,"12,599","28,514","14,235","14,279","28,128","14,081","14,047",386,154,232,2.23,"3,982"
2016.1/4,중랑구,망우본동,"14,733","33,576","16,949","16,627","33,183","16,812","16,371",393,137,256,2.25,"4,622"
2016.1/4,성북구,소계,"190,957","468,699","228,530","240,169","458,450","224,361","234,089","10,249","4,169","6,080",2.4,"63,782"
2016.1/4,성북구,돈암1동,"6,522","17,199","8,140","9,059","17,050","8,078","8,972",149,62,87,2.61,"2,344"
2016.1/4,성북구,돈암2동,"7,825","23,711","11,360","12,351","23,649","11,334","12,315",62,26,36,3.02,"2,647"
2016.1/4,성북구,안암동,"8,838","17,983","8,894","9,089","16,030","8,175","7,855","1,953",719,"1,234",1.81,"2,017"
2016.1/4,성북구,보문동,"7,062","15,010","7,337","7,673","14,673","7,197","7,476",337,140,197,2.08,"2,029"
2016.1/4,성북구,정릉1동,"7,040","19,204","9,232","9,972","18,813","9,108","9,705",391,124,267,2.67,"2,577"
2016.1/4,성북구,정릉2동,"9,652","24,764","12,186","12,578","24,607","12,116","12,491",157,70,87,2.55,"3,656"
2016.1/4,성북구,정릉3동,"7,698","17,852","8,908","8,944","16,766","8,349","8,417","1,086",559,527,2.18,"2,844"
2016.1/4,성북구,정릉4동,"11,031","27,936","13,612","14,324","27,716","13,520","14,196",220,92,128,2.51,"3,932"
2016.1/4,성북구,길음1동,"13,026","37,906","18,254","19,652","37,687","18,165","19,522",219,89,130,2.89,"3,840"
2016.1/4,성북구,길음2동,"6,784","16,157","7,969","8,188","15,952","7,863","8,089",205,106,99,2.35,"2,445"
2016.1/4,성북구,월곡1동,"10,760","28,649","13,947","14,702","28,403","13,852","14,551",246,95,151,2.64,"3,803"
2016.1/4,성북구,월곡2동,"8,787","21,437","10,561","10,876","20,911","10,305","10,606",526,256,270,2.38,"3,006"
2016.1/4,성북구,장위1동,"9,558","23,465","11,682","11,783","23,203","11,589","11,614",262,93,169,2.43,"3,500"
2016.1/4,성북구,장위2동,"8,807","20,823","10,387","10,436","20,526","10,266","10,260",297,121,176,2.33,"3,467"
2016.1/4,성북구,장위3동,"5,707","13,839","7,021","6,818","13,608","6,932","6,676",231,89,142,2.38,"2,110"
2016.1/4,성북구,성북동,"8,135","18,587","8,841","9,746","18,083","8,615","9,468",504,226,278,2.22,"2,886"
2016.1/4,성북구,삼선동,"12,688","27,906","13,495","14,411","27,410","13,264","14,146",496,231,265,2.16,"3,767"
2016.1/4,성북구,동선동,"9,030","17,178","7,484","9,694","16,477","7,214","9,263",701,270,431,1.82,"2,103"
2016.1/4,성북구,종암동,"17,089","43,463","21,367","22,096","41,971","20,857","21,114","1,492",510,982,2.46,"5,542"
2016.1/4,성북구,석관동,"14,918","35,630","17,853","17,777","34,915","17,562","17,353",715,291,424,2.34,"5,267"
2016.1/4,강북구,소계,"141,053","333,615","163,819","169,796","330,058","162,445","167,613","3,557","1,374","2,183",2.34,"53,023"
2016.1/4,강북구,번1동,"9,916","20,622","10,186","10,436","20,276","10,058","10,218",346,128,218,2.04,"3,063"
2016.1/4,강북구,번2동,"7,573","18,581","9,088","9,493","18,436","9,040","9,396",145,48,97,2.43,"3,305"
2016.1/4,강북구,번3동,"7,693","20,205","9,682","10,523","20,136","9,671","10,465",69,11,58,2.62,"4,017"
2016.1/4,강북구,수유1동,"10,005","22,962","11,462","11,500","22,633","11,332","11,301",329,130,199,2.26,"3,631"
2016.1/4,강북구,수유2동,"9,200","22,569","11,086","11,483","22,425","11,045","11,380",144,41,103,2.44,"3,871"
2016.1/4,강북구,수유3동,"11,470","24,095","12,003","12,092","23,789","11,888","11,901",306,115,191,2.07,"3,800"
2016.1/4,강북구,삼양동,"12,715","30,139","15,060","15,079","29,908","14,962","14,946",231,98,133,2.35,"4,480"
2016.1/4,강북구,미아동,"10,845","23,804","11,552","12,252","23,221","11,324","11,897",583,228,355,2.14,"3,618"
2016.1/4,강북구,송중동,"12,966","30,384","14,747","15,637","29,880","14,539","15,341",504,208,296,2.3,"4,909"
2016.1/4,강북구,송천동,"13,611","30,392","15,134","15,258","29,955","14,950","15,005",437,184,253,2.2,"5,124"
2016.1/4,강북구,삼각산동,"12,132","34,690","16,855","17,835","34,574","16,806","17,768",116,49,67,2.85,"3,541"
2016.1/4,강북구,우이동,"9,152","21,928","10,751","11,177","21,803","10,693","11,110",125,58,67,2.38,"3,938"
2016.1/4,강북구,인수동,"13,775","33,244","16,213","17,031","33,022","16,137","16,885",222,76,146,2.4,"5,726"
2016.1/4,도봉구,소계,"136,687","352,521","173,342","179,179","350,526","172,571","177,955","1,995",771,"1,224",2.56,"49,161"
2016.1/4,도봉구,쌍문1동,"8,915","22,562","11,003","11,559","22,357","10,940","11,417",205,63,142,2.51,"3,538"
2016.1/4,도봉구,쌍문2동,"8,654","21,355","10,382","10,973","21,212","10,323","10,889",143,59,84,2.45,"3,075"
2016.1/4,도봉구,쌍문3동,"7,565","18,018","8,785","9,233","17,856","8,732","9,124",162,53,109,2.36,"2,749"
2016.1/4,도봉구,쌍문4동,"7,215","20,942","10,043","10,899","20,882","10,018","10,864",60,25,35,2.89,"2,304"
2016.1/4,도봉구,방학1동,"12,718","31,611","15,766","15,845","31,337","15,651","15,686",274,115,159,2.46,"4,310"
2016.1/4,도봉구,방학2동,"9,618","22,595","11,450","11,145","22,409","11,383","11,026",186,67,119,2.33,"3,432"
2016.1/4,도봉구,방학3동,"10,403","30,776","15,043","15,733","30,708","15,025","15,683",68,18,50,2.95,"3,603"
2016.1/4,도봉구,창1동,"10,820","27,805","13,498","14,307","27,618","13,403","14,215",187,95,92,2.55,"3,649"
2016.1/4,도봉구,창2동,"11,834","31,119","15,331","15,788","30,918","15,231","15,687",201,100,101,2.61,"3,906"
2016.1/4,도봉구,창3동,"6,690","15,812","7,914","7,898","15,714","7,882","7,832",98,32,66,2.35,"2,369"
2016.1/4,도봉구,창4동,"10,629","29,717","14,394","15,323","29,660","14,375","15,285",57,19,38,2.79,"3,411"
2016.1/4,도봉구,창5동,"9,932","27,114","13,226","13,888","27,004","13,180","13,824",110,46,64,2.72,"3,299"
2016.1/4,도봉구,도봉1동,"10,132","23,442","11,882","11,560","23,289","11,832","11,457",153,50,103,2.3,"4,527"
2016.1/4,도봉구,도봉2동,"11,562","29,653","14,625","15,028","29,562","14,596","14,966",91,29,62,2.56,"4,989"
2016.1/4,노원구,소계,"220,588","577,805","281,431","296,374","574,064","279,821","294,243","3,741","1,610","2,131",2.6,"69,578"
2016.1/4,노원구,월계1동,"9,915","23,731","12,246","11,485","23,274","12,031","11,243",457,215,242,2.35,"3,339"
2016.1/4,노원구,월계2동,"11,390","27,900","13,577","14,323","27,740","13,518","14,222",160,59,101,2.44,"4,268"
2016.1/4,노원구,월계3동,"13,168","34,345","16,631","17,714","34,163","16,552","17,611",182,79,103,2.59,"4,700"
2016.1/4,노원구,공릉2동,"16,803","45,169","22,422","22,747","44,587","22,105","22,482",582,317,265,2.65,"4,292"
2016.1/4,노원구,하계1동,"11,678","30,143","14,633","15,510","29,991","14,555","15,436",152,78,74,2.57,"3,477"
2016.1/4,노원구,하계2동,"8,507","25,050","12,131","12,919","25,003","12,108","12,895",47,23,24,2.94,"2,643"
2016.1/4,노원구,중계본동,"9,442","28,358","13,951","14,407","28,257","13,907","14,350",101,44,57,2.99,"2,400"
2016.1/4,노원구,중계1동,"9,271","29,584","14,534","15,050","29,494","14,495","14,999",90,39,51,3.18,"2,051"
2016.1/4,노원구,중계4동,"8,292","22,624","11,082","11,542","22,539","11,055","11,484",85,27,58,2.72,"3,155"
2016.1/4,노원구,상계1동,"15,725","42,802","20,948","21,854","42,611","20,883","21,728",191,65,126,2.71,"5,453"
2016.1/4,노원구,상계2동,"8,647","22,218","10,971","11,247","22,086","10,922","11,164",132,49,83,2.55,"2,627"
2016.1/4,노원구,상계5동,"11,352","28,040","13,674","14,366","27,893","13,622","14,271",147,52,95,2.46,"4,153"
2016.1/4,노원구,상계8동,"9,385","25,990","12,548","13,442","25,951","12,540","13,411",39,8,31,2.77,"2,271"
2016.1/4,노원구,상계9동,"8,676","23,700","11,391","12,309","23,622","11,373","12,249",78,18,60,2.72,"2,514"
2016.1/4,노원구,상계10동,"7,576","19,571","9,145","10,426","19,502","9,120","10,382",69,25,44,2.57,"1,954"
2016.1/4,노원구,상계3.4동,"13,747","31,875","16,054","15,821","31,677","15,986","15,691",198,68,130,2.3,"5,679"
2016.1/4,노원구,상계6.7동,"13,994","36,097","16,915","19,182","35,942","16,852","19,090",155,63,92,2.57,"3,743"
2016.1/4,노원구,중계2.3동,"15,703","40,233","18,841","21,392","40,047","18,771","21,276",186,70,116,2.55,"6,050"
2016.1/4,노원구,공릉1동,"17,317","40,375","19,737","20,638","39,685","19,426","20,259",690,311,379,2.29,"4,809"
2016.1/4,은평구,소계,"203,140","501,242","244,103","257,139","496,659","242,160","254,499","4,583","1,943","2,640",2.44,"70,311"
2016.1/4,은평구,녹번동,"14,287","32,904","15,919","16,985","32,466","15,726","16,740",438,193,245,2.27,"4,975"
2016.1/4,은평구,불광1동,"17,514","42,879","20,564","22,315","42,513","20,412","22,101",366,152,214,2.43,"6,300"
2016.1/4,은평구,갈현1동,"11,058","25,897","12,726","13,171","25,652","12,618","13,034",245,108,137,2.32,"3,753"
2016.1/4,은평구,갈현2동,"12,086","30,484","14,626","15,858","30,136","14,486","15,650",348,140,208,2.49,"3,922"
2016.1/4,은평구,구산동,"12,427","34,418","17,460","16,958","34,169","17,340","16,829",249,120,129,2.75,"4,923"
2016.1/4,은평구,대조동,"15,485","33,573","15,981","17,592","33,126","15,790","17,336",447,191,256,2.14,"4,898"
2016.1/4,은평구,응암1동,"12,820","30,663","14,726","15,937","30,305","14,576","15,729",358,150,208,2.36,"4,238"
2016.1/4,은평구,응암2동,"9,044","22,354","10,989","11,365","22,146","10,901","11,245",208,88,120,2.45,"2,931"
2016.1/4,은평구,신사1동,"11,115","28,506","13,907","14,599","28,275","13,814","14,461",231,93,138,2.54,"3,771"
2016.1/4,은평구,신사2동,"8,773","22,157","11,085","11,072","22,027","11,029","10,998",130,56,74,2.51,"2,978"
2016.1/4,은평구,증산동,"8,020","19,992","9,986","10,006","19,787","9,888","9,899",205,98,107,2.47,"2,948"
2016.1/4,은평구,수색동,"6,862","16,426","8,265","8,161","16,266","8,209","8,057",160,56,104,2.37,"2,706"
2016.1/4,은평구,진관동,"17,955","53,771","25,693","28,078","53,568","25,594","27,974",203,99,104,2.98,"6,019"
2016.1/4,은평구,불광2동,"13,172","29,603","14,585","15,018","29,301","14,465","14,836",302,120,182,2.22,"4,803"
2016.1/4,은평구,응암3동,"12,455","27,341","13,408","13,933","27,045","13,294","13,751",296,114,182,2.17,"4,583"
2016.1/4,은평구,역촌동,"20,067","50,274","24,183","26,091","49,877","24,018","25,859",397,165,232,2.49,"6,563"
2016.1/4,서대문구,소계,"137,303","326,746","157,763","168,983","315,778","153,651","162,127","10,968","4,112","6,856",2.3,"47,319"
2016.1/4,서대문구,천연동,"8,554","20,021","9,713","10,308","19,792","9,597","10,195",229,116,113,2.31,"3,052"
2016.1/4,서대문구,홍제1동,"10,029","24,766","11,788","12,978","24,413","11,627","12,786",353,161,192,2.43,"3,852"
2016.1/4,서대문구,홍제3동,"8,176","19,654","9,624","10,030","19,423","9,516","9,907",231,108,123,2.38,"3,443"
2016.1/4,서대문구,홍제2동,"5,895","15,382","7,380","8,002","15,231","7,317","7,914",151,63,88,2.58,"2,336"
2016.1/4,서대문구,홍은1동,"9,830","24,594","12,073","12,521","24,238","11,913","12,325",356,160,196,2.47,"4,007"
2016.1/4,서대문구,홍은2동,"12,567","30,437","14,837","15,600","29,879","14,583","15,296",558,254,304,2.38,"4,500"
2016.1/4,서대문구,남가좌1동,"4,875","14,029","6,851","7,178","13,689","6,722","6,967",340,129,211,2.81,"1,455"
2016.1/4,서대문구,남가좌2동,"11,662","27,272","13,446","13,826","26,701","13,196","13,505",571,250,321,2.29,"4,281"
2016.1/4,서대문구,북가좌1동,"7,091","19,892","9,675","10,217","19,691","9,604","10,087",201,71,130,2.78,"2,588"
2016.1/4,서대문구,북가좌2동,"14,116","34,645","16,969","17,676","34,363","16,861","17,502",282,108,174,2.43,"4,993"
2016.1/4,서대문구,충현동,"8,945","19,406","9,458","9,948","18,837","9,263","9,574",569,195,374,2.11,"2,984"
2016.1/4,서대문구,북아현동,"5,468","12,239","5,939","6,300","11,957","5,804","6,153",282,135,147,2.19,"1,753"
2016.1/4,서대문구,신촌동,"11,386","22,513","9,777","12,736","18,621","8,724","9,897","3,892","1,053","2,839",1.64,"2,113"
2016.1/4,서대문구,연희동,"18,709","41,896","20,233","21,663","38,943","18,924","20,019","2,953","1,309","1,644",2.08,"5,962"
2016.1/4,마포구,소계,"171,489","397,575","190,413","207,162","386,944","185,997","200,947","10,631","4,416","6,215",2.26,"48,908"
2016.1/4,마포구,용강동,"8,760","22,105","10,628","11,477","21,587","10,349","11,238",518,279,239,2.46,"2,492"
