기간,자치구,동,세대,인구,인구,인구,인구,인구,인구,인구,인구,인구,세대당인구,65세이상고령자
기간,자치구,동,세대,합계,합계,합계,한국인,한국인,한국인,등록외국인,등록외국인,등록외국인,세대당인구,65세이상고령자
기간,자치구,동,세대,계,남자,여자,계,남자,여자,계,남자,여자,세대당인구,65세이상고령자
2013.4/4,합계,합계,"4,182,351","10,388,055","5,126,351","5,261,704","10,143,645","5,007,869","5,135,776","244,410","118,482","125,928",2.43,"1,167,177"
2013.4/4,종로구,소계,"73,693","167,867","83,211","84,656","160,070","79,519","80,551","7,797","3,692","4,105",2.17,"23,997"
2013.4/4,종로구,사직동,"4,465","10,327","4,873","5,454","9,875","4,609","5,266",452,264,188,2.21,"1,616"
2013.4/4,종로구,삼청동,"1,537","3,367","1,644","1,723","3,218","1,557","1,661",149,87,62,2.09,640
2013.4/4,종로구,부암동,"4,563","11,469","5,624","5,845","11,109","5,464","5,645",360,160,200,2.43,"1,691"
2013.4/4,종로구,평창동,"7,384","19,779","9,430","10,349","19,544","9,315","10,229",235,115,120,2.65,"2,787"
2013.4/4,종로구,무악동,"3,219","8,626","4,108","4,518","8,581","4,091","4,490",45,17,28,2.67,"1,184"
2013.4/4,종로구,교남동,"2,688","5,450","2,691","2,759","5,347","2,640","2,707",103,51,52,1.99,838
2013.4/4,종로구,가회동,"2,336","5,333","2,495","2,838","5,219","2,444","2,775",114,51,63,2.23,889
2013.4/4,종로구,종로1.2.3.4가동,"5,267","8,797","5,141","3,656","7,856","4,581","3,275",941,560,381,1.49,"1,697"
2013.4/4,종로구,종로5·6가동,"3,117","6,245","3,373","2,872","5,926","3,225","2,701",319,148,171,1.9,"1,032"
2013.4/4,종로구,이화동,"4,497","9,435","4,475","4,960","8,995","4,275","4,720",440,200,240,2,"1,156"
2013.4/4,종로구,창신1동,"3,345","7,237","3,806","3,431","6,334","3,366","2,968",903,440,463,1.89,"1,037"
2013.4/4,종로구,창신2동,"4,768","11,707","5,905","5,802","10,679","5,431","5,248","1,028",474,554,2.24,"1,500"
2013.4/4,종로구,창신3동,"3,044","8,310","4,169","4,141","8,189","4,114","4,075",121,55,66,2.69,"1,016"
2013.4/4,종로구,숭인1동,"3,243","7,563","3,801","3,762","7,202","3,630","3,572",361,171,190,2.22,959
2013.4/4,종로구,숭인2동,"5,196","9,944","5,126","4,818","9,537","4,948","4,589",407,178,229,1.84,"1,428"
2013.4/4,종로구,청운효자동,"5,895","14,696","7,029","7,667","14,570","6,971","7,599",126,58,68,2.47,"2,093"
2013.4/4,종로구,혜화동,"9,129","19,582","9,521","10,061","17,889","8,858","9,031","1,693",663,"1,030",1.96,"2,434"
2013.4/4,중구,소계,"60,600","137,990","69,128","68,862","130,465","65,371","65,094","7,525","3,757","3,768",2.15,"19,346"
2013.4/4,중구,소공동,682,"1,766",966,800,"1,339",698,641,427,268,159,1.96,176
2013.4/4,중구,회현동,"3,591","6,563","3,562","3,001","5,892","3,200","2,692",671,362,309,1.64,"1,256"
2013.4/4,중구,명동,"1,583","4,013","1,893","2,120","3,279","1,440","1,839",734,453,281,2.07,638
2013.4/4,중구,필동,"2,437","4,878","2,556","2,322","4,484","2,366","2,118",394,190,204,1.84,741
2013.4/4,중구,장충동,"2,989","6,296","3,153","3,143","5,551","2,853","2,698",745,300,445,1.86,763
2013.4/4,중구,광희동,"2,937","6,107","3,248","2,859","5,364","2,882","2,482",743,366,377,1.83,962
2013.4/4,중구,을지로동,"1,322","2,022","1,229",793,"1,901","1,171",730,121,58,63,1.44,419
2013.4/4,중구,신당5동,"4,654","10,686","5,374","5,312","10,397","5,252","5,145",289,122,167,2.23,"1,396"
2013.4/4,중구,황학동,"5,848","13,068","6,623","6,445","12,259","6,234","6,025",809,389,420,2.1,"1,599"
2013.4/4,중구,중림동,"4,652","9,944","5,057","4,887","9,655","4,905","4,750",289,152,137,2.08,"1,541"
2013.4/4,중구,신당동,"3,927","8,951","4,592","4,359","7,640","3,952","3,688","1,311",640,671,1.95,"1,165"
2013.4/4,중구,다산동,"7,160","16,545","8,132","8,413","16,163","7,954","8,209",382,178,204,2.26,"2,187"
2013.4/4,중구,약수동,"7,947","19,267","9,275","9,992","19,030","9,167","9,863",237,108,129,2.39,"2,872"
2013.4/4,중구,청구동,"6,485","15,799","7,623","8,176","15,598","7,534","8,064",201,89,112,2.41,"2,195"
2013.4/4,중구,동화동,"4,386","12,085","5,845","6,240","11,913","5,763","6,150",172,82,90,2.72,"1,436"
2013.4/4,용산구,소계,"109,361","251,925","122,974","128,951","239,740","116,491","123,249","12,185","6,483","5,702",2.19,"34,017"
2013.4/4,용산구,후암동,"8,820","20,018","9,931","10,087","19,561","9,705","9,856",457,226,231,2.22,"2,692"
2013.4/4,용산구,용산2가동,"5,895","13,546","6,667","6,879","12,477","6,051","6,426","1,069",616,453,2.12,"1,860"
2013.4/4,용산구,남영동,"5,254","8,442","5,071","3,371","7,987","4,865","3,122",455,206,249,1.52,"1,314"
2013.4/4,용산구,원효로2동,"5,984","15,811","7,484","8,327","15,646","7,419","8,227",165,65,100,2.61,"2,013"
2013.4/4,용산구,효창동,"4,426","11,392","5,528","5,864","11,244","5,466","5,778",148,62,86,2.54,"1,505"
2013.4/4,용산구,용문동,"5,123","13,034","6,323","6,711","12,894","6,256","6,638",140,67,73,2.52,"1,674"
2013.4/4,용산구,이촌1동,"9,775","28,196","13,285","14,911","26,919","12,551","14,368","1,277",734,543,2.75,"3,515"
2013.4/4,용산구,이촌2동,"4,235","10,054","4,802","5,252","9,986","4,775","5,211",68,27,41,2.36,"1,572"
2013.4/4,용산구,이태원1동,"4,368","9,644","4,672","4,972","8,175","3,788","4,387","1,469",884,585,1.87,"1,471"
2013.4/4,용산구,이태원2동,"5,359","11,859","5,663","6,196","10,891","5,085","5,806",968,578,390,2.03,"1,848"
2013.4/4,용산구,서빙고동,"5,363","14,221","6,868","7,353","13,834","6,692","7,142",387,176,211,2.58,"1,953"
2013.4/4,용산구,보광동,"8,435","17,961","8,761","9,200","17,097","8,287","8,810",864,474,390,2.03,"2,460"
2013.4/4,용산구,청파동,"11,225","23,428","11,173","12,255","22,494","10,835","11,659",934,338,596,2,"2,908"
2013.4/4,용산구,원효로1동,"5,694","13,004","6,450","6,554","12,709","6,304","6,405",295,146,149,2.23,"1,512"
2013.4/4,용산구,한강로동,"7,702","16,277","8,146","8,131","15,087","7,526","7,561","1,190",620,570,1.96,"2,540"
2013.4/4,용산구,한남동,"11,703","25,038","12,150","12,888","22,739","10,886","11,853","2,299","1,264","1,035",1.94,"3,180"
2013.4/4,성동구,소계,"126,447","306,571","152,809","153,762","299,337","149,304","150,033","7,234","3,505","3,729",2.37,"35,421"
2013.4/4,성동구,왕십리2동,"6,931","17,129","8,468","8,661","16,838","8,331","8,507",291,137,154,2.43,"1,965"
2013.4/4,성동구,마장동,"10,380","25,487","12,704","12,783","24,903","12,442","12,461",584,262,322,2.4,"2,991"
2013.4/4,성동구,사근동,"5,930","11,745","6,117","5,628","10,481","5,521","4,960","1,264",596,668,1.77,"1,299"
2013.4/4,성동구,행당1동,"7,533","17,806","8,797","9,009","17,383","8,598","8,785",423,199,224,2.31,"2,231"
2013.4/4,성동구,행당2동,"9,523","26,767","12,746","14,021","26,674","12,712","13,962",93,34,59,2.8,"2,853"
2013.4/4,성동구,응봉동,"6,391","17,370","8,324","9,046","17,306","8,306","9,000",64,18,46,2.71,"2,132"
2013.4/4,성동구,금호1가동,"5,780","14,823","7,186","7,637","14,717","7,145","7,572",106,41,65,2.55,"1,942"
2013.4/4,성동구,금호4가동,"6,255","15,236","7,436","7,800","15,058","7,350","7,708",178,86,92,2.41,"1,726"
2013.4/4,성동구,성수1가1동,"7,228","18,161","9,242","8,919","17,774","9,023","8,751",387,219,168,2.46,"1,761"
2013.4/4,성동구,성수1가2동,"8,039","18,537","9,411","9,126","18,155","9,227","8,928",382,184,198,2.26,"1,880"
2013.4/4,성동구,성수2가1동,"8,980","20,951","10,914","10,037","20,135","10,521","9,614",816,393,423,2.24,"2,230"
2013.4/4,성동구,성수2가3동,"5,417","12,431","6,503","5,928","11,994","6,225","5,769",437,278,159,2.21,"1,426"
2013.4/4,성동구,송정동,"5,624","12,538","6,619","5,919","12,046","6,392","5,654",492,227,265,2.14,"1,321"
