Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15
기간,자치구,동,세대,계,계,계,한국인,한국인,한국인,등록외국인,등록외국인,등록외국인,세대당인구,65세이상고령자
기간,자치구,동,세대,인구,남자,여자,인구,남자,여자,인구,남자,여자,세대당인구,65세이상고령자
2009.3/4,송파구,소계,"260,654","689,885","338,460","351,425","682,035","334,948","347,087","7,850","3,512","4,338",2.62,"49,424"
2009.3/4,송파구,풍납1동,"8,210","21,009","10,320","10,689","20,022","9,865","10,157",987,455,532,2.44,"1,728"
2009.3/4,송파구,풍납2동,"11,393","29,562","14,360","15,202","29,471","14,327","15,144",91,33,58,2.59,"2,132"
2009.3/4,송파구,거여1동,"5,937","16,414","8,356","8,058","16,105","8,245","7,860",309,111,198,2.71,"1,161"
2009.3/4,송파구,거여2동,"11,586","30,092","15,191","14,901","29,959","15,144","14,815",133,47,86,2.59,"2,455"
2009.3/4,송파구,마천1동,"7,973","19,813","10,076","9,737","19,377","9,924","9,453",436,152,284,2.43,"1,797"
2009.3/4,송파구,마천2동,"8,887","23,685","12,069","11,616","23,565","12,021","11,544",120,48,72,2.65,"2,253"
2009.3/4,송파구,방이1동,"6,208","17,921","8,830","9,091","17,338","8,558","8,780",583,272,311,2.79,"1,205"
2009.3/4,송파구,방이2동,"11,216","26,064","12,691","13,373","25,930","12,640","13,290",134,51,83,2.31,"1,852"
2009.3/4,송파구,오륜동,"6,360","21,016","10,205","10,811","20,977","10,191","10,786",39,14,25,3.3,"1,241"
2009.3/4,송파구,오금동,"14,410","39,781","19,810","19,971","39,498","19,665","19,833",283,145,138,2.74,"3,041"
2009.3/4,송파구,송파1동,"11,518","28,183","13,558","14,625","27,509","13,253","14,256",674,305,369,2.39,"1,976"
2009.3/4,송파구,송파2동,"7,005","20,915","10,275","10,640","20,828","10,240","10,588",87,35,52,2.97,"1,411"
2009.3/4,송파구,석촌동,"16,054","36,732","18,036","18,696","35,903","17,636","18,267",829,400,429,2.24,"2,438"
2009.3/4,송파구,삼전동,"15,636","35,319","16,969","18,350","34,917","16,807","18,110",402,162,240,2.23,"2,118"
2009.3/4,송파구,가락본동,"11,537","30,453","15,201","15,252","29,765","14,883","14,882",688,318,370,2.58,"1,981"
2009.3/4,송파구,가락1동,"6,401","15,786","7,782","8,004","15,753","7,768","7,985",33,14,19,2.46,"1,127"
2009.3/4,송파구,가락2동,"12,671","36,640","18,198","18,442","36,503","18,129","18,374",137,69,68,2.88,"2,129"
2009.3/4,송파구,문정1동,"8,539","23,257","11,413","11,844","22,893","11,258","11,635",364,155,209,2.68,"1,585"
2009.3/4,송파구,문정2동,"5,498","16,548","8,115","8,433","16,509","8,096","8,413",39,19,20,3,"1,720"
2009.3/4,송파구,장지동,"13,581","36,475","17,974","18,501","36,340","17,914","18,426",135,60,75,2.68,"2,613"
2009.3/4,송파구,잠실본동,"14,274","32,074","15,221","16,853","31,121","14,789","16,332",953,432,521,2.18,"1,965"
2009.3/4,송파구,잠실4동,"10,885","30,924","15,097","15,827","30,714","14,992","15,722",210,105,105,2.82,"2,232"
2009.3/4,송파구,잠실6동,"5,979","17,643","8,484","9,159","17,634","8,479","9,155",9,5,4,2.95,"1,459"
2009.3/4,송파구,잠실7동,"3,510","10,726","5,094","5,632","10,677","5,065","5,612",49,29,20,3.04,"1,157"
2009.3/4,송파구,잠실2동,"12,419","35,208","16,941","18,267","35,141","16,898","18,243",67,43,24,2.83,"1,955"
2009.3/4,송파구,잠실3동,"12,967","37,645","18,194","19,451","37,586","18,161","19,425",59,33,26,2.9,"2,693"
2009.3/4,강동구,소계,"183,513","487,460","243,952","243,508","482,500","241,887","240,613","4,960","2,065","2,895",2.63,"36,077"
2009.3/4,강동구,강일동,"5,714","17,200","8,472","8,728","17,146","8,455","8,691",54,17,37,3,"1,469"
2009.3/4,강동구,상일동,"9,957","28,950","14,569","14,381","28,797","14,496","14,301",153,73,80,2.89,"1,896"
2009.3/4,강동구,명일1동,"10,118","29,055","14,330","14,725","28,901","14,261","14,640",154,69,85,2.86,"2,062"
2009.3/4,강동구,명일2동,"6,042","19,220","9,630","9,590","19,210","9,623","9,587",10,7,3,3.18,"1,171"
2009.3/4,강동구,고덕1동,"7,635","22,020","11,060","10,960","21,820","10,983","10,837",200,77,123,2.86,"1,513"
2009.3/4,강동구,고덕2동,"6,995","19,101","9,795","9,306","19,060","9,778","9,282",41,17,24,2.72,"1,435"
2009.3/4,강동구,암사2동,"5,949","16,269","8,061","8,208","16,248","8,052","8,196",21,9,12,2.73,"1,047"
2009.3/4,강동구,암사3동,"6,423","19,373","9,579","9,794","19,358","9,568","9,790",15,11,4,3.01,"1,219"
2009.3/4,강동구,천호1동,"12,861","33,355","16,689","16,666","32,039","16,174","15,865","1,316",515,801,2.49,"2,667"
2009.3/4,강동구,천호3동,"12,981","28,602","14,415","14,187","28,348","14,295","14,053",254,120,134,2.18,"2,585"
2009.3/4,강동구,성내1동,"7,796","21,481","10,706","10,775","21,460","10,695","10,765",21,11,10,2.75,"1,534"
2009.3/4,강동구,성내2동,"11,953","27,383","13,582","13,801","27,106","13,456","13,650",277,126,151,2.27,"2,317"
2009.3/4,강동구,성내3동,"10,042","25,295","12,684","12,611","25,211","12,647","12,564",84,37,47,2.51,"1,788"
2009.3/4,강동구,둔촌1동,"6,610","21,025","10,913","10,112","20,842","10,844","9,998",183,69,114,3.15,"1,040"
2009.3/4,강동구,둔촌2동,"10,073","27,804","13,783","14,021","27,764","13,767","13,997",40,16,24,2.76,"2,081"
2009.3/4,강동구,암사1동,"16,038","40,109","20,076","20,033","39,578","19,880","19,698",531,196,335,2.47,"3,156"
2009.3/4,강동구,천호2동,"16,678","39,276","19,773","19,503","38,069","19,251","18,818","1,207",522,685,2.28,"3,398"
