기간,자치구,동,세대,계,계,계,한국인,한국인,한국인,등록외국인,등록외국인,등록외국인,세대당인구,65세이상고령자
기간,자치구,동,세대,인구,남자,여자,인구,남자,여자,인구,남자,여자,세대당인구,65세이상고령자
2012.1/4,합계,합계,"4,192,477","10,519,780","5,202,479","5,317,301","10,245,782","5,070,498","5,175,284","273,998","131,981","142,017",2.44,"1,071,161"
2012.1/4,종로구,소계,"76,702","176,766","87,774","88,992","167,967","83,677","84,290","8,799","4,097","4,702",2.19,"23,300"
2012.1/4,종로구,사직동,"4,635","10,568","4,975","5,593","10,122","4,714","5,408",446,261,185,2.18,"1,584"
2012.1/4,종로구,삼청동,"1,600","3,529","1,713","1,816","3,363","1,613","1,750",166,100,66,2.1,607
2012.1/4,종로구,부암동,"4,603","11,552","5,706","5,846","11,328","5,604","5,724",224,102,122,2.46,"1,587"
2012.1/4,종로구,평창동,"7,418","20,054","9,623","10,431","19,736","9,476","10,260",318,147,171,2.66,"2,628"
2012.1/4,종로구,무악동,"3,245","8,624","4,119","4,505","8,556","4,094","4,462",68,25,43,2.64,"1,103"
2012.1/4,종로구,교남동,"4,441","9,187","4,536","4,651","8,984","4,448","4,536",203,88,115,2.02,"1,354"
2012.1/4,종로구,가회동,"2,461","5,671","2,726","2,945","5,551","2,672","2,879",120,54,66,2.26,871
2012.1/4,종로구,종로1.2.3.4가동,"5,283","9,220","5,254","3,966","7,998","4,595","3,403","1,222",659,563,1.51,"1,606"
2012.1/4,종로구,종로5·6가동,"3,178","6,520","3,484","3,036","6,165","3,333","2,832",355,151,204,1.94,942
2012.1/4,종로구,이화동,"4,570","9,734","4,667","5,067","9,195","4,411","4,784",539,256,283,2.01,"1,112"
2012.1/4,종로구,혜화동,"5,850","12,934","6,204","6,730","12,146","5,874","6,272",788,330,458,2.08,"1,416"
2012.1/4,종로구,명륜3가동,"3,503","7,285","3,710","3,575","6,232","3,273","2,959","1,053",437,616,1.78,882
2012.1/4,종로구,창신1동,"3,570","8,204","4,245","3,959","6,790","3,591","3,199","1,414",654,760,1.9,965
2012.1/4,종로구,창신2동,"5,015","12,190","6,126","6,064","11,380","5,767","5,613",810,359,451,2.27,"1,417"
2012.1/4,종로구,창신3동,"3,113","8,575","4,254","4,321","8,480","4,221","4,259",95,33,62,2.72,972
2012.1/4,종로구,숭인1동,"3,298","7,989","3,986","4,003","7,466","3,755","3,711",523,231,292,2.26,877
2012.1/4,종로구,숭인2동,"4,840","9,568","5,016","4,552","9,271","4,874","4,397",297,142,155,1.92,"1,357"
2012.1/4,종로구,청운효자동,"6,079","15,361","7,430","7,931","15,204","7,362","7,842",157,68,89,2.5,"2,020"
2012.1/4,종로구,기타,-,1,-,1,-,-,-,1,-,1,-,-
2012.1/4,중구,소계,"62,380","143,727","72,210","71,517","135,444","68,188","67,256","8,283","4,022","4,261",2.17,"18,546"
2012.1/4,중구,소공동,698,"1,722",958,764,"1,314",695,619,408,263,145,1.88,171
2012.1/4,중구,회현동,"3,546","6,635","3,618","3,017","5,834","3,194","2,640",801,424,377,1.65,"1,153"
2012.1/4,중구,명동,"1,691","4,069","1,965","2,104","3,389","1,529","1,860",680,436,244,2,616
2012.1/4,중구,필동,"2,473","5,209","2,778","2,431","4,653","2,518","2,135",556,260,296,1.88,723
2012.1/4,중구,장충동,"2,967","6,182","3,125","3,057","5,604","2,875","2,729",578,250,328,1.89,718
2012.1/4,중구,광희동,"3,119","6,677","3,480","3,197","5,699","3,064","2,635",978,416,562,1.83,921
2012.1/4,중구,을지로동,"1,398","2,143","1,323",820,"2,030","1,272",758,113,51,62,1.45,412
2012.1/4,중구,신당1동,"4,105","9,856","4,994","4,862","8,100","4,173","3,927","1,756",821,935,1.97,"1,103"
2012.1/4,중구,신당2동,"7,296","16,960","8,386","8,574","16,598","8,234","8,364",362,152,210,2.27,"2,050"
2012.1/4,중구,신당3동,"8,011","19,682","9,489","10,193","19,463","9,393","10,070",219,96,123,2.43,"2,675"
2012.1/4,중구,신당4동,"6,488","16,050","7,749","8,301","15,879","7,680","8,199",171,69,102,2.45,"2,046"
2012.1/4,중구,신당5동,"4,556","10,454","5,267","5,187","10,170","5,135","5,035",284,132,152,2.23,"1,270"
2012.1/4,중구,신당6동,"4,368","11,807","5,791","6,016","11,674","5,727","5,947",133,64,69,2.67,"1,319"
2012.1/4,중구,황학동,"5,849","13,375","6,766","6,609","12,467","6,338","6,129",908,428,480,2.13,"1,508"
2012.1/4,중구,중림동,"5,815","12,902","6,519","6,383","12,570","6,361","6,209",332,158,174,2.16,"1,861"
2012.1/4,중구,기타,-,4,2,2,-,-,-,4,2,2,-,-
2012.1/4,용산구,소계,"112,049","258,374","126,239","132,135","245,711","119,742","125,969","12,663","6,497","6,166",2.19,"32,230"
2012.1/4,용산구,후암동,"9,132","20,695","10,339","10,356","20,132","10,068","10,064",563,271,292,2.2,"2,579"
2012.1/4,용산구,용산2가동,"6,149","14,140","6,933","7,207","13,096","6,329","6,767","1,044",604,440,2.13,"1,803"
2012.1/4,용산구,남영동,"5,140","8,295","4,902","3,393","7,801","4,671","3,130",494,231,263,1.52,"1,210"
2012.1/4,용산구,원효로2동,"6,039","15,940","7,610","8,330","15,726","7,522","8,204",214,88,126,2.6,"1,894"
2012.1/4,용산구,효창동,"4,493","11,513","5,657","5,856","11,351","5,588","5,763",162,69,93,2.53,"1,386"
2012.1/4,용산구,용문동,"5,199","13,446","6,610","6,836","13,288","6,535","6,753",158,75,83,2.56,"1,573"
2012.1/4,용산구,이촌1동,"9,935","28,425","13,444","14,981","26,998","12,633","14,365","1,427",811,616,2.72,"3,370"
2012.1/4,용산구,이촌2동,"4,364","10,524","5,033","5,491","10,467","5,011","5,456",57,22,35,2.4,"1,483"
2012.1/4,용산구,이태원1동,"4,497","10,273","4,885","5,388","8,554","3,933","4,621","1,719",952,767,1.9,"1,450"
2012.1/4,용산구,이태원2동,"5,395","11,842","5,592","6,250","11,139","5,192","5,947",703,400,303,2.06,"1,781"
2012.1/4,용산구,서빙고동,"5,625","14,636","7,064","7,572","14,251","6,888","7,363",385,176,209,2.53,"1,889"
2012.1/4,용산구,보광동,"8,663","18,661","9,084","9,577","17,723","8,581","9,142",938,503,435,2.05,"2,318"
2012.1/4,용산구,청파동,"11,678","24,501","11,711","12,790","23,436","11,346","12,090","1,065",365,700,2.01,"2,711"
