기간,자치구,동,세대,인구,인구,인구,인구,인구,인구,인구,인구,인구,세대당인구,65세이상고령자
기간,자치구,동,세대,합계,합계,합계,한국인,한국인,한국인,등록외국인,등록외국인,등록외국인,세대당인구,65세이상고령자
기간,자치구,동,세대,계,남자,여자,계,남자,여자,계,남자,여자,세대당인구,65세이상고령자
2014.1/4,합계,합계,"4,190,331","10,385,494","5,122,507","5,262,987","10,141,727","5,004,714","5,137,013","243,767","117,793","125,974",2.42,"1,183,979"
2014.1/4,종로구,소계,"73,689","167,350","82,845","84,505","159,551","79,153","80,398","7,799","3,692","4,107",2.17,"24,237"
2014.1/4,종로구,사직동,"4,463","10,267","4,825","5,442","9,874","4,606","5,268",393,219,174,2.21,"1,649"
2014.1/4,종로구,삼청동,"1,516","3,324","1,616","1,708","3,182","1,529","1,653",142,87,55,2.1,651
2014.1/4,종로구,부암동,"4,542","11,448","5,590","5,858","11,052","5,424","5,628",396,166,230,2.43,"1,690"
2014.1/4,종로구,평창동,"7,374","19,711","9,391","10,320","19,489","9,280","10,209",222,111,111,2.64,"2,840"
2014.1/4,종로구,무악동,"3,199","8,583","4,066","4,517","8,532","4,045","4,487",51,21,30,2.67,"1,196"
2014.1/4,종로구,교남동,"2,591","5,300","2,603","2,697","5,204","2,557","2,647",96,46,50,2.01,824
2014.1/4,종로구,가회동,"2,329","5,327","2,496","2,831","5,194","2,433","2,761",133,63,70,2.23,898
2014.1/4,종로구,종로1.2.3.4가동,"5,267","8,770","5,127","3,643","7,815","4,562","3,253",955,565,390,1.48,"1,718"
2014.1/4,종로구,종로5·6가동,"3,119","6,191","3,338","2,853","5,877","3,193","2,684",314,145,169,1.88,"1,046"
2014.1/4,종로구,이화동,"4,582","9,475","4,481","4,994","9,035","4,287","4,748",440,194,246,1.97,"1,159"
2014.1/4,종로구,창신1동,"3,334","7,169","3,800","3,369","6,282","3,355","2,927",887,445,442,1.88,"1,055"
2014.1/4,종로구,창신2동,"4,733","11,562","5,837","5,725","10,578","5,378","5,200",984,459,525,2.23,"1,520"
2014.1/4,종로구,창신3동,"3,025","8,215","4,120","4,095","8,098","4,062","4,036",117,58,59,2.68,"1,025"
2014.1/4,종로구,숭인1동,"3,232","7,499","3,762","3,737","7,157","3,598","3,559",342,164,178,2.21,958
2014.1/4,종로구,숭인2동,"5,243","9,999","5,151","4,848","9,582","4,967","4,615",417,184,233,1.83,"1,447"
2014.1/4,종로구,청운효자동,"5,903","14,755","7,059","7,696","14,638","7,006","7,632",117,53,64,2.48,"2,112"
2014.1/4,종로구,혜화동,"9,237","19,755","9,583","10,172","17,962","8,871","9,091","1,793",712,"1,081",1.94,"2,449"
2014.1/4,중구,소계,"60,481","137,466","68,721","68,745","129,940","65,029","64,911","7,526","3,692","3,834",2.15,"19,581"
2014.1/4,중구,소공동,668,"1,804",991,813,"1,321",694,627,483,297,186,1.98,182
2014.1/4,중구,회현동,"3,579","6,575","3,540","3,035","5,901","3,180","2,721",674,360,314,1.65,"1,278"
2014.1/4,중구,명동,"1,578","3,866","1,789","2,077","3,257","1,428","1,829",609,361,248,2.06,638
2014.1/4,중구,필동,"2,467","4,898","2,561","2,337","4,509","2,373","2,136",389,188,201,1.83,753
2014.1/4,중구,장충동,"2,976","6,353","3,178","3,175","5,519","2,858","2,661",834,320,514,1.85,777
2014.1/4,중구,광희동,"2,900","6,011","3,181","2,830","5,274","2,820","2,454",737,361,376,1.82,975
2014.1/4,중구,을지로동,"1,301","2,000","1,223",777,"1,880","1,167",713,120,56,64,1.45,431
2014.1/4,중구,신당5동,"4,658","10,628","5,338","5,290","10,332","5,219","5,113",296,119,177,2.22,"1,425"
2014.1/4,중구,황학동,"5,897","13,117","6,636","6,481","12,308","6,247","6,061",809,389,420,2.09,"1,624"
2014.1/4,중구,중림동,"4,634","9,846","5,009","4,837","9,570","4,869","4,701",276,140,136,2.07,"1,540"
2014.1/4,중구,신당동,"3,932","8,901","4,553","4,348","7,613","3,920","3,693","1,288",633,655,1.94,"1,188"
2014.1/4,중구,다산동,"7,162","16,448","8,065","8,383","16,118","7,916","8,202",393,183,210,2.25,"2,204"
2014.1/4,중구,약수동,"7,911","19,160","9,199","9,961","18,947","9,101","9,846",241,112,129,2.4,"2,906"
2014.1/4,중구,청구동,"6,473","15,706","7,575","8,131","15,535","7,502","8,033",201,88,113,2.4,"2,206"
2014.1/4,중구,동화동,"4,345","12,011","5,806","6,205","11,856","5,735","6,121",176,85,91,2.73,"1,452"
2014.1/4,용산구,소계,"109,487","251,651","122,882","128,769","239,381","116,309","123,072","12,270","6,573","5,697",2.19,"34,357"
2014.1/4,용산구,후암동,"8,802","19,924","9,903","10,021","19,475","9,684","9,791",449,219,230,2.21,"2,710"
2014.1/4,용산구,용산2가동,"5,869","13,493","6,664","6,829","12,384","6,010","6,374","1,109",654,455,2.11,"1,901"
2014.1/4,용산구,남영동,"5,302","8,481","5,119","3,362","8,013","4,895","3,118",468,224,244,1.51,"1,338"
2014.1/4,용산구,원효로2동,"6,010","15,841","7,474","8,367","15,688","7,416","8,272",153,58,95,2.61,"2,026"
2014.1/4,용산구,효창동,"4,463","11,394","5,539","5,855","11,251","5,480","5,771",143,59,84,2.52,"1,510"
2014.1/4,용산구,용문동,"5,152","13,056","6,319","6,737","12,911","6,250","6,661",145,69,76,2.51,"1,696"
2014.1/4,용산구,이촌1동,"9,736","27,987","13,154","14,833","26,801","12,472","14,329","1,186",682,504,2.75,"3,561"
2014.1/4,용산구,이촌2동,"4,212","9,983","4,790","5,193","9,917","4,765","5,152",66,25,41,2.35,"1,589"
2014.1/4,용산구,이태원1동,"4,353","9,588","4,674","4,914","8,121","3,782","4,339","1,467",892,575,1.87,"1,472"
2014.1/4,용산구,이태원2동,"5,339","11,801","5,609","6,192","10,838","5,044","5,794",963,565,398,2.03,"1,868"
2014.1/4,용산구,서빙고동,"5,384","14,271","6,864","7,407","13,865","6,678","7,187",406,186,220,2.58,"1,934"
2014.1/4,용산구,보광동,"8,401","17,870","8,755","9,115","16,982","8,259","8,723",888,496,392,2.02,"2,476"
2014.1/4,용산구,청파동,"11,213","23,338","11,098","12,240","22,413","10,777","11,636",925,321,604,2,"2,934"
2014.1/4,용산구,원효로1동,"5,895","13,379","6,604","6,775","13,074","6,453","6,621",305,151,154,2.22,"1,533"
2014.1/4,용산구,한강로동,"7,681","16,262","8,167","8,095","15,045","7,506","7,539","1,217",661,556,1.96,"2,579"
2014.1/4,용산구,한남동,"11,675","24,983","12,149","12,834","22,603","10,838","11,765","2,380","1,311","1,069",1.94,"3,230"
2014.1/4,성동구,소계,"126,714","306,597","152,691","153,906","299,416","149,232","150,184","7,181","3,459","3,722",2.36,"35,863"
2014.1/4,성동구,왕십리2동,"6,925","17,081","8,418","8,663","16,806","8,291","8,515",275,127,148,2.43,"2,003"
2014.1/4,성동구,마장동,"10,339","25,386","12,632","12,754","24,810","12,375","12,435",576,257,319,2.4,"3,018"
2014.1/4,성동구,사근동,"6,018","11,771","6,143","5,628","10,515","5,562","4,953","1,256",581,675,1.75,"1,300"
2014.1/4,성동구,행당1동,"7,528","17,753","8,756","8,997","17,317","8,550","8,767",436,206,230,2.3,"2,266"
2014.1/4,성동구,행당2동,"9,488","26,591","12,656","13,935","26,496","12,622","13,874",95,34,61,2.79,"2,899"
2014.1/4,성동구,응봉동,"6,386","17,290","8,269","9,021","17,233","8,253","8,980",57,16,41,2.7,"2,140"
2014.1/4,성동구,금호1가동,"5,702","14,581","7,081","7,500","14,477","7,041","7,436",104,40,64,2.54,"1,941"
2014.1/4,성동구,금호4가동,"6,235","15,178","7,391","7,787","15,008","7,309","7,699",170,82,88,2.41,"1,755"
2014.1/4,성동구,성수1가1동,"7,179","18,069","9,190","8,879","17,670","8,960","8,710",399,230,169,2.46,"1,786"
2014.1/4,성동구,성수1가2동,"8,042","18,554","9,424","9,130","18,163","9,231","8,932",391,193,198,2.26,"1,891"
2014.1/4,성동구,성수2가1동,"8,984","20,895","10,879","10,016","20,109","10,511","9,598",786,368,418,2.24,"2,272"
2014.1/4,성동구,성수2가3동,"5,473","12,474","6,520","5,954","12,052","6,260","5,792",422,260,162,2.2,"1,454"
2014.1/4,성동구,송정동,"5,610","12,468","6,581","5,887","11,982","6,351","5,631",486,230,256,2.14,"1,337"
