기간,자치구,동,세대,계,계,계,한국인,한국인,한국인,등록외국인,등록외국인,등록외국인,세대당인구,65세이상고령자
기간,자치구,동,세대,인구,남자,여자,인구,남자,여자,인구,남자,여자,세대당인구,65세이상고령자
2010.2/4,합계,합계,"4,116,225","10,447,719","5,172,523","5,275,196","10,194,327","5,051,806","5,142,521","253,392","120,717","132,675",2.48,"966,441"
2010.2/4,종로구,소계,"74,061","176,143","87,686","88,457","167,370","83,638","83,732","8,773","4,048","4,725",2.26,"21,087"
2010.2/4,종로구,사직동,"4,445","10,387","4,941","5,446","9,915","4,682","5,233",472,259,213,2.23,"1,416"
2010.2/4,종로구,삼청동,"1,585","3,667","1,784","1,883","3,478","1,681","1,797",189,103,86,2.19,568
2010.2/4,종로구,부암동,"4,475","11,534","5,701","5,833","11,271","5,589","5,682",263,112,151,2.52,"1,453"
2010.2/4,종로구,평창동,"7,109","19,722","9,505","10,217","19,354","9,335","10,019",368,170,198,2.72,"2,413"
2010.2/4,종로구,무악동,"3,134","8,579","4,113","4,466","8,484","4,076","4,408",95,37,58,2.71,968
2010.2/4,종로구,교남동,"4,228","9,059","4,457","4,602","8,862","4,368","4,494",197,89,108,2.1,"1,168"
2010.2/4,종로구,가회동,"2,433","5,847","2,824","3,023","5,682","2,748","2,934",165,76,89,2.34,813
2010.2/4,종로구,종로1.2.3.4가동,"4,691","8,595","4,947","3,648","7,389","4,332","3,057","1,206",615,591,1.58,"1,299"
2010.2/4,종로구,종로5·6가동,"3,030","6,541","3,468","3,073","6,212","3,332","2,880",329,136,193,2.05,874
2010.2/4,종로구,이화동,"4,349","9,836","4,747","5,089","9,196","4,459","4,737",640,288,352,2.11,"1,004"
2010.2/4,종로구,혜화동,"5,562","12,822","6,167","6,655","11,993","5,822","6,171",829,345,484,2.16,"1,339"
2010.2/4,종로구,명륜3가동,"3,561","7,241","3,799","3,442","6,350","3,410","2,940",891,389,502,1.78,838
2010.2/4,종로구,창신1동,"3,494","8,436","4,291","4,145","6,882","3,570","3,312","1,554",721,833,1.97,888
2010.2/4,종로구,창신2동,"5,051","12,122","6,136","5,986","11,642","5,919","5,723",480,217,263,2.3,"1,309"
2010.2/4,종로구,창신3동,"3,120","8,665","4,332","4,333","8,584","4,302","4,282",81,30,51,2.75,851
2010.2/4,종로구,숭인1동,"3,208","8,147","4,015","4,132","7,527","3,729","3,798",620,286,334,2.35,785
2010.2/4,종로구,숭인2동,"4,565","9,233","4,794","4,439","9,058","4,718","4,340",175,76,99,1.98,"1,179"
2010.2/4,종로구,청운효자동,"6,021","15,710","7,665","8,045","15,491","7,566","7,925",219,99,120,2.57,"1,922"
2010.2/4,중구,소계,"58,425","137,785","69,065","68,720","129,535","65,148","64,387","8,250","3,917","4,333",2.22,"16,310"
2010.2/4,중구,소공동,602,"1,574",867,707,"1,141",601,540,433,266,167,1.9,144
2010.2/4,중구,회현동,"2,781","5,514","3,066","2,448","4,725","2,631","2,094",789,435,354,1.7,809
2010.2/4,중구,명동,"1,432","3,512","1,661","1,851","2,914","1,309","1,605",598,352,246,2.03,518
2010.2/4,중구,필동,"2,270","5,041","2,675","2,366","4,536","2,437","2,099",505,238,267,2,650
2010.2/4,중구,장충동,"2,927","6,207","3,116","3,091","5,662","2,891","2,771",545,225,320,1.93,684
2010.2/4,중구,광희동,"2,912","6,574","3,461","3,113","5,506","2,992","2,514","1,068",469,599,1.89,775
2010.2/4,중구,을지로동,"1,278","2,034","1,251",783,"1,902","1,187",715,132,64,68,1.49,331
2010.2/4,중구,신당1동,"4,118","10,245","5,121","5,124","8,295","4,271","4,024","1,950",850,"1,100",2.01,"1,013"
2010.2/4,중구,신당2동,"7,250","17,057","8,379","8,678","16,774","8,252","8,522",283,127,156,2.31,"1,867"
