기간,자치구,동,세대,인구,인구,인구,인구,인구,인구,인구,인구,인구,세대당인구,65세이상고령자
기간,자치구,동,세대,합계,합계,합계,한국인,한국인,한국인,등록외국인,등록외국인,등록외국인,세대당인구,65세이상고령자
기간,자치구,동,세대,계,남자,여자,계,남자,여자,계,남자,여자,세대당인구,65세이상고령자
2015.2/4,합계,합계,"4,197,478","10,349,492","5,094,448","5,255,044","10,078,850","4,962,774","5,116,076","270,642","131,674","138,968",2.4,"1,249,461"
2015.2/4,종로구,소계,"72,882","164,291","80,814","83,477","155,695","76,962","78,733","8,596","3,852","4,744",2.14,"24,746"
2015.2/4,종로구,사직동,"4,335","10,010","4,690","5,320","9,660","4,504","5,156",350,186,164,2.23,"1,675"
2015.2/4,종로구,삼청동,"1,431","3,236","1,550","1,686","3,017","1,430","1,587",219,120,99,2.11,648
2015.2/4,종로구,부암동,"4,450","11,265","5,475","5,790","10,826","5,276","5,550",439,199,240,2.43,"1,709"
2015.2/4,종로구,평창동,"7,379","19,482","9,228","10,254","19,289","9,136","10,153",193,92,101,2.61,"2,908"
2015.2/4,종로구,무악동,"3,145","8,432","3,989","4,443","8,359","3,963","4,396",73,26,47,2.66,"1,251"
2015.2/4,종로구,교남동,"2,364","4,953","2,361","2,592","4,872","2,325","2,547",81,36,45,2.06,847
2015.2/4,종로구,가회동,"2,238","5,067","2,358","2,709","4,928","2,294","2,634",139,64,75,2.2,889
2015.2/4,종로구,종로1.2.3.4가동,"5,507","8,868","5,069","3,799","7,914","4,549","3,365",954,520,434,1.44,"1,774"
2015.2/4,종로구,종로5·6가동,"3,269","6,153","3,409","2,744","5,829","3,259","2,570",324,150,174,1.78,"1,076"
2015.2/4,종로구,이화동,"4,498","9,249","4,362","4,887","8,714","4,123","4,591",535,239,296,1.94,"1,201"
2015.2/4,종로구,창신1동,"3,289","6,984","3,702","3,282","6,080","3,261","2,819",904,441,463,1.85,"1,080"
2015.2/4,종로구,창신2동,"4,546","11,235","5,658","5,577","10,041","5,102","4,939","1,194",556,638,2.21,"1,560"
2015.2/4,종로구,창신3동,"2,984","8,007","4,034","3,973","7,847","3,960","3,887",160,74,86,2.63,"1,072"
2015.2/4,종로구,숭인1동,"3,124","7,195","3,587","3,608","6,846","3,408","3,438",349,179,170,2.19,994
2015.2/4,종로구,숭인2동,"5,341","10,050","5,131","4,919","9,613","4,964","4,649",437,167,270,1.8,"1,512"
2015.2/4,종로구,청운효자동,"5,741","14,318","6,802","7,516","14,126","6,710","7,416",192,92,100,2.46,"2,073"
2015.2/4,종로구,혜화동,"9,241","19,787","9,409","10,378","17,734","8,698","9,036","2,053",711,"1,342",1.92,"2,477"
2015.2/4,중구,소계,"59,614","135,200","67,337","67,863","126,817","63,292","63,525","8,383","4,045","4,338",2.13,"20,183"
2015.2/4,중구,소공동,637,"1,850","1,046",804,"1,232",664,568,618,382,236,1.93,180
2015.2/4,중구,회현동,"3,485","6,409","3,485","2,924","5,713","3,113","2,600",696,372,324,1.64,"1,299"
2015.2/4,중구,명동,"1,465","3,583","1,623","1,960","3,059","1,323","1,736",524,300,224,2.09,648
2015.2/4,중구,필동,"2,378","5,031","2,570","2,461","4,374","2,288","2,086",657,282,375,1.84,773
2015.2/4,중구,장충동,"2,840","5,981","2,995","2,986","5,239","2,719","2,520",742,276,466,1.84,780
2015.2/4,중구,광희동,"2,834","5,908","3,091","2,817","5,108","2,724","2,384",800,367,433,1.8,"1,030"
2015.2/4,중구,을지로동,"1,257","1,889","1,174",715,"1,770","1,116",654,119,58,61,1.41,442
2015.2/4,중구,신당5동,"4,746","10,712","5,371","5,341","10,338","5,209","5,129",374,162,212,2.18,"1,503"
2015.2/4,중구,황학동,"6,010","13,111","6,554","6,557","12,195","6,111","6,084",916,443,473,2.03,"1,693"
2015.2/4,중구,중림동,"4,311","9,138","4,621","4,517","8,844","4,465","4,379",294,156,138,2.05,"1,535"
2015.2/4,중구,신당동,"4,003","8,863","4,524","4,339","7,398","3,806","3,592","1,465",718,747,1.85,"1,166"
2015.2/4,중구,다산동,"6,900","16,137","7,822","8,315","15,624","7,608","8,016",513,214,299,2.26,"2,270"
2015.2/4,중구,약수동,"7,958","19,181","9,228","9,953","18,900","9,087","9,813",281,141,140,2.37,"3,081"
2015.2/4,중구,청구동,"6,488","15,555","7,481","8,074","15,347","7,389","7,958",208,92,116,2.37,"2,280"
2015.2/4,중구,동화동,"4,302","11,852","5,752","6,100","11,676","5,670","6,006",176,82,94,2.71,"1,503"
2015.2/4,용산구,소계,"108,138","249,517","121,891","127,626","235,186","114,119","121,067","14,331","7,772","6,559",2.17,"35,464"
2015.2/4,용산구,후암동,"8,763","19,752","9,753","9,999","19,179","9,470","9,709",573,283,290,2.19,"2,793"
2015.2/4,용산구,용산2가동,"5,813","13,206","6,524","6,682","11,913","5,768","6,145","1,293",756,537,2.05,"1,982"
2015.2/4,용산구,남영동,"5,359","8,563","5,189","3,374","8,044","4,927","3,117",519,262,257,1.5,"1,426"
2015.2/4,용산구,원효로2동,"6,049","15,716","7,393","8,323","15,554","7,332","8,222",162,61,101,2.57,"2,093"
2015.2/4,용산구,효창동,"4,285","10,928","5,315","5,613","10,760","5,245","5,515",168,70,98,2.51,"1,503"
2015.2/4,용산구,용문동,"5,166","13,028","6,284","6,744","12,871","6,211","6,660",157,73,84,2.49,"1,777"
2015.2/4,용산구,이촌1동,"9,704","28,133","13,171","14,962","26,817","12,477","14,340","1,316",694,622,2.76,"3,775"
2015.2/4,용산구,이촌2동,"4,083","9,768","4,638","5,130","9,680","4,599","5,081",88,39,49,2.37,"1,618"
2015.2/4,용산구,이태원1동,"4,079","9,330","4,704","4,626","7,649","3,607","4,042","1,681","1,097",584,1.88,"1,457"
2015.2/4,용산구,이태원2동,"5,082","11,233","5,342","5,891","10,094","4,677","5,417","1,139",665,474,1.99,"1,836"
2015.2/4,용산구,서빙고동,"5,381","14,505","7,028","7,477","13,871","6,703","7,168",634,325,309,2.58,"1,964"
2015.2/4,용산구,보광동,"8,281","17,534","8,638","8,896","16,482","8,021","8,461","1,052",617,435,1.99,"2,570"
2015.2/4,용산구,청파동,"10,924","22,664","10,778","11,886","21,764","10,466","11,298",900,312,588,1.99,"2,993"
2015.2/4,용산구,원효로1동,"6,236","14,173","6,954","7,219","13,672","6,702","6,970",501,252,249,2.19,"1,619"
2015.2/4,용산구,한강로동,"7,673","16,493","8,257","8,236","14,983","7,458","7,525","1,510",799,711,1.95,"2,743"
2015.2/4,용산구,한남동,"11,260","24,491","11,923","12,568","21,853","10,456","11,397","2,638","1,467","1,171",1.94,"3,315"
2015.2/4,성동구,소계,"126,915","305,969","152,053","153,916","298,145","148,265","149,880","7,824","3,788","4,036",2.35,"37,609"
2015.2/4,성동구,왕십리2동,"6,767","16,671","8,196","8,475","16,309","8,034","8,275",362,162,200,2.41,"2,093"
2015.2/4,성동구,마장동,"10,427","25,129","12,443","12,686","24,469","12,148","12,321",660,295,365,2.35,"3,142"
2015.2/4,성동구,사근동,"6,523","12,895","6,643","6,252","11,556","6,025","5,531","1,339",618,721,1.77,"1,413"
2015.2/4,성동구,행당1동,"6,473","15,306","7,510","7,796","14,858","7,306","7,552",448,204,244,2.3,"1,987"
2015.2/4,성동구,행당2동,"9,431","26,251","12,524","13,727","26,142","12,478","13,664",109,46,63,2.77,"3,051"
2015.2/4,성동구,응봉동,"6,288","17,151","8,184","8,967","17,085","8,161","8,924",66,23,43,2.72,"2,253"
2015.2/4,성동구,금호1가동,"5,460","13,905","6,752","7,153","13,812","6,711","7,101",93,41,52,2.53,"1,969"
2015.2/4,성동구,금호4가동,"6,137","14,893","7,203","7,690","14,729","7,127","7,602",164,76,88,2.4,"1,844"
2015.2/4,성동구,성수1가1동,"7,191","17,715","8,989","8,726","17,301","8,756","8,545",414,233,181,2.41,"1,846"
2015.2/4,성동구,성수1가2동,"7,893","17,852","9,048","8,804","17,419","8,825","8,594",433,223,210,2.21,"1,915"
2015.2/4,성동구,성수2가1동,"8,868","20,361","10,586","9,775","19,514","10,174","9,340",847,412,435,2.2,"2,406"
2015.2/4,성동구,성수2가3동,"5,515","12,548","6,553","5,995","12,086","6,281","5,805",462,272,190,2.19,"1,565"
