Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15
기간,자치구,동,세대,계,계,계,한국인,한국인,한국인,등록외국인,등록외국인,등록외국인,세대당인구,65세이상고령자
기간,자치구,동,세대,인구,남자,여자,인구,남자,여자,인구,남자,여자,세대당인구,65세이상고령자
2008.1/4,합계,합계,"4,064,117","10,456,095","5,189,559","5,266,536","10,206,136","5,068,143","5,137,993","249,959","121,416","128,543",2.51,"871,420"
2008.1/4,종로구,합계,"72,934","176,619","88,217","88,402","168,162","84,124","84,038","8,457","4,093","4,364",2.31,"19,626"
2008.1/4,종로구,청운동,"1,641","4,824","2,460","2,364","4,659","2,384","2,275",165,76,89,2.84,511
2008.1/4,종로구,효자동,"4,829","12,225","5,895","6,330","12,122","5,863","6,259",103,32,71,2.51,"1,437"
2008.1/4,종로구,사직동,"4,134","9,803","4,696","5,107","9,321","4,443","4,878",482,253,229,2.25,"1,290"
2008.1/4,종로구,삼청동,"1,749","4,001","1,950","2,051","3,859","1,875","1,984",142,75,67,2.21,605
2008.1/4,종로구,부암동,"4,583","12,014","5,981","6,033","11,678","5,817","5,861",336,164,172,2.55,"1,410"
2008.1/4,종로구,평창동,"6,992","19,748","9,608","10,140","19,374","9,430","9,944",374,178,196,2.77,"2,248"
2008.1/4,종로구,무악동,"2,830","7,806","3,755","4,051","7,734","3,724","4,010",72,31,41,2.73,775
2008.1/4,종로구,교남동,"4,339","9,318","4,538","4,780","9,086","4,430","4,656",232,108,124,2.09,"1,041"
2008.1/4,종로구,가회동,"2,510","6,084","2,960","3,124","5,907","2,879","3,028",177,81,96,2.35,782
2008.1/4,종로구,종로1.2.3.4가동,"4,339","8,562","4,777","3,785","7,173","4,048","3,125","1,389",729,660,1.65,"1,238"
2008.1/4,종로구,종로5.6가동,"3,031","6,981","3,683","3,298","6,613","3,524","3,089",368,159,209,2.18,838
2008.1/4,종로구,이화동,"4,525","10,466","5,087","5,379","9,605","4,658","4,947",861,429,432,2.12,942
2008.1/4,종로구,혜화동,"5,567","12,860","6,237","6,623","12,276","5,967","6,309",584,270,314,2.21,"1,240"
2008.1/4,종로구,명륜3가동,"3,665","7,277","3,922","3,355","6,701","3,672","3,029",576,250,326,1.83,784
2008.1/4,종로구,창신1동,"3,456","8,493","4,357","4,136","7,090","3,664","3,426","1,403",693,710,2.05,843
2008.1/4,종로구,창신2동,"4,958","12,278","6,217","6,061","11,874","6,026","5,848",404,191,213,2.39,"1,180"
2008.1/4,종로구,창신3동,"3,160","8,823","4,455","4,368","8,740","4,419","4,321",83,36,47,2.77,799
2008.1/4,종로구,숭인1동,"2,719","6,901","3,399","3,502","6,331","3,126","3,205",570,273,297,2.33,677
2008.1/4,종로구,숭인2동,"3,907","8,155","4,240","3,915","8,019","4,175","3,844",136,65,71,2.05,986
2008.1/4,중구,합계,"57,662","138,233","68,903","69,330","130,042","64,910","65,132","8,191","3,993","4,198",2.26,"15,152"
2008.1/4,중구,소공동,536,"1,664",906,758,"1,031",522,509,633,384,249,1.92,138
2008.1/4,중구,회현동,"2,621","5,351","2,927","2,424","4,550","2,469","2,081",801,458,343,1.74,757
2008.1/4,중구,명동,"1,319","3,458","1,612","1,846","2,853","1,258","1,595",605,354,251,2.16,462
2008.1/4,중구,필동,"2,322","5,133","2,676","2,457","4,752","2,495","2,257",381,181,200,2.05,628
2008.1/4,중구,장충동,"2,955","6,321","3,115","3,206","5,887","2,944","2,943",434,171,263,1.99,640
2008.1/4,중구,광희동,"2,640","5,941","3,132","2,809","4,941","2,658","2,283","1,000",474,526,1.87,706
2008.1/4,중구,을지로동,"1,189","1,961","1,144",817,"1,837","1,089",748,124,55,69,1.54,326
2008.1/4,중구,신당1동,"3,965","10,264","5,090","5,174","8,249","4,195","4,054","2,015",895,"1,120",2.08,947
2008.1/4,중구,신당2동,"7,049","16,993","8,354","8,639","16,726","8,235","8,491",267,119,148,2.37,"1,660"
2008.1/4,중구,신당3동,"8,110","20,118","9,738","10,380","19,880","9,623","10,257",238,115,123,2.45,"2,243"
2008.1/4,중구,신당4동,"6,393","16,385","7,972","8,413","16,245","7,911","8,334",140,61,79,2.54,"1,719"
2008.1/4,중구,신당5동,"4,672","10,755","5,432","5,323","10,482","5,308","5,174",273,124,149,2.24,"1,229"
2008.1/4,중구,신당6동,"4,975","12,888","6,295","6,593","12,714","6,219","6,495",174,76,98,2.56,"1,254"
2008.1/4,중구,황학동,"3,331","7,641","3,936","3,705","6,885","3,575","3,310",756,361,395,2.07,868
2008.1/4,중구,중림동,"5,585","13,360","6,574","6,786","13,010","6,409","6,601",350,165,185,2.33,"1,575"
2008.1/4,용산구,합계,"105,217","249,346","122,837","126,509","236,342","116,060","120,282","13,004","6,777","6,227",2.25,"26,539"
2008.1/4,용산구,후암동,"8,775","20,519","10,207","10,312","19,944","9,960","9,984",575,247,328,2.27,"2,131"
2008.1/4,용산구,용산2가동,"5,766","14,088","7,058","7,030","13,171","6,524","6,647",917,534,383,2.28,"1,506"
2008.1/4,용산구,남영동,"4,493","8,033","4,611","3,422","7,532","4,379","3,153",501,232,269,1.68,957
2008.1/4,용산구,청파1동,"7,026","16,537","8,302","8,235","15,943","8,053","7,890",594,249,345,2.27,"1,542"
2008.1/4,용산구,청파2동,"3,826","7,461","3,371","4,090","7,311","3,318","3,993",150,53,97,1.91,750
2008.1/4,용산구,원효로1동,"2,823","6,371","3,185","3,186","6,159","3,086","3,073",212,99,113,2.18,730
2008.1/4,용산구,원효로2동,"6,225","16,443","7,921","8,522","16,208","7,817","8,391",235,104,131,2.6,"1,612"
2008.1/4,용산구,효창동,"4,117","10,652","5,246","5,406","10,508","5,183","5,325",144,63,81,2.55,"1,122"
2008.1/4,용산구,용문동,"4,763","12,913","6,356","6,557","12,719","6,269","6,450",194,87,107,2.67,"1,283"
2008.1/4,용산구,한강로1동,"3,186","7,101","3,613","3,488","6,852","3,490","3,362",249,123,126,2.15,615
2008.1/4,용산구,한강로2동,"2,381","4,608","2,356","2,252","4,281","2,208","2,073",327,148,179,1.8,547
2008.1/4,용산구,한강로3동,"3,270","7,369","3,738","3,631","6,929","3,526","3,403",440,212,228,2.12,953
2008.1/4,용산구,이촌1동,"9,827","28,663","13,705","14,958","26,710","12,625","14,085","1,953","1,080",873,2.72,"2,847"
2008.1/4,용산구,이촌2동,"4,392","10,464","5,002","5,462","10,423","4,981","5,442",41,21,20,2.37,"1,177"
2008.1/4,용산구,이태원1동,"4,372","10,458","5,165","5,293","8,536","4,063","4,473","1,922","1,102",820,1.95,"1,210"
2008.1/4,용산구,이태원2동,"5,102","11,664","5,596","6,068","11,279","5,373","5,906",385,223,162,2.21,"1,516"
2008.1/4,용산구,한남1동,"6,567","15,551","7,713","7,838","12,963","6,340","6,623","2,588","1,373","1,215",1.97,"1,492"
2008.1/4,용산구,한남2동,"4,759","9,295","4,553","4,742","9,042","4,414","4,628",253,139,114,1.9,972
2008.1/4,용산구,서빙고동,"4,763","11,838","5,770","6,068","11,301","5,505","5,796",537,265,272,2.37,"1,537"
2008.1/4,용산구,보광동,"8,784","19,318","9,369","9,949","18,531","8,946","9,585",787,423,364,2.11,"2,040"
2008.1/4,성동구,합계,"135,438","340,724","170,906","169,818","331,929","166,580","165,349","8,795","4,326","4,469",2.45,"30,237"
2008.1/4,성동구,왕십리1동,"5,691","14,242","7,236","7,006","13,547","6,884","6,663",695,352,343,2.38,"1,378"
2008.1/4,성동구,왕십리2동,"7,309","18,764","9,284","9,480","18,592","9,216","9,376",172,68,104,2.54,"1,638"
2008.1/4,성동구,도선동,"4,045","9,933","4,960","4,973","9,610","4,827","4,783",323,133,190,2.38,"1,093"
2008.1/4,성동구,마장동,"10,001","26,404","13,316","13,088","25,880","13,059","12,821",524,257,267,2.59,"2,384"
2008.1/4,성동구,사근동,"5,444","12,067","6,444","5,623","10,916","5,881","5,035","1,151",563,588,2.01,"1,103"
2008.1/4,성동구,행당1동,"7,785","18,458","9,135","9,323","18,226","9,030","9,196",232,105,127,2.34,"1,718"
2008.1/4,성동구,행당2동,"9,314","26,231","12,694","13,537","26,131","12,654","13,477",100,40,60,2.81,"2,122"
2008.1/4,성동구,응봉동,"6,516","17,764","8,521","9,243","17,665","8,480","9,185",99,41,58,2.71,"1,593"
2008.1/4,성동구,금호1가동,"7,148","18,600","9,106","9,494","18,418","9,031","9,387",182,75,107,2.58,"1,743"
2008.1/4,성동구,금호2가동,"5,022","12,394","6,152","6,242","12,245","6,079","6,166",149,73,76,2.44,"1,268"
2008.1/4,성동구,금호3가동,"6,468","16,245","7,831","8,414","16,038","7,739","8,299",207,92,115,2.48,"1,631"
2008.1/4,성동구,금호4가동,"6,714","16,286","8,089","8,197","16,022","7,964","8,058",264,125,139,2.39,"1,479"
2008.1/4,성동구,옥수1동,"4,811","11,764","6,047","5,717","11,177","5,760","5,417",587,287,300,2.32,"1,318"
2008.1/4,성동구,옥수2동,"7,101","17,894","8,558","9,336","17,753","8,490","9,263",141,68,73,2.5,"1,759"
2008.1/4,성동구,성수1가1동,"7,486","19,459","10,003","9,456","18,822","9,663","9,159",637,340,297,2.51,"1,352"
2008.1/4,성동구,성수1가2동,"8,271","19,835","10,067","9,768","19,538","9,907","9,631",297,160,137,2.36,"1,446"
2008.1/4,성동구,성수2가1동,"8,285","21,101","10,993","10,108","19,972","10,404","9,568","1,129",589,540,2.41,"1,600"
