역명,요일,구분,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
동작,Tuesday,하차,197108.0,199554.0,159802.0,150346.0,148218.0,151064.0,153188.0,239253.0,243353.0,270167.0,217117.5
동작,Wednesday,하차,193773.0,208210.0,154899.0,152623.0,166444.0,151645.0,163897.0,244868.0,247694.0,244937.0,256858.5
둔촌동,Friday,하차,678981.0,679427.0,744869.0,783940.0,809458.0,789791.0,787493.0,763076.0,763579.0,689755.0,510313.5
둔촌동,Monday,하차,682203.0,681025.0,735121.0,746889.0,783028.0,790387.0,776810.0,758764.0,726401.0,669119.0,559380.0
둔촌동,Saturday,하차,557514.0,533970.0,576783.0,618193.0,602228.0,607259.0,602671.0,570470.0,565219.0,505933.0,380502.0
둔촌동,Sunday,하차,427751.0,406041.0,430879.0,454279.0,469637.0,471944.0,479876.0,464428.0,449546.0,420633.0,339877.5
둔촌동,Thursday,하차,676243.0,694789.0,742315.0,758484.0,790347.0,772355.0,764149.0,770184.0,742899.0,686411.0,519387.0
둔촌동,Tuesday,하차,701878.0,673262.0,745218.0,761955.0,776604.0,813023.0,787349.0,765195.0,740702.0,675159.0,520876.5
둔촌동,Wednesday,하차,699876.0,700387.0,747502.0,793051.0,800889.0,810977.0,823907.0,795837.0,768212.0,706972.0,548308.5
디지털미디어시티,Friday,하차,863052.0,939348.0,1016534.0,1043061.0,1056910.0,992974.0,1006854.0,1582837.0,1737033.0,1699118.0,1462011.0
디지털미디어시티,Monday,하차,887887.0,960941.0,1019446.0,1005664.0,1024867.0,1016815.0,1019494.0,1569352.0,1632113.0,1598106.0,1602532.5
디지털미디어시티,Saturday,하차,610635.0,623974.0,628989.0,660678.0,636677.0,620114.0,635057.0,1018656.0,1084634.0,1025678.0,875107.5
디지털미디어시티,Sunday,하차,424362.0,421462.0,423033.0,438426.0,449845.0,441273.0,450996.0,682638.0,709618.0,694024.0,626562.0
디지털미디어시티,Thursday,하차,876197.0,982619.0,1039678.0,1045764.0,1057148.0,1000706.0,1012929.0,1654914.0,1729566.0,1734259.0,1556887.5
디지털미디어시티,Tuesday,하차,921454.0,957346.0,1037455.0,1028460.0,1022850.0,1041301.0,1037328.0,1636259.0,1720594.0,1673007.0,1529337.0
디지털미디어시티,Wednesday,하차,906459.0,980023.0,1013399.0,1048149.0,1006221.0,1002210.0,1040819.0,1630354.0,1687500.0,1693125.0,1547463.0
뚝섬,Friday,하차,941462.0,939901.0,972631.0,1007762.0,1002623.0,907255.0,937286.0,966175.0,1049125.0,1054449.0,984216.0
뚝섬,Monday,하차,943350.0,953673.0,960566.0,975017.0,975440.0,927758.0,949044.0,974865.0,989275.0,998043.0,1061056.5
뚝섬,Saturday,하차,730992.0,715015.0,715535.0,747230.0,695073.0,627180.0,645874.0,625954.0,645592.0,640563.0,593725.5
뚝섬,Sunday,하차,492807.0,493050.0,472662.0,495717.0,493863.0,440479.0,451262.0,440950.0,437438.0,455425.0,438274.5
뚝섬,Thursday,하차,950380.0,973735.0,972939.0,1006828.0,995463.0,908551.0,937582.0,998954.0,1031631.0,1056303.0,1014847.5
뚝섬,Tuesday,하차,980460.0,949608.0,973332.0,993392.0,966597.0,947802.0,967233.0,990197.0,1026972.0,1031527.0,1015344.0
뚝섬,Wednesday,하차,966604.0,972509.0,967406.0,1016473.0,965053.0,913830.0,973017.0,1001054.0,1026626.0,1049198.0,1024369.5
뚝섬유원지,Friday,하차,454978.0,437218.0,469124.0,469225.0,486149.0,488306.0,515483.0,510189.0,514501.0,499940.0,470493.0
뚝섬유원지,Monday,하차,452863.0,438669.0,450438.0,452337.0,466175.0,463045.0,473558.0,475166.0,466990.0,440521.0,462796.5
뚝섬유원지,Saturday,하차,506237.0,479775.0,519851.0,541340.0,542758.0,540416.0,573337.0,552734.0,575638.0,541112.0,511486.5
뚝섬유원지,Sunday,하차,357824.0,322180.0,384218.0,370382.0,375725.0,409668.0,440680.0,445950.0,442876.0,452005.0,392275.5
뚝섬유원지,Thursday,하차,450809.0,443613.0,463157.0,464805.0,470152.0,474401.0,473903.0,485713.0,489932.0,469961.0,417135.0
뚝섬유원지,Tuesday,하차,459717.0,442996.0,466557.0,470694.0,467515.0,480605.0,490142.0,489432.0,466509.0,451921.0,430798.5
뚝섬유원지,Wednesday,하차,455424.0,448567.0,471247.0,469225.0,471475.0,479971.0,494950.0,476650.0,470385.0,464999.0,440397.0
마곡,Friday,하차,14411.0,26664.0,22442.0,22507.0,29299.0,48468.0,101044.0,144266.0,197504.0,315495.0,365173.5
마곡,Monday,하차,13966.0,25567.0,22345.0,21161.0,28085.0,49192.0,103270.0,146258.0,191235.0,305946.0,412497.0
마곡,Saturday,하차,11232.0,20876.0,18312.0,18181.0,21163.0,38580.0,78854.0,105129.0,140773.0,200614.0,208435.5
마곡,Sunday,하차,8817.0,15963.0,13648.0,13407.0,16823.0,25250.0,57093.0,77279.0,91813.0,141969.0,158914.5
마곡,Thursday,하차,13467.0,26837.0,22396.0,22015.0,29346.0,48179.0,103035.0,148704.0,195644.0,320787.0,384154.5
마곡,Tuesday,하차,14561.0,25991.0,22118.0,22207.0,28469.0,49588.0,105408.0,147938.0,196432.0,312435.0,381459.0
마곡,Wednesday,하차,14457.0,26786.0,22027.0,22906.0,28555.0,47858.0,104716.0,148722.0,195170.0,320277.0,389817.0
마들,Friday,하차,582435.0,572148.0,614645.0,640961.0,667214.0,660714.0,657537.0,654916.0,671528.0,652635.0,580123.5
마들,Monday,하차,591413.0,578082.0,612508.0,619787.0,650846.0,664336.0,655079.0,643679.0,634834.0,625657.0,641424.0
마들,Saturday,하차,454755.0,435487.0,469052.0,505039.0,495412.0,505363.0,502235.0,496396.0,499449.0,477922.0,437583.0
마들,Sunday,하차,330868.0,315466.0,335965.0,342549.0,351666.0,349970.0,348716.0,335698.0,327938.0,328962.0,309130.5
마들,Thursday,하차,592004.0,593472.0,615810.0,636697.0,659726.0,658372.0,658064.0,678019.0,666310.0,661311.0,607960.5
마들,Tuesday,하차,610070.0,577202.0,618682.0,631385.0,646399.0,680237.0,662340.0,659580.0,656159.0,637816.0,602406.0
마들,Wednesday,하차,601401.0,593131.0,609960.0,641682.0,640257.0,661435.0,673701.0,663779.0,654286.0,648215.0,608532.0
마장,Friday,하차,367116.0,355136.0,368589.0,366211.0,377851.0,364018.0,369356.0,365824.0,370102.0,355542.0,306267.0
마장,Monday,하차,362395.0,357237.0,362826.0,350351.0,360323.0,362702.0,363696.0,361832.0,349613.0,340209.0,341968.5
마장,Saturday,하차,265356.0,242682.0,248433.0,257914.0,257758.0,259474.0,265303.0,257460.0,260137.0,249081.0,218811.0
마장,Sunday,하차,178909.0,168670.0,166998.0,169265.0,173883.0,172912.0,177270.0,176023.0,178460.0,177394.0,166464.0
마장,Thursday,하차,371030.0,369701.0,369765.0,364492.0,372134.0,358894.0,364545.0,374699.0,361531.0,358947.0,321682.5
마장,Tuesday,하차,381005.0,352548.0,367474.0,360956.0,361609.0,376908.0,373142.0,370510.0,364731.0,350314.0,318066.0
마장,Wednesday,하차,375998.0,366954.0,360923.0,365218.0,355746.0,358278.0,372746.0,368326.0,361322.0,353813.0,320194.5
마천,Friday,하차,301654.0,300664.0,342332.0,371507.0,376889.0,355556.0,355207.0,342539.0,315307.0,293266.0,257182.5
마천,Monday,하차,299143.0,297154.0,332857.0,358885.0,371771.0,358733.0,355793.0,341269.0,301692.0,286400.0,284536.5
마천,Saturday,하차,288536.0,282331.0,311244.0,339402.0,324562.0,312179.0,315848.0,296010.0,268700.0,246096.0,217545.0
마천,Sunday,하차,248859.0,241034.0,261931.0,279496.0,279136.0,268007.0,274926.0,255075.0,220689.0,204255.0,189522.0
마천,Thursday,하차,299923.0,304638.0,340382.0,369418.0,377580.0,356840.0,354432.0,348546.0,309210.0,292506.0,264967.5
마천,Tuesday,하차,307701.0,298636.0,339739.0,368960.0,368085.0,367768.0,358681.0,342537.0,306403.0,287945.0,266524.5
마천,Wednesday,하차,306691.0,311362.0,339847.0,374360.0,371301.0,361681.0,367189.0,347542.0,311021.0,293672.0,271024.5
마포,Friday,하차,845877.0,855462.0,912944.0,936839.0,935232.0,904507.0,906196.0,926495.0,959320.0,902378.0,788713.5
마포,Monday,하차,834321.0,841728.0,880772.0,871587.0,878738.0,900966.0,897876.0,911346.0,886320.0,838979.0,854262.0
마포,Saturday,하차,598171.0,554075.0,589440.0,603082.0,569781.0,581180.0,564918.0,576689.0,583270.0,506524.0,425752.5
마포,Sunday,하차,323839.0,319818.0,338918.0,340470.0,329289.0,329435.0,331337.0,336030.0,327760.0,309892.0,283212.0
마포,Thursday,하차,838194.0,867309.0,903784.0,909308.0,909307.0,889458.0,884802.0,944314.0,929753.0,895744.0,810270.0
마포,Tuesday,하차,872759.0,846314.0,901981.0,899469.0,877417.0,925179.0,912195.0,928898.0,919675.0,866194.0,806097.0
마포,Wednesday,하차,863289.0,879038.0,885670.0,925004.0,873576.0,895386.0,925144.0,944893.0,925517.0,885541.0,818190.0
마포구청,Friday,하차,628417.0,674054.0,703925.0,703152.0,721637.0,702805.0,721714.0,705218.0,728728.0,722054.0,652819.5
마포구청,Monday,하차,637011.0,683368.0,693367.0,674681.0,700873.0,716293.0,722185.0,706974.0,697496.0,684748.0,717820.5
마포구청,Saturday,하차,468105.0,474970.0,490664.0,500907.0,488425.0,477015.0,488485.0,474247.0,494896.0,491244.0,450496.5
마포구청,Sunday,하차,335049.0,339253.0,347618.0,351522.0,363822.0,353200.0,365266.0,353759.0,353640.0,362031.0,357907.5
마포구청,Thursday,하차,636003.0,689850.0,700499.0,692281.0,707830.0,696670.0,711946.0,720542.0,711715.0,719413.0,676437.0
마포구청,Tuesday,하차,659039.0,681065.0,704384.0,691296.0,692526.0,729351.0,730331.0,714610.0,714208.0,706131.0,681513.0
마포구청,Wednesday,하차,655200.0,700533.0,691713.0,699974.0,689813.0,709079.0,735428.0,722100.0,714414.0,713414.0,685642.5
망원,Friday,하차,578409.0,611177.0,655702.0,674901.0,710737.0,699843.0,727332.0,739792.0,808947.0,862795.0,770121.0
망원,Monday,하차,586569.0,619029.0,649762.0,656181.0,694121.0,708886.0,724656.0,732474.0,755981.0,793563.0,811111.5
망원,Saturday,하차,448400.0,454893.0,474858.0,500023.0,500029.0,502715.0,532469.0,539409.0,631007.0,725355.0,681207.0
망원,Sunday,하차,303324.0,312656.0,324801.0,332688.0,362295.0,364059.0,381569.0,385493.0,426879.0,509655.0,502057.5
망원,Thursday,하차,581526.0,625962.0,653745.0,667371.0,699182.0,689900.0,716250.0,749559.0,779562.0,840412.0,778507.5
망원,Tuesday,하차,604570.0,610895.0,653892.0,667096.0,686118.0,723967.0,732952.0,740554.0,774176.0,816079.0,778767.0
망원,Wednesday,하차,598136.0,625617.0,642005.0,670347.0,676659.0,695882.0,740594.0,745105.0,777297.0,829264.0,791379.0
매봉,Friday,하차,643068.0,656073.0,718023.0,739957.0,738194.0,682718.0,672480.0,684300.0,711856.0,668079.0,583267.5
매봉,Monday,하차,655766.0,674882.0,713934.0,711797.0,710067.0,706487.0,689722.0,703881.0,689058.0,648818.0,647590.5
매봉,Saturday,하차,347817.0,335997.0,356258.0,374802.0,355983.0,354916.0,355950.0,356154.0,353747.0,337546.0,303078.0
매봉,Sunday,하차,200268.0,204231.0,219051.0,223782.0,227977.0,226615.0,231504.0,231203.0,225360.0,225832.0,214566.0
매봉,Thursday,하차,652244.0,684067.0,722806.0,736750.0,735091.0,688660.0,677540.0,722215.0,717869.0,683881.0,610941.0
매봉,Tuesday,하차,681336.0,660119.0,720238.0,722537.0,697239.0,714663.0,696723.0,716155.0,710455.0,661597.0,605146.5
매봉,Wednesday,하차,672573.0,686757.0,704587.0,742823.0,695091.0,684226.0,699487.0,719784.0,701991.0,669530.0,610552.5
먹골,Friday,하차,471589.0,481887.0,497331.0,534765.0,566866.0,577817.0,575386.0,574991.0,593880.0,590533.0,528843.0
먹골,Monday,하차,467774.0,475843.0,488267.0,520855.0,554771.0,582953.0,575842.0,570428.0,567299.0,565133.0,588349.5
먹골,Saturday,하차,398366.0,440824.0,456685.0,504759.0,517360.0,519425.0,519523.0,495183.0,499210.0,494937.0,443805.0
먹골,Sunday,하차,293596.0,321813.0,323701.0,349923.0,358825.0,365003.0,367585.0,352490.0,344664.0,353486.0,334255.5
먹골,Thursday,하차,468577.0,489099.0,492493.0,529332.0,559080.0,569997.0,569240.0,585678.0,580466.0,586687.0,545395.5
먹골,Tuesday,하차,482891.0,476196.0,492643.0,526329.0,546442.0,591358.0,579530.0,576080.0,578798.0,573705.0,546829.5
먹골,Wednesday,하차,476263.0,488558.0,486327.0,528286.0,544135.0,573718.0,587304.0,577872.0,575669.0,581347.0,552535.5
면목,Friday,하차,856952.0,881257.0,895809.0,904341.0,930515.0,902912.0,905031.0,885355.0,909422.0,897718.0,797676.0
면목,Monday,하차,866575.0,896924.0,889632.0,880517.0,918319.0,924370.0,920360.0,899195.0,890361.0,883700.0,899262.0
면목,Saturday,하차,676667.0,680000.0,686527.0,704606.0,682969.0,677444.0,677719.0,647401.0,666085.0,649981.0,588379.5
면목,Sunday,하차,497899.0,506125.0,507117.0,509988.0,520150.0,522683.0,521834.0,500293.0,499358.0,505389.0,482910.0
면목,Thursday,하차,862117.0,904882.0,884159.0,896928.0,919837.0,897686.0,906509.0,918166.0,904373.0,910444.0,835149.0
면목,Tuesday,하차,894386.0,892462.0,899902.0,897398.0,911607.0,944349.0,924882.0,911228.0,911930.0,898250.0,837154.5
면목,Wednesday,하차,881390.0,909903.0,887586.0,906977.0,896052.0,912081.0,931315.0,909018.0,903888.0,904703.0,843819.0
명동,Friday,하차,2352001.0,2524853.0,2673192.0,2671077.0,2588173.0,2532534.0,2622556.0,2518471.0,2597735.0,2409069.0,2022205.5
명동,Monday,하차,2100713.0,2216879.0,2318914.0,2373774.0,2373128.0,2260524.0,2329100.0,2215437.0,2275062.0,2192894.0,2140696.5
명동,Saturday,하차,2403511.0,2533068.0,2765846.0,2968113.0,2742202.0,2649729.0,2784644.0,2517091.0,2644245.0,2428767.0,2101234.5
명동,Sunday,하차,1845146.0,1878980.0,2045314.0,2154842.0,2083467.0,1999555.0,2159366.0,1947226.0,2032945.0,1962069.0,1760689.5
명동,Thursday,하차,2229714.0,2437918.0,2431800.0,2446012.0,2406620.0,2350699.0,2431273.0,2347809.0,2383202.0,2276189.0,1998012.0
명동,Tuesday,하차,2219367.0,2260002.0,2359267.0,2434096.0,2360159.0,2352319.0,2356046.0,2222983.0,2300794.0,2180738.0,1969482.0
명동,Wednesday,하차,2221659.0,2339959.0,2358348.0,2410797.0,2339680.0,2352342.0,2446866.0,2236578.0,2312104.0,2208364.0,2010745.5
명일,Friday,하차,530588.0,565478.0,571795.0,593407.0,587212.0,562218.0,564146.0,501531.0,490096.0,484721.0,440037.0
명일,Monday,하차,531517.0,569138.0,568990.0,572329.0,575873.0,575541.0,566538.0,501646.0,464639.0,466043.0,489877.5
명일,Saturday,하차,455111.0,449349.0,444522.0,463956.0,439927.0,434254.0,436482.0,382196.0,369702.0,355685.0,322047.0
명일,Sunday,하차,340572.0,344553.0,339973.0,348519.0,347911.0,341845.0,347340.0,306867.0,287624.0,283266.0,268383.0
명일,Thursday,하차,524675.0,576514.0,571401.0,579366.0,578537.0,561356.0,559785.0,512285.0,478079.0,483939.0,457335.0
명일,Tuesday,하차,547379.0,564315.0,575179.0,578866.0,573959.0,590666.0,571923.0,505252.0,475843.0,475804.0,457758.0
명일,Wednesday,하차,564215.0,611987.0,600625.0,626276.0,599008.0,575855.0,585505.0,516425.0,481677.0,485833.0,471771.0
목동,Friday,하차,1213902.0,1232788.0,1251634.0,1222036.0,1239104.0,1193852.0,1206378.0,1171758.0,1190381.0,1163420.0,1027197.0
목동,Monday,하차,1219080.0,1234329.0,1236383.0,1176127.0,1195186.0,1208343.0,1213209.0,1168114.0,1128659.0,1118297.0,1131078.0
목동,Saturday,하차,896948.0,903519.0,919116.0,924880.0,888120.0,875965.0,883814.0,819898.0,828022.0,797660.0,701224.5
목동,Sunday,하차,593195.0,587731.0,594371.0,580810.0,587238.0,587139.0,596540.0,555623.0,545374.0,556584.0,518580.0
목동,Thursday,하차,1211756.0,1271158.0,1244531.0,1198575.0,1215151.0,1177626.0,1195097.0,1195147.0,1162208.0,1166309.0,1055365.5
목동,Tuesday,하차,1266658.0,1246837.0,1254903.0,1203442.0,1192778.0,1236860.0,1226391.0,1184894.0,1159221.0,1139268.0,1058742.0
목동,Wednesday,하차,1241517.0,1268467.0,1224891.0,1214954.0,1173170.0,1190525.0,1235231.0,1192775.0,1158384.0,1154394.0,1069150.5
몽촌토성,Friday,하차,382679.0,386458.0,396271.0,396783.0,420996.0,401400.0,431578.0,458158.0,419761.0,433091.0,386254.5
몽촌토성,Monday,하차,353007.0,359587.0,362825.0,359489.0,377207.0,378335.0,385096.0,411930.0,366029.0,393566.0,408717.0
몽촌토성,Saturday,하차,312806.0,301506.0,345510.0,341903.0,321881.0,327740.0,328824.0,352120.0,327820.0,336735.0,292393.5
몽촌토성,Sunday,하차,219053.0,216369.0,243164.0,225482.0,236906.0,230426.0,258049.0,255927.0,228574.0,256242.0,231540.0
몽촌토성,Thursday,하차,375558.0,382498.0,388253.0,377322.0,396351.0,392306.0,401645.0,420033.0,393178.0,424764.0,389298.0
몽촌토성,Tuesday,하차,369807.0,367599.0,381346.0,372682.0,384922.0,399586.0,397684.0,409190.0,385275.0,401730.0,395919.0
몽촌토성,Wednesday,하차,375283.0,383324.0,373086.0,385513.0,391157.0,392272.0,407636.0,415173.0,406003.0,409418.0,395937.0
무악재,Friday,하차,255911.0,260718.0,266344.0,264170.0,265528.0,253887.0,251246.0,243877.0,247422.0,244434.0,209446.5
무악재,Monday,하차,263250.0,268844.0,269236.0,259127.0,262133.0,260486.0,253752.0,246294.0,238920.0,237758.0,237312.0
무악재,Saturday,하차,202630.0,196905.0,199524.0,206048.0,195297.0,195350.0,195439.0,186799.0,193733.0,189335.0,160567.5
무악재,Sunday,하차,143655.0,144050.0,144263.0,144702.0,148129.0,146289.0,146178.0,137880.0,134028.0,133676.0,122604.0
무악재,Thursday,하차,259885.0,271115.0,269606.0,264921.0,265921.0,256975.0,254796.0,252681.0,246717.0,247409.0,222156.0
무악재,Tuesday,하차,268877.0,264108.0,270612.0,265120.0,259984.0,262528.0,259001.0,248728.0,245242.0,241888.0,222126.0
무악재,Wednesday,하차,268718.0,273092.0,265154.0,267201.0,258202.0,257335.0,259380.0,250759.0,246457.0,247331.0,225315.0
문래,Friday,하차,1096649.0,1134391.0,1168288.0,1196663.0,1209303.0,1186855.0,1160341.0,1152823.0,1182591.0,1169101.0,1070547.0
문래,Monday,하차,1106872.0,1151467.0,1163065.0,1153944.0,1173805.0,1226342.0,1190418.0,1178852.0,1128420.0,1115199.0,1176207.0
문래,Saturday,하차,715781.0,694593.0,686699.0,721253.0,695850.0,716314.0,734173.0,712119.0,731924.0,707827.0,634377.0
문래,Sunday,하차,457043.0,458896.0,455816.0,463985.0,453827.0,440033.0,448368.0,442589.0,439111.0,455390.0,433378.5
문래,Thursday,하차,1111307.0,1181956.0,1182201.0,1187804.0,1198628.0,1181807.0,1161426.0,1200154.0,1165437.0,1181544.0,1112592.0
문래,Tuesday,하차,1158662.0,1142283.0,1180116.0,1175736.0,1151980.0,1240407.0,1193972.0,1180590.0,1156033.0,1138681.0,1102560.0
문래,Wednesday,하차,1152628.0,1184906.0,1158236.0,1205451.0,1148471.0,1192713.0,1209001.0,1204044.0,1159469.0,1170628.0,1117693.5
문정,Friday,하차,347534.0,330773.0,325583.0,311458.0,306972.0,297179.0,309783.0,324277.0,470972.0,838029.0,968481.0
문정,Monday,하차,345512.0,331263.0,320700.0,300267.0,296586.0,302350.0,312875.0,325815.0,453880.0,808572.0,1080853.5
문정,Saturday,하차,274112.0,247341.0,238514.0,232340.0,214839.0,209071.0,217913.0,231130.0,270565.0,339319.0,386197.5
문정,Sunday,하차,199113.0,182992.0,177627.0,166871.0,162257.0,161759.0,168787.0,164712.0,178837.0,225366.0,257109.0
문정,Thursday,하차,343182.0,337478.0,323011.0,305856.0,300678.0,294376.0,308115.0,335805.0,467217.0,850718.0,1014330.0
문정,Tuesday,하차,359230.0,331123.0,324734.0,306130.0,295603.0,310327.0,315631.0,331705.0,466411.0,815857.0,996693.0
문정,Wednesday,하차,352319.0,340263.0,322396.0,311817.0,294798.0,300430.0,320783.0,334510.0,464062.0,840904.0,1004929.5
미아,Friday,하차,910758.0,928969.0,976612.0,1008936.0,1043719.0,999442.0,1013020.0,1021445.0,1038383.0,988808.0,819678.0
미아,Monday,하차,903800.0,926133.0,949010.0,965976.0,1002678.0,1010304.0,1012107.0,1022131.0,1002967.0,969007.0,921625.5
미아,Saturday,하차,851619.0,857962.0,883156.0,901720.0,867819.0,827642.0,834249.0,834238.0,838450.0,775785.0,642511.5
미아,Sunday,하차,672195.0,667758.0,680601.0,660582.0,630611.0,587662.0,604050.0,599856.0,587684.0,573079.0,509998.5
미아,Thursday,하차,917766.0,954749.0,963739.0,999321.0,1020944.0,986490.0,999906.0,1045660.0,1021447.0,992932.0,849427.5
미아,Tuesday,하차,938719.0,927850.0,964298.0,990777.0,1002128.0,1033826.0,1022300.0,1037079.0,1030937.0,982119.0,857569.5
미아,Wednesday,하차,940512.0,958129.0,961009.0,1007689.0,994247.0,998080.0,1037114.0,1050739.0,1019954.0,989451.0,871005.0
미아삼거리,Friday,하차,1892330.0,1969351.0,2042155.0,2058667.0,2110863.0,2044254.0,,,,,
미아삼거리,Monday,하차,1820377.0,1881450.0,1906216.0,1901554.0,1966919.0,1953842.0,,,,,
미아삼거리,Saturday,하차,1737668.0,1745077.0,1781053.0,1833851.0,1751920.0,1747409.0,,,,,
미아삼거리,Sunday,하차,1286584.0,1291356.0,1302122.0,1314336.0,1302978.0,1275806.0,,,,,
미아삼거리,Thursday,하차,1863129.0,1966115.0,1959275.0,1974078.0,2016840.0,1973991.0,,,,,
미아삼거리,Tuesday,하차,1915659.0,1911022.0,1962971.0,1967177.0,1987551.0,2033034.0,,,,,
미아삼거리,Wednesday,하차,1902874.0,1952983.0,1938675.0,1992535.0,1984633.0,1992836.0,,,,,
반포,Friday,하차,277251.0,337969.0,361083.0,364755.0,366058.0,365552.0,368827.0,356006.0,371054.0,366635.0,326460.0
반포,Monday,하차,279594.0,339782.0,357875.0,354010.0,361073.0,374096.0,374057.0,359500.0,353468.0,352689.0,361284.0
반포,Saturday,하차,238899.0,269195.0,274339.0,279728.0,265390.0,275056.0,281952.0,265758.0,280654.0,274322.0,252496.5
반포,Sunday,하차,155021.0,187434.0,190648.0,191929.0,187810.0,188469.0,194381.0,183504.0,188666.0,189741.0,182970.0
반포,Thursday,하차,280623.0,349845.0,360793.0,361947.0,361244.0,362409.0,365903.0,363755.0,361320.0,366143.0,336862.5
반포,Tuesday,하차,287816.0,339979.0,360815.0,357701.0,351096.0,376881.0,368848.0,357810.0,357298.0,351354.0,333060.0
반포,Wednesday,하차,288269.0,345342.0,351519.0,362809.0,349811.0,364424.0,381739.0,362050.0,362666.0,362514.0,343569.0
발산,Friday,하차,830305.0,745737.0,601333.0,633699.0,648683.0,614735.0,619780.0,624196.0,686426.0,813333.0,881793.0
발산,Monday,하차,785534.0,707789.0,579864.0,583873.0,611304.0,605730.0,589793.0,594076.0,630429.0,753265.0,947181.0
발산,Saturday,하차,701921.0,601487.0,519833.0,563119.0,566645.0,534434.0,572693.0,601942.0,664505.0,741311.0,696355.5
발산,Sunday,하차,473691.0,412259.0,337112.0,349378.0,376927.0,354997.0,366443.0,369181.0,391989.0,450356.0,453630.0
발산,Thursday,하차,813381.0,727239.0,591154.0,610111.0,625077.0,600374.0,602405.0,621576.0,670705.0,800458.0,898176.0
발산,Tuesday,하차,817934.0,707029.0,591393.0,601445.0,615784.0,628426.0,605389.0,606485.0,655433.0,775827.0,889086.0
발산,Wednesday,하차,802753.0,733418.0,581873.0,610239.0,616607.0,614177.0,622604.0,626018.0,671072.0,801511.0,919963.5
방배,Friday,하차,1257862.0,1320338.0,1345541.0,1371193.0,1392929.0,1311582.0,1297576.0,1268918.0,1304569.0,1269244.0,1096776.0
방배,Monday,하차,1261931.0,1342063.0,1331917.0,1317586.0,1342080.0,1358993.0,1330860.0,1288743.0,1259490.0,1227848.0,1220245.5
방배,Saturday,하차,862361.0,849576.0,851152.0,874576.0,823023.0,815306.0,832480.0,778052.0,775407.0,757183.0,657688.5
방배,Sunday,하차,511952.0,515132.0,514653.0,533693.0,534513.0,536840.0,548627.0,523665.0,515209.0,523439.0,486502.5
방배,Thursday,하차,1281863.0,1369045.0,1364708.0,1368519.0,1389578.0,1334910.0,1327352.0,1336593.0,1310322.0,1302336.0,1165266.0
방배,Tuesday,하차,1330655.0,1324269.0,1367432.0,1349925.0,1345413.0,1388176.0,1353114.0,1322216.0,1311814.0,1272107.0,1162620.0
방배,Wednesday,하차,1291069.0,1349190.0,1306494.0,1372992.0,1323005.0,1322806.0,1339965.0,1313683.0,1283065.0,1260178.0,1147453.5
방이,Friday,하차,407845.0,406039.0,425933.0,437038.0,435094.0,402460.0,421915.0,417164.0,433975.0,431498.0,384540.0
방이,Monday,하차,402979.0,402054.0,412709.0,412772.0,418469.0,402162.0,413473.0,408634.0,399388.0,397837.0,415342.5
방이,Saturday,하차,306288.0,294064.0,303863.0,312712.0,292443.0,281249.0,299357.0,288987.0,309635.0,302252.0,278380.5
방이,Sunday,하차,207465.0,201242.0,204076.0,208409.0,207210.0,201285.0,214859.0,212603.0,228179.0,228054.0,221424.0
방이,Thursday,하차,405710.0,417500.0,420966.0,427295.0,426021.0,395384.0,412453.0,421726.0,420492.0,429317.0,396825.0
방이,Tuesday,하차,420285.0,404497.0,424170.0,424953.0,419321.0,417517.0,424327.0,419021.0,420852.0,415335.0,395676.0
방이,Wednesday,하차,419483.0,420033.0,419832.0,438302.0,422224.0,408074.0,436244.0,431315.0,427094.0,428028.0,405258.0
방화,Friday,하차,388866.0,396379.0,393900.0,418875.0,442252.0,433063.0,432520.0,421092.0,426582.0,418248.0,364761.0
방화,Monday,하차,390169.0,394629.0,390709.0,400722.0,429768.0,434683.0,429442.0,416368.0,402059.0,397834.0,402885.0
방화,Saturday,하차,308283.0,299528.0,298025.0,324098.0,322670.0,324107.0,322739.0,309556.0,315152.0,303949.0,271725.0
방화,Sunday,하차,230047.0,226021.0,226039.0,240273.0,254566.0,252650.0,251341.0,242264.0,236793.0,237033.0,224559.0
방화,Thursday,하차,385188.0,403347.0,394351.0,413236.0,434752.0,426402.0,426015.0,424990.0,413588.0,416275.0,377412.0
방화,Tuesday,하차,400023.0,393308.0,395294.0,410807.0,425588.0,444471.0,437623.0,423168.0,412847.0,408116.0,379956.0
방화,Wednesday,하차,399538.0,406651.0,392579.0,420178.0,427696.0,435285.0,441865.0,424559.0,416811.0,417584.0,387381.0
버티고개,Friday,하차,142400.0,143678.0,145466.0,150690.0,154271.0,147728.0,148448.0,140332.0,140124.0,132999.0,116229.0
버티고개,Monday,하차,145284.0,148189.0,146577.0,145075.0,152969.0,153817.0,150616.0,140826.0,135425.0,130455.0,130603.5
버티고개,Saturday,하차,107920.0,105371.0,104566.0,109640.0,101579.0,102459.0,105552.0,101852.0,101608.0,99589.0,85482.0
버티고개,Sunday,하차,80446.0,79511.0,77603.0,77731.0,76694.0,75835.0,78057.0,74193.0,72497.0,72253.0,67194.0
버티고개,Thursday,하차,141851.0,147742.0,145128.0,148583.0,153894.0,149164.0,148670.0,146198.0,139298.0,135306.0,119706.0
버티고개,Tuesday,하차,149773.0,145439.0,147461.0,148912.0,150326.0,156612.0,151688.0,144041.0,137591.0,130290.0,120541.5
