기간,자치구,동,세대,인구,인구,인구,인구,인구,인구,인구,인구,인구,세대당인구,65세이상고령자
2013.3/4,성동구,송정동,"5,576","12,550","6,605","5,945","12,050","6,379","5,671",500,226,274,2.16,"1,320"
2013.3/4,성동구,용답동,"7,660","17,386","9,139","8,247","16,424","8,675","7,749",962,464,498,2.14,"2,117"
2013.3/4,성동구,왕십리도선동,"5,793","13,086","6,438","6,648","12,772","6,293","6,479",314,145,169,2.2,"1,859"
2013.3/4,성동구,금호2.3가동,"9,411","23,543","11,381","12,162","23,316","11,270","12,046",227,111,116,2.48,"2,962"
2013.3/4,성동구,옥수동,"9,527","23,687","11,377","12,310","23,447","11,258","12,189",240,119,121,2.46,"2,674"
2013.3/4,성동구,기타,-,4,1,3,-,-,-,4,1,3,-,-
2013.3/4,광진구,소계,"159,246","382,807","188,373","194,434","370,036","182,589","187,447","12,771","5,784","6,987",2.32,"37,221"
2013.3/4,광진구,화양동,"13,677","24,479","11,854","12,625","21,638","10,656","10,982","2,841","1,198","1,643",1.58,"1,988"
2013.3/4,광진구,군자동,"10,277","22,228","11,166","11,062","21,336","10,726","10,610",892,440,452,2.08,"2,303"
2013.3/4,광진구,중곡1동,"7,665","17,089","8,485","8,604","16,604","8,271","8,333",485,214,271,2.17,"1,853"
2013.3/4,광진구,중곡2동,"9,838","23,289","11,373","11,916","23,048","11,268","11,780",241,105,136,2.34,"2,285"
2013.3/4,광진구,중곡3동,"8,196","18,947","9,541","9,406","18,743","9,449","9,294",204,92,112,2.29,"2,001"
2013.3/4,광진구,중곡4동,"12,748","32,134","15,944","16,190","31,941","15,874","16,067",193,70,123,2.51,"3,463"
2013.3/4,광진구,능동,"5,593","11,312","5,331","5,981","11,072","5,228","5,844",240,103,137,1.98,"1,211"
2013.3/4,광진구,구의1동,"10,867","23,310","11,282","12,028","22,558","10,939","11,619",752,343,409,2.08,"2,321"
2013.3/4,광진구,구의2동,"10,993","27,872","13,712","14,160","27,498","13,580","13,918",374,132,242,2.5,"3,031"
2013.3/4,광진구,구의3동,"11,404","29,852","14,501","15,351","29,560","14,359","15,201",292,142,150,2.59,"2,708"
2013.3/4,광진구,광장동,"12,024","37,221","18,118","19,103","37,016","18,027","18,989",205,91,114,3.08,"2,803"
2013.3/4,광진구,자양1동,"11,103","25,682","12,692","12,990","23,991","11,896","12,095","1,691",796,895,2.16,"2,625"
2013.3/4,광진구,자양2동,"11,277","28,764","14,288","14,476","28,467","14,137","14,330",297,151,146,2.52,"2,774"
2013.3/4,광진구,자양3동,"11,483","31,970","15,573","16,397","31,617","15,422","16,195",353,151,202,2.75,"2,764"
2013.3/4,광진구,자양4동,"12,101","28,658","14,513","14,145","24,947","12,757","12,190","3,711","1,756","1,955",2.06,"3,091"
2013.3/4,동대문구,소계,"159,315","377,671","188,809","188,862","365,227","183,524","181,703","12,444","5,285","7,159",2.29,"48,629"
2013.3/4,동대문구,회기동,"5,930","12,853","6,045","6,808","11,243","5,447","5,796","1,610",598,"1,012",1.9,"1,346"
2013.3/4,동대문구,휘경1동,"8,132","17,425","8,653","8,772","16,416","8,230","8,186","1,009",423,586,2.02,"2,213"
2013.3/4,동대문구,휘경2동,"10,624","26,288","12,980","13,308","25,902","12,821","13,081",386,159,227,2.44,"2,864"
2013.3/4,동대문구,청량리동,"10,843","25,060","12,611","12,449","24,107","12,112","11,995",953,499,454,2.22,"4,426"
2013.3/4,동대문구,용신동,"15,639","33,065","17,112","15,953","31,652","16,459","15,193","1,413",653,760,2.02,"4,860"
2013.3/4,동대문구,제기동,"12,969","29,108","14,776","14,332","27,541","14,086","13,455","1,567",690,877,2.12,"4,415"
2013.3/4,동대문구,전농1동,"14,733","32,756","16,637","16,119","32,235","16,439","15,796",521,198,323,2.19,"4,621"
2013.3/4,동대문구,전농2동,"7,797","21,619","10,510","11,109","21,291","10,389","10,902",328,121,207,2.73,"2,675"
2013.3/4,동대문구,답십리1동,"8,612","20,253","10,120","10,133","19,833","9,918","9,915",420,202,218,2.3,"2,736"
2013.3/4,동대문구,답십리2동,"12,070","31,723","15,689","16,034","31,434","15,557","15,877",289,132,157,2.6,"4,055"
2013.3/4,동대문구,장안1동,"15,062","37,957","19,056","18,901","37,240","18,753","18,487",717,303,414,2.47,"4,134"
2013.3/4,동대문구,장안2동,"12,833","32,692","16,559","16,133","32,442","16,466","15,976",250,93,157,2.53,"3,533"
2013.3/4,동대문구,이문1동,"15,334","33,461","16,523","16,938","30,898","15,486","15,412","2,563","1,037","1,526",2.01,"3,996"
2013.3/4,동대문구,이문2동,"8,737","23,411","11,538","11,873","22,993","11,361","11,632",418,177,241,2.63,"2,755"
2013.3/4,중랑구,소계,"174,870","421,860","210,689","211,171","417,482","209,001","208,481","4,378","1,688","2,690",2.39,"48,365"
2013.3/4,중랑구,면목2동,"12,111","28,445","14,304","14,141","28,038","14,133","13,905",407,171,236,2.32,"3,167"
2013.3/4,중랑구,면목4동,"9,765","22,365","11,052","11,313","22,148","10,973","11,175",217,79,138,2.27,"2,671"
2013.3/4,중랑구,면목5동,"6,039","14,150","7,248","6,902","13,975","7,192","6,783",175,56,119,2.31,"1,674"
2013.3/4,중랑구,면목7동,"10,652","25,504","12,758","12,746","25,275","12,679","12,596",229,79,150,2.37,"2,987"
2013.3/4,중랑구,상봉1동,"9,316","25,800","12,707","13,093","25,578","12,620","12,958",222,87,135,2.75,"2,598"
2013.3/4,중랑구,상봉2동,"9,238","18,589","9,434","9,155","18,336","9,314","9,022",253,120,133,1.98,"2,300"
2013.3/4,중랑구,중화1동,"8,346","21,652","10,730","10,922","21,397","10,628","10,769",255,102,153,2.56,"2,277"
2013.3/4,중랑구,중화2동,"14,434","30,752","15,877","14,875","30,223","15,658","14,565",529,219,310,2.09,"3,909"
2013.3/4,중랑구,묵1동,"13,979","36,695","18,028","18,667","36,483","17,947","18,536",212,81,131,2.61,"4,024"
2013.3/4,중랑구,묵2동,"8,555","20,193","10,110","10,083","20,061","10,064","9,997",132,46,86,2.34,"2,390"
2013.3/4,중랑구,망우3동,"8,329","19,325","9,717","9,608","19,183","9,672","9,511",142,45,97,2.3,"2,277"
2013.3/4,중랑구,신내1동,"10,993","32,083","15,822","16,261","31,935","15,753","16,182",148,69,79,2.91,"3,566"
2013.3/4,중랑구,신내2동,"9,285","25,004","12,178","12,826","24,916","12,144","12,772",88,34,54,2.68,"2,668"
2013.3/4,중랑구,면목본동,"16,391","37,242","18,550","18,692","36,538","18,298","18,240",704,252,452,2.23,"4,214"
2013.3/4,중랑구,면목3.8동,"12,658","29,181","14,581","14,600","28,881","14,466","14,415",300,115,185,2.28,"3,543"
2013.3/4,중랑구,망우본동,"14,779","34,880","17,593","17,287","34,515","17,460","17,055",365,133,232,2.34,"4,100"
2013.3/4,성북구,소계,"197,679","488,543","239,746","248,797","479,537","235,995","243,542","9,006","3,751","5,255",2.43,"60,005"
2013.3/4,성북구,돈암1동,"6,199","16,552","7,977","8,575","16,377","7,903","8,474",175,74,101,2.64,"2,093"
2013.3/4,성북구,돈암2동,"8,025","23,884","11,532","12,352","23,813","11,502","12,311",71,30,41,2.97,"2,442"
2013.3/4,성북구,안암동,"8,982","18,517","9,224","9,293","16,721","8,497","8,224","1,796",727,"1,069",1.86,"1,947"
2013.3/4,성북구,보문동,"6,735","14,345","7,039","7,306","14,006","6,900","7,106",339,139,200,2.08,"1,836"
2013.3/4,성북구,정릉1동,"7,547","20,401","9,828","10,573","20,087","9,708","10,379",314,120,194,2.66,"2,507"
2013.3/4,성북구,정릉2동,"9,323","24,365","12,090","12,275","24,237","12,033","12,204",128,57,71,2.6,"3,206"
2013.3/4,성북구,정릉3동,"7,959","18,575","9,257","9,318","17,644","8,822","8,822",931,435,496,2.22,"2,692"
2013.3/4,성북구,정릉4동,"10,942","28,137","13,806","14,331","27,923","13,719","14,204",214,87,127,2.55,"3,489"
2013.3/4,성북구,길음1동,"12,970","37,896","18,368","19,528","37,664","18,279","19,385",232,89,143,2.9,"3,483"
2013.3/4,성북구,길음2동,"8,945","20,974","10,321","10,653","20,730","10,221","10,509",244,100,144,2.32,"2,766"
2013.3/4,성북구,월곡1동,"10,908","29,226","14,465","14,761","28,943","14,333","14,610",283,132,151,2.65,"3,422"
2013.3/4,성북구,월곡2동,"8,839","21,757","10,702","11,055","21,430","10,551","10,879",327,151,176,2.42,"2,726"
2013.3/4,성북구,장위1동,"10,129","25,674","12,705","12,969","25,398","12,610","12,788",276,95,181,2.51,"3,265"
2013.3/4,성북구,장위2동,"9,160","22,377","11,243","11,134","22,165","11,152","11,013",212,91,121,2.42,"3,085"
2013.3/4,성북구,장위3동,"7,785","18,974","9,717","9,257","18,739","9,624","9,115",235,93,142,2.41,"2,670"
2013.3/4,성북구,성북동,"8,553","19,458","9,276","10,182","18,901","9,046","9,855",557,230,327,2.21,"2,872"
2013.3/4,성북구,삼선동,"12,649","28,690","13,953","14,737","28,147","13,711","14,436",543,242,301,2.23,"3,574"
2013.3/4,성북구,동선동,"8,801","17,064","7,539","9,525","16,499","7,319","9,180",565,220,345,1.87,"2,043"
2013.3/4,성북구,종암동,"17,513","43,988","21,840","22,148","43,116","21,483","21,633",872,357,515,2.46,"5,049"
2013.3/4,성북구,석관동,"15,715","37,689","18,864","18,825","36,997","18,582","18,415",692,282,410,2.35,"4,838"
2013.3/4,강북구,소계,"141,606","343,642","169,386","174,256","340,425","168,181","172,244","3,217","1,205","2,012",2.4,"47,983"
2013.3/4,강북구,번1동,"9,715","21,140","10,437","10,703","20,795","10,316","10,479",345,121,224,2.14,"2,758"
2013.3/4,강북구,번2동,"7,848","19,618","9,669","9,949","19,521","9,638","9,883",97,31,66,2.49,"2,958"
2013.3/4,강북구,번3동,"7,780","21,118","10,207","10,911","21,051","10,189","10,862",67,18,49,2.71,"3,533"
2013.3/4,강북구,수유1동,"9,917","23,284","11,694","11,590","22,946","11,565","11,381",338,129,209,2.31,"3,262"
2013.3/4,강북구,수유2동,"9,129","23,108","11,395","11,713","22,985","11,366","11,619",123,29,94,2.52,"3,541"
2013.3/4,강북구,수유3동,"11,047","24,392","12,053","12,339","24,061","11,929","12,132",331,124,207,2.18,"3,468"
2013.3/4,강북구,삼양동,"12,978","31,447","15,673","15,774","31,296","15,619","15,677",151,54,97,2.41,"4,135"
2013.3/4,강북구,미아동,"10,514","24,091","11,828","12,263","23,387","11,552","11,835",704,276,428,2.22,"3,223"
2013.3/4,강북구,송중동,"13,805","33,280","16,221","17,059","32,952","16,090","16,862",328,131,197,2.39,"4,624"
2013.3/4,강북구,송천동,"13,895","31,815","15,906","15,909","31,483","15,760","15,723",332,146,186,2.27,"4,640"
2013.3/4,강북구,삼각산동,"12,203","35,137","17,124","18,013","35,055","17,099","17,956",82,25,57,2.87,"3,076"
2013.3/4,강북구,우이동,"8,837","21,456","10,591","10,865","21,336","10,541","10,795",120,50,70,2.41,"3,521"
2013.3/4,강북구,인수동,"13,938","33,756","16,588","17,168","33,557","16,517","17,040",199,71,128,2.41,"5,244"
2013.3/4,도봉구,소계,"137,851","361,909","178,564","183,345","359,827","177,772","182,055","2,082",792,"1,290",2.61,"44,016"
2013.3/4,도봉구,쌍문1동,"8,655","22,303","10,871","11,432","22,070","10,807","11,263",233,64,169,2.55,"3,171"
2013.3/4,도봉구,쌍문2동,"8,508","21,541","10,546","10,995","21,422","10,497","10,925",119,49,70,2.52,"2,755"
2013.3/4,도봉구,쌍문3동,"7,589","18,505","9,067","9,438","18,362","9,011","9,351",143,56,87,2.42,"2,534"
2013.3/4,도봉구,쌍문4동,"7,369","21,563","10,428","11,135","21,519","10,413","11,106",44,15,29,2.92,"2,030"
2013.3/4,도봉구,방학1동,"12,577","32,315","16,243","16,072","32,065","16,148","15,917",250,95,155,2.55,"3,797"
2013.3/4,도봉구,방학2동,"9,792","23,723","11,972","11,751","23,538","11,912","11,626",185,60,125,2.4,"3,080"
2013.3/4,도봉구,방학3동,"10,818","31,883","15,620","16,263","31,819","15,596","16,223",64,24,40,2.94,"3,198"
2013.3/4,도봉구,창1동,"11,035","28,703","13,962","14,741","28,445","13,843","14,602",258,119,139,2.58,"3,333"
2013.3/4,도봉구,창2동,"11,753","31,502","15,541","15,961","31,287","15,432","15,855",215,109,106,2.66,"3,438"
2013.3/4,도봉구,창3동,"6,672","16,013","8,053","7,960","15,931","8,027","7,904",82,26,56,2.39,"2,029"
2013.3/4,도봉구,창4동,"10,858","30,760","14,925","15,835","30,695","14,902","15,793",65,23,42,2.83,"3,123"
2013.3/4,도봉구,창5동,"10,040","27,863","13,646","14,217","27,723","13,592","14,131",140,54,86,2.76,"2,934"
2013.3/4,도봉구,도봉1동,"10,390","24,310","12,358","11,952","24,136","12,296","11,840",174,62,112,2.32,"4,122"
2013.3/4,도봉구,도봉2동,"11,795","30,925","15,332","15,593","30,815","15,296","15,519",110,36,74,2.61,"4,472"
2013.3/4,노원구,소계,"222,720","596,823","291,351","305,472","593,284","289,850","303,434","3,539","1,501","2,038",2.66,"63,336"
2013.3/4,노원구,월계1동,"9,351","23,141","11,858","11,283","22,664","11,610","11,054",477,248,229,2.42,"2,878"
2013.3/4,노원구,월계2동,"12,096","30,315","14,759","15,556","30,107","14,688","15,419",208,71,137,2.49,"4,003"
2013.3/4,노원구,월계3동,"13,387","35,745","17,419","18,326","35,597","17,370","18,227",148,49,99,2.66,"4,151"
2013.3/4,노원구,공릉2동,"17,253","46,828","23,312","23,516","46,235","23,047","23,188",593,265,328,2.68,"3,964"
2013.3/4,노원구,하계1동,"11,340","30,734","14,848","15,886","30,588","14,773","15,815",146,75,71,2.7,"3,270"
2013.3/4,노원구,하계2동,"8,650","25,699","12,473","13,226","25,649","12,445","13,204",50,28,22,2.97,"2,364"
2013.3/4,노원구,중계본동,"9,828","29,723","14,660","15,063","29,578","14,589","14,989",145,71,74,3.01,"2,306"
2013.3/4,노원구,중계1동,"9,533","30,562","15,018","15,544","30,470","14,975","15,495",92,43,49,3.2,"1,946"
2013.3/4,노원구,중계4동,"8,180","22,452","10,986","11,466","22,365","10,957","11,408",87,29,58,2.73,"2,679"
2013.3/4,노원구,상계1동,"15,840","44,325","21,776","22,549","44,080","21,681","22,399",245,95,150,2.78,"4,985"
2013.3/4,노원구,상계2동,"8,578","22,618","11,186","11,432","22,486","11,137","11,349",132,49,83,2.62,"2,378"
2013.3/4,노원구,상계5동,"9,531","24,230","11,810","12,420","24,112","11,764","12,348",118,46,72,2.53,"2,969"
2013.3/4,노원구,상계8동,"9,518","27,053","13,034","14,019","27,014","13,027","13,987",39,7,32,2.84,"2,147"
2013.3/4,노원구,상계9동,"8,844","24,685","11,968","12,717","24,617","11,950","12,667",68,18,50,2.78,"2,241"
2013.3/4,노원구,상계10동,"7,726","20,502","9,645","10,857","20,449","9,631","10,818",53,14,39,2.65,"1,840"
2013.3/4,노원구,상계3.4동,"16,038","38,735","19,483","19,252","38,474","19,387","19,087",261,96,165,2.4,"5,933"
2013.3/4,노원구,상계6.7동,"14,280","36,810","17,345","19,465","36,640","17,279","19,361",170,66,104,2.57,"3,409"
2013.3/4,노원구,중계2.3동,"15,708","42,132","19,869","22,263","41,986","19,808","22,178",146,61,85,2.67,"5,584"
2013.3/4,노원구,공릉1동,"17,039","40,534","19,902","20,632","40,173","19,732","20,441",361,170,191,2.36,"4,289"
2013.3/4,은평구,소계,"202,238","508,299","248,891","259,408","503,875","247,042","256,833","4,424","1,849","2,575",2.49,"63,711"
2013.3/4,은평구,녹번동,"14,642","33,499","16,233","17,266","32,995","16,006","16,989",504,227,277,2.25,"4,672"
2013.3/4,은평구,불광1동,"16,883","42,351","20,508","21,843","41,979","20,340","21,639",372,168,204,2.49,"5,436"
2013.3/4,은평구,갈현1동,"10,915","26,320","13,007","13,313","26,077","12,912","13,165",243,95,148,2.39,"3,336"
2013.3/4,은평구,갈현2동,"11,375","29,261","14,196","15,065","28,991","14,082","14,909",270,114,156,2.55,"3,323"
2013.3/4,은평구,구산동,"12,259","33,981","17,356","16,625","33,756","17,267","16,489",225,89,136,2.75,"4,398"
2013.3/4,은평구,대조동,"14,499","32,421","15,490","16,931","32,071","15,342","16,729",350,148,202,2.21,"4,291"
2013.3/4,은평구,응암1동,"13,254","32,140","15,623","16,517","31,772","15,472","16,300",368,151,217,2.4,"3,956"
2013.3/4,은평구,응암2동,"11,013","27,113","13,406","13,707","26,933","13,331","13,602",180,75,105,2.45,"3,386"
2013.3/4,은평구,신사1동,"11,066","28,538","13,918","14,620","28,289","13,819","14,470",249,99,150,2.56,"3,305"
2013.3/4,은평구,신사2동,"8,903","22,777","11,428","11,349","22,652","11,383","11,269",125,45,80,2.54,"2,687"
2013.3/4,은평구,증산동,"8,300","21,028","10,503","10,525","20,847","10,430","10,417",181,73,108,2.51,"2,712"
2013.3/4,은평구,수색동,"7,914","19,455","9,733","9,722","19,249","9,661","9,588",206,72,134,2.43,"2,792"
2013.3/4,은평구,진관동,"16,457","51,673","24,808","26,865","51,500","24,743","26,757",173,65,108,3.13,"5,386"
2013.3/4,은평구,불광2동,"13,088","30,192","14,881","15,311","29,919","14,774","15,145",273,107,166,2.29,"4,330"
2013.3/4,은평구,응암3동,"12,226","27,795","13,716","14,079","27,512","13,613","13,899",283,103,180,2.25,"3,984"
2013.3/4,은평구,역촌동,"19,444","49,755","24,085","25,670","49,333","23,867","25,466",422,218,204,2.54,"5,717"
2013.3/4,서대문구,소계,"135,563","325,431","158,000","167,431","315,369","153,973","161,396","10,062","4,027","6,035",2.33,"43,507"
2013.3/4,서대문구,천연동,"8,614","20,509","9,938","10,571","20,279","9,827","10,452",230,111,119,2.35,"2,904"
2013.3/4,서대문구,홍제1동,"11,178","27,262","13,131","14,131","26,843","12,948","13,895",419,183,236,2.4,"3,838"
2013.3/4,서대문구,홍제3동,"8,295","20,103","9,811","10,292","19,944","9,737","10,207",159,74,85,2.4,"3,142"
2013.3/4,서대문구,홍제2동,"6,054","15,828","7,547","8,281","15,690","7,494","8,196",138,53,85,2.59,"2,102"
2013.3/4,서대문구,홍은1동,"10,338","26,299","12,883","13,416","26,008","12,763","13,245",291,120,171,2.52,"3,793"
2013.3/4,서대문구,홍은2동,"12,116","30,237","14,889","15,348","29,616","14,598","15,018",621,291,330,2.44,"3,975"
2013.3/4,서대문구,남가좌1동,"1,770","3,896","1,962","1,934","3,783","1,911","1,872",113,51,62,2.14,689
2013.3/4,서대문구,남가좌2동,"12,745","30,721","15,143","15,578","30,134","14,889","15,245",587,254,333,2.36,"4,252"
2013.3/4,서대문구,북가좌1동,"7,023","19,642","9,640","10,002","19,479","9,577","9,902",163,63,100,2.77,"2,122"
2013.3/4,서대문구,북가좌2동,"13,651","34,234","16,866","17,368","33,968","16,772","17,196",266,94,172,2.49,"4,423"
2013.3/4,서대문구,충현동,"9,168","20,764","10,002","10,762","19,877","9,773","10,104",887,229,658,2.17,"2,937"
2013.3/4,서대문구,북아현동,"4,912","10,976","5,328","5,648","10,682","5,183","5,499",294,145,149,2.17,"1,505"
2013.3/4,서대문구,신촌동,"10,881","21,750","9,837","11,913","18,366","8,670","9,696","3,384","1,167","2,217",1.69,"2,071"
2013.3/4,서대문구,연희동,"18,818","43,210","21,023","22,187","40,700","19,831","20,869","2,510","1,192","1,318",2.16,"5,754"
2013.3/4,마포구,소계,"167,276","393,082","190,048","203,034","383,769","185,898","197,871","9,313","4,150","5,163",2.29,"45,555"
2013.3/4,마포구,용강동,"7,661","19,233","9,288","9,945","18,872","9,087","9,785",361,201,160,2.46,"2,210"
2013.3/4,마포구,대흥동,"8,410","15,947","7,616","8,331","14,159","6,954","7,205","1,788",662,"1,126",1.68,"1,942"
