기간,자치구,동,세대,계,계,계,한국인,한국인,한국인,등록외국인,등록외국인,등록외국인,세대당인구,65세이상고령자
기간,자치구,동,세대,인구,남자,여자,인구,남자,여자,인구,남자,여자,세대당인구,65세이상고령자
2010.4/4,합계,합계,"4,224,181","10,575,447","5,236,742","5,338,705","10,312,545","5,111,259","5,201,286","262,902","125,483","137,419",2.44,"1,007,572"
2010.4/4,종로구,소계,"77,621","179,362","89,252","90,110","170,578","85,182","85,396","8,784","4,070","4,714",2.2,"22,458"
2010.4/4,종로구,사직동,"4,699","10,668","5,073","5,595","10,203","4,796","5,407",465,277,188,2.17,"1,531"
2010.4/4,종로구,삼청동,"1,659","3,706","1,810","1,896","3,517","1,690","1,827",189,120,69,2.12,593
2010.4/4,종로구,부암동,"4,630","11,648","5,751","5,897","11,406","5,644","5,762",242,107,135,2.46,"1,537"
2010.4/4,종로구,평창동,"7,342","19,921","9,573","10,348","19,566","9,415","10,151",355,158,197,2.66,"2,507"
2010.4/4,종로구,무악동,"3,293","8,754","4,202","4,552","8,663","4,168","4,495",91,34,57,2.63,"1,046"
2010.4/4,종로구,교남동,"4,459","9,324","4,590","4,734","9,140","4,507","4,633",184,83,101,2.05,"1,254"
2010.4/4,종로구,가회동,"2,535","5,857","2,812","3,045","5,709","2,747","2,962",148,65,83,2.25,875
2010.4/4,종로구,종로1.2.3.4가동,"5,289","9,155","5,225","3,930","8,010","4,627","3,383","1,145",598,547,1.51,"1,528"
2010.4/4,종로구,종로5·6가동,"3,147","6,640","3,519","3,121","6,302","3,383","2,919",338,136,202,2,890
2010.4/4,종로구,이화동,"4,552","9,991","4,819","5,172","9,358","4,518","4,840",633,301,332,2.06,"1,087"
2010.4/4,종로구,혜화동,"5,785","12,996","6,270","6,726","12,112","5,897","6,215",884,373,511,2.09,"1,365"
2010.4/4,종로구,명륜3가동,"3,556","7,221","3,750","3,471","6,336","3,369","2,967",885,381,504,1.78,851
2010.4/4,종로구,창신1동,"3,760","8,664","4,417","4,247","7,113","3,725","3,388","1,551",692,859,1.89,954
2010.4/4,종로구,창신2동,"5,239","12,365","6,253","6,112","11,811","6,009","5,802",554,244,310,2.25,"1,387"
2010.4/4,종로구,창신3동,"3,233","8,790","4,385","4,405","8,700","4,350","4,350",90,35,55,2.69,921
2010.4/4,종로구,숭인1동,"3,327","8,216","4,097","4,119","7,594","3,804","3,790",622,293,329,2.28,839
2010.4/4,종로구,숭인2동,"4,880","9,554","4,981","4,573","9,350","4,888","4,462",204,93,111,1.92,"1,281"
2010.4/4,종로구,청운효자동,"6,236","15,892","7,725","8,167","15,688","7,645","8,043",204,80,124,2.52,"2,012"
2010.4/4,중구,소계,"61,468","141,200","70,908","70,292","132,822","66,879","65,943","8,378","4,029","4,349",2.16,"17,504"
2010.4/4,중구,소공동,677,"1,658",914,744,"1,257",661,596,401,253,148,1.86,159
2010.4/4,중구,회현동,"3,419","6,394","3,539","2,855","5,537","3,077","2,460",857,462,395,1.62,"1,115"
2010.4/4,중구,명동,"1,727","4,140","1,969","2,171","3,445","1,537","1,908",695,432,263,1.99,591
2010.4/4,중구,필동,"2,396","5,241","2,754","2,487","4,675","2,481","2,194",566,273,293,1.95,702
2010.4/4,중구,장충동,"2,972","6,200","3,108","3,092","5,675","2,891","2,784",525,217,308,1.91,694
2010.4/4,중구,광희동,"3,160","6,813","3,592","3,221","5,758","3,125","2,633","1,055",467,588,1.82,882
2010.4/4,중구,을지로동,"1,398","2,123","1,306",817,"2,009","1,251",758,114,55,59,1.44,386
2010.4/4,중구,신당1동,"4,243","10,326","5,189","5,137","8,403","4,335","4,068","1,923",854,"1,069",1.98,"1,060"
2010.4/4,중구,신당2동,"7,414","17,143","8,426","8,717","16,823","8,284","8,539",320,142,178,2.27,"1,954"
2010.4/4,중구,신당3동,"8,056","19,893","9,620","10,273","19,676","9,518","10,158",217,102,115,2.44,"2,550"
2010.4/4,중구,신당4동,"6,648","16,373","7,884","8,489","16,211","7,818","8,393",162,66,96,2.44,"1,966"
2010.4/4,중구,신당5동,"3,841","8,470","4,298","4,172","8,221","4,177","4,044",249,121,128,2.14,"1,080"
2010.4/4,중구,신당6동,"3,732","9,804","4,826","4,978","9,686","4,779","4,907",118,47,71,2.6,"1,103"
2010.4/4,중구,황학동,"5,984","13,541","6,893","6,648","12,705","6,501","6,204",836,392,444,2.12,"1,465"
2010.4/4,중구,중림동,"5,801","13,081","6,590","6,491","12,741","6,444","6,297",340,146,194,2.2,"1,797"
2010.4/4,용산구,소계,"113,204","257,143","125,832","131,311","244,853","119,482","125,371","12,290","6,350","5,940",2.16,"30,996"
2010.4/4,용산구,후암동,"9,266","20,907","10,428","10,479","20,355","10,174","10,181",552,254,298,2.2,"2,480"
2010.4/4,용산구,용산2가동,"6,277","14,340","7,054","7,286","13,355","6,497","6,858",985,557,428,2.13,"1,748"
