,기간,자치구,동,세대,계_계,계_남,계_여,한국인_계,한국인_남,한국인_여,외국인_계,외국인_남,외국인_여,세대당인구,65세이상고령자
1332,2010,송파구,가락본동,"11,744","30,377","15,224","15,153","29,812","14,964","14,848",565,260,305,2.54,"2,062"
1333,2010,송파구,가락1동,"6,426","15,785","7,779","8,006","15,639","7,701","7,938",146,78,68,2.43,"1,262"
1334,2010,송파구,가락2동,"12,823","36,772","18,202","18,570","36,628","18,134","18,494",144,68,76,2.86,"2,291"
1335,2010,송파구,문정1동,"8,537","23,160","11,410","11,750","22,822","11,268","11,554",338,142,196,2.67,"1,646"
1336,2010,송파구,문정2동,"5,484","16,323","7,975","8,348","16,282","7,953","8,329",41,22,19,2.97,"1,864"
1337,2010,송파구,장지동,"13,924","37,579","18,511","19,068","37,472","18,471","19,001",107,40,67,2.69,"2,854"
1338,2010,송파구,잠실본동,"14,521","32,189","15,305","16,884","31,178","14,838","16,340","1,011",467,544,2.15,"2,143"
1339,2010,송파구,잠실4동,"11,208","31,620","15,458","16,162","31,457","15,383","16,074",163,75,88,2.81,"2,450"
1340,2010,송파구,잠실6동,"6,003","17,758","8,536","9,222","17,743","8,528","9,215",15,8,7,2.96,"1,555"
1341,2010,송파구,잠실7동,"3,565","10,952","5,198","5,754","10,915","5,176","5,739",37,22,15,3.06,"1,267"
1342,2010,송파구,잠실2동,"12,942","36,960","17,740","19,220","36,841","17,680","19,161",119,60,59,2.85,"2,211"
1343,2010,송파구,잠실3동,"13,116","37,973","18,260","19,713","37,905","18,230","19,675",68,30,38,2.89,"2,968"
1344,2010,강동구,소계,"190,152","496,939","248,588","248,351","491,871","246,492","245,379","5,068","2,096","2,972",2.59,"39,500"
1345,2010,강동구,강일동,"7,332","21,636","10,600","11,036","21,527","10,561","10,966",109,39,70,2.94,"1,899"
1346,2010,강동구,상일동,"10,058","28,904","14,488","14,416","28,769","14,437","14,332",135,51,84,2.86,"1,997"
1347,2010,강동구,명일1동,"10,335","29,124","14,320","14,804","28,974","14,262","14,712",150,58,92,2.8,"2,172"
1348,2010,강동구,명일2동,"6,071","19,139","9,674","9,465","19,126","9,666","9,460",13,8,5,3.15,"1,231"
1349,2010,강동구,고덕1동,"8,390","23,991","12,006","11,985","23,809","11,950","11,859",182,56,126,2.84,"1,723"
1350,2010,강동구,고덕2동,"7,126","18,840","9,667","9,173","18,786","9,643","9,143",54,24,30,2.64,"1,579"
1351,2010,강동구,암사2동,"6,170","16,519","8,145","8,374","16,486","8,130","8,356",33,15,18,2.67,"1,183"
1352,2010,강동구,암사3동,"6,409","19,392","9,547","9,845","19,371","9,535","9,836",21,12,9,3.02,"1,320"
1353,2010,강동구,천호1동,"13,248","33,358","16,778","16,580","32,109","16,241","15,868","1,249",537,712,2.42,"2,854"
1354,2010,강동구,천호3동,"12,780","27,768","14,016","13,752","27,465","13,875","13,590",303,141,162,2.15,"2,689"
1355,2010,강동구,성내1동,"7,904","21,901","10,889","11,012","21,432","10,669","10,763",469,220,249,2.71,"1,663"
1356,2010,강동구,성내2동,"12,335","27,514","13,687","13,827","27,168","13,531","13,637",346,156,190,2.2,"2,485"
1357,2010,강동구,성내3동,"10,354","25,666","12,860","12,806","25,543","12,817","12,726",123,43,80,2.47,"1,990"
1358,2010,강동구,둔촌1동,"6,605","20,759","10,717","10,042","20,613","10,661","9,952",146,56,90,3.12,"1,108"
1359,2010,강동구,둔촌2동,"11,020","30,132","14,932","15,200","30,077","14,910","15,167",55,22,33,2.73,"2,400"
1360,2010,강동구,암사1동,"16,320","40,183","20,150","20,033","39,691","19,971","19,720",492,179,313,2.43,"3,393"
1361,2010,강동구,천호2동,"17,455","39,458","19,860","19,598","38,726","19,568","19,158",732,292,440,2.22,"3,723"
1362,2010,강동구,길동,"20,240","52,655","26,252","26,403","52,199","26,065","26,134",456,187,269,2.58,"4,091"
1363,2011,종로구,소계,"76,688","177,419","88,107","89,312","168,382","83,931","84,451","9,037","4,176","4,861",2.2,"22,939"
1364,2011,종로구,사직동,"4,646","10,602","4,963","5,639","10,150","4,701","5,449",452,262,190,2.18,"1,563"
1365,2011,종로구,삼청동,"1,606","3,590","1,747","1,843","3,415","1,643","1,772",175,104,71,2.13,607
1366,2011,종로구,부암동,"4,611","11,596","5,735","5,861","11,369","5,629","5,740",227,106,121,2.47,"1,570"
1367,2011,종로구,평창동,"7,381","19,996","9,586","10,410","19,677","9,443","10,234",319,143,176,2.67,"2,586"
1368,2011,종로구,무악동,"3,271","8,635","4,139","4,496","8,562","4,115","4,447",73,24,49,2.62,"1,085"
1369,2011,종로구,교남동,"4,473","9,250","4,577","4,673","9,048","4,493","4,555",202,84,118,2.02,"1,326"
1370,2011,종로구,가회동,"2,469","5,686","2,725","2,961","5,555","2,667","2,888",131,58,73,2.25,853
1371,2011,종로구,종로1.2.3.4가동,"5,213","9,210","5,215","3,995","7,923","4,533","3,390","1,287",682,605,1.52,"1,552"
1372,2011,종로구,종로5·6가동,"3,140","6,501","3,469","3,032","6,156","3,319","2,837",345,150,195,1.96,917
1373,2011,종로구,이화동,"4,551","9,820","4,708","5,112","9,252","4,446","4,806",568,262,306,2.03,"1,102"
1374,2011,종로구,혜화동,"5,827","13,006","6,274","6,732","12,172","5,926","6,246",834,348,486,2.09,"1,393"
1375,2011,종로구,명륜3가동,"3,496","7,271","3,710","3,561","6,246","3,283","2,963","1,025",427,598,1.79,881
1376,2011,종로구,창신1동,"3,611","8,386","4,333","4,053","6,854","3,619","3,235","1,532",714,818,1.9,973
1377,2011,종로구,창신2동,"5,055","12,231","6,170","6,061","11,486","5,844","5,642",745,326,419,2.27,"1,399"
1378,2011,종로구,창신3동,"3,147","8,644","4,292","4,352","8,549","4,258","4,291",95,34,61,2.72,945
1379,2011,종로구,숭인1동,"3,297","8,040","4,007","4,033","7,450","3,748","3,702",590,259,331,2.26,859
1380,2011,종로구,숭인2동,"4,834","9,531","5,005","4,526","9,258","4,880","4,378",273,125,148,1.92,"1,315"
1381,2011,종로구,청운효자동,"6,060","15,424","7,452","7,972","15,260","7,384","7,876",164,68,96,2.52,"2,013"
1382,2011,중구,소계,"61,475","141,567","71,137","70,430","133,193","67,065","66,128","8,374","4,072","4,302",2.17,"18,099"
1383,2011,중구,소공동,696,"1,726",955,771,"1,301",689,612,425,266,159,1.87,159
1384,2011,중구,회현동,"3,476","6,485","3,538","2,947","5,676","3,111","2,565",809,427,382,1.63,"1,111"
1385,2011,중구,명동,"1,702","4,099","1,955","2,144","3,411","1,525","1,886",688,430,258,2,609
1386,2011,중구,필동,"2,435","5,234","2,770","2,464","4,616","2,481","2,135",618,289,329,1.9,718
1387,2011,중구,장충동,"2,930","6,084","3,099","2,985","5,596","2,880","2,716",488,219,269,1.91,692
1388,2011,중구,광희동,"3,125","6,662","3,493","3,169","5,698","3,066","2,632",964,427,537,1.82,907
1389,2011,중구,을지로동,"1,405","2,145","1,312",833,"2,027","1,261",766,118,51,67,1.44,405
1390,2011,중구,신당1동,"4,126","10,026","5,080","4,946","8,187","4,217","3,970","1,839",863,976,1.98,"1,076"
1391,2011,중구,신당2동,"7,302","17,007","8,402","8,605","16,647","8,253","8,394",360,149,211,2.28,"2,013"
1392,2011,중구,신당3동,"8,012","19,742","9,512","10,230","19,523","9,417","10,106",219,95,124,2.44,"2,642"
1393,2011,중구,신당4동,"6,510","16,147","7,788","8,359","15,991","7,727","8,264",156,61,95,2.46,"2,027"
1394,2011,중구,신당5동,"4,286","9,683","4,875","4,808","9,404","4,746","4,658",279,129,150,2.19,"1,206"
1395,2011,중구,신당6동,"3,847","10,281","5,028","5,253","10,144","4,966","5,178",137,62,75,2.64,"1,188"
1396,2011,중구,황학동,"5,887","13,464","6,863","6,601","12,523","6,418","6,105",941,445,496,2.13,"1,509"
1397,2011,중구,중림동,"5,736","12,782","6,467","6,315","12,449","6,308","6,141",333,159,174,2.17,"1,837"
1398,2011,용산구,소계,"112,617","259,288","126,735","132,553","246,501","120,183","126,318","12,787","6,552","6,235",2.19,"31,837"
1399,2011,용산구,후암동,"9,188","20,746","10,361","10,385","20,156","10,085","10,071",590,276,314,2.19,"2,545"
1400,2011,용산구,용산2가동,"6,179","14,192","6,970","7,222","13,142","6,371","6,771","1,050",599,451,2.13,"1,781"
1401,2011,용산구,남영동,"5,148","8,344","4,892","3,452","7,852","4,668","3,184",492,224,268,1.53,"1,181"
1402,2011,용산구,원효로2동,"6,093","16,040","7,660","8,380","15,815","7,566","8,249",225,94,131,2.6,"1,876"
1403,2011,용산구,효창동,"4,532","11,536","5,651","5,885","11,373","5,581","5,792",163,70,93,2.51,"1,381"
1404,2011,용산구,용문동,"5,232","13,479","6,611","6,868","13,311","6,531","6,780",168,80,88,2.54,"1,563"
1405,2011,용산구,이촌1동,"9,997","28,617","13,533","15,084","27,107","12,681","14,426","1,510",852,658,2.71,"3,348"
1406,2011,용산구,이촌2동,"4,381","10,537","5,053","5,484","10,482","5,029","5,453",55,24,31,2.39,"1,456"
1407,2011,용산구,이태원1동,"4,503","10,382","4,938","5,444","8,556","3,940","4,616","1,826",998,828,1.9,"1,444"
1408,2011,용산구,이태원2동,"5,428","11,826","5,587","6,239","11,213","5,230","5,983",613,357,256,2.07,"1,750"
1409,2011,용산구,서빙고동,"5,608","14,574","7,033","7,541","14,186","6,850","7,336",388,183,205,2.53,"1,872"
1410,2011,용산구,보광동,"8,707","18,737","9,112","9,625","17,825","8,625","9,200",912,487,425,2.05,"2,274"
1411,2011,용산구,청파동,"11,748","24,667","11,838","12,829","23,634","11,469","12,165","1,033",369,664,2.01,"2,682"
1412,2011,용산구,원효로1동,"5,674","12,814","6,401","6,413","12,523","6,263","6,260",291,138,153,2.21,"1,343"
1413,2011,용산구,한강로동,"7,903","16,549","8,324","8,225","15,518","7,802","7,716","1,031",522,509,1.96,"2,311"
1414,2011,용산구,한남동,"12,296","26,248","12,771","13,477","23,808","11,492","12,316","2,440","1,279","1,161",1.94,"3,030"
1415,2011,성동구,소계,"126,148","308,767","154,511","154,256","300,711","150,655","150,056","8,056","3,856","4,200",2.38,"32,767"
1416,2011,성동구,왕십리2동,"7,076","17,661","8,743","8,918","17,386","8,623","8,763",275,120,155,2.46,"1,829"
1417,2011,성동구,마장동,"10,248","26,043","13,057","12,986","25,495","12,789","12,706",548,268,280,2.49,"2,791"
1418,2011,성동구,사근동,"5,872","11,722","6,173","5,549","10,709","5,706","5,003","1,013",467,546,1.82,"1,237"
1419,2011,성동구,행당1동,"7,573","18,298","8,979","9,319","17,750","8,740","9,010",548,239,309,2.34,"2,018"
1420,2011,성동구,행당2동,"9,687","27,084","12,992","14,092","27,015","12,963","14,052",69,29,40,2.79,"2,612"
1421,2011,성동구,응봉동,"6,585","17,641","8,486","9,155","17,581","8,461","9,120",60,25,35,2.67,"1,942"
1422,2011,성동구,금호1가동,"6,318","16,255","7,949","8,306","16,114","7,893","8,221",141,56,85,2.55,"1,876"
1423,2011,성동구,금호4가동,"6,267","15,204","7,493","7,711","14,969","7,389","7,580",235,104,131,2.39,"1,702"
1424,2011,성동구,성수1가1동,"7,453","18,940","9,741","9,199","18,301","9,385","8,916",639,356,283,2.46,"1,582"
1425,2011,성동구,성수1가2동,"8,122","19,047","9,631","9,416","18,712","9,469","9,243",335,162,173,2.3,"1,716"
1426,2011,성동구,성수2가1동,"9,230","22,061","11,428","10,633","20,998","10,902","10,096","1,063",526,537,2.27,"2,040"
1427,2011,성동구,성수2가3동,"5,339","12,282","6,404","5,878","11,931","6,193","5,738",351,211,140,2.23,"1,283"
1428,2011,성동구,송정동,"5,691","12,952","6,805","6,147","12,308","6,515","5,793",644,290,354,2.16,"1,198"
1429,2011,성동구,용답동,"7,723","17,995","9,439","8,556","16,883","8,912","7,971","1,112",527,585,2.19,"1,868"
1430,2011,성동구,왕십리도선동,"5,726","13,202","6,555","6,647","12,802","6,376","6,426",400,179,221,2.24,"1,687"
1431,2011,성동구,금호2.3가동,"8,229","20,234","9,828","10,406","20,002","9,718","10,284",232,110,122,2.43,"2,601"
1432,2011,성동구,옥수동,"9,009","22,146","10,808","11,338","21,755","10,621","11,134",391,187,204,2.41,"2,785"
1433,2011,광진구,소계,"158,472","386,673","190,867","195,806","371,936","184,103","187,833","14,737","6,764","7,973",2.35,"33,613"
1434,2011,광진구,화양동,"12,754","24,238","11,861","12,377","21,109","10,440","10,669","3,129","1,421","1,708",1.66,"1,862"
1435,2011,광진구,군자동,"10,155","22,314","11,309","11,005","21,388","10,836","10,552",926,473,453,2.11,"2,104"
1436,2011,광진구,중곡1동,"7,690","17,509","8,683","8,826","16,769","8,366","8,403",740,317,423,2.18,"1,642"
1437,2011,광진구,중곡2동,"9,607","23,190","11,397","11,793","22,997","11,317","11,680",193,80,113,2.39,"1,976"
1438,2011,광진구,중곡3동,"8,258","19,391","9,738","9,653","19,211","9,665","9,546",180,73,107,2.33,"1,799"
1439,2011,광진구,중곡4동,"12,622","32,162","15,975","16,187","32,003","15,921","16,082",159,54,105,2.54,"3,055"
1440,2011,광진구,능동,"5,531","11,328","5,374","5,954","11,062","5,254","5,808",266,120,146,2,"1,112"
1441,2011,광진구,구의1동,"10,883","23,963","11,555","12,408","22,888","11,081","11,807","1,075",474,601,2.1,"2,146"
1442,2011,광진구,구의2동,"10,730","27,274","13,501","13,773","26,931","13,392","13,539",343,109,234,2.51,"2,705"
1443,2011,광진구,구의3동,"11,561","30,410","14,795","15,615","30,158","14,673","15,485",252,122,130,2.61,"2,524"
1444,2011,광진구,광장동,"11,575","35,652","17,434","18,218","35,406","17,317","18,089",246,117,129,3.06,"2,611"
1445,2011,광진구,자양1동,"11,232","27,707","13,680","14,027","24,583","12,202","12,381","3,124","1,478","1,646",2.19,"2,404"
1446,2011,광진구,자양2동,"11,614","29,497","14,748","14,749","29,216","14,622","14,594",281,126,155,2.52,"2,449"
1447,2011,광진구,자양3동,"11,694","32,443","15,922","16,521","32,046","15,738","16,308",397,184,213,2.74,"2,450"
1448,2011,광진구,자양4동,"12,566","29,595","14,895","14,700","26,169","13,279","12,890","3,426","1,616","1,810",2.08,"2,774"
1449,2011,동대문구,소계,"157,823","378,534","189,538","188,996","365,486","183,925","181,561","13,048","5,613","7,435",2.32,"44,368"
1450,2011,동대문구,회기동,"5,769","12,673","6,029","6,644","11,224","5,443","5,781","1,449",586,863,1.95,"1,285"
1451,2011,동대문구,휘경1동,"8,135","18,212","9,023","9,189","17,033","8,531","8,502","1,179",492,687,2.09,"2,025"
1452,2011,동대문구,휘경2동,"10,181","25,314","12,439","12,875","25,010","12,321","12,689",304,118,186,2.46,"2,520"
1453,2011,동대문구,청량리동,"10,846","25,648","12,851","12,797","24,628","12,358","12,270","1,020",493,527,2.27,"4,125"
1454,2011,동대문구,용신동,"16,016","34,032","17,565","16,467","32,463","16,846","15,617","1,569",719,850,2.03,"4,543"
1455,2011,동대문구,제기동,"13,046","29,736","15,064","14,672","28,064","14,341","13,723","1,672",723,949,2.15,"4,065"
1456,2011,동대문구,전농1동,"12,888","27,915","14,359","13,556","27,299","14,087","13,212",616,272,344,2.12,"3,941"
1457,2011,동대문구,전농2동,"7,774","21,688","10,572","11,116","21,500","10,503","10,997",188,69,119,2.77,"2,544"
1458,2011,동대문구,답십리1동,"8,849","21,123","10,599","10,524","20,534","10,339","10,195",589,260,329,2.32,"2,546"
1459,2011,동대문구,답십리2동,"12,277","32,629","16,191","16,438","32,403","16,103","16,300",226,88,138,2.64,"3,724"
1460,2011,동대문구,장안1동,"14,731","38,142","19,193","18,949","37,188","18,796","18,392",954,397,557,2.52,"3,700"
1461,2011,동대문구,장안2동,"12,958","33,121","16,747","16,374","32,901","16,674","16,227",220,73,147,2.54,"3,170"
1462,2011,동대문구,이문1동,"15,544","34,413","17,051","17,362","31,925","15,977","15,948","2,488","1,074","1,414",2.05,"3,711"
1463,2011,동대문구,이문2동,"8,809","23,888","11,855","12,033","23,314","11,606","11,708",574,249,325,2.65,"2,469"
1464,2011,중랑구,소계,"175,115","428,672","214,258","214,414","423,706","212,291","211,415","4,966","1,967","2,999",2.42,"43,745"
1465,2011,중랑구,면목2동,"12,233","29,071","14,689","14,382","28,410","14,377","14,033",661,312,349,2.32,"2,822"
1466,2011,중랑구,면목4동,"10,134","23,507","11,607","11,900","23,265","11,510","11,755",242,97,145,2.3,"2,412"
1467,2011,중랑구,면목5동,"6,208","14,540","7,443","7,097","14,375","7,394","6,981",165,49,116,2.32,"1,506"
1468,2011,중랑구,면목7동,"10,804","26,336","13,099","13,237","26,138","13,037","13,101",198,62,136,2.42,"2,747"
1469,2011,중랑구,상봉1동,"9,369","26,267","12,969","13,298","25,945","12,829","13,116",322,140,182,2.77,"2,358"
1470,2011,중랑구,상봉2동,"9,131","18,886","9,618","9,268","18,652","9,517","9,135",234,101,133,2.04,"2,066"
1471,2011,중랑구,중화1동,"8,327","22,129","11,001","11,128","21,652","10,806","10,846",477,195,282,2.6,"2,016"
1472,2011,중랑구,중화2동,"14,657","31,747","16,302","15,445","31,261","16,101","15,160",486,201,285,2.13,"3,562"
1473,2011,중랑구,묵1동,"13,546","36,080","17,771","18,309","35,809","17,654","18,155",271,117,154,2.64,"3,604"
1474,2011,중랑구,묵2동,"8,449","20,284","10,111","10,173","20,157","10,077","10,080",127,34,93,2.39,"2,201"
1475,2011,중랑구,망우3동,"8,382","19,719","9,899","9,820","19,566","9,846","9,720",153,53,100,2.33,"2,071"
1476,2011,중랑구,신내1동,"11,060","32,513","16,101","16,412","32,290","15,995","16,295",223,106,117,2.92,"3,243"
1477,2011,중랑구,신내2동,"9,333","25,532","12,488","13,044","25,465","12,462","13,003",67,26,41,2.73,"2,447"
1478,2011,중랑구,면목본동,"16,210","37,519","18,690","18,829","36,808","18,437","18,371",711,253,458,2.27,"3,729"
1479,2011,중랑구,면목3.8동,"12,785","30,005","15,020","14,985","29,767","14,933","14,834",238,87,151,2.33,"3,248"
1480,2011,중랑구,망우본동,"14,487","34,537","17,450","17,087","34,146","17,316","16,830",391,134,257,2.36,"3,713"
1481,2011,성북구,소계,"199,398","494,422","243,639","250,783","485,171","239,726","245,445","9,251","3,913","5,338",2.43,"55,213"
1482,2011,성북구,돈암1동,"6,340","16,891","8,160","8,731","16,691","8,078","8,613",200,82,118,2.63,"1,961"
1483,2011,성북구,돈암2동,"8,221","24,140","11,704","12,436","24,056","11,675","12,381",84,29,55,2.93,"2,298"
1484,2011,성북구,안암동,"8,845","18,521","9,322","9,199","16,933","8,610","8,323","1,588",712,876,1.91,"1,830"
1485,2011,성북구,보문동,"6,893","14,969","7,422","7,547","14,569","7,270","7,299",400,152,248,2.11,"1,751"
1486,2011,성북구,정릉1동,"7,710","21,170","10,214","10,956","20,503","9,948","10,555",667,266,401,2.66,"2,290"
1487,2011,성북구,정릉2동,"9,678","24,806","12,291","12,515","24,692","12,243","12,449",114,48,66,2.55,"2,966"
1488,2011,성북구,정릉3동,"7,989","18,651","9,311","9,340","17,993","9,000","8,993",658,311,347,2.25,"2,456"
1489,2011,성북구,정릉4동,"10,933","28,253","13,898","14,355","28,061","13,816","14,245",192,82,110,2.57,"3,238"
1490,2011,성북구,길음1동,"12,974","37,481","18,301","19,180","37,168","18,173","18,995",313,128,185,2.86,"3,149"
1491,2011,성북구,길음2동,"9,028","20,670","10,189","10,481","20,450","10,107","10,343",220,82,138,2.27,"2,446"
1492,2011,성북구,월곡1동,"11,076","29,408","14,566","14,842","29,057","14,419","14,638",351,147,204,2.62,"3,132"
1493,2011,성북구,월곡2동,"8,752","21,823","10,766","11,057","21,614","10,681","10,933",209,85,124,2.47,"2,563"
1494,2011,성북구,장위1동,"10,556","27,060","13,440","13,620","26,603","13,259","13,344",457,181,276,2.52,"2,999"
1495,2011,성북구,장위2동,"9,563","23,412","11,825","11,587","23,217","11,749","11,468",195,76,119,2.43,"2,872"
1496,2011,성북구,장위3동,"8,057","19,718","10,073","9,645","19,495","9,975","9,520",223,98,125,2.42,"2,377"
1497,2011,성북구,성북동,"8,718","19,868","9,518","10,350","19,220","9,248","9,972",648,270,378,2.2,"2,697"
1498,2011,성북구,삼선동,"12,272","28,027","13,709","14,318","27,315","13,397","13,918",712,312,400,2.23,"3,242"
1499,2011,성북구,동선동,"8,292","16,641","7,529","9,112","16,132","7,300","8,832",509,229,280,1.95,"1,934"
1500,2011,성북구,종암동,"17,495","43,981","21,845","22,136","43,238","21,547","21,691",743,298,445,2.47,"4,613"
1501,2011,성북구,석관동,"16,006","38,932","19,556","19,376","38,164","19,231","18,933",768,325,443,2.38,"4,399"
1502,2011,강북구,소계,"142,527","348,740","172,309","176,431","345,054","170,906","174,148","3,686","1,403","2,283",2.42,"43,507"
1503,2011,강북구,번1동,"9,568","21,171","10,488","10,683","20,760","10,332","10,428",411,156,255,2.17,"2,466"
1504,2011,강북구,번2동,"8,066","20,196","9,934","10,262","20,116","9,919","10,197",80,15,65,2.49,"2,624"
1505,2011,강북구,번3동,"7,853","21,515","10,390","11,125","21,454","10,372","11,082",61,18,43,2.73,"3,215"
1506,2011,강북구,수유1동,"9,981","23,975","12,077","11,898","23,501","11,893","11,608",474,184,290,2.35,"3,010"
1507,2011,강북구,수유2동,"9,295","23,687","11,660","12,027","23,574","11,630","11,944",113,30,83,2.54,"3,264"
1508,2011,강북구,수유3동,"11,035","24,260","12,069","12,191","23,940","11,945","11,995",320,124,196,2.17,"3,157"
1509,2011,강북구,삼양동,"13,254","32,276","16,154","16,122","32,140","16,104","16,036",136,50,86,2.42,"3,750"
1510,2011,강북구,미아동,"10,557","25,501","12,573","12,928","24,058","12,007","12,051","1,443",566,877,2.28,"2,939"
1511,2011,강북구,송중동,"14,577","35,378","17,265","18,113","35,199","17,180","18,019",179,85,94,2.41,"4,342"
1512,2011,강북구,송천동,"14,266","32,668","16,357","16,311","32,535","16,298","16,237",133,59,74,2.28,"4,207"
1513,2011,강북구,삼각산동,"11,328","32,396","15,889","16,507","32,364","15,881","16,483",32,8,24,2.86,"2,656"
1514,2011,강북구,우이동,"8,873","21,819","10,844","10,975","21,678","10,787","10,891",141,57,84,2.44,"3,233"
1515,2011,강북구,인수동,"13,874","33,898","16,609","17,289","33,735","16,558","17,177",163,51,112,2.43,"4,644"
1516,2011,도봉구,소계,"139,348","367,949","181,911","186,038","365,573","181,004","184,569","2,376",907,"1,469",2.62,"39,810"
1517,2011,도봉구,쌍문1동,"8,664","22,720","11,073","11,647","22,411","10,975","11,436",309,98,211,2.59,"2,829"
1518,2011,도봉구,쌍문2동,"8,599","21,951","10,793","11,158","21,850","10,747","11,103",101,46,55,2.54,"2,499"
1519,2011,도봉구,쌍문3동,"7,622","18,832","9,218","9,614","18,711","9,180","9,531",121,38,83,2.45,"2,257"
1520,2011,도봉구,쌍문4동,"7,589","21,937","10,637","11,300","21,893","10,621","11,272",44,16,28,2.88,"1,931"
1521,2011,도봉구,방학1동,"12,391","32,489","16,263","16,226","32,122","16,119","16,003",367,144,223,2.59,"3,326"
1522,2011,도봉구,방학2동,"9,802","24,327","12,323","12,004","24,161","12,273","11,888",166,50,116,2.46,"2,722"
1523,2011,도봉구,방학3동,"10,957","32,518","15,985","16,533","32,457","15,959","16,498",61,26,35,2.96,"2,987"
1524,2011,도봉구,창1동,"10,960","28,945","14,121","14,824","28,574","13,942","14,632",371,179,192,2.61,"3,026"
1525,2011,도봉구,창2동,"12,022","31,831","15,754","16,077","31,609","15,646","15,963",222,108,114,2.63,"3,104"
1526,2011,도봉구,창3동,"6,653","16,166","8,136","8,030","16,089","8,114","7,975",77,22,55,2.42,"1,821"
1527,2011,도봉구,창4동,"11,303","31,280","15,211","16,069","31,217","15,189","16,028",63,22,41,2.76,"2,821"
1528,2011,도봉구,창5동,"10,117","28,106","13,863","14,243","27,978","13,813","14,165",128,50,78,2.77,"2,695"
1529,2011,도봉구,도봉1동,"10,661","25,119","12,789","12,330","24,880","12,709","12,171",239,80,159,2.33,"3,758"
1530,2011,도봉구,도봉2동,"12,008","31,728","15,745","15,983","31,621","15,717","15,904",107,28,79,2.63,"4,034"
1531,2011,노원구,소계,"225,104","608,062","297,308","310,754","603,930","295,551","308,379","4,132","1,757","2,375",2.68,"58,642"
1532,2011,노원구,월계1동,"9,635","24,338","12,407","11,931","23,634","12,080","11,554",704,327,377,2.45,"2,716"
1533,2011,노원구,월계2동,"12,461","31,251","15,269","15,982","31,095","15,212","15,883",156,57,99,2.5,"3,682"
1534,2011,노원구,월계3동,"13,746","36,549","17,787","18,762","36,430","17,746","18,684",119,41,78,2.65,"3,783"
1535,2011,노원구,공릉2동,"17,085","46,907","23,236","23,671","46,176","22,918","23,258",731,318,413,2.7,"3,628"
1536,2011,노원구,하계1동,"11,423","31,164","15,118","16,046","31,009","15,042","15,967",155,76,79,2.71,"3,079"
1537,2011,노원구,하계2동,"8,799","26,177","12,768","13,409","26,143","12,757","13,386",34,11,23,2.97,"2,203"
1538,2011,노원구,중계본동,"10,080","30,614","15,121","15,493","30,330","14,990","15,340",284,131,153,3.01,"2,256"
1539,2011,노원구,중계1동,"9,568","30,808","15,124","15,684","30,730","15,090","15,640",78,34,44,3.21,"1,846"
1540,2011,노원구,중계4동,"8,354","22,909","11,227","11,682","22,790","11,181","11,609",119,46,73,2.73,"2,481"
1541,2011,노원구,상계1동,"15,722","44,746","22,097","22,649","44,378","21,938","22,440",368,159,209,2.82,"4,517"
1542,2011,노원구,상계2동,"8,728","23,072","11,431","11,641","22,944","11,387","11,557",128,44,84,2.63,"2,228"
1543,2011,노원구,상계5동,"9,609","24,621","12,043","12,578","24,497","11,997","12,500",124,46,78,2.55,"2,756"
1544,2011,노원구,상계8동,"9,638","27,476","13,202","14,274","27,430","13,190","14,240",46,12,34,2.85,"2,009"
1545,2011,노원구,상계9동,"8,991","25,208","12,277","12,931","25,139","12,255","12,884",69,22,47,2.8,"2,070"
1546,2011,노원구,상계10동,"7,942","20,925","9,908","11,017","20,873","9,895","10,978",52,13,39,2.63,"1,685"
1547,2011,노원구,상계3.4동,"16,621","40,208","20,269","19,939","39,956","20,191","19,765",252,78,174,2.4,"5,393"
1548,2011,노원구,상계6.7동,"14,470","37,552","17,764","19,788","37,384","17,689","19,695",168,75,93,2.58,"3,203"
1549,2011,노원구,중계2.3동,"15,707","42,732","20,148","22,584","42,608","20,082","22,526",124,66,58,2.71,"5,208"
1550,2011,노원구,공릉1동,"16,525","40,805","20,112","20,693","40,384","19,911","20,473",421,201,220,2.44,"3,899"
1551,2011,은평구,소계,"197,582","498,350","244,730","253,620","493,634","242,779","250,855","4,716","1,951","2,765",2.5,"56,595"
1552,2011,은평구,녹번동,"14,773","34,158","16,571","17,587","33,630","16,336","17,294",528,235,293,2.28,"4,264"
1553,2011,은평구,불광1동,"16,646","42,143","20,583","21,560","41,694","20,383","21,311",449,200,249,2.5,"4,877"
1554,2011,은평구,갈현1동,"11,010","26,913","13,259","13,654","26,606","13,153","13,453",307,106,201,2.42,"2,977"
1555,2011,은평구,갈현2동,"10,950","28,502","13,784","14,718","28,215","13,664","14,551",287,120,167,2.58,"2,894"
1556,2011,은평구,구산동,"12,159","34,136","17,537","16,599","33,947","17,461","16,486",189,76,113,2.79,"3,900"
1557,2011,은평구,대조동,"13,772","31,857","15,311","16,546","31,449","15,146","16,303",408,165,243,2.28,"3,855"
1558,2011,은평구,응암1동,"13,553","32,647","15,967","16,680","32,168","15,766","16,402",479,201,278,2.37,"3,642"
1559,2011,은평구,응암2동,"8,644","19,853","9,876","9,977","19,765","9,852","9,913",88,24,64,2.29,"2,590"
1560,2011,은평구,신사1동,"10,788","28,309","13,862","14,447","27,931","13,701","14,230",378,161,217,2.59,"2,958"
1561,2011,은평구,신사2동,"9,140","23,684","11,903","11,781","23,546","11,846","11,700",138,57,81,2.58,"2,415"
