,기간,자치구,동,세대,계_계,계_남,계_여,한국인_계,한국인_남,한국인_여,외국인_계,외국인_남,외국인_여,세대당인구,65세이상고령자
3686,2016,성동구,성수2가1동,"8,722","19,378","10,085","9,293","18,633","9,712","8,921",745,373,372,2.14,"2,490"
3687,2016,성동구,성수2가3동,"5,472","12,142","6,310","5,832","11,720","6,081","5,639",422,229,193,2.14,"1,566"
3688,2016,성동구,송정동,"5,454","12,005","6,362","5,643","11,537","6,135","5,402",468,227,241,2.12,"1,497"
3689,2016,성동구,용답동,"8,087","17,059","9,009","8,050","15,937","8,502","7,435","1,122",507,615,1.97,"2,326"
3690,2016,성동구,왕십리도선동,"9,276","22,878","11,072","11,806","22,461","10,898","11,563",417,174,243,2.42,"2,749"
3691,2016,성동구,금호2.3가동,"10,246","25,038","12,086","12,952","24,836","11,989","12,847",202,97,105,2.42,"3,458"
3692,2016,성동구,옥수동,"9,787","24,845","11,802","13,043","24,594","11,661","12,933",251,141,110,2.51,"3,136"
3693,2016,광진구,소계,"158,390","372,104","181,251","190,853","357,215","174,797","182,418","14,889","6,454","8,435",2.26,"41,441"
3694,2016,광진구,화양동,"14,514","24,495","11,456","13,039","21,442","10,345","11,097","3,053","1,111","1,942",1.48,"2,114"
3695,2016,광진구,군자동,"10,223","22,048","10,868","11,180","20,384","10,171","10,213","1,664",697,967,1.99,"2,455"
3696,2016,광진구,중곡1동,"7,618","16,342","8,105","8,237","15,825","7,884","7,941",517,221,296,2.08,"2,078"
3697,2016,광진구,중곡2동,"9,951","22,877","11,131","11,746","22,558","11,002","11,556",319,129,190,2.27,"2,570"
3698,2016,광진구,중곡3동,"8,105","17,960","8,883","9,077","17,714","8,793","8,921",246,90,156,2.19,"2,261"
3699,2016,광진구,중곡4동,"12,998","31,786","15,656","16,130","31,513","15,561","15,952",273,95,178,2.42,"4,041"
3700,2016,광진구,능동,"5,878","11,648","5,525","6,123","11,348","5,374","5,974",300,151,149,1.93,"1,340"
3701,2016,광진구,구의1동,"11,243","23,387","11,208","12,179","22,617","10,842","11,775",770,366,404,2.01,"2,666"
3702,2016,광진구,구의2동,"10,474","25,889","12,701","13,188","25,586","12,563","13,023",303,138,165,2.44,"3,287"
3703,2016,광진구,구의3동,"11,569","29,789","14,327","15,462","29,458","14,169","15,289",331,158,173,2.55,"3,168"
3704,2016,광진구,광장동,"11,828","36,613","17,771","18,842","36,434","17,677","18,757",179,94,85,3.08,"3,076"
3705,2016,광진구,자양1동,"10,809","23,951","11,693","12,258","22,704","11,102","11,602","1,247",591,656,2.1,"2,739"
3706,2016,광진구,자양2동,"11,025","27,532","13,591","13,941","27,195","13,432","13,763",337,159,178,2.47,"3,048"
3707,2016,광진구,자양3동,"10,939","30,555","14,803","15,752","30,186","14,634","15,552",369,169,200,2.76,"3,151"
3708,2016,광진구,자양4동,"11,216","27,232","13,533","13,699","22,251","11,248","11,003","4,981","2,285","2,696",1.98,"3,447"
3709,2016,동대문구,소계,"159,426","370,312","183,444","186,868","355,069","177,640","177,429","15,243","5,804","9,439",2.23,"53,460"
3710,2016,동대문구,회기동,"5,799","12,587","5,756","6,831","10,580","5,119","5,461","2,007",637,"1,370",1.82,"1,401"
3711,2016,동대문구,휘경1동,"7,052","14,964","7,312","7,652","13,647","6,851","6,796","1,317",461,856,1.94,"2,097"
3712,2016,동대문구,휘경2동,"10,833","25,467","12,503","12,964","25,030","12,335","12,695",437,168,269,2.31,"3,208"
3713,2016,동대문구,청량리동,"10,594","23,560","11,784","11,776","22,706","11,358","11,348",854,426,428,2.14,"4,740"
3714,2016,동대문구,용신동,"16,410","33,484","17,193","16,291","31,834","16,426","15,408","1,650",767,883,1.94,"5,294"
3715,2016,동대문구,제기동,"12,758","28,551","14,248","14,303","25,958","13,311","12,647","2,593",937,"1,656",2.03,"4,834"
3716,2016,동대문구,전농1동,"14,021","30,779","15,556","15,223","30,120","15,293","14,827",659,263,396,2.15,"4,852"
3717,2016,동대문구,전농2동,"7,653","20,793","10,066","10,727","20,569","9,984","10,585",224,82,142,2.69,"2,994"
3718,2016,동대문구,답십리1동,"10,134","24,846","12,190","12,656","24,373","11,974","12,399",473,216,257,2.41,"3,181"
3719,2016,동대문구,답십리2동,"12,003","30,291","14,869","15,422","30,013","14,742","15,271",278,127,151,2.5,"4,513"
3720,2016,동대문구,장안1동,"16,314","38,812","19,444","19,368","38,154","19,150","19,004",658,294,364,2.34,"4,892"
3721,2016,동대문구,장안2동,"12,395","31,441","15,876","15,565","31,184","15,767","15,417",257,109,148,2.52,"3,920"
3722,2016,동대문구,이문1동,"14,775","32,045","15,492","16,553","28,728","14,410","14,318","3,317","1,082","2,235",1.94,"4,331"
3723,2016,동대문구,이문2동,"8,685","22,692","11,155","11,537","22,173","10,920","11,253",519,235,284,2.55,"3,203"
3724,2016,중랑구,소계,"177,400","415,677","206,772","208,905","411,005","204,900","206,105","4,672","1,872","2,800",2.32,"55,914"
3725,2016,중랑구,면목2동,"12,165","27,424","13,772","13,652","27,057","13,648","13,409",367,124,243,2.22,"3,609"
3726,2016,중랑구,면목4동,"9,668","21,957","10,923","11,034","21,670","10,793","10,877",287,130,157,2.24,"3,163"
3727,2016,중랑구,면목5동,"4,801","10,824","5,533","5,291","10,693","5,480","5,213",131,53,78,2.23,"1,503"
3728,2016,중랑구,면목7동,"10,265","23,357","11,618","11,739","23,088","11,509","11,579",269,109,160,2.25,"3,468"
3729,2016,중랑구,상봉1동,"9,951","26,152","12,825","13,327","25,995","12,765","13,230",157,60,97,2.61,"3,005"
3730,2016,중랑구,상봉2동,"9,764","19,050","9,503","9,547","18,716","9,356","9,360",334,147,187,1.92,"2,481"
3731,2016,중랑구,중화1동,"8,614","21,285","10,539","10,746","21,127","10,474","10,653",158,65,93,2.45,"2,755"
3732,2016,중랑구,중화2동,"13,904","28,578","14,697","13,881","27,962","14,435","13,527",616,262,354,2.01,"4,230"
3733,2016,중랑구,묵1동,"13,404","34,516","16,933","17,583","34,371","16,884","17,487",145,49,96,2.56,"4,475"
3734,2016,중랑구,묵2동,"8,816","20,250","10,035","10,215","20,057","9,955","10,102",193,80,113,2.28,"2,701"
3735,2016,중랑구,망우3동,"8,310","18,741","9,360","9,381","18,483","9,254","9,229",258,106,152,2.22,"2,646"
3736,2016,중랑구,신내1동,"14,386","42,023","20,571","21,452","41,884","20,508","21,376",139,63,76,2.91,"5,213"
3737,2016,중랑구,신내2동,"9,048","23,511","11,397","12,114","23,440","11,376","12,064",71,21,50,2.59,"3,012"
3738,2016,중랑구,면목본동,"16,974","36,839","18,375","18,464","36,096","18,068","18,028",743,307,436,2.13,"4,884"
3739,2016,중랑구,면목3.8동,"12,554","28,137","14,044","14,093","27,730","13,892","13,838",407,152,255,2.21,"4,081"
3740,2016,중랑구,망우본동,"14,776","33,033","16,647","16,386","32,636","16,503","16,133",397,144,253,2.21,"4,688"
3741,2016,성북구,소계,"188,304","461,617","224,504","237,113","450,355","219,951","230,404","11,262","4,553","6,709",2.39,"64,015"
3742,2016,성북구,돈암1동,"6,505","17,007","8,029","8,978","16,881","7,978","8,903",126,51,75,2.6,"2,389"
3743,2016,성북구,돈암2동,"7,827","23,681","11,356","12,325","23,608","11,318","12,290",73,38,35,3.02,"2,680"
3744,2016,성북구,안암동,"8,747","18,211","8,876","9,335","15,847","8,037","7,810","2,364",839,"1,525",1.81,"2,023"
3745,2016,성북구,보문동,"7,106","15,069","7,314","7,755","14,713","7,159","7,554",356,155,201,2.07,"2,041"
3746,2016,성북구,정릉1동,"7,060","19,273","9,249","10,024","18,740","9,063","9,677",533,186,347,2.65,"2,614"
3747,2016,성북구,정릉2동,"9,692","24,609","12,116","12,493","24,438","12,046","12,392",171,70,101,2.52,"3,752"
3748,2016,성북구,정릉3동,"7,580","17,630","8,790","8,840","16,501","8,196","8,305","1,129",594,535,2.18,"2,915"
3749,2016,성북구,정릉4동,"11,017","27,818","13,516","14,302","27,567","13,418","14,149",251,98,153,2.5,"4,023"
3750,2016,성북구,길음1동,"12,983","37,908","18,221","19,687","37,716","18,138","19,578",192,83,109,2.91,"3,928"
3751,2016,성북구,길음2동,"5,526","13,173","6,458","6,715","12,998","6,361","6,637",175,97,78,2.35,"2,037"
3752,2016,성북구,월곡1동,"10,759","28,450","13,797","14,653","28,219","13,715","14,504",231,82,149,2.62,"3,910"
3753,2016,성북구,월곡2동,"8,764","21,147","10,406","10,741","20,601","10,156","10,445",546,250,296,2.35,"3,001"
3754,2016,성북구,장위1동,"9,250","22,573","11,238","11,335","22,333","11,159","11,174",240,79,161,2.41,"3,405"
3755,2016,성북구,장위2동,"8,788","20,533","10,267","10,266","20,207","10,123","10,084",326,144,182,2.3,"3,523"
3756,2016,성북구,장위3동,"5,460","13,226","6,700","6,526","12,992","6,600","6,392",234,100,134,2.38,"2,055"
3757,2016,성북구,성북동,"8,112","18,331","8,727","9,604","17,853","8,512","9,341",478,215,263,2.2,"2,845"
3758,2016,성북구,삼선동,"12,537","27,510","13,315","14,195","27,007","13,084","13,923",503,231,272,2.15,"3,794"
3759,2016,성북구,동선동,"8,857","16,770","7,269","9,501","16,086","7,028","9,058",684,241,443,1.82,"2,055"
3760,2016,성북구,종암동,"17,026","43,625","21,345","22,280","41,797","20,739","21,058","1,828",606,"1,222",2.45,"5,702"
3761,2016,성북구,석관동,"14,708","35,073","17,515","17,558","34,251","17,121","17,130",822,394,428,2.33,"5,323"
3762,2016,강북구,소계,"141,229","330,704","162,211","168,493","327,195","160,861","166,334","3,509","1,350","2,159",2.32,"54,053"
3763,2016,강북구,번1동,"9,824","20,334","10,043","10,291","19,984","9,917","10,067",350,126,224,2.03,"3,086"
3764,2016,강북구,번2동,"7,563","18,407","9,010","9,397","18,261","8,967","9,294",146,43,103,2.41,"3,415"
3765,2016,강북구,번3동,"7,693","19,882","9,497","10,385","19,805","9,486","10,319",77,11,66,2.57,"4,108"
3766,2016,강북구,수유1동,"10,107","22,844","11,329","11,515","22,555","11,221","11,334",289,108,181,2.23,"3,734"
3767,2016,강북구,수유2동,"9,209","22,372","10,965","11,407","22,240","10,919","11,321",132,46,86,2.42,"3,941"
3768,2016,강북구,수유3동,"11,684","24,126","12,066","12,060","23,801","11,934","11,867",325,132,193,2.04,"3,833"
3769,2016,강북구,삼양동,"12,692","29,747","14,851","14,896","29,521","14,761","14,760",226,90,136,2.33,"4,600"
3770,2016,강북구,미아동,"10,849","23,591","11,428","12,163","23,066","11,224","11,842",525,204,321,2.13,"3,704"
3771,2016,강북구,송중동,"12,585","29,310","14,228","15,082","28,815","14,011","14,804",495,217,278,2.29,"4,901"
3772,2016,강북구,송천동,"13,825","30,536","15,213","15,323","30,092","15,033","15,059",444,180,264,2.18,"5,251"
3773,2016,강북구,삼각산동,"12,072","34,452","16,697","17,755","34,324","16,640","17,684",128,57,71,2.84,"3,626"
3774,2016,강북구,우이동,"9,242","22,014","10,793","11,221","21,873","10,726","11,147",141,67,74,2.37,"3,982"
3775,2016,강북구,인수동,"13,884","33,089","16,091","16,998","32,858","16,022","16,836",231,69,162,2.37,"5,872"
3776,2016,도봉구,소계,"136,898","350,272","172,006","178,266","348,220","171,238","176,982","2,052",768,"1,284",2.54,"50,510"
3777,2016,도봉구,쌍문1동,"8,985","22,555","11,005","11,550","22,308","10,937","11,371",247,68,179,2.48,"3,603"
3778,2016,도봉구,쌍문2동,"8,664","21,104","10,240","10,864","20,969","10,188","10,781",135,52,83,2.42,"3,144"
3779,2016,도봉구,쌍문3동,"7,587","17,762","8,652","9,110","17,610","8,602","9,008",152,50,102,2.32,"2,829"
3780,2016,도봉구,쌍문4동,"7,188","20,763","9,958","10,805","20,703","9,933","10,770",60,25,35,2.88,"2,325"
3781,2016,도봉구,방학1동,"12,702","31,371","15,622","15,749","31,099","15,516","15,583",272,106,166,2.45,"4,485"
3782,2016,도봉구,방학2동,"9,582","22,391","11,370","11,021","22,180","11,286","10,894",211,84,127,2.31,"3,520"
3783,2016,도봉구,방학3동,"10,329","30,448","14,894","15,554","30,378","14,874","15,504",70,20,50,2.94,"3,723"
3784,2016,도봉구,창1동,"10,850","27,745","13,400","14,345","27,559","13,318","14,241",186,82,104,2.54,"3,710"
3785,2016,도봉구,창2동,"11,999","31,477","15,487","15,990","31,259","15,381","15,878",218,106,112,2.61,"4,071"
3786,2016,도봉구,창3동,"6,678","15,568","7,774","7,794","15,480","7,743","7,737",88,31,57,2.32,"2,434"
3787,2016,도봉구,창4동,"10,600","29,374","14,230","15,144","29,296","14,202","15,094",78,28,50,2.76,"3,476"
3788,2016,도봉구,창5동,"9,916","26,862","13,013","13,849","26,767","12,978","13,789",95,35,60,2.7,"3,406"
3789,2016,도봉구,도봉1동,"10,327","23,628","11,961","11,667","23,484","11,914","11,570",144,47,97,2.27,"4,709"
3790,2016,도봉구,도봉2동,"11,491","29,224","14,400","14,824","29,128","14,366","14,762",96,34,62,2.53,"5,075"
3791,2016,노원구,소계,"219,736","571,212","277,866","293,346","567,581","276,333","291,248","3,631","1,533","2,098",2.58,"70,887"
3792,2016,노원구,월계1동,"10,192","24,289","12,523","11,766","23,843","12,315","11,528",446,208,238,2.34,"3,486"
3793,2016,노원구,월계2동,"11,059","26,914","13,038","13,876","26,780","12,996","13,784",134,42,92,2.42,"4,318"
3794,2016,노원구,월계3동,"13,159","33,919","16,395","17,524","33,752","16,327","17,425",167,68,99,2.56,"4,756"
3795,2016,노원구,공릉2동,"16,718","44,747","22,157","22,590","44,041","21,783","22,258",706,374,332,2.63,"4,384"
3796,2016,노원구,하계1동,"11,720","29,914","14,497","15,417","29,727","14,398","15,329",187,99,88,2.54,"3,552"
3797,2016,노원구,하계2동,"8,442","24,778","11,980","12,798","24,719","11,954","12,765",59,26,33,2.93,"2,678"
3798,2016,노원구,중계본동,"9,408","28,026","13,779","14,247","27,943","13,747","14,196",83,32,51,2.97,"2,405"
3799,2016,노원구,중계1동,"9,226","29,363","14,366","14,997","29,276","14,328","14,948",87,38,49,3.17,"2,070"
3800,2016,노원구,중계4동,"8,296","22,336","10,919","11,417","22,256","10,893","11,363",80,26,54,2.68,"3,243"
3801,2016,노원구,상계1동,"15,776","42,402","20,760","21,642","42,221","20,697","21,524",181,63,118,2.68,"5,533"
3802,2016,노원구,상계2동,"8,646","22,171","10,961","11,210","22,022","10,899","11,123",149,62,87,2.55,"2,685"
3803,2016,노원구,상계5동,"11,378","27,742","13,501","14,241","27,605","13,453","14,152",137,48,89,2.43,"4,274"
3804,2016,노원구,상계8동,"9,371","25,627","12,348","13,279","25,586","12,338","13,248",41,10,31,2.73,"2,286"
3805,2016,노원구,상계9동,"8,649","23,300","11,177","12,123","23,222","11,159","12,063",78,18,60,2.68,"2,579"
3806,2016,노원구,상계10동,"7,476","19,155","8,955","10,200","19,091","8,925","10,166",64,30,34,2.55,"1,975"
3807,2016,노원구,상계3.4동,"13,074","30,174","15,140","15,034","29,999","15,085","14,914",175,55,120,2.29,"5,519"
3808,2016,노원구,상계6.7동,"14,121","36,593","17,156","19,437","36,430","17,094","19,336",163,62,101,2.58,"3,892"
3809,2016,노원구,중계2.3동,"15,618","39,542","18,518","21,024","39,354","18,448","20,906",188,70,118,2.52,"6,201"
3810,2016,노원구,공릉1동,"17,407","40,220","19,696","20,524","39,714","19,494","20,220",506,202,304,2.28,"5,051"
3811,2016,은평구,소계,"201,891","495,937","241,048","254,889","491,476","239,183","252,293","4,461","1,865","2,596",2.43,"71,457"
3812,2016,은평구,녹번동,"14,398","33,068","16,000","17,068","32,631","15,812","16,819",437,188,249,2.27,"5,164"
3813,2016,은평구,불광1동,"17,577","42,833","20,475","22,358","42,482","20,332","22,150",351,143,208,2.42,"6,404"
3814,2016,은평구,갈현1동,"11,075","25,974","12,722","13,252","25,730","12,607","13,123",244,115,129,2.32,"3,821"
3815,2016,은평구,갈현2동,"12,306","30,930","14,845","16,085","30,550","14,686","15,864",380,159,221,2.48,"4,085"
3816,2016,은평구,구산동,"12,476","34,302","17,333","16,969","34,072","17,234","16,838",230,99,131,2.73,"5,081"
3817,2016,은평구,대조동,"15,629","33,485","15,894","17,591","33,053","15,705","17,348",432,189,243,2.11,"4,993"
3818,2016,은평구,응암1동,"11,621","27,790","13,392","14,398","27,475","13,262","14,213",315,130,185,2.36,"3,870"
3819,2016,은평구,응암2동,"7,974","19,972","9,787","10,185","19,772","9,692","10,080",200,95,105,2.48,"2,594"
3820,2016,은평구,신사1동,"11,163","28,410","13,785","14,625","28,195","13,700","14,495",215,85,130,2.53,"3,909"
3821,2016,은평구,신사2동,"8,871","22,255","11,149","11,106","22,122","11,093","11,029",133,56,77,2.49,"3,071"
3822,2016,은평구,증산동,"7,858","19,422","9,666","9,756","19,283","9,602","9,681",139,64,75,2.45,"2,960"
3823,2016,은평구,수색동,"6,753","16,048","8,083","7,965","15,877","8,022","7,855",171,61,110,2.35,"2,728"
3824,2016,은평구,진관동,"18,103","53,811","25,680","28,131","53,613","25,590","28,023",198,90,108,2.96,"6,219"
3825,2016,은평구,불광2동,"13,340","29,881","14,627","15,254","29,571","14,505","15,066",310,122,188,2.22,"4,944"
3826,2016,은평구,응암3동,"12,441","27,152","13,337","13,815","26,841","13,221","13,620",311,116,195,2.16,"4,782"
3827,2016,은평구,역촌동,"20,306","50,604","24,273","26,331","50,209","24,120","26,089",395,153,242,2.47,"6,832"
3828,2016,서대문구,소계,"136,766","325,871","156,597","169,274","314,194","152,510","161,684","11,677","4,087","7,590",2.3,"47,653"
3829,2016,서대문구,천연동,"8,465","19,915","9,641","10,274","19,682","9,522","10,160",233,119,114,2.33,"3,061"
3830,2016,서대문구,홍제1동,"10,116","24,982","11,929","13,053","24,658","11,771","12,887",324,158,166,2.44,"3,938"
3831,2016,서대문구,홍제3동,"8,153","19,418","9,453","9,965","19,204","9,355","9,849",214,98,116,2.36,"3,472"
3832,2016,서대문구,홍제2동,"5,885","15,247","7,289","7,958","15,113","7,244","7,869",134,45,89,2.57,"2,377"
3833,2016,서대문구,홍은1동,"9,558","23,846","11,696","12,150","23,530","11,555","11,975",316,141,175,2.46,"3,974"
3834,2016,서대문구,홍은2동,"12,672","30,606","14,948","15,658","30,078","14,708","15,370",528,240,288,2.37,"4,620"
3835,2016,서대문구,남가좌1동,"5,854","16,929","8,205","8,724","16,538","8,047","8,491",391,158,233,2.83,"1,882"
3836,2016,서대문구,남가좌2동,"10,205","23,539","11,502","12,037","23,035","11,288","11,747",504,214,290,2.26,"3,688"
3837,2016,서대문구,북가좌1동,"7,069","19,873","9,653","10,220","19,688","9,585","10,103",185,68,117,2.79,"2,590"
3838,2016,서대문구,북가좌2동,"14,371","34,804","17,018","17,786","34,513","16,904","17,609",291,114,177,2.4,"5,217"
3839,2016,서대문구,충현동,"8,879","19,212","9,365","9,847","18,711","9,188","9,523",501,177,324,2.11,"2,975"
3840,2016,서대문구,북아현동,"5,756","12,993","6,259","6,734","12,702","6,125","6,577",291,134,157,2.21,"1,832"
3841,2016,서대문구,신촌동,"11,294","23,077","9,624","13,453","18,409","8,529","9,880","4,668","1,095","3,573",1.63,"2,127"
3842,2016,서대문구,연희동,"18,489","41,430","20,015","21,415","38,333","18,689","19,644","3,097","1,326","1,771",2.07,"5,900"
3843,2016,마포구,소계,"169,432","390,887","186,668","204,219","379,892","182,162","197,730","10,995","4,506","6,489",2.24,"48,303"
3844,2016,마포구,용강동,"8,925","22,535","10,826","11,709","21,944","10,503","11,441",591,323,268,2.46,"2,525"
3845,2016,마포구,대흥동,"7,373","14,223","6,700","7,523","12,432","6,124","6,308","1,791",576,"1,215",1.69,"1,834"
3846,2016,마포구,염리동,"5,317","12,033","5,710","6,323","11,151","5,419","5,732",882,291,591,2.1,"1,695"
3847,2016,마포구,신수동,"9,193","22,093","10,781","11,312","21,700","10,632","11,068",393,149,244,2.36,"2,836"
3848,2016,마포구,서교동,"14,604","27,798","12,880","14,918","26,132","12,186","13,946","1,666",694,972,1.79,"3,261"
3849,2016,마포구,합정동,"9,643","20,272","9,585","10,687","19,895","9,429","10,466",377,156,221,2.06,"2,416"
3850,2016,마포구,망원1동,"10,243","22,292","10,760","11,532","21,874","10,561","11,313",418,199,219,2.14,"3,049"
3851,2016,마포구,망원2동,"8,259","20,494","9,855","10,639","20,257","9,761","10,496",237,94,143,2.45,"2,679"
3852,2016,마포구,연남동,"8,936","18,592","8,752","9,840","17,488","8,260","9,228","1,104",492,612,1.96,"2,400"
3853,2016,마포구,성산1동,"9,174","20,838","9,902","10,936","20,415","9,733","10,682",423,169,254,2.23,"2,608"
3854,2016,마포구,성산2동,"16,257","40,199","19,222","20,977","39,984","19,136","20,848",215,86,129,2.46,"5,224"
3855,2016,마포구,상암동,"12,345","33,814","16,388","17,426","33,218","16,107","17,111",596,281,315,2.69,"3,395"
3856,2016,마포구,도화동,"9,656","23,387","11,158","12,229","23,083","11,034","12,049",304,124,180,2.39,"3,314"
3857,2016,마포구,서강동,"11,639","26,362","12,500","13,862","25,686","12,276","13,410",676,224,452,2.21,"2,761"
3858,2016,마포구,공덕동,"17,401","39,705","19,069","20,636","38,934","18,673","20,261",771,396,375,2.24,"5,437"
3859,2016,마포구,아현동,"10,467","26,250","12,580","13,670","25,699","12,328","13,371",551,252,299,2.46,"2,869"
3860,2016,양천구,소계,"177,434","481,845","238,163","243,682","477,739","236,290","241,449","4,106","1,873","2,233",2.69,"52,063"
3861,2016,양천구,목1동,"10,583","32,960","15,882","17,078","32,796","15,797","16,999",164,85,79,3.1,"2,457"
3862,2016,양천구,목2동,"12,655","31,956","15,668","16,288","31,714","15,567","16,147",242,101,141,2.51,"3,134"
3863,2016,양천구,목3동,"9,048","22,005","10,734","11,271","21,814","10,645","11,169",191,89,102,2.41,"2,532"
3864,2016,양천구,목4동,"10,010","27,940","13,859","14,081","27,763","13,787","13,976",177,72,105,2.77,"2,631"
3865,2016,양천구,신월1동,"10,265","23,328","11,970","11,358","22,989","11,832","11,157",339,138,201,2.24,"3,177"
3866,2016,양천구,신월2동,"8,694","23,542","11,699","11,843","23,330","11,601","11,729",212,98,114,2.68,"3,011"
3867,2016,양천구,신월3동,"8,491","18,276","9,567","8,709","18,022","9,459","8,563",254,108,146,2.12,"2,451"
3868,2016,양천구,신월4동,"6,921","20,009","9,833","10,176","19,908","9,798","10,110",101,35,66,2.88,"2,444"
3869,2016,양천구,신월5동,"6,389","16,391","8,123","8,268","16,231","8,058","8,173",160,65,95,2.54,"1,879"
3870,2016,양천구,신월6동,"3,074","7,947","4,009","3,938","7,899","3,993","3,906",48,16,32,2.57,"1,048"
3871,2016,양천구,신월7동,"9,308","23,493","11,590","11,903","23,347","11,544","11,803",146,46,100,2.51,"3,363"
3872,2016,양천구,신정1동,"7,206","21,854","10,708","11,146","21,667","10,616","11,051",187,92,95,3.01,"2,116"
3873,2016,양천구,신정2동,"7,224","21,492","10,634","10,858","21,359","10,575","10,784",133,59,74,2.96,"2,118"
3874,2016,양천구,신정3동,"19,010","52,998","26,210","26,788","52,297","25,856","26,441",701,354,347,2.75,"5,891"
3875,2016,양천구,신정6동,"8,145","25,918","12,625","13,293","25,891","12,611","13,280",27,14,13,3.18,"1,972"
3876,2016,양천구,신정7동,"11,392","31,435","15,394","16,041","31,204","15,278","15,926",231,116,115,2.74,"3,933"
3877,2016,양천구,목5동,"13,605","43,987","21,833","22,154","43,922","21,797","22,125",65,36,29,3.23,"3,265"
3878,2016,양천구,신정4동,"15,414","36,314","17,825","18,489","35,586","17,476","18,110",728,349,379,2.31,"4,641"
3879,2016,강서구,소계,"245,045","602,104","293,734","308,370","595,485","290,478","305,007","6,619","3,256","3,363",2.43,"71,062"
3880,2016,강서구,염창동,"13,978","41,116","20,243","20,873","40,967","20,187","20,780",149,56,93,2.93,"3,294"
3881,2016,강서구,등촌1동,"10,940","23,067","10,925","12,142","22,806","10,805","12,001",261,120,141,2.08,"2,364"
3882,2016,강서구,등촌2동,"8,212","22,072","11,002","11,070","21,958","10,949","11,009",114,53,61,2.67,"2,401"
3883,2016,강서구,등촌3동,"14,701","34,962","16,778","18,184","34,723","16,642","18,081",239,136,103,2.36,"5,163"
3884,2016,강서구,화곡본동,"15,552","36,628","17,911","18,717","36,210","17,729","18,481",418,182,236,2.33,"3,854"
3885,2016,강서구,화곡2동,"8,155","20,465","10,005","10,460","20,157","9,878","10,279",308,127,181,2.47,"2,321"
3886,2016,강서구,화곡3동,"9,025","23,190","11,245","11,945","22,995","11,143","11,852",195,102,93,2.55,"3,136"
3887,2016,강서구,화곡4동,"9,843","23,317","11,488","11,829","22,935","11,333","11,602",382,155,227,2.33,"2,965"
3888,2016,강서구,화곡6동,"10,747","25,797","12,688","13,109","25,582","12,591","12,991",215,97,118,2.38,"2,858"
3889,2016,강서구,화곡8동,"11,135","27,232","13,234","13,998","26,745","13,012","13,733",487,222,265,2.4,"3,528"
3890,2016,강서구,가양1동,"12,362","27,547","13,436","14,111","27,309","13,300","14,009",238,136,102,2.21,"2,261"
3891,2016,강서구,가양2동,"7,965","16,432","7,856","8,576","16,338","7,831","8,507",94,25,69,2.05,"3,058"
3892,2016,강서구,가양3동,"7,758","17,289","8,248","9,041","17,164","8,196","8,968",125,52,73,2.21,"2,837"
3893,2016,강서구,발산1동,"13,446","39,921","19,053","20,868","39,715","18,973","20,742",206,80,126,2.95,"3,749"
3894,2016,강서구,공항동,"10,898","24,660","12,679","11,981","23,624","11,934","11,690","1,036",745,291,2.17,"3,054"
3895,2016,강서구,방화1동,"16,945","46,284","22,736","23,548","45,950","22,577","23,373",334,159,175,2.71,"5,148"
3896,2016,강서구,방화2동,"11,338","25,035","12,369","12,666","24,780","12,247","12,533",255,122,133,2.19,"3,944"
3897,2016,강서구,방화3동,"11,197","25,779","12,427","13,352","25,618","12,351","13,267",161,76,85,2.29,"4,002"
3898,2016,강서구,화곡1동,"24,515","54,425","26,881","27,544","53,252","26,369","26,883","1,173",512,661,2.17,"6,619"
3899,2016,강서구,우장산동,"16,333","46,886","22,530","24,356","46,657","22,431","24,226",229,99,130,2.86,"4,506"
3900,2016,구로구,소계,"172,220","449,600","225,411","224,189","417,551","207,667","209,884","32,049","17,744","14,305",2.42,"55,705"
3901,2016,구로구,신도림동,"13,273","38,202","18,686","19,516","37,850","18,493","19,357",352,193,159,2.85,"3,666"
3902,2016,구로구,구로1동,"7,802","22,645","11,235","11,410","22,164","10,987","11,177",481,248,233,2.84,"1,853"
3903,2016,구로구,구로3동,"13,775","28,081","14,202","13,879","26,322","13,275","13,047","1,759",927,832,1.91,"2,868"
3904,2016,구로구,구로4동,"11,223","28,651","14,492","14,159","23,407","11,633","11,774","5,244","2,859","2,385",2.09,"3,855"
3905,2016,구로구,구로5동,"14,220","35,068","17,379","17,689","31,325","15,326","15,999","3,743","2,053","1,690",2.2,"3,838"
3906,2016,구로구,고척1동,"9,620","25,371","12,718","12,653","25,005","12,539","12,466",366,179,187,2.6,"3,409"
3907,2016,구로구,고척2동,"11,683","30,410","15,201","15,209","29,838","14,911","14,927",572,290,282,2.55,"3,945"
3908,2016,구로구,개봉2동,"12,856","34,663","17,042","17,621","34,262","16,856","17,406",401,186,215,2.67,"4,903"
3909,2016,구로구,개봉3동,"8,473","22,262","10,987","11,275","21,905","10,815","11,090",357,172,185,2.59,"2,973"
3910,2016,구로구,오류1동,"9,594","21,943","10,814","11,129","21,285","10,507","10,778",658,307,351,2.22,"3,044"
3911,2016,구로구,오류2동,"16,501","45,854","22,455","23,399","45,144","22,103","23,041",710,352,358,2.74,"5,853"
3912,2016,구로구,수궁동,"9,711","25,920","12,947","12,973","25,585","12,758","12,827",335,189,146,2.63,"3,369"
3913,2016,구로구,가리봉동,"6,141","17,575","9,965","7,610","10,718","5,857","4,861","6,857","4,108","2,749",1.75,"1,988"
