Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15
2009.4/4,광진구,중곡2동,"9,395","23,303","11,403","11,900","23,109","11,334","11,775",194,69,125,2.46,"1,816"
2009.4/4,광진구,중곡3동,"8,202","20,040","10,017","10,023","19,878","9,950","9,928",162,67,95,2.42,"1,650"
2009.4/4,광진구,중곡4동,"12,226","32,046","15,984","16,062","31,915","15,936","15,979",131,48,83,2.61,"2,680"
2009.4/4,광진구,능동,"5,138","10,980","5,269","5,711","10,768","5,171","5,597",212,98,114,2.1,954
2009.4/4,광진구,구의1동,"10,771","24,067","11,597","12,470","23,041","11,159","11,882","1,026",438,588,2.14,"1,938"
2009.4/4,광진구,구의2동,"10,421","26,847","13,313","13,534","26,579","13,215","13,364",268,98,170,2.55,"2,406"
2009.4/4,광진구,구의3동,"11,572","30,384","14,753","15,631","30,195","14,663","15,532",189,90,99,2.61,"2,327"
2009.4/4,광진구,광장동,"11,818","35,962","17,544","18,418","35,654","17,396","18,258",308,148,160,3.02,"2,386"
2009.4/4,광진구,자양1동,"11,025","26,697","13,163","13,534","24,640","12,194","12,446","2,057",969,"1,088",2.23,"2,152"
2009.4/4,광진구,자양2동,"11,597","29,632","14,930","14,702","29,403","14,825","14,578",229,105,124,2.54,"2,165"
2009.4/4,광진구,자양3동,"11,560","32,505","16,088","16,417","31,986","15,827","16,159",519,261,258,2.77,"2,110"
2009.4/4,광진구,자양4동,"12,802","30,231","15,259","14,972","27,059","13,769","13,290","3,172","1,490","1,682",2.11,"2,584"
2009.4/4,동대문구,소계,"153,437","374,277","187,856","186,421","362,146","182,550","179,596","12,131","5,306","6,825",2.36,"39,693"
2009.4/4,동대문구,회기동,"5,576","12,063","5,820","6,243","10,933","5,336","5,597","1,130",484,646,1.96,"1,138"
2009.4/4,동대문구,휘경1동,"8,203","18,601","9,254","9,347","17,437","8,748","8,689","1,164",506,658,2.13,"1,835"
2009.4/4,동대문구,휘경2동,"9,518","24,286","11,921","12,365","24,129","11,860","12,269",157,61,96,2.54,"2,243"
2009.4/4,동대문구,청량리동,"10,793","26,104","13,034","13,070","25,127","12,583","12,544",977,451,526,2.33,"3,748"
2009.4/4,동대문구,용신동,"14,343","31,502","16,300","15,202","29,942","15,599","14,343","1,560",701,859,2.09,"3,958"
2009.4/4,동대문구,제기동,"12,953","30,141","15,350","14,791","28,758","14,758","14,000","1,383",592,791,2.22,"3,853"
2009.4/4,동대문구,전농1동,"12,768","28,948","14,913","14,035","28,195","14,584","13,611",753,329,424,2.21,"3,559"
2009.4/4,동대문구,전농2동,"6,980","19,285","9,533","9,752","19,181","9,489","9,692",104,44,60,2.75,"2,140"
2009.4/4,동대문구,답십리1동,"8,085","19,765","9,961","9,804","19,061","9,642","9,419",704,319,385,2.36,"2,189"
2009.4/4,동대문구,답십리2동,"12,158","32,966","16,345","16,621","32,771","16,263","16,508",195,82,113,2.7,"3,349"
2009.4/4,동대문구,장안1동,"14,355","37,532","18,889","18,643","36,501","18,479","18,022","1,031",410,621,2.54,"3,298"
2009.4/4,동대문구,장안2동,"12,703","33,078","16,760","16,318","32,871","16,690","16,181",207,70,137,2.59,"2,789"
2009.4/4,동대문구,이문1동,"16,078","34,890","17,397","17,493","33,210","16,594","16,616","1,680",803,877,2.07,"3,372"
2009.4/4,동대문구,이문2동,"8,924","25,116","12,379","12,737","24,030","11,925","12,105","1,086",454,632,2.69,"2,222"
2009.4/4,중랑구,소계,"171,448","429,700","214,546","215,154","424,761","212,576","212,185","4,939","1,970","2,969",2.48,"39,191"
2009.4/4,중랑구,면목2동,"12,066","29,304","14,775","14,529","29,033","14,670","14,363",271,105,166,2.41,"2,554"
2009.4/4,중랑구,면목4동,"10,130","23,845","11,666","12,179","23,663","11,584","12,079",182,82,100,2.34,"2,139"
2009.4/4,중랑구,면목5동,"6,240","14,898","7,573","7,325","14,762","7,529","7,233",136,44,92,2.37,"1,445"
2009.4/4,중랑구,면목7동,"10,665","26,757","13,322","13,435","26,588","13,257","13,331",169,65,104,2.49,"2,438"
2009.4/4,중랑구,상봉1동,"9,359","26,542","13,131","13,411","26,173","12,979","13,194",369,152,217,2.8,"2,167"
2009.4/4,중랑구,상봉2동,"8,918","19,183","9,665","9,518","18,989","9,585","9,404",194,80,114,2.13,"1,862"
2009.4/4,중랑구,중화1동,"8,112","22,452","11,185","11,267","21,913","10,963","10,950",539,222,317,2.7,"1,820"
2009.4/4,중랑구,중화2동,"14,605","32,435","16,576","15,859","32,014","16,398","15,616",421,178,243,2.19,"3,252"
2009.4/4,중랑구,묵1동,"12,800","34,905","17,246","17,659","34,602","17,123","17,479",303,123,180,2.7,"3,197"
2009.4/4,중랑구,묵2동,"8,394","20,627","10,335","10,292","20,512","10,298","10,214",115,37,78,2.44,"1,981"
2009.4/4,중랑구,망우3동,"8,259","20,101","10,133","9,968","19,986","10,092","9,894",115,41,74,2.42,"1,823"
2009.4/4,중랑구,신내1동,"9,787","28,363","14,084","14,279","28,115","13,971","14,144",248,113,135,2.87,"2,515"
2009.4/4,중랑구,신내2동,"9,438","26,232","12,857","13,375","26,196","12,842","13,354",36,15,21,2.78,"2,269"
2009.4/4,중랑구,면목본동,"15,867","38,568","19,091","19,477","37,361","18,628","18,733","1,207",463,744,2.35,"3,418"
2009.4/4,중랑구,면목3.8동,"12,646","30,495","15,330","15,165","30,308","15,260","15,048",187,70,117,2.4,"2,929"
2009.4/4,중랑구,망우본동,"14,162","34,993","17,577","17,416","34,546","17,397","17,149",447,180,267,2.44,"3,382"
2009.4/4,성북구,소계,"192,990","484,457","239,463","244,994","476,028","235,755","240,273","8,429","3,708","4,721",2.47,"49,417"
2009.4/4,성북구,돈암1동,"6,758","17,992","8,727","9,265","17,877","8,686","9,191",115,41,74,2.65,"1,892"
2009.4/4,성북구,돈암2동,"8,503","24,638","12,018","12,620","24,471","11,945","12,526",167,73,94,2.88,"2,237"
2009.4/4,성북구,안암동,"8,672","18,628","9,488","9,140","17,165","8,780","8,385","1,463",708,755,1.98,"1,670"
2009.4/4,성북구,보문동,"7,581","17,413","8,643","8,770","17,032","8,501","8,531",381,142,239,2.25,"1,850"
2009.4/4,성북구,정능1동,"7,580","21,102","10,129","10,973","20,416","9,852","10,564",686,277,409,2.69,"2,144"
2009.4/4,성북구,정능2동,"9,608","25,168","12,477","12,691","25,075","12,428","12,647",93,49,44,2.61,"2,671"
2009.4/4,성북구,정능3동,"8,097","18,967","9,486","9,481","18,697","9,361","9,336",270,125,145,2.31,"2,305"
2009.4/4,성북구,정능4동,"10,836","28,329","13,933","14,396","28,138","13,841","14,297",191,92,99,2.6,"2,893"
2009.4/4,성북구,길음1동,"9,915","28,515","13,877","14,638","28,186","13,734","14,452",329,143,186,2.84,"2,279"
2009.4/4,성북구,길음2동,"8,941","20,739","10,163","10,576","20,618","10,112","10,506",121,51,70,2.31,"2,207"
2009.4/4,성북구,월곡1동,"10,420","27,855","13,873","13,982","27,399","13,673","13,726",456,200,256,2.63,"2,715"
2009.4/4,성북구,월곡2동,"8,590","21,956","10,870","11,086","21,755","10,785","10,970",201,85,116,2.53,"2,299"
2009.4/4,성북구,장위1동,"10,564","27,635","13,800","13,835","27,075","13,564","13,511",560,236,324,2.56,"2,666"
2009.4/4,성북구,장위2동,"9,833","24,304","12,243","12,061","24,138","12,175","11,963",166,68,98,2.45,"2,572"
2009.4/4,성북구,장위3동,"8,358","20,573","10,504","10,069","20,376","10,413","9,963",197,91,106,2.44,"2,216"
2009.4/4,성북구,성북동,"8,423","19,947","9,637","10,310","19,233","9,331","9,902",714,306,408,2.28,"2,496"
2009.4/4,성북구,삼선동,"11,758","27,496","13,416","14,080","26,896","13,159","13,737",600,257,343,2.29,"2,898"
2009.4/4,성북구,동선동,"7,527","15,615","7,178","8,437","15,183","6,973","8,210",432,205,227,2.02,"1,707"
2009.4/4,성북구,종암동,"15,429","38,741","19,518","19,223","38,183","19,267","18,916",558,251,307,2.47,"3,801"
2009.4/4,성북구,석관동,"15,597","38,844","19,483","19,361","38,115","19,175","18,940",729,308,421,2.44,"3,899"
2009.4/4,강북구,소계,"136,779","343,912","170,346","173,566","340,367","168,998","171,369","3,545","1,348","2,197",2.49,"38,749"
2009.4/4,강북구,번1동,"8,908","21,126","10,429","10,697","20,699","10,281","10,418",427,148,279,2.32,"2,240"
2009.4/4,강북구,번2동,"8,177","20,729","10,199","10,530","20,648","10,169","10,479",81,30,51,2.53,"2,408"
2009.4/4,강북구,번3동,"7,746","21,881","10,579","11,302","21,814","10,559","11,255",67,20,47,2.82,"2,752"
2009.4/4,강북구,수유1동,"9,703","23,897","12,011","11,886","23,370","11,810","11,560",527,201,326,2.41,"2,649"
2009.4/4,강북구,수유2동,"9,214","23,969","11,827","12,142","23,868","11,795","12,073",101,32,69,2.59,"3,049"
2009.4/4,강북구,수유3동,"10,728","24,403","12,151","12,252","24,179","12,061","12,118",224,90,134,2.25,"2,878"
2009.4/4,강북구,삼양동,"13,408","33,616","16,874","16,742","33,077","16,678","16,399",539,196,343,2.47,"3,419"
2009.4/4,강북구,미아동,"10,333","25,076","12,535","12,541","24,458","12,263","12,195",618,272,346,2.37,"2,627"
2009.4/4,강북구,송중동,"14,295","36,115","17,649","18,466","35,818","17,541","18,277",297,108,189,2.51,"3,898"
2009.4/4,강북구,송천동,"13,834","32,917","16,442","16,475","32,629","16,324","16,305",288,118,170,2.36,"3,824"
2009.4/4,강북구,삼각산동,"8,204","24,160","11,904","12,256","24,101","11,881","12,220",59,23,36,2.94,"1,971"
2009.4/4,강북구,우이동,"8,694","21,952","11,036","10,916","21,810","10,983","10,827",142,53,89,2.51,"2,857"
2009.4/4,강북구,인수동,"13,535","34,071","16,710","17,361","33,896","16,653","17,243",175,57,118,2.5,"4,177"
2009.4/4,도봉구,소계,"139,010","372,398","184,019","188,379","369,733","182,985","186,748","2,665","1,034","1,631",2.66,"36,245"
2009.4/4,도봉구,쌍문1동,"8,580","22,831","11,185","11,646","22,452","11,048","11,404",379,137,242,2.62,"2,561"
2009.4/4,도봉구,쌍문2동,"8,244","21,564","10,666","10,898","21,466","10,635","10,831",98,31,67,2.6,"2,190"
2009.4/4,도봉구,쌍문3동,"7,395","19,010","9,289","9,721","18,872","9,240","9,632",138,49,89,2.55,"2,013"
2009.4/4,도봉구,쌍문4동,"7,629","22,210","10,795","11,415","22,170","10,785","11,385",40,10,30,2.91,"1,824"
2009.4/4,도봉구,방학1동,"12,173","33,152","16,587","16,565","32,742","16,414","16,328",410,173,237,2.69,"2,959"
2009.4/4,도봉구,방학2동,"9,809","24,813","12,483","12,330","24,643","12,419","12,224",170,64,106,2.51,"2,477"
2009.4/4,도봉구,방학3동,"10,919","32,803","16,135","16,668","32,737","16,109","16,628",66,26,40,3,"2,783"
2009.4/4,도봉구,창1동,"11,182","29,790","14,581","15,209","29,265","14,359","14,906",525,222,303,2.62,"2,836"
2009.4/4,도봉구,창2동,"12,161","31,672","15,685","15,987","31,474","15,589","15,885",198,96,102,2.59,"2,819"
2009.4/4,도봉구,창3동,"6,704","16,683","8,409","8,274","16,621","8,391","8,230",62,18,44,2.48,"1,657"
2009.4/4,도봉구,창4동,"11,437","31,453","15,237","16,216","31,400","15,213","16,187",53,24,29,2.75,"2,626"
2009.4/4,도봉구,창5동,"10,196","28,642","14,092","14,550","28,540","14,044","14,496",102,48,54,2.8,"2,462"
2009.4/4,도봉구,도봉1동,"10,558","25,469","12,840","12,629","25,142","12,727","12,415",327,113,214,2.38,"3,298"
2009.4/4,도봉구,도봉2동,"12,023","32,306","16,035","16,271","32,209","16,012","16,197",97,23,74,2.68,"3,740"
2009.4/4,노원구,소계,"225,000","615,161","301,164","313,997","610,616","299,211","311,405","4,545","1,953","2,592",2.71,"54,756"
2009.4/4,노원구,월계1동,"9,782","25,472","12,941","12,531","24,517","12,521","11,996",955,420,535,2.51,"2,489"
2009.4/4,노원구,월계2동,"12,476","31,863","15,604","16,259","31,741","15,561","16,180",122,43,79,2.54,"3,427"
2009.4/4,노원구,월계3동,"13,874","37,329","18,235","19,094","37,259","18,210","19,049",70,25,45,2.69,"3,588"
2009.4/4,노원구,공릉2동,"17,032","47,186","23,485","23,701","46,730","23,299","23,431",456,186,270,2.74,"3,366"
2009.4/4,노원구,하계1동,"11,454","31,577","15,337","16,240","31,407","15,250","16,157",170,87,83,2.74,"2,960"
2009.4/4,노원구,하계2동,"8,871","26,563","13,004","13,559","26,527","12,992","13,535",36,12,24,2.99,"2,098"
2009.4/4,노원구,중계본동,"10,219","31,292","15,457","15,835","30,825","15,239","15,586",467,218,249,3.02,"2,164"
2009.4/4,노원구,중계1동,"9,829","31,456","15,435","16,021","31,392","15,403","15,989",64,32,32,3.19,"1,814"
2009.4/4,노원구,중계4동,"8,488","24,155","11,745","12,410","23,476","11,484","11,992",679,261,418,2.77,"2,358"
2009.4/4,노원구,상계1동,"14,630","41,784","20,639","21,145","41,644","20,575","21,069",140,64,76,2.85,"3,840"
2009.4/4,노원구,상계2동,"8,341","22,614","11,206","11,408","22,519","11,168","11,351",95,38,57,2.7,"2,018"
2009.4/4,노원구,상계5동,"9,294","24,809","12,174","12,635","24,697","12,131","12,566",112,43,69,2.66,"2,447"
2009.4/4,노원구,상계8동,"9,541","27,233","13,143","14,090","27,206","13,134","14,072",27,9,18,2.85,"1,929"
2009.4/4,노원구,상계9동,"9,134","25,578","12,461","13,117","25,537","12,446","13,091",41,15,26,2.8,"1,995"
2009.4/4,노원구,상계10동,"8,106","21,296","10,111","11,185","21,268","10,101","11,167",28,10,18,2.62,"1,700"
2009.4/4,노원구,공릉1.3동,"16,513","41,747","20,528","21,219","41,082","20,208","20,874",665,320,345,2.49,"3,533"
2009.4/4,노원구,상계3.4동,"16,993","41,778","21,046","20,732","41,604","20,992","20,612",174,54,120,2.45,"5,080"
2009.4/4,노원구,상계6.7동,"14,671","38,039","18,000","20,039","37,916","17,940","19,976",123,60,63,2.58,"3,006"
2009.4/4,노원구,중계2.3동,"15,752","43,390","20,613","22,777","43,269","20,557","22,712",121,56,65,2.75,"4,944"
2009.4/4,은평구,소계,"185,701","470,782","231,849","238,933","465,895","229,728","236,167","4,887","2,121","2,766",2.51,"48,979"
2009.4/4,은평구,녹번동,"15,508","36,638","17,883","18,755","36,132","17,655","18,477",506,228,278,2.33,"4,036"
2009.4/4,은평구,불광1동,"14,633","35,909","17,541","18,368","35,446","17,326","18,120",463,215,248,2.42,"4,016"
2009.4/4,은평구,갈현1동,"10,676","27,038","13,376","13,662","26,691","13,243","13,448",347,133,214,2.5,"2,682"
2009.4/4,은평구,갈현2동,"10,673","28,040","13,575","14,465","27,795","13,465","14,330",245,110,135,2.6,"2,656"
2009.4/4,은평구,구산동,"11,470","33,507","17,161","16,346","33,345","17,098","16,247",162,63,99,2.91,"3,437"
2009.4/4,은평구,대조동,"13,246","31,659","15,219","16,440","31,242","15,033","16,209",417,186,231,2.36,"3,485"
2009.4/4,은평구,응암1동,"13,801","34,031","16,676","17,355","33,379","16,400","16,979",652,276,376,2.42,"3,382"
2009.4/4,은평구,응암2동,"8,826","20,562","10,250","10,312","20,434","10,208","10,226",128,42,86,2.32,"2,390"
2009.4/4,은평구,신사1동,"10,357","27,841","13,709","14,132","27,405","13,510","13,895",436,199,237,2.65,"2,568"
2009.4/4,은평구,신사2동,"9,180","24,057","12,195","11,862","23,961","12,161","11,800",96,34,62,2.61,"2,166"
2009.4/4,은평구,증산동,"8,599","22,356","11,121","11,235","22,188","11,055","11,133",168,66,102,2.58,"2,307"
2009.4/4,은평구,수색동,"8,469","21,326","10,629","10,697","21,073","10,522","10,551",253,107,146,2.49,"2,527"
2009.4/4,은평구,진관동,"7,254","21,117","10,322","10,795","21,020","10,275","10,745",97,47,50,2.9,"2,005"
2009.4/4,은평구,불광2동,"13,449","32,024","15,765","16,259","31,822","15,691","16,131",202,74,128,2.37,"3,581"
2009.4/4,은평구,응암3동,"11,498","27,834","13,785","14,049","27,665","13,722","13,943",169,63,106,2.41,"3,296"
2009.4/4,은평구,역촌동,"18,062","46,843","22,642","24,201","46,297","22,364","23,933",546,278,268,2.56,"4,445"
2009.4/4,서대문구,소계,"137,062","336,649","164,251","172,398","327,451","160,243","167,208","9,198","4,008","5,190",2.39,"37,561"
2009.4/4,서대문구,천연동,"8,202","20,117","9,817","10,300","19,892","9,712","10,180",225,105,120,2.43,"2,370"
2009.4/4,서대문구,홍제1동,"11,392","28,628","13,767","14,861","28,187","13,578","14,609",441,189,252,2.47,"3,310"
2009.4/4,서대문구,홍제3동,"8,309","20,807","10,159","10,648","20,585","10,058","10,527",222,101,121,2.48,"2,617"
2009.4/4,서대문구,홍제2동,"6,049","16,236","7,839","8,397","16,096","7,785","8,311",140,54,86,2.66,"1,712"
2009.4/4,서대문구,홍은1동,"11,106","28,672","14,119","14,553","28,395","14,017","14,378",277,102,175,2.56,"3,482"
2009.4/4,서대문구,홍은2동,"11,598","30,006","14,807","15,199","29,446","14,538","14,908",560,269,291,2.54,"3,226"
2009.4/4,서대문구,남가좌1동,"1,977","4,537","2,311","2,226","4,324","2,207","2,117",213,104,109,2.19,571
2009.4/4,서대문구,남가좌2동,"12,650","31,906","15,653","16,253","31,439","15,443","15,996",467,210,257,2.49,"3,469"
2009.4/4,서대문구,북가좌1동,"4,095","10,735","5,397","5,338","10,637","5,357","5,280",98,40,58,2.6,"1,183"
2009.4/4,서대문구,북가좌2동,"13,449","35,172","17,313","17,859","34,907","17,222","17,685",265,91,174,2.6,"3,694"
2009.4/4,서대문구,충현동,"10,779","24,405","12,133","12,272","24,046","11,969","12,077",359,164,195,2.23,"2,849"
2009.4/4,서대문구,북아현동,"9,042","20,349","9,810","10,539","19,832","9,586","10,246",517,224,293,2.19,"2,131"
2009.4/4,서대문구,신촌동,"10,020","20,900","9,536","11,364","18,111","8,461","9,650","2,789","1,075","1,714",1.81,"1,856"
2009.4/4,서대문구,연희동,"18,394","44,179","21,590","22,589","41,554","20,310","21,244","2,625","1,280","1,345",2.26,"5,091"
2009.4/4,마포구,소계,"165,750","392,313","191,300","201,013","384,013","187,324","196,689","8,300","3,976","4,324",2.32,"38,327"
2009.4/4,마포구,용강동,"8,836","21,857","10,632","11,225","21,452","10,424","11,028",405,208,197,2.43,"2,086"
