기간,자치구,동,세대,계,계,계,한국인,한국인,한국인,등록외국인,등록외국인,등록외국인,세대당인구,65세이상고령자
기간,자치구,동,세대,인구,남자,여자,인구,남자,여자,인구,남자,여자,세대당인구,65세이상고령자
2011.2/4,합계,합계,"4,210,104","10,570,064","5,231,751","5,338,313","10,288,284","5,095,751","5,192,533","281,780","136,000","145,780",2.44,"1,020,473"
2011.2/4,종로구,소계,"77,121","178,779","88,814","89,965","169,473","84,496","84,977","9,306","4,318","4,988",2.2,"22,554"
2011.2/4,종로구,사직동,"4,646","10,571","4,984","5,587","10,105","4,714","5,391",466,270,196,2.17,"1,528"
2011.2/4,종로구,삼청동,"1,637","3,648","1,779","1,869","3,462","1,660","1,802",186,119,67,2.11,589
2011.2/4,종로구,부암동,"4,638","11,652","5,775","5,877","11,439","5,674","5,765",213,101,112,2.47,"1,549"
2011.2/4,종로구,평창동,"7,386","20,002","9,563","10,439","19,656","9,414","10,242",346,149,197,2.66,"2,543"
2011.2/4,종로구,무악동,"3,265","8,720","4,182","4,538","8,641","4,156","4,485",79,26,53,2.65,"1,056"
2011.2/4,종로구,교남동,"4,468","9,287","4,571","4,716","9,082","4,482","4,600",205,89,116,2.03,"1,290"
2011.2/4,종로구,가회동,"2,491","5,771","2,769","3,002","5,623","2,705","2,918",148,64,84,2.26,867
2011.2/4,종로구,종로1.2.3.4가동,"5,229","9,280","5,256","4,024","7,947","4,560","3,387","1,333",696,637,1.52,"1,519"
2011.2/4,종로구,종로5·6가동,"3,127","6,602","3,520","3,082","6,229","3,355","2,874",373,165,208,1.99,887
2011.2/4,종로구,이화동,"4,560","9,951","4,799","5,152","9,320","4,506","4,814",631,293,338,2.04,"1,090"
2011.2/4,종로구,혜화동,"5,833","13,065","6,300","6,765","12,208","5,929","6,279",857,371,486,2.09,"1,382"
2011.2/4,종로구,명륜3가동,"3,549","7,208","3,723","3,485","6,267","3,317","2,950",941,406,535,1.77,860
2011.2/4,종로구,창신1동,"3,682","8,702","4,453","4,249","6,961","3,656","3,305","1,741",797,944,1.89,943
2011.2/4,종로구,창신2동,"5,128","12,215","6,159","6,056","11,617","5,897","5,720",598,262,336,2.27,"1,379"
2011.2/4,종로구,창신3동,"3,179","8,708","4,334","4,374","8,616","4,299","4,317",92,35,57,2.71,924
2011.2/4,종로구,숭인1동,"3,328","8,229","4,058","4,171","7,535","3,751","3,784",694,307,387,2.26,840
2011.2/4,종로구,숭인2동,"4,854","9,534","4,993","4,541","9,323","4,901","4,422",211,92,119,1.92,"1,300"
2011.2/4,종로구,청운효자동,"6,121","15,634","7,596","8,038","15,442","7,520","7,922",192,76,116,2.52,"2,008"
2011.2/4,중구,소계,"61,110","141,083","70,990","70,093","132,406","66,751","65,655","8,677","4,239","4,438",2.17,"17,559"
2011.2/4,중구,소공동,702,"1,752",979,773,"1,317",704,613,435,275,160,1.88,153
2011.2/4,중구,회현동,"3,385","6,340","3,491","2,849","5,474","3,030","2,444",866,461,405,1.62,"1,048"
2011.2/4,중구,명동,"1,738","4,185","2,003","2,182","3,461","1,552","1,909",724,451,273,1.99,581
2011.2/4,중구,필동,"2,385","5,163","2,722","2,441","4,594","2,448","2,146",569,274,295,1.93,699
2011.2/4,중구,장충동,"2,934","6,198","3,134","3,064","5,675","2,912","2,763",523,222,301,1.93,687
2011.2/4,중구,광희동,"3,149","6,794","3,592","3,202","5,748","3,121","2,627","1,046",471,575,1.83,865
2011.2/4,중구,을지로동,"1,398","2,150","1,313",837,"2,034","1,258",776,116,55,61,1.45,397
2011.2/4,중구,신당1동,"4,187","10,360","5,215","5,145","8,311","4,278","4,033","2,049",937,"1,112",1.98,"1,059"
2011.2/4,중구,신당2동,"7,363","17,080","8,411","8,669","16,755","8,272","8,483",325,139,186,2.28,"1,995"
2011.2/4,중구,신당3동,"8,042","19,892","9,643","10,249","19,670","9,540","10,130",222,103,119,2.45,"2,613"
2011.2/4,중구,신당4동,"6,526","16,305","7,843","8,462","16,155","7,783","8,372",150,60,90,2.48,"1,981"
2011.2/4,중구,신당5동,"3,794","8,397","4,269","4,128","8,151","4,144","4,007",246,125,121,2.15,"1,096"
2011.2/4,중구,신당6동,"3,693","9,771","4,808","4,963","9,658","4,759","4,899",113,49,64,2.62,"1,123"
2011.2/4,중구,황학동,"6,042","13,747","7,025","6,722","12,806","6,569","6,237",941,456,485,2.12,"1,469"
2011.2/4,중구,중림동,"5,772","12,949","6,542","6,407","12,597","6,381","6,216",352,161,191,2.18,"1,793"
2011.2/4,용산구,소계,"113,330","259,659","126,848","132,811","247,057","120,352","126,705","12,602","6,496","6,106",2.18,"31,173"
2011.2/4,용산구,후암동,"9,211","20,811","10,358","10,453","20,209","10,078","10,131",602,280,322,2.19,"2,481"
2011.2/4,용산구,용산2가동,"6,220","14,236","6,996","7,240","13,232","6,417","6,815","1,004",579,425,2.13,"1,737"
2011.2/4,용산구,남영동,"5,169","8,443","4,939","3,504","7,912","4,694","3,218",531,245,286,1.53,"1,154"
2011.2/4,용산구,원효로2동,"6,154","16,101","7,703","8,398","15,880","7,614","8,266",221,89,132,2.58,"1,818"
2011.2/4,용산구,효창동,"4,557","11,586","5,634","5,952","11,428","5,564","5,864",158,70,88,2.51,"1,364"
2011.2/4,용산구,용문동,"5,251","13,564","6,630","6,934","13,395","6,554","6,841",169,76,93,2.55,"1,532"
2011.2/4,용산구,이촌1동,"10,056","28,480","13,462","15,018","26,979","12,612","14,367","1,501",850,651,2.68,"3,282"
2011.2/4,용산구,이촌2동,"4,378","10,565","5,077","5,488","10,515","5,055","5,460",50,22,28,2.4,"1,413"
2011.2/4,용산구,이태원1동,"4,549","10,599","5,047","5,552","8,624","3,965","4,659","1,975","1,082",893,1.9,"1,381"
2011.2/4,용산구,이태원2동,"5,468","11,710","5,520","6,190","11,316","5,288","6,028",394,232,162,2.07,"1,736"
2011.2/4,용산구,서빙고동,"5,453","13,962","6,704","7,258","13,548","6,506","7,042",414,198,216,2.48,"1,813"
2011.2/4,용산구,보광동,"8,888","19,053","9,267","9,786","18,147","8,787","9,360",906,480,426,2.04,"2,237"
2011.2/4,용산구,청파동,"11,819","24,757","11,941","12,816","23,782","11,577","12,205",975,364,611,2.01,"2,638"
2011.2/4,용산구,원효로1동,"5,659","12,673","6,319","6,354","12,382","6,185","6,197",291,134,157,2.19,"1,325"
2011.2/4,용산구,한강로동,"8,000","16,732","8,392","8,340","15,754","7,896","7,858",978,496,482,1.97,"2,287"
2011.2/4,용산구,한남동,"12,498","26,387","12,859","13,528","23,954","11,560","12,394","2,433","1,299","1,134",1.92,"2,975"
2011.2/4,성동구,소계,"128,052","313,333","156,923","156,410","305,113","152,984","152,129","8,220","3,939","4,281",2.38,"32,162"
2011.2/4,성동구,왕십리2동,"7,319","18,220","9,065","9,155","17,981","8,960","9,021",239,105,134,2.46,"1,858"
2011.2/4,성동구,마장동,"10,309","26,250","13,175","13,075","25,710","12,908","12,802",540,267,273,2.49,"2,703"
2011.2/4,성동구,사근동,"5,883","11,717","6,139","5,578","10,814","5,732","5,082",903,407,496,1.84,"1,202"
2011.2/4,성동구,행당1동,"7,654","18,519","9,088","9,431","17,919","8,816","9,103",600,272,328,2.34,"1,968"
2011.2/4,성동구,행당2동,"9,619","26,867","12,897","13,970","26,800","12,871","13,929",67,26,41,2.79,"2,497"
2011.2/4,성동구,응봉동,"6,593","17,572","8,472","9,100","17,510","8,449","9,061",62,23,39,2.66,"1,886"
2011.2/4,성동구,금호1가동,"6,325","16,341","7,967","8,374","16,189","7,905","8,284",152,62,90,2.56,"1,842"
2011.2/4,성동구,금호4가동,"6,406","15,482","7,594","7,888","15,240","7,494","7,746",242,100,142,2.38,"1,688"
2011.2/4,성동구,성수1가1동,"7,436","18,937","9,771","9,166","18,249","9,392","8,857",688,379,309,2.45,"1,513"
2011.2/4,성동구,성수1가2동,"8,194","19,069","9,678","9,391","18,763","9,526","9,237",306,152,154,2.29,"1,646"
2011.2/4,성동구,성수2가1동,"9,318","22,396","11,604","10,792","21,247","11,041","10,206","1,149",563,586,2.28,"1,980"
2011.2/4,성동구,성수2가3동,"5,401","12,406","6,466","5,940","12,073","6,269","5,804",333,197,136,2.24,"1,240"
2011.2/4,성동구,송정동,"5,787","13,137","6,913","6,224","12,487","6,616","5,871",650,297,353,2.16,"1,155"
2011.2/4,성동구,용답동,"7,756","18,164","9,542","8,622","17,015","8,987","8,028","1,149",555,594,2.19,"1,816"
2011.2/4,성동구,왕십리도선동,"5,713","13,330","6,615","6,715","12,884","6,417","6,467",446,198,248,2.26,"1,678"
2011.2/4,성동구,금호2.3가동,"8,947","21,826","10,628","11,198","21,586","10,514","11,072",240,114,126,2.41,"2,711"
2011.2/4,성동구,옥수동,"9,392","23,100","11,309","11,791","22,646","11,087","11,559",454,222,232,2.41,"2,779"
2011.2/4,광진구,소계,"159,091","388,347","191,801","196,546","373,863","185,178","188,685","14,484","6,623","7,861",2.35,"32,603"
2011.2/4,광진구,화양동,"12,731","24,245","11,874","12,371","21,264","10,531","10,733","2,981","1,343","1,638",1.67,"1,792"
2011.2/4,광진구,군자동,"10,237","22,584","11,429","11,155","21,658","10,970","10,688",926,459,467,2.12,"2,056"
2011.2/4,광진구,중곡1동,"7,701","17,566","8,648","8,918","16,813","8,336","8,477",753,312,441,2.18,"1,594"
2011.2/4,광진구,중곡2동,"9,565","23,035","11,334","11,701","22,857","11,267","11,590",178,67,111,2.39,"1,929"
2011.2/4,광진구,중곡3동,"8,335","19,678","9,905","9,773","19,524","9,850","9,674",154,55,99,2.34,"1,766"
2011.2/4,광진구,중곡4동,"12,691","32,384","16,068","16,316","32,241","16,023","16,218",143,45,98,2.54,"3,016"
2011.2/4,광진구,능동,"5,455","11,186","5,307","5,879","10,934","5,189","5,745",252,118,134,2,"1,054"
2011.2/4,광진구,구의1동,"10,896","24,091","11,583","12,508","22,965","11,087","11,878","1,126",496,630,2.11,"2,050"
2011.2/4,광진구,구의2동,"10,765","27,404","13,582","13,822","27,076","13,476","13,600",328,106,222,2.52,"2,617"
2011.2/4,광진구,구의3동,"11,581","30,439","14,811","15,628","30,214","14,703","15,511",225,108,117,2.61,"2,453"
2011.2/4,광진구,광장동,"11,699","35,720","17,481","18,239","35,456","17,359","18,097",264,122,142,3.03,"2,560"
2011.2/4,광진구,자양1동,"11,243","28,026","13,861","14,165","24,714","12,271","12,443","3,312","1,590","1,722",2.2,"2,275"
2011.2/4,광진구,자양2동,"11,743","29,633","14,872","14,761","29,375","14,759","14,616",258,113,145,2.5,"2,416"
2011.2/4,광진구,자양3동,"11,735","32,680","16,062","16,618","32,292","15,868","16,424",388,194,194,2.75,"2,369"
2011.2/4,광진구,자양4동,"12,714","29,676","14,984","14,692","26,480","13,489","12,991","3,196","1,495","1,701",2.08,"2,656"
2011.2/4,동대문구,소계,"158,336","379,964","190,508","189,456","366,831","184,797","182,034","13,133","5,711","7,422",2.32,"43,258"
2011.2/4,동대문구,회기동,"5,715","12,433","5,908","6,525","11,032","5,339","5,693","1,401",569,832,1.93,"1,230"
2011.2/4,동대문구,휘경1동,"8,176","18,405","9,159","9,246","17,154","8,624","8,530","1,251",535,716,2.1,"1,975"
2011.2/4,동대문구,휘경2동,"10,222","25,206","12,441","12,765","24,974","12,349","12,625",232,92,140,2.44,"2,440"
2011.2/4,동대문구,청량리동,"10,958","25,952","13,006","12,946","24,875","12,491","12,384","1,077",515,562,2.27,"4,063"
2011.2/4,동대문구,용신동,"16,001","34,217","17,679","16,538","32,599","16,936","15,663","1,618",743,875,2.04,"4,418"
2011.2/4,동대문구,제기동,"13,050","29,900","15,136","14,764","28,318","14,452","13,866","1,582",684,898,2.17,"4,017"
2011.2/4,동대문구,전농1동,"13,025","28,488","14,680","13,808","27,702","14,342","13,360",786,338,448,2.13,"3,853"
2011.2/4,동대문구,전농2동,"7,734","21,509","10,544","10,965","21,428","10,512","10,916",81,32,49,2.77,"2,453"
2011.2/4,동대문구,답십리1동,"8,971","21,390","10,740","10,650","20,734","10,438","10,296",656,302,354,2.31,"2,500"
2011.2/4,동대문구,답십리2동,"12,225","32,577","16,164","16,413","32,367","16,078","16,289",210,86,124,2.65,"3,627"
2011.2/4,동대문구,장안1동,"14,694","38,001","19,154","18,847","36,966","18,734","18,232","1,035",420,615,2.52,"3,580"
2011.2/4,동대문구,장안2동,"12,979","33,073","16,683","16,390","32,869","16,611","16,258",204,72,132,2.53,"3,070"
2011.2/4,동대문구,이문1동,"15,750","34,598","17,219","17,379","32,285","16,192","16,093","2,313","1,027","1,286",2.05,"3,642"
2011.2/4,동대문구,이문2동,"8,836","24,215","11,995","12,220","23,528","11,699","11,829",687,296,391,2.66,"2,390"
2011.2/4,중랑구,소계,"175,699","431,029","215,447","215,582","425,898","213,432","212,466","5,131","2,015","3,116",2.42,"42,499"
2011.2/4,중랑구,면목2동,"12,295","29,455","14,890","14,565","28,711","14,542","14,169",744,348,396,2.34,"2,748"
2011.2/4,중랑구,면목4동,"10,225","23,607","11,630","11,977","23,384","11,543","11,841",223,87,136,2.29,"2,350"
2011.2/4,중랑구,면목5동,"6,251","14,617","7,468","7,149","14,457","7,421","7,036",160,47,113,2.31,"1,488"
2011.2/4,중랑구,면목7동,"10,810","26,501","13,214","13,287","26,315","13,151","13,164",186,63,123,2.43,"2,648"
2011.2/4,중랑구,상봉1동,"9,423","26,433","13,035","13,398","26,067","12,880","13,187",366,155,211,2.77,"2,296"
2011.2/4,중랑구,상봉2동,"9,079","18,936","9,616","9,320","18,729","9,537","9,192",207,79,128,2.06,"2,008"
2011.2/4,중랑구,중화1동,"8,410","22,427","11,111","11,316","21,864","10,884","10,980",563,227,336,2.6,"1,959"
2011.2/4,중랑구,중화2동,"14,764","31,985","16,424","15,561","31,542","16,240","15,302",443,184,259,2.14,"3,456"
2011.2/4,중랑구,묵1동,"13,458","35,841","17,670","18,171","35,578","17,562","18,016",263,108,155,2.64,"3,458"
2011.2/4,중랑구,묵2동,"8,487","20,387","10,218","10,169","20,261","10,180","10,081",126,38,88,2.39,"2,102"
2011.2/4,중랑구,망우3동,"8,428","19,870","9,981","9,889","19,732","9,937","9,795",138,44,94,2.34,"2,025"
2011.2/4,중랑구,신내1동,"11,110","32,633","16,158","16,475","32,382","16,042","16,340",251,116,135,2.91,"3,141"
2011.2/4,중랑구,신내2동,"9,336","25,530","12,481","13,049","25,485","12,466","13,019",45,15,30,2.73,"2,390"
2011.2/4,중랑구,면목본동,"16,219","37,772","18,824","18,948","37,008","18,558","18,450",764,266,498,2.28,"3,654"
2011.2/4,중랑구,면목3.8동,"12,913","30,318","15,196","15,122","30,099","15,116","14,983",219,80,139,2.33,"3,175"
2011.2/4,중랑구,망우본동,"14,491","34,717","17,531","17,186","34,284","17,373","16,911",433,158,275,2.37,"3,601"
2011.2/4,성북구,소계,"200,761","497,395","245,187","252,208","488,415","241,354","247,061","8,980","3,833","5,147",2.43,"53,941"
2011.2/4,성북구,돈암1동,"6,385","16,975","8,203","8,772","16,762","8,111","8,651",213,92,121,2.63,"1,912"
2011.2/4,성북구,돈암2동,"8,353","24,388","11,842","12,546","24,296","11,810","12,486",92,32,60,2.91,"2,315"
2011.2/4,성북구,안암동,"8,889","18,644","9,410","9,234","17,114","8,703","8,411","1,530",707,823,1.93,"1,818"
2011.2/4,성북구,보문동,"7,074","15,455","7,712","7,743","15,034","7,549","7,485",421,163,258,2.13,"1,746"
2011.2/4,성북구,정능1동,"7,701","21,492","10,283","11,209","20,714","9,970","10,744",778,313,465,2.69,"2,264"
2011.2/4,성북구,정능2동,"9,758","25,070","12,400","12,670","24,967","12,356","12,611",103,44,59,2.56,"2,879"
2011.2/4,성북구,정능3동,"8,159","18,818","9,407","9,411","18,461","9,233","9,228",357,174,183,2.26,"2,384"
2011.2/4,성북구,정능4동,"11,027","28,441","13,974","14,467","28,243","13,888","14,355",198,86,112,2.56,"3,163"
2011.2/4,성북구,길음1동,"12,978","37,301","18,200","19,101","36,956","18,062","18,894",345,138,207,2.85,"3,059"
2011.2/4,성북구,길음2동,"8,924","20,389","10,030","10,359","20,166","9,941","10,225",223,89,134,2.26,"2,380"
2011.2/4,성북구,월곡1동,"11,214","29,534","14,660","14,874","29,151","14,487","14,664",383,173,210,2.6,"3,067"
2011.2/4,성북구,월곡2동,"8,747","21,836","10,749","11,087","21,625","10,667","10,958",211,82,129,2.47,"2,480"
2011.2/4,성북구,장위1동,"10,685","27,420","13,658","13,762","26,891","13,444","13,447",529,214,315,2.52,"2,898"
2011.2/4,성북구,장위2동,"9,752","23,911","12,089","11,822","23,740","12,020","11,720",171,69,102,2.43,"2,820"
2011.2/4,성북구,장위3동,"8,217","19,961","10,182","9,779","19,782","10,103","9,679",179,79,100,2.41,"2,347"
2011.2/4,성북구,성북동,"8,663","19,893","9,531","10,362","19,241","9,275","9,966",652,256,396,2.22,"2,635"
2011.2/4,성북구,삼선동,"12,378","28,255","13,794","14,461","27,532","13,458","14,074",723,336,387,2.22,"3,177"
2011.2/4,성북구,동선동,"8,212","16,547","7,509","9,038","16,090","7,309","8,781",457,200,257,1.96,"1,870"
2011.2/4,성북구,종암동,"17,566","43,955","21,845","22,110","43,277","21,574","21,703",678,271,407,2.46,"4,469"
2011.2/4,성북구,석관동,"16,079","39,110","19,709","19,401","38,373","19,394","18,979",737,315,422,2.39,"4,258"
2011.2/4,강북구,소계,"142,626","349,354","172,773","176,581","345,629","171,376","174,253","3,725","1,397","2,328",2.42,"42,438"
2011.2/4,강북구,번1동,"9,412","21,174","10,446","10,728","20,722","10,282","10,440",452,164,288,2.2,"2,405"
2011.2/4,강북구,번2동,"8,189","20,478","10,069","10,409","20,402","10,052","10,350",76,17,59,2.49,"2,602"
2011.2/4,강북구,번3동,"7,879","21,642","10,481","11,161","21,586","10,468","11,118",56,13,43,2.74,"3,112"
2011.2/4,강북구,수유1동,"9,976","24,047","12,081","11,966","23,529","11,884","11,645",518,197,321,2.36,"2,928"
2011.2/4,강북구,수유2동,"9,356","23,918","11,797","12,121","23,798","11,761","12,037",120,36,84,2.54,"3,230"
2011.2/4,강북구,수유3동,"11,069","24,412","12,146","12,266","24,135","12,040","12,095",277,106,171,2.18,"3,090"
2011.2/4,강북구,삼양동,"13,481","33,057","16,533","16,524","32,637","16,391","16,246",420,142,278,2.42,"3,651"
2011.2/4,강북구,미아동,"10,576","25,046","12,490","12,556","24,099","12,077","12,022",947,413,534,2.28,"2,875"
2011.2/4,강북구,송중동,"14,653","35,701","17,416","18,285","35,438","17,319","18,119",263,97,166,2.42,"4,230"
2011.2/4,강북구,송천동,"14,365","32,941","16,451","16,490","32,709","16,374","16,335",232,77,155,2.28,"4,134"
2011.2/4,강북구,삼각산동,"10,819","30,983","15,207","15,776","30,922","15,182","15,740",61,25,36,2.86,"2,529"
2011.2/4,강북구,우이동,"8,915","21,929","10,922","11,007","21,786","10,866","10,920",143,56,87,2.44,"3,138"
2011.2/4,강북구,인수동,"13,936","34,026","16,734","17,292","33,866","16,680","17,186",160,54,106,2.43,"4,514"
2011.2/4,도봉구,소계,"140,159","369,816","182,851","186,965","367,404","181,928","185,476","2,412",923,"1,489",2.62,"38,854"
2011.2/4,도봉구,쌍문1동,"8,736","22,899","11,185","11,714","22,565","11,076","11,489",334,109,225,2.58,"2,749"
2011.2/4,도봉구,쌍문2동,"8,528","21,827","10,742","11,085","21,739","10,706","11,033",88,36,52,2.55,"2,428"
2011.2/4,도봉구,쌍문3동,"7,601","18,849","9,243","9,606","18,744","9,207","9,537",105,36,69,2.47,"2,198"
2011.2/4,도봉구,쌍문4동,"7,611","21,926","10,616","11,310","21,887","10,603","11,284",39,13,26,2.88,"1,908"
2011.2/4,도봉구,방학1동,"12,449","32,795","16,395","16,400","32,390","16,239","16,151",405,156,249,2.6,"3,220"
