기간,자치구,행정동,세대,인구,인구,인구,인구,인구,인구,인구,인구,인구,세대당인구,65세이상고령자
2015.4/4,종로구,숭인1동,"3,135","7,232","3,617","3,615","6,862","3,426","3,436",370,191,179,2.19,"1,033"
2015.4/4,종로구,숭인2동,"5,353","9,983","5,094","4,889","9,528","4,912","4,616",455,182,273,1.78,"1,535"
2015.4/4,종로구,청운효자동,"5,744","14,354","6,802","7,552","14,105","6,673","7,432",249,129,120,2.46,"2,087"
2015.4/4,종로구,혜화동,"9,259","20,066","9,520","10,546","17,798","8,735","9,063","2,268",785,"1,483",1.92,"2,511"
2015.4/4,중구,소계,"59,321","134,329","66,755","67,574","125,733","62,687","63,046","8,596","4,068","4,528",2.12,"20,302"
2015.4/4,중구,소공동,646,"1,869","1,054",815,"1,248",679,569,621,375,246,1.93,177
2015.4/4,중구,회현동,"3,412","6,263","3,422","2,841","5,594","3,070","2,524",669,352,317,1.64,"1,278"
2015.4/4,중구,명동,"1,447","3,521","1,589","1,932","3,010","1,303","1,707",511,286,225,2.08,638
2015.4/4,중구,필동,"2,319","5,101","2,559","2,542","4,300","2,229","2,071",801,330,471,1.85,779
2015.4/4,중구,장충동,"2,811","5,903","2,941","2,962","5,175","2,668","2,507",728,273,455,1.84,774
2015.4/4,중구,광희동,"2,779","5,817","2,993","2,824","4,980","2,629","2,351",837,364,473,1.79,"1,039"
2015.4/4,중구,을지로동,"1,248","1,854","1,162",692,"1,731","1,100",631,123,62,61,1.39,438
2015.4/4,중구,신당5동,"4,688","10,449","5,219","5,230","10,096","5,066","5,030",353,153,200,2.15,"1,501"
2015.4/4,중구,황학동,"6,073","13,287","6,621","6,666","12,305","6,154","6,151",982,467,515,2.03,"1,707"
2015.4/4,중구,중림동,"4,251","8,979","4,560","4,419","8,656","4,386","4,270",323,174,149,2.04,"1,520"
2015.4/4,중구,신당동,"4,051","9,042","4,625","4,417","7,549","3,915","3,634","1,493",710,783,1.86,"1,189"
2015.4/4,중구,다산동,"6,880","16,004","7,769","8,235","15,492","7,540","7,952",512,229,283,2.25,"2,293"
2015.4/4,중구,약수동,"7,897","19,002","9,109","9,893","18,720","8,971","9,749",282,138,144,2.37,"3,130"
2015.4/4,중구,청구동,"6,525","15,555","7,455","8,100","15,367","7,379","7,988",188,76,112,2.36,"2,311"
2015.4/4,중구,동화동,"4,294","11,683","5,677","6,006","11,510","5,598","5,912",173,79,94,2.68,"1,528"
2015.4/4,용산구,소계,"107,512","247,909","121,027","126,882","233,342","113,177","120,165","14,567","7,850","6,717",2.17,"35,715"
2015.4/4,용산구,후암동,"8,750","19,684","9,729","9,955","19,098","9,423","9,675",586,306,280,2.18,"2,838"
2015.4/4,용산구,용산2가동,"5,776","13,106","6,437","6,669","11,802","5,687","6,115","1,304",750,554,2.04,"1,981"
2015.4/4,용산구,남영동,"5,440","8,643","5,213","3,430","8,115","4,944","3,171",528,269,259,1.49,"1,435"
2015.4/4,용산구,원효로2동,"6,062","15,709","7,397","8,312","15,542","7,334","8,208",167,63,104,2.56,"2,109"
2015.4/4,용산구,효창동,"3,816","9,816","4,790","5,026","9,652","4,721","4,931",164,69,95,2.53,"1,377"
2015.4/4,용산구,용문동,"5,209","13,027","6,275","6,752","12,867","6,199","6,668",160,76,84,2.47,"1,834"
2015.4/4,용산구,이촌1동,"10,001","29,002","13,534","15,468","27,711","12,859","14,852","1,291",675,616,2.77,"3,901"
2015.4/4,용산구,이촌2동,"4,017","9,663","4,600","5,063","9,570","4,561","5,009",93,39,54,2.38,"1,604"
2015.4/4,용산구,이태원1동,"4,012","9,030","4,506","4,524","7,473","3,527","3,946","1,557",979,578,1.86,"1,439"
2015.4/4,용산구,이태원2동,"4,966","11,154","5,287","5,867","9,876","4,568","5,308","1,278",719,559,1.99,"1,811"
2015.4/4,용산구,서빙고동,"5,307","14,342","6,980","7,362","13,668","6,632","7,036",674,348,326,2.58,"1,983"
2015.4/4,용산구,보광동,"8,134","17,289","8,545","8,744","16,193","7,892","8,301","1,096",653,443,1.99,"2,615"
2015.4/4,용산구,청파동,"10,873","22,366","10,627","11,739","21,493","10,317","11,176",873,310,563,1.98,"3,052"
2015.4/4,용산구,원효로1동,"6,361","14,330","7,060","7,270","13,784","6,776","7,008",546,284,262,2.17,"1,654"
2015.4/4,용산구,한강로동,"7,628","16,424","8,187","8,237","14,877","7,380","7,497","1,547",807,740,1.95,"2,744"
2015.4/4,용산구,한남동,"11,160","24,324","11,860","12,464","21,621","10,357","11,264","2,703","1,503","1,200",1.94,"3,338"
2015.4/4,성동구,소계,"126,714","305,065","151,459","153,606","297,003","147,570","149,433","8,062","3,889","4,173",2.34,"38,164"
2015.4/4,성동구,왕십리2동,"6,732","16,540","8,111","8,429","16,155","7,942","8,213",385,169,216,2.4,"2,090"
2015.4/4,성동구,마장동,"10,449","25,060","12,434","12,626","24,349","12,100","12,249",711,334,377,2.33,"3,211"
2015.4/4,성동구,사근동,"6,481","12,947","6,689","6,258","11,478","6,014","5,464","1,469",675,794,1.77,"1,412"
2015.4/4,성동구,행당1동,"6,404","15,129","7,420","7,709","14,687","7,211","7,476",442,209,233,2.29,"2,017"
2015.4/4,성동구,행당2동,"9,393","26,124","12,430","13,694","26,012","12,384","13,628",112,46,66,2.77,"3,104"
2015.4/4,성동구,응봉동,"6,234","17,019","8,122","8,897","16,956","8,095","8,861",63,27,36,2.72,"2,251"
2015.4/4,성동구,금호1가동,"5,420","13,780","6,694","7,086","13,699","6,660","7,039",81,34,47,2.53,"1,991"
2015.4/4,성동구,금호4가동,"6,125","14,771","7,155","7,616","14,597","7,075","7,522",174,80,94,2.38,"1,866"
2015.4/4,성동구,성수1가1동,"7,205","17,557","8,887","8,670","17,168","8,660","8,508",389,227,162,2.38,"1,855"
2015.4/4,성동구,성수1가2동,"7,723","17,486","8,860","8,626","17,045","8,625","8,420",441,235,206,2.21,"1,930"
2015.4/4,성동구,성수2가1동,"8,808","20,080","10,423","9,657","19,233","10,017","9,216",847,406,441,2.18,"2,453"
2015.4/4,성동구,성수2가3동,"5,425","12,251","6,378","5,873","11,797","6,114","5,683",454,264,190,2.17,"1,567"
2015.4/4,성동구,송정동,"5,482","12,063","6,403","5,660","11,559","6,164","5,395",504,239,265,2.11,"1,440"
2015.4/4,성동구,용답동,"7,863","17,207","9,107","8,100","16,038","8,542","7,496","1,169",565,604,2.04,"2,316"
2015.4/4,성동구,왕십리도선동,"8,472","20,808","10,110","10,698","20,419","9,947","10,472",389,163,226,2.41,"2,536"
2015.4/4,성동구,금호2.3가동,"9,263","22,962","11,131","11,831","22,770","11,042","11,728",192,89,103,2.46,"3,209"
2015.4/4,성동구,옥수동,"9,235","23,281","11,105","12,176","23,041","10,978","12,063",240,127,113,2.49,"2,916"
2015.4/4,광진구,소계,"158,353","375,180","183,436","191,744","360,369","176,884","183,485","14,811","6,552","8,259",2.28,"40,368"
2015.4/4,광진구,화양동,"14,244","24,419","11,527","12,892","21,441","10,398","11,043","2,978","1,129","1,849",1.51,"2,102"
2015.4/4,광진구,군자동,"10,234","22,091","10,927","11,164","20,670","10,309","10,361","1,421",618,803,2.02,"2,451"
2015.4/4,광진구,중곡1동,"7,652","16,526","8,228","8,298","16,012","8,006","8,006",514,222,292,2.09,"2,026"
2015.4/4,광진구,중곡2동,"9,725","22,610","11,041","11,569","22,301","10,913","11,388",309,128,181,2.29,"2,464"
2015.4/4,광진구,중곡3동,"8,122","18,120","9,076","9,044","17,862","8,975","8,887",258,101,157,2.2,"2,169"
2015.4/4,광진구,중곡4동,"13,005","32,041","15,816","16,225","31,787","15,721","16,066",254,95,159,2.44,"3,941"
2015.4/4,광진구,능동,"5,821","11,712","5,536","6,176","11,400","5,392","6,008",312,144,168,1.96,"1,322"
2015.4/4,광진구,구의1동,"11,201","23,510","11,279","12,231","22,699","10,902","11,797",811,377,434,2.03,"2,613"
2015.4/4,광진구,구의2동,"10,481","25,879","12,647","13,232","25,549","12,510","13,039",330,137,193,2.44,"3,136"
2015.4/4,광진구,구의3동,"11,531","30,067","14,563","15,504","29,716","14,394","15,322",351,169,182,2.58,"3,084"
2015.4/4,광진구,광장동,"11,861","36,917","17,952","18,965","36,721","17,856","18,865",196,96,100,3.1,"2,980"
2015.4/4,광진구,자양1동,"10,742","24,151","11,833","12,318","22,792","11,186","11,606","1,359",647,712,2.12,"2,693"
2015.4/4,광진구,자양2동,"11,158","27,877","13,840","14,037","27,531","13,672","13,859",346,168,178,2.47,"2,981"
2015.4/4,광진구,자양3동,"11,104","31,227","15,162","16,065","30,841","14,995","15,846",386,167,219,2.78,"3,076"
2015.4/4,광진구,자양4동,"11,472","28,033","14,009","14,024","23,047","11,655","11,392","4,986","2,354","2,632",2.01,"3,330"
2015.4/4,동대문구,소계,"159,941","373,824","185,827","187,997","360,153","180,485","179,668","13,671","5,342","8,329",2.25,"52,490"
2015.4/4,동대문구,회기동,"5,794","12,524","5,841","6,683","10,792","5,229","5,563","1,732",612,"1,120",1.86,"1,387"
2015.4/4,동대문구,휘경1동,"7,391","15,501","7,642","7,859","14,363","7,227","7,136","1,138",415,723,1.94,"2,130"
2015.4/4,동대문구,휘경2동,"10,645","25,519","12,547","12,972","25,127","12,386","12,741",392,161,231,2.36,"3,109"
2015.4/4,동대문구,청량리동,"10,633","24,019","11,985","12,034","23,187","11,599","11,588",832,386,446,2.18,"4,710"
2015.4/4,동대문구,용신동,"16,000","33,210","17,070","16,140","31,675","16,357","15,318","1,535",713,822,1.98,"5,224"
2015.4/4,동대문구,제기동,"13,009","28,850","14,498","14,352","26,861","13,745","13,116","1,989",753,"1,236",2.06,"4,783"
2015.4/4,동대문구,전농1동,"14,247","31,254","15,860","15,394","30,709","15,637","15,072",545,223,322,2.16,"4,822"
2015.4/4,동대문구,전농2동,"7,714","21,234","10,255","10,979","20,877","10,130","10,747",357,125,232,2.71,"2,931"
2015.4/4,동대문구,답십리1동,"10,984","26,582","13,138","13,444","26,091","12,908","13,183",491,230,261,2.38,"3,280"
2015.4/4,동대문구,답십리2동,"11,378","29,504","14,521","14,983","29,199","14,387","14,812",305,134,171,2.57,"4,266"
2015.4/4,동대문구,장안1동,"15,720","38,017","19,136","18,881","37,342","18,836","18,506",675,300,375,2.38,"4,626"
2015.4/4,동대문구,장안2동,"12,719","32,289","16,317","15,972","32,034","16,209","15,825",255,108,147,2.52,"3,927"
2015.4/4,동대문구,이문1동,"15,033","32,433","15,774","16,659","29,467","14,774","14,693","2,966","1,000","1,966",1.96,"4,251"
2015.4/4,동대문구,이문2동,"8,674","22,888","11,243","11,645","22,429","11,061","11,368",459,182,277,2.59,"3,044"
2015.4/4,중랑구,소계,"176,390","418,620","208,393","210,227","413,909","206,505","207,404","4,711","1,888","2,823",2.35,"54,095"
2015.4/4,중랑구,면목2동,"12,051","27,560","13,845","13,715","27,194","13,711","13,483",366,134,232,2.26,"3,481"
2015.4/4,중랑구,면목4동,"9,754","22,345","11,034","11,311","22,086","10,922","11,164",259,112,147,2.26,"3,098"
2015.4/4,중랑구,면목5동,"5,083","11,607","5,920","5,687","11,473","5,869","5,604",134,51,83,2.26,"1,616"
2015.4/4,중랑구,면목7동,"10,357","24,004","11,916","12,088","23,702","11,798","11,904",302,118,184,2.29,"3,371"
2015.4/4,중랑구,상봉1동,"9,834","26,320","12,939","13,381","26,137","12,874","13,263",183,65,118,2.66,"2,900"
2015.4/4,중랑구,상봉2동,"9,522","18,629","9,392","9,237","18,271","9,237","9,034",358,155,203,1.92,"2,436"
2015.4/4,중랑구,중화1동,"8,499","21,283","10,550","10,733","21,118","10,483","10,635",165,67,98,2.48,"2,636"
2015.4/4,중랑구,중화2동,"13,978","29,090","15,006","14,084","28,441","14,726","13,715",649,280,369,2.03,"4,147"
2015.4/4,중랑구,묵1동,"13,370","34,885","17,043","17,842","34,711","16,981","17,730",174,62,112,2.6,"4,301"
2015.4/4,중랑구,묵2동,"8,478","19,613","9,715","9,898","19,430","9,639","9,791",183,76,107,2.29,"2,568"
2015.4/4,중랑구,망우3동,"8,174","18,415","9,207","9,208","18,227","9,139","9,088",188,68,120,2.23,"2,494"
2015.4/4,중랑구,신내1동,"14,325","42,150","20,726","21,424","42,006","20,655","21,351",144,71,73,2.93,"4,949"
2015.4/4,중랑구,신내2동,"9,094","23,913","11,593","12,320","23,838","11,568","12,270",75,25,50,2.62,"2,930"
2015.4/4,중랑구,면목본동,"16,550","36,575","18,247","18,328","35,809","17,932","17,877",766,315,451,2.16,"4,652"
2015.4/4,중랑구,면목3.8동,"12,602","28,620","14,276","14,344","28,245","14,124","14,121",375,152,223,2.24,"3,941"
2015.4/4,중랑구,망우본동,"14,719","33,611","16,984","16,627","33,221","16,847","16,374",390,137,253,2.26,"4,575"
2015.4/4,성북구,소계,"190,973","469,560","229,183","240,377","459,275","224,980","234,295","10,285","4,203","6,082",2.4,"63,281"
2015.4/4,성북구,돈암1동,"6,531","17,222","8,180","9,042","17,074","8,118","8,956",148,62,86,2.61,"2,310"
2015.4/4,성북구,돈암2동,"7,834","23,722","11,362","12,360","23,663","11,337","12,326",59,25,34,3.02,"2,622"
2015.4/4,성북구,안암동,"8,756","18,022","8,914","9,108","15,999","8,150","7,849","2,023",764,"1,259",1.83,"2,005"
2015.4/4,성북구,보문동,"7,027","15,018","7,350","7,668","14,646","7,176","7,470",372,174,198,2.08,"2,003"
2015.4/4,성북구,정릉1동,"7,075","19,372","9,314","10,058","18,918","9,164","9,754",454,150,304,2.67,"2,582"
2015.4/4,성북구,정릉2동,"9,577","24,644","12,151","12,493","24,496","12,084","12,412",148,67,81,2.56,"3,615"
2015.4/4,성북구,정릉3동,"7,660","17,801","8,871","8,930","16,788","8,359","8,429","1,013",512,501,2.19,"2,828"
2015.4/4,성북구,정릉4동,"10,991","27,893","13,601","14,292","27,689","13,514","14,175",204,87,117,2.52,"3,869"
2015.4/4,성북구,길음1동,"13,093","38,048","18,321","19,727","37,832","18,234","19,598",216,87,129,2.89,"3,809"
2015.4/4,성북구,길음2동,"6,866","16,300","8,037","8,263","16,105","7,936","8,169",195,101,94,2.35,"2,419"
2015.4/4,성북구,월곡1동,"10,811","28,751","14,026","14,725","28,492","13,920","14,572",259,106,153,2.64,"3,748"
2015.4/4,성북구,월곡2동,"8,765","21,483","10,602","10,881","20,961","10,339","10,622",522,263,259,2.39,"2,992"
2015.4/4,성북구,장위1동,"9,573","23,502","11,706","11,796","23,256","11,620","11,636",246,86,160,2.43,"3,484"
2015.4/4,성북구,장위2동,"8,848","20,950","10,467","10,483","20,677","10,354","10,323",273,113,160,2.34,"3,435"
2015.4/4,성북구,장위3동,"5,838","14,165","7,181","6,984","13,909","7,077","6,832",256,104,152,2.38,"2,129"
2015.4/4,성북구,성북동,"8,112","18,536","8,828","9,708","18,019","8,599","9,420",517,229,288,2.22,"2,869"
2015.4/4,성북구,삼선동,"12,671","27,936","13,524","14,412","27,437","13,288","14,149",499,236,263,2.17,"3,740"
2015.4/4,성북구,동선동,"8,911","16,974","7,426","9,548","16,304","7,183","9,121",670,243,427,1.83,"2,085"
2015.4/4,성북구,종암동,"17,088","43,496","21,414","22,082","41,988","20,898","21,090","1,508",516,992,2.46,"5,520"
2015.4/4,성북구,석관동,"14,946","35,725","17,908","17,817","35,022","17,630","17,392",703,278,425,2.34,"5,217"
2015.4/4,강북구,소계,"141,088","334,426","164,337","170,089","330,873","162,967","167,906","3,553","1,370","2,183",2.35,"52,598"
2015.4/4,강북구,번1동,"9,846","20,541","10,151","10,390","20,195","10,021","10,174",346,130,216,2.05,"3,012"
2015.4/4,강북구,번2동,"7,641","18,746","9,174","9,572","18,596","9,122","9,474",150,52,98,2.43,"3,287"
2015.4/4,강북구,번3동,"7,675","20,235","9,705","10,530","20,175","9,696","10,479",60,9,51,2.63,"3,980"
2015.4/4,강북구,수유1동,"9,960","22,927","11,451","11,476","22,596","11,320","11,276",331,131,200,2.27,"3,592"
2015.4/4,강북구,수유2동,"9,214","22,644","11,131","11,513","22,497","11,090","11,407",147,41,106,2.44,"3,845"
2015.4/4,강북구,수유3동,"11,326","23,953","11,933","12,020","23,642","11,816","11,826",311,117,194,2.09,"3,770"
2015.4/4,강북구,삼양동,"12,697","30,085","15,035","15,050","29,858","14,947","14,911",227,88,139,2.35,"4,421"
2015.4/4,강북구,미아동,"10,779","23,756","11,550","12,206","23,192","11,333","11,859",564,217,347,2.15,"3,592"
2015.4/4,강북구,송중동,"13,235","31,068","15,122","15,946","30,561","14,911","15,650",507,211,296,2.31,"4,938"
2015.4/4,강북구,송천동,"13,611","30,453","15,182","15,271","30,018","14,996","15,022",435,186,249,2.21,"5,075"
2015.4/4,강북구,삼각산동,"12,176","34,782","16,919","17,863","34,661","16,869","17,792",121,50,71,2.85,"3,486"
2015.4/4,강북구,우이동,"9,128","21,904","10,763","11,141","21,779","10,705","11,074",125,58,67,2.39,"3,902"
2015.4/4,강북구,인수동,"13,800","33,332","16,221","17,111","33,103","16,141","16,962",229,80,149,2.4,"5,698"
2015.4/4,도봉구,소계,"136,903","353,241","173,804","179,437","351,242","173,029","178,213","1,999",775,"1,224",2.57,"48,590"
2015.4/4,도봉구,쌍문1동,"8,927","22,590","11,054","11,536","22,385","10,992","11,393",205,62,143,2.51,"3,503"
2015.4/4,도봉구,쌍문2동,"8,603","21,294","10,382","10,912","21,147","10,316","10,831",147,66,81,2.46,"3,043"
2015.4/4,도봉구,쌍문3동,"7,561","18,028","8,789","9,239","17,873","8,741","9,132",155,48,107,2.36,"2,721"
2015.4/4,도봉구,쌍문4동,"7,246","21,102","10,117","10,985","21,045","10,092","10,953",57,25,32,2.9,"2,270"
2015.4/4,도봉구,방학1동,"12,713","31,622","15,825","15,797","31,373","15,719","15,654",249,106,143,2.47,"4,271"
2015.4/4,도봉구,방학2동,"9,606","22,631","11,465","11,166","22,439","11,398","11,041",192,67,125,2.34,"3,391"
2015.4/4,도봉구,방학3동,"10,469","30,909","15,117","15,792","30,839","15,098","15,741",70,19,51,2.95,"3,549"
2015.4/4,도봉구,창1동,"10,861","27,881","13,524","14,357","27,692","13,429","14,263",189,95,94,2.55,"3,607"
2015.4/4,도봉구,창2동,"11,865","31,123","15,361","15,762","30,919","15,258","15,661",204,103,101,2.61,"3,873"
2015.4/4,도봉구,창3동,"6,711","15,821","7,932","7,889","15,718","7,898","7,820",103,34,69,2.34,"2,328"
2015.4/4,도봉구,창4동,"10,638","29,838","14,416","15,422","29,774","14,394","15,380",64,22,42,2.8,"3,382"
2015.4/4,도봉구,창5동,"9,901","27,105","13,204","13,901","26,997","13,158","13,839",108,46,62,2.73,"3,225"
2015.4/4,도봉구,도봉1동,"10,178","23,526","11,920","11,606","23,361","11,866","11,495",165,54,111,2.3,"4,495"
2015.4/4,도봉구,도봉2동,"11,624","29,771","14,698","15,073","29,680","14,670","15,010",91,28,63,2.55,"4,932"
2015.4/4,노원구,소계,"219,768","578,221","281,538","296,683","574,583","279,987","294,596","3,638","1,551","2,087",2.61,"68,909"
2015.4/4,노원구,월계1동,"9,497","22,875","11,773","11,102","22,399","11,556","10,843",476,217,259,2.36,"3,227"
2015.4/4,노원구,월계2동,"11,715","28,708","13,974","14,734","28,540","13,912","14,628",168,62,106,2.44,"4,337"
2015.4/4,노원구,월계3동,"13,213","34,528","16,704","17,824","34,351","16,630","17,721",177,74,103,2.6,"4,628"
2015.4/4,노원구,공릉2동,"16,773","45,297","22,510","22,787","44,792","22,240","22,552",505,270,235,2.67,"4,272"
2015.4/4,노원구,하계1동,"11,052","29,635","14,291","15,344","29,488","14,217","15,271",147,74,73,2.67,"3,452"
2015.4/4,노원구,하계2동,"8,519","25,078","12,153","12,925","25,030","12,131","12,899",48,22,26,2.94,"2,615"
2015.4/4,노원구,중계본동,"9,492","28,567","14,074","14,493","28,466","14,032","14,434",101,42,59,3,"2,392"
2015.4/4,노원구,중계1동,"9,337","29,782","14,619","15,163","29,687","14,576","15,111",95,43,52,3.18,"2,037"
2015.4/4,노원구,중계4동,"8,310","22,707","11,122","11,585","22,618","11,091","11,527",89,31,58,2.72,"3,102"
2015.4/4,노원구,상계1동,"15,723","42,935","21,019","21,916","42,756","20,952","21,804",179,67,112,2.72,"5,383"
2015.4/4,노원구,상계2동,"8,663","22,250","11,012","11,238","22,118","10,964","11,154",132,48,84,2.55,"2,613"
2015.4/4,노원구,상계5동,"11,324","28,084","13,714","14,370","27,947","13,664","14,283",137,50,87,2.47,"4,115"
2015.4/4,노원구,상계8동,"9,405","26,026","12,531","13,495","25,989","12,523","13,466",37,8,29,2.76,"2,240"
2015.4/4,노원구,상계9동,"8,700","23,848","11,461","12,387","23,773","11,443","12,330",75,18,57,2.73,"2,471"
2015.4/4,노원구,상계10동,"7,607","19,709","9,236","10,473","19,634","9,207","10,427",75,29,46,2.58,"1,955"
2015.4/4,노원구,상계3.4동,"13,730","31,990","16,083","15,907","31,783","16,016","15,767",207,67,140,2.31,"5,628"
2015.4/4,노원구,상계6.7동,"13,920","35,872","16,788","19,084","35,708","16,719","18,989",164,69,95,2.57,"3,682"
2015.4/4,노원구,중계2.3동,"15,702","40,388","18,923","21,465","40,200","18,853","21,347",188,70,118,2.56,"6,012"
2015.4/4,노원구,공릉1동,"17,086","39,942","19,551","20,391","39,304","19,261","20,043",638,290,348,2.3,"4,748"
2015.4/4,은평구,소계,"203,410","502,578","244,964","257,614","497,920","242,975","254,945","4,658","1,989","2,669",2.45,"69,753"
2015.4/4,은평구,녹번동,"14,109","32,347","15,655","16,692","31,904","15,452","16,452",443,203,240,2.26,"4,833"
2015.4/4,은평구,불광1동,"17,450","42,770","20,515","22,255","42,386","20,353","22,033",384,162,222,2.43,"6,207"
2015.4/4,은평구,갈현1동,"11,049","25,892","12,744","13,148","25,641","12,634","13,007",251,110,141,2.32,"3,686"
2015.4/4,은평구,갈현2동,"12,000","30,309","14,573","15,736","29,962","14,434","15,528",347,139,208,2.5,"3,875"
2015.4/4,은평구,구산동,"12,408","34,330","17,439","16,891","34,087","17,317","16,770",243,122,121,2.75,"4,866"
2015.4/4,은평구,대조동,"15,337","33,327","15,903","17,424","32,869","15,708","17,161",458,195,263,2.14,"4,826"
2015.4/4,은평구,응암1동,"13,642","32,806","15,806","17,000","32,435","15,645","16,790",371,161,210,2.38,"4,497"
2015.4/4,은평구,응암2동,"9,449","23,264","11,465","11,799","23,054","11,376","11,678",210,89,121,2.44,"3,049"
2015.4/4,은평구,신사1동,"11,103","28,541","13,921","14,620","28,290","13,822","14,468",251,99,152,2.55,"3,722"
2015.4/4,은평구,신사2동,"8,777","22,193","11,101","11,092","22,071","11,048","11,023",122,53,69,2.51,"2,927"
2015.4/4,은평구,증산동,"7,958","19,978","9,986","9,992","19,773","9,887","9,886",205,99,106,2.48,"2,920"
2015.4/4,은평구,수색동,"6,993","16,723","8,428","8,295","16,562","8,372","8,190",161,56,105,2.37,"2,732"
2015.4/4,은평구,진관동,"17,855","53,613","25,597","28,016","53,411","25,500","27,911",202,97,105,2.99,"5,951"
2015.4/4,은평구,불광2동,"12,996","29,328","14,451","14,877","29,034","14,336","14,698",294,115,179,2.23,"4,714"
2015.4/4,은평구,응암3동,"12,392","27,254","13,354","13,900","26,947","13,238","13,709",307,116,191,2.17,"4,515"
2015.4/4,은평구,역촌동,"19,892","49,903","24,026","25,877","49,494","23,853","25,641",409,173,236,2.49,"6,433"
2015.4/4,서대문구,소계,"135,770","323,105","156,130","166,975","312,141","152,008","160,133","10,964","4,122","6,842",2.3,"46,758"
2015.4/4,서대문구,천연동,"8,593","20,114","9,762","10,352","19,870","9,641","10,229",244,121,123,2.31,"3,021"
2015.4/4,서대문구,홍제1동,"9,948","24,438","11,674","12,764","24,072","11,506","12,566",366,168,198,2.42,"3,764"
2015.4/4,서대문구,홍제3동,"8,165","19,614","9,604","10,010","19,391","9,500","9,891",223,104,119,2.37,"3,406"
2015.4/4,서대문구,홍제2동,"5,909","15,446","7,395","8,051","15,292","7,331","7,961",154,64,90,2.59,"2,323"
2015.4/4,서대문구,홍은1동,"9,908","24,842","12,200","12,642","24,511","12,054","12,457",331,146,185,2.47,"4,016"
2015.4/4,서대문구,홍은2동,"12,474","30,401","14,839","15,562","29,828","14,574","15,254",573,265,308,2.39,"4,445"
2015.4/4,서대문구,남가좌1동,"4,089","11,293","5,542","5,751","11,023","5,440","5,583",270,102,168,2.7,"1,296"
2015.4/4,서대문구,남가좌2동,"11,711","27,549","13,579","13,970","26,958","13,314","13,644",591,265,326,2.3,"4,276"
2015.4/4,서대문구,북가좌1동,"7,072","19,844","9,662","10,182","19,644","9,595","10,049",200,67,133,2.78,"2,548"
2015.4/4,서대문구,북가좌2동,"14,046","34,629","16,966","17,663","34,340","16,857","17,483",289,109,180,2.44,"4,952"
2015.4/4,서대문구,충현동,"8,922","19,376","9,445","9,931","18,839","9,273","9,566",537,172,365,2.11,"2,964"
2015.4/4,서대문구,북아현동,"5,038","11,154","5,424","5,730","10,888","5,299","5,589",266,125,141,2.16,"1,671"
2015.4/4,서대문구,신촌동,"11,284","22,545","9,839","12,706","18,545","8,723","9,822","4,000","1,116","2,884",1.64,"2,136"
2015.4/4,서대문구,연희동,"18,611","41,860","20,199","21,661","38,940","18,901","20,039","2,920","1,298","1,622",2.09,"5,940"
2015.4/4,마포구,소계,"171,480","398,351","190,957","207,394","387,643","186,495","201,148","10,708","4,462","6,246",2.26,"48,598"
2015.4/4,마포구,용강동,"8,741","22,138","10,657","11,481","21,629","10,382","11,247",509,275,234,2.47,"2,472"
