기간,자치구,행정동,세대,인구,인구,인구,인구,인구,인구,인구,인구,인구,세대당인구,65세이상고령자
2017.2/4,종로구,숭인1동,"3,027","6,919","3,431","3,488","6,612","3,292","3,320",307,139,168,2.18,"1,058"
2017.2/4,종로구,숭인2동,"5,555","10,079","5,094","4,985","9,608","4,908","4,700",471,186,285,1.73,"1,578"
2017.2/4,종로구,청운효자동,"5,525","13,858","6,589","7,269","13,505","6,367","7,138",353,222,131,2.44,"2,126"
2017.2/4,종로구,혜화동,"9,250","20,440","9,551","10,889","17,543","8,585","8,958","2,897",966,"1,931",1.9,"2,540"
2017.2/4,중구,소계,"59,368","132,838","65,445","67,393","123,970","61,343","62,627","8,868","4,102","4,766",2.09,"20,974"
2017.2/4,중구,소공동,"1,022","2,674","1,399","1,275","1,979",983,996,695,416,279,1.94,248
2017.2/4,중구,회현동,"3,269","5,999","3,283","2,716","5,381","2,947","2,434",618,336,282,1.65,"1,336"
2017.2/4,중구,명동,"1,453","3,514","1,538","1,976","3,007","1,272","1,735",507,266,241,2.07,663
2017.2/4,중구,필동,"2,244","4,935","2,444","2,491","4,076","2,089","1,987",859,355,504,1.82,778
2017.2/4,중구,장충동,"2,669","5,734","2,809","2,925","4,856","2,473","2,383",878,336,542,1.82,753
2017.2/4,중구,광희동,"2,958","5,968","3,079","2,889","5,077","2,684","2,393",891,395,496,1.72,"1,097"
2017.2/4,중구,을지로동,"1,194","1,832","1,126",706,"1,688","1,059",629,144,67,77,1.41,440
2017.2/4,중구,신당5동,"4,538","10,039","4,994","5,045","9,670","4,824","4,846",369,170,199,2.13,"1,482"
2017.2/4,중구,황학동,"6,102","13,041","6,430","6,611","12,161","6,027","6,134",880,403,477,1.99,"1,753"
2017.2/4,중구,중림동,"4,190","8,778","4,449","4,329","8,500","4,296","4,204",278,153,125,2.03,"1,555"
2017.2/4,중구,신당동,"4,351","9,653","4,753","4,900","7,946","4,015","3,931","1,707",738,969,1.83,"1,247"
2017.2/4,중구,다산동,"6,856","15,560","7,546","8,014","15,090","7,338","7,752",470,208,262,2.2,"2,369"
2017.2/4,중구,약수동,"7,820","18,556","8,829","9,727","18,321","8,706","9,615",235,123,112,2.34,"3,255"
2017.2/4,중구,청구동,"6,432","15,109","7,247","7,862","14,898","7,161","7,737",211,86,125,2.32,"2,384"
2017.2/4,중구,동화동,"4,270","11,446","5,519","5,927","11,320","5,469","5,851",126,50,76,2.65,"1,614"
2017.2/4,용산구,소계,"106,603","243,406","118,830","124,576","228,861","110,874","117,987","14,545","7,956","6,589",2.15,"36,511"
2017.2/4,용산구,후암동,"8,572","19,046","9,354","9,692","18,510","9,068","9,442",536,286,250,2.16,"2,909"
2017.2/4,용산구,용산2가동,"5,556","12,497","6,115","6,382","11,142","5,362","5,780","1,355",753,602,2.01,"1,979"
2017.2/4,용산구,남영동,"5,449","8,669","5,242","3,427","8,031","4,928","3,103",638,314,324,1.47,"1,491"
2017.2/4,용산구,원효로2동,"5,985","15,279","7,164","8,115","15,121","7,098","8,023",158,66,92,2.53,"2,203"
2017.2/4,용산구,효창동,"3,833","9,555","4,621","4,934","9,428","4,569","4,859",127,52,75,2.46,"1,393"
2017.2/4,용산구,용문동,"5,195","12,733","6,145","6,588","12,595","6,083","6,512",138,62,76,2.42,"1,845"
2017.2/4,용산구,이촌1동,"10,013","28,948","13,556","15,392","27,738","12,901","14,837","1,210",655,555,2.77,"4,054"
2017.2/4,용산구,이촌2동,"3,858","9,311","4,407","4,904","9,216","4,364","4,852",95,43,52,2.39,"1,651"
2017.2/4,용산구,이태원1동,"3,921","8,717","4,329","4,388","7,254","3,388","3,866","1,463",941,522,1.85,"1,485"
2017.2/4,용산구,이태원2동,"4,854","10,869","5,172","5,697","9,489","4,427","5,062","1,380",745,635,1.95,"1,835"
2017.2/4,용산구,서빙고동,"5,311","14,437","7,001","7,436","13,777","6,653","7,124",660,348,312,2.59,"1,997"
2017.2/4,용산구,보광동,"7,980","16,792","8,385","8,407","15,644","7,665","7,979","1,148",720,428,1.96,"2,656"
2017.2/4,용산구,청파동,"10,676","21,616","10,263","11,353","20,792","9,975","10,817",824,288,536,1.95,"3,143"
2017.2/4,용산구,원효로1동,"6,689","14,866","7,294","7,572","14,265","6,973","7,292",601,321,280,2.13,"1,706"
2017.2/4,용산구,한강로동,"7,844","16,527","8,218","8,309","15,013","7,419","7,594","1,514",799,715,1.91,"2,795"
2017.2/4,용산구,한남동,"10,867","23,544","11,564","11,980","20,846","10,001","10,845","2,698","1,563","1,135",1.92,"3,369"
2017.2/4,성동구,소계,"131,474","311,831","153,799","158,032","304,049","150,185","153,864","7,782","3,614","4,168",2.31,"40,480"
2017.2/4,성동구,왕십리2동,"6,935","16,823","8,271","8,552","16,464","8,113","8,351",359,158,201,2.37,"2,216"
2017.2/4,성동구,마장동,"10,274","24,408","12,038","12,370","23,680","11,738","11,942",728,300,428,2.3,"3,323"
2017.2/4,성동구,사근동,"6,557","12,768","6,482","6,286","11,267","5,871","5,396","1,501",611,890,1.72,"1,424"
2017.2/4,성동구,행당1동,"6,266","14,517","7,103","7,414","14,097","6,919","7,178",420,184,236,2.25,"2,042"
2017.2/4,성동구,행당2동,"9,387","25,550","12,038","13,512","25,446","11,997","13,449",104,41,63,2.71,"3,224"
2017.2/4,성동구,응봉동,"6,200","16,713","7,970","8,743","16,649","7,942","8,707",64,28,36,2.69,"2,286"
2017.2/4,성동구,금호1가동,"5,320","13,362","6,460","6,902","13,278","6,423","6,855",84,37,47,2.5,"2,014"
2017.2/4,성동구,금호4가동,"6,067","14,519","7,001","7,518","14,377","6,939","7,438",142,62,80,2.37,"1,964"
2017.2/4,성동구,성수1가1동,"7,272","17,225","8,696","8,529","16,895","8,489","8,406",330,207,123,2.32,"1,917"
2017.2/4,성동구,성수1가2동,"7,488","16,804","8,474","8,330","16,351","8,227","8,124",453,247,206,2.18,"2,002"
2017.2/4,성동구,성수2가1동,"8,702","19,097","9,913","9,184","18,392","9,578","8,814",705,335,370,2.11,"2,534"
2017.2/4,성동구,성수2가3동,"5,532","12,094","6,278","5,816","11,713","6,056","5,657",381,222,159,2.12,"1,615"
2017.2/4,성동구,송정동,"5,430","11,973","6,338","5,635","11,503","6,106","5,397",470,232,238,2.12,"1,550"
2017.2/4,성동구,용답동,"8,113","16,930","8,926","8,004","15,842","8,415","7,427","1,088",511,577,1.95,"2,386"
2017.2/4,성동구,왕십리도선동,"11,017","27,104","13,080","14,024","26,599","12,880","13,719",505,200,305,2.41,"3,070"
2017.2/4,성동구,금호2.3가동,"10,116","24,648","11,855","12,793","24,457","11,762","12,695",191,93,98,2.42,"3,515"
2017.2/4,성동구,옥수동,"10,798","27,296","12,876","14,420","27,039","12,730","14,309",257,146,111,2.5,"3,398"
2017.2/4,광진구,소계,"159,375","371,728","180,712","191,016","357,252","174,510","182,742","14,476","6,202","8,274",2.24,"42,876"
2017.2/4,광진구,화양동,"14,709","24,474","11,440","13,034","21,500","10,364","11,136","2,974","1,076","1,898",1.46,"2,159"
2017.2/4,광진구,군자동,"10,283","21,983","10,855","11,128","20,329","10,125","10,204","1,654",730,924,1.98,"2,510"
2017.2/4,광진구,중곡1동,"7,632","16,336","8,079","8,257","15,856","7,878","7,978",480,201,279,2.08,"2,141"
2017.2/4,광진구,중곡2동,"10,070","22,879","11,124","11,755","22,546","10,984","11,562",333,140,193,2.24,"2,682"
2017.2/4,광진구,중곡3동,"8,174","17,912","8,879","9,033","17,662","8,783","8,879",250,96,154,2.16,"2,365"
2017.2/4,광진구,중곡4동,"13,031","31,704","15,611","16,093","31,406","15,505","15,901",298,106,192,2.41,"4,162"
2017.2/4,광진구,능동,"5,949","11,753","5,529","6,224","11,442","5,373","6,069",311,156,155,1.92,"1,377"
2017.2/4,광진구,구의1동,"11,304","23,445","11,193","12,252","22,698","10,852","11,846",747,341,406,2.01,"2,732"
2017.2/4,광진구,구의2동,"10,530","25,898","12,636","13,262","25,575","12,491","13,084",323,145,178,2.43,"3,407"
2017.2/4,광진구,구의3동,"11,708","29,872","14,364","15,508","29,573","14,227","15,346",299,137,162,2.53,"3,282"
2017.2/4,광진구,광장동,"11,841","36,515","17,719","18,796","36,333","17,628","18,705",182,91,91,3.07,"3,149"
2017.2/4,광진구,자양1동,"10,929","24,033","11,716","12,317","22,847","11,166","11,681","1,186",550,636,2.09,"2,862"
2017.2/4,광진구,자양2동,"11,148","27,750","13,636","14,114","27,423","13,494","13,929",327,142,185,2.46,"3,218"
2017.2/4,광진구,자양3동,"10,974","30,497","14,734","15,763","30,153","14,582","15,571",344,152,192,2.75,"3,294"
2017.2/4,광진구,자양4동,"11,093","26,677","13,197","13,480","21,909","11,058","10,851","4,768","2,139","2,629",1.98,"3,536"
2017.2/4,동대문구,소계,"159,826","368,050","182,252","185,798","353,031","176,485","176,546","15,019","5,767","9,252",2.21,"54,816"
2017.2/4,동대문구,회기동,"5,737","12,327","5,627","6,700","10,378","5,020","5,358","1,949",607,"1,342",1.81,"1,408"
2017.2/4,동대문구,휘경1동,"6,884","14,625","7,124","7,501","13,255","6,650","6,605","1,370",474,896,1.93,"2,114"
2017.2/4,동대문구,휘경2동,"10,988","25,424","12,479","12,945","24,989","12,321","12,668",435,158,277,2.27,"3,321"
2017.2/4,동대문구,청량리동,"10,582","23,331","11,676","11,655","22,543","11,289","11,254",788,387,401,2.13,"4,827"
2017.2/4,동대문구,용신동,"16,481","33,336","17,095","16,241","31,724","16,370","15,354","1,612",725,887,1.92,"5,432"
2017.2/4,동대문구,제기동,"12,707","28,219","14,135","14,084","25,706","13,156","12,550","2,513",979,"1,534",2.02,"4,971"
2017.2/4,동대문구,전농1동,"13,984","30,419","15,379","15,040","29,829","15,119","14,710",590,260,330,2.13,"4,956"
2017.2/4,동대문구,전농2동,"7,602","20,508","9,897","10,611","20,227","9,805","10,422",281,92,189,2.66,"3,055"
2017.2/4,동대문구,답십리1동,"10,496","25,103","12,279","12,824","24,661","12,085","12,576",442,194,248,2.35,"3,262"
2017.2/4,동대문구,답십리2동,"11,964","29,962","14,732","15,230","29,696","14,609","15,087",266,123,143,2.48,"4,645"
2017.2/4,동대문구,장안1동,"16,692","39,355","19,679","19,676","38,707","19,391","19,316",648,288,360,2.32,"5,111"
2017.2/4,동대문구,장안2동,"12,408","31,300","15,778","15,522","31,041","15,677","15,364",259,101,158,2.5,"4,017"
2017.2/4,동대문구,이문1동,"14,614","31,566","15,295","16,271","28,267","14,174","14,093","3,299","1,121","2,178",1.93,"4,395"
2017.2/4,동대문구,이문2동,"8,687","22,575","11,077","11,498","22,008","10,819","11,189",567,258,309,2.53,"3,302"
2017.2/4,중랑구,소계,"178,185","414,783","206,128","208,655","410,266","204,338","205,928","4,517","1,790","2,727",2.3,"57,827"
2017.2/4,중랑구,면목2동,"12,181","27,322","13,705","13,617","26,958","13,574","13,384",364,131,233,2.21,"3,710"
2017.2/4,중랑구,면목4동,"9,654","21,831","10,799","11,032","21,552","10,681","10,871",279,118,161,2.23,"3,260"
2017.2/4,중랑구,면목5동,"4,709","10,572","5,396","5,176","10,454","5,345","5,109",118,51,67,2.22,"1,514"
2017.2/4,중랑구,면목7동,"10,114","22,884","11,374","11,510","22,626","11,267","11,359",258,107,151,2.24,"3,500"
2017.2/4,중랑구,상봉1동,"9,978","26,002","12,721","13,281","25,847","12,658","13,189",155,63,92,2.59,"3,124"
2017.2/4,중랑구,상봉2동,"9,718","18,923","9,402","9,521","18,581","9,254","9,327",342,148,194,1.91,"2,529"
2017.2/4,중랑구,중화1동,"8,689","21,224","10,530","10,694","21,071","10,469","10,602",153,61,92,2.43,"2,841"
2017.2/4,중랑구,중화2동,"14,025","28,607","14,712","13,895","28,040","14,485","13,555",567,227,340,2,"4,424"
2017.2/4,중랑구,묵1동,"13,781","35,437","17,325","18,112","35,301","17,273","18,028",136,52,84,2.56,"4,706"
2017.2/4,중랑구,묵2동,"8,955","20,335","10,051","10,284","20,150","9,977","10,173",185,74,111,2.25,"2,774"
2017.2/4,중랑구,망우3동,"8,387","18,775","9,393","9,382","18,499","9,289","9,210",276,104,172,2.21,"2,773"
2017.2/4,중랑구,신내1동,"14,423","41,885","20,534","21,351","41,745","20,471","21,274",140,63,77,2.89,"5,403"
2017.2/4,중랑구,신내2동,"9,049","23,309","11,299","12,010","23,242","11,279","11,963",67,20,47,2.57,"3,167"
2017.2/4,중랑구,면목본동,"17,191","36,910","18,408","18,502","36,184","18,107","18,077",726,301,425,2.1,"5,059"
2017.2/4,중랑구,면목3.8동,"12,540","27,931","13,923","14,008","27,553","13,786","13,767",378,137,241,2.2,"4,184"
2017.2/4,중랑구,망우본동,"14,791","32,836","16,556","16,280","32,463","16,423","16,040",373,133,240,2.19,"4,859"
2017.2/4,성북구,소계,"188,100","459,276","223,155","236,121","448,104","218,694","229,410","11,172","4,461","6,711",2.38,"65,355"
2017.2/4,성북구,돈암1동,"6,431","16,748","7,903","8,845","16,628","7,858","8,770",120,45,75,2.59,"2,451"
2017.2/4,성북구,돈암2동,"8,347","25,124","12,053","13,071","25,039","12,013","13,026",85,40,45,3,"2,871"
2017.2/4,성북구,안암동,"8,676","17,727","8,636","9,091","15,502","7,857","7,645","2,225",779,"1,446",1.79,"2,012"
2017.2/4,성북구,보문동,"7,945","17,224","8,417","8,807","16,898","8,282","8,616",326,135,191,2.13,"2,197"
2017.2/4,성북구,정릉1동,"7,044","19,004","9,092","9,912","18,499","8,953","9,546",505,139,366,2.63,"2,688"
2017.2/4,성북구,정릉2동,"9,629","24,478","12,023","12,455","24,288","11,942","12,346",190,81,109,2.52,"3,827"
2017.2/4,성북구,정릉3동,"7,567","17,505","8,758","8,747","16,349","8,158","8,191","1,156",600,556,2.16,"2,943"
2017.2/4,성북구,정릉4동,"10,969","27,517","13,385","14,132","27,267","13,285","13,982",250,100,150,2.49,"4,140"
2017.2/4,성북구,길음1동,"12,941","37,747","18,091","19,656","37,549","18,007","19,542",198,84,114,2.9,"4,028"
2017.2/4,성북구,길음2동,"5,210","12,391","6,058","6,333","12,269","5,997","6,272",122,61,61,2.35,"1,925"
2017.2/4,성북구,월곡1동,"10,682","28,183","13,673","14,510","27,953","13,587","14,366",230,86,144,2.62,"4,019"
2017.2/4,성북구,월곡2동,"8,797","20,960","10,262","10,698","20,424","10,015","10,409",536,247,289,2.32,"3,073"
2017.2/4,성북구,장위1동,"8,944","21,629","10,738","10,891","21,402","10,660","10,742",227,78,149,2.39,"3,313"
2017.2/4,성북구,장위2동,"8,590","20,114","10,070","10,044","19,778","9,916","9,862",336,154,182,2.3,"3,606"
2017.2/4,성북구,장위3동,"5,326","12,890","6,552","6,338","12,656","6,440","6,216",234,112,122,2.38,"2,108"
2017.2/4,성북구,성북동,"8,040","18,158","8,603","9,555","17,664","8,383","9,281",494,220,274,2.2,"2,895"
2017.2/4,성북구,삼선동,"12,545","27,368","13,265","14,103","26,828","13,018","13,810",540,247,293,2.14,"3,857"
2017.2/4,성북구,동선동,"8,831","16,577","7,125","9,452","15,888","6,905","8,983",689,220,469,1.8,"2,097"
2017.2/4,성북구,종암동,"16,928","43,139","21,119","22,020","41,339","20,516","20,823","1,800",603,"1,197",2.44,"5,815"
2017.2/4,성북구,석관동,"14,658","34,793","17,332","17,461","33,884","16,902","16,982",909,430,479,2.31,"5,490"
2017.2/4,강북구,소계,"141,999","330,004","161,387","168,617","326,563","160,103","166,460","3,441","1,284","2,157",2.3,"55,505"
2017.2/4,강북구,번1동,"9,838","20,123","9,919","10,204","19,777","9,792","9,985",346,127,219,2.01,"3,189"
2017.2/4,강북구,번2동,"7,520","18,101","8,823","9,278","17,966","8,783","9,183",135,40,95,2.39,"3,482"
2017.2/4,강북구,번3동,"7,664","19,653","9,379","10,274","19,582","9,369","10,213",71,10,61,2.56,"4,208"
2017.2/4,강북구,수유1동,"10,153","22,622","11,157","11,465","22,361","11,068","11,293",261,89,172,2.2,"3,837"
2017.2/4,강북구,수유2동,"9,289","22,432","10,945","11,487","22,307","10,905","11,402",125,40,85,2.4,"4,023"
2017.2/4,강북구,수유3동,"11,932","24,337","12,104","12,233","23,993","11,972","12,021",344,132,212,2.01,"3,957"
2017.2/4,강북구,삼양동,"12,661","29,511","14,668","14,843","29,289","14,587","14,702",222,81,141,2.31,"4,750"
2017.2/4,강북구,미아동,"10,951","23,557","11,369","12,188","23,041","11,182","11,859",516,187,329,2.1,"3,795"
2017.2/4,강북구,송중동,"12,965","30,262","14,642","15,620","29,780","14,423","15,357",482,219,263,2.3,"5,073"
2017.2/4,강북구,송천동,"13,774","30,171","15,035","15,136","29,713","14,851","14,862",458,184,274,2.16,"5,353"
2017.2/4,강북구,삼각산동,"11,913","34,020","16,433","17,587","33,897","16,381","17,516",123,52,71,2.85,"3,709"
2017.2/4,강북구,우이동,"9,317","22,078","10,802","11,276","21,954","10,746","11,208",124,56,68,2.36,"4,114"
2017.2/4,강북구,인수동,"14,022","33,137","16,111","17,026","32,903","16,044","16,859",234,67,167,2.35,"6,015"
2017.2/4,도봉구,소계,"136,852","347,941","170,563","177,378","345,945","169,835","176,110","1,996",728,"1,268",2.53,"52,174"
2017.2/4,도봉구,쌍문1동,"8,932","22,341","10,864","11,477","22,108","10,803","11,305",233,61,172,2.48,"3,664"
2017.2/4,도봉구,쌍문2동,"8,577","20,837","10,111","10,726","20,708","10,061","10,647",129,50,79,2.41,"3,223"
2017.2/4,도봉구,쌍문3동,"7,618","17,673","8,598","9,075","17,514","8,537","8,977",159,61,98,2.3,"2,936"
2017.2/4,도봉구,쌍문4동,"7,172","20,569","9,885","10,684","20,519","9,868","10,651",50,17,33,2.86,"2,421"
2017.2/4,도봉구,방학1동,"12,602","31,080","15,394","15,686","30,816","15,298","15,518",264,96,168,2.45,"4,620"
2017.2/4,도봉구,방학2동,"9,617","22,395","11,347","11,048","22,199","11,267","10,932",196,80,116,2.31,"3,656"
2017.2/4,도봉구,방학3동,"10,221","30,095","14,688","15,407","30,030","14,670","15,360",65,18,47,2.94,"3,842"
2017.2/4,도봉구,창1동,"10,849","27,509","13,248","14,261","27,343","13,177","14,166",166,71,95,2.52,"3,818"
2017.2/4,도봉구,창2동,"12,169","31,584","15,533","16,051","31,359","15,432","15,927",225,101,124,2.58,"4,241"
2017.2/4,도봉구,창3동,"6,643","15,468","7,717","7,751","15,383","7,690","7,693",85,27,58,2.32,"2,552"
2017.2/4,도봉구,창4동,"10,537","29,031","14,048","14,983","28,950","14,020","14,930",81,28,53,2.75,"3,564"
2017.2/4,도봉구,창5동,"9,834","26,595","12,862","13,733","26,504","12,830","13,674",91,32,59,2.7,"3,496"
2017.2/4,도봉구,도봉1동,"10,333","23,497","11,872","11,625","23,355","11,827","11,528",142,45,97,2.26,"4,867"
2017.2/4,도봉구,도봉2동,"11,748","29,267","14,396","14,871","29,157","14,355","14,802",110,41,69,2.48,"5,274"
2017.2/4,노원구,소계,"219,460","566,411","275,299","291,112","562,781","273,757","289,024","3,630","1,542","2,088",2.56,"73,010"
2017.2/4,노원구,월계1동,"10,317","24,290","12,572","11,718","23,881","12,361","11,520",409,211,198,2.31,"3,619"
2017.2/4,노원구,월계2동,"11,247","27,383","13,238","14,145","27,255","13,197","14,058",128,41,87,2.42,"4,570"
2017.2/4,노원구,월계3동,"13,110","33,650","16,241","17,409","33,482","16,174","17,308",168,67,101,2.55,"4,952"
2017.2/4,노원구,공릉2동,"16,798","44,174","21,820","22,354","43,666","21,528","22,138",508,292,216,2.6,"4,498"
2017.2/4,노원구,하계1동,"11,902","29,945","14,534","15,411","29,512","14,318","15,194",433,216,217,2.48,"3,666"
2017.2/4,노원구,하계2동,"8,415","24,585","11,837","12,748","24,531","11,814","12,717",54,23,31,2.92,"2,735"
2017.2/4,노원구,중계본동,"9,342","27,721","13,589","14,132","27,637","13,556","14,081",84,33,51,2.96,"2,449"
2017.2/4,노원구,중계1동,"9,155","28,973","14,171","14,802","28,888","14,138","14,750",85,33,52,3.16,"2,128"
2017.2/4,노원구,중계4동,"8,418","22,346","10,920","11,426","22,269","10,897","11,372",77,23,54,2.65,"3,384"
2017.2/4,노원구,상계1동,"15,849","42,241","20,629","21,612","42,067","20,571","21,496",174,58,116,2.65,"5,729"
2017.2/4,노원구,상계2동,"8,709","22,160","10,915","11,245","22,007","10,853","11,154",153,62,91,2.53,"2,815"
2017.2/4,노원구,상계5동,"11,337","27,450","13,397","14,053","27,311","13,352","13,959",139,45,94,2.41,"4,435"
2017.2/4,노원구,상계8동,"9,365","25,457","12,264","13,193","25,414","12,253","13,161",43,11,32,2.71,"2,362"
2017.2/4,노원구,상계9동,"8,606","23,117","11,105","12,012","23,035","11,084","11,951",82,21,61,2.68,"2,699"
2017.2/4,노원구,상계10동,"7,084","18,265","8,508","9,757","18,210","8,480","9,730",55,28,27,2.57,"1,938"
2017.2/4,노원구,상계3.4동,"12,478","28,841","14,482","14,359","28,672","14,432","14,240",169,50,119,2.3,"5,425"
2017.2/4,노원구,상계6.7동,"14,114","36,431","17,065","19,366","36,251","16,995","19,256",180,70,110,2.57,"4,032"
2017.2/4,노원구,중계2.3동,"15,564","39,172","18,345","20,827","39,007","18,286","20,721",165,59,106,2.51,"6,379"
2017.2/4,노원구,공릉1동,"17,650","40,210","19,667","20,543","39,686","19,468","20,218",524,199,325,2.25,"5,195"
2017.2/4,은평구,소계,"201,971","492,835","239,289","253,546","488,390","237,387","251,003","4,445","1,902","2,543",2.42,"73,136"
2017.2/4,은평구,녹번동,"14,462","33,081","15,994","17,087","32,659","15,804","16,855",422,190,232,2.26,"5,371"
2017.2/4,은평구,불광1동,"17,635","42,656","20,399","22,257","42,317","20,267","22,050",339,132,207,2.4,"6,540"
2017.2/4,은평구,갈현1동,"11,090","25,803","12,692","13,111","25,498","12,505","12,993",305,187,118,2.3,"3,877"
2017.2/4,은평구,갈현2동,"12,350","30,894","14,799","16,095","30,520","14,637","15,883",374,162,212,2.47,"4,230"
2017.2/4,은평구,구산동,"12,402","33,980","17,074","16,906","33,762","16,982","16,780",218,92,126,2.72,"5,222"
2017.2/4,은평구,대조동,"15,761","33,604","15,917","17,687","33,182","15,735","17,447",422,182,240,2.11,"5,112"
2017.2/4,은평구,응암1동,"11,271","26,766","12,850","13,916","26,478","12,729","13,749",288,121,167,2.35,"3,792"
2017.2/4,은평구,응암2동,"7,761","19,521","9,559","9,962","19,336","9,472","9,864",185,87,98,2.49,"2,587"
2017.2/4,은평구,신사1동,"11,209","28,386","13,817","14,569","28,167","13,730","14,437",219,87,132,2.51,"4,044"
2017.2/4,은평구,신사2동,"8,940","22,265","11,163","11,102","22,123","11,106","11,017",142,57,85,2.47,"3,183"
2017.2/4,은평구,증산동,"7,564","18,480","9,167","9,313","18,348","9,110","9,238",132,57,75,2.43,"2,941"
2017.2/4,은평구,수색동,"6,547","15,432","7,771","7,661","15,284","7,720","7,564",148,51,97,2.33,"2,742"
2017.2/4,은평구,진관동,"18,705","54,274","25,890","28,384","54,058","25,795","28,263",216,95,121,2.89,"6,426"
2017.2/4,은평구,불광2동,"13,423","30,068","14,681","15,387","29,752","14,552","15,200",316,129,187,2.22,"5,103"
2017.2/4,은평구,응암3동,"12,397","26,989","13,254","13,735","26,678","13,133","13,545",311,121,190,2.15,"4,920"
2017.2/4,은평구,역촌동,"20,454","50,636","24,262","26,374","50,228","24,110","26,118",408,152,256,2.46,"7,046"
2017.2/4,서대문구,소계,"137,413","326,412","156,412","170,000","314,778","152,428","162,350","11,634","3,984","7,650",2.29,"48,554"
2017.2/4,서대문구,천연동,"8,382","19,524","9,439","10,085","19,304","9,333","9,971",220,106,114,2.3,"3,065"
2017.2/4,서대문구,홍제1동,"10,027","24,864","11,802","13,062","24,539","11,653","12,886",325,149,176,2.45,"4,015"
2017.2/4,서대문구,홍제3동,"7,425","17,719","8,594","9,125","17,540","8,513","9,027",179,81,98,2.36,"3,256"
2017.2/4,서대문구,홍제2동,"5,871","15,165","7,259","7,906","15,038","7,211","7,827",127,48,79,2.56,"2,436"
2017.2/4,서대문구,홍은1동,"9,531","23,634","11,567","12,067","23,316","11,426","11,890",318,141,177,2.45,"4,065"
2017.2/4,서대문구,홍은2동,"12,607","30,409","14,899","15,510","29,849","14,649","15,200",560,250,310,2.37,"4,694"
2017.2/4,서대문구,남가좌1동,"5,961","17,208","8,319","8,889","16,810","8,171","8,639",398,148,250,2.82,"1,963"
2017.2/4,서대문구,남가좌2동,"10,172","23,301","11,286","12,015","22,802","11,068","11,734",499,218,281,2.24,"3,751"
2017.2/4,서대문구,북가좌1동,"7,071","19,863","9,639","10,224","19,691","9,570","10,121",172,69,103,2.78,"2,664"
2017.2/4,서대문구,북가좌2동,"14,616","35,027","17,115","17,912","34,729","17,000","17,729",298,115,183,2.38,"5,388"
2017.2/4,서대문구,충현동,"8,768","18,835","9,174","9,661","18,384","8,995","9,389",451,179,272,2.1,"2,997"
2017.2/4,서대문구,북아현동,"7,178","16,858","8,059","8,799","16,512","7,908","8,604",346,151,195,2.3,"2,121"
2017.2/4,서대문구,신촌동,"11,329","22,995","9,477","13,518","18,204","8,409","9,795","4,791","1,068","3,723",1.61,"2,152"
2017.2/4,서대문구,연희동,"18,475","41,010","19,783","21,227","38,060","18,522","19,538","2,950","1,261","1,689",2.06,"5,987"
2017.2/4,마포구,소계,"169,407","388,574","185,105","203,469","377,791","180,722","197,069","10,783","4,383","6,400",2.23,"49,200"
2017.2/4,마포구,용강동,"8,970","22,468","10,819","11,649","21,895","10,497","11,398",573,322,251,2.44,"2,601"
