기간,자치구,동,세대,계,계,계,한국인,한국인,한국인,등록외국인,등록외국인,등록외국인,세대당인구,65세이상고령자
기간,자치구,동,세대,인구,남자,여자,인구,남자,여자,인구,남자,여자,세대당인구,65세이상고령자
2012.4/4,총계,총계,"4,177,970","10,442,426","5,159,665","5,282,761","10,195,318","5,041,336","5,153,982","247,108","118,329","128,779",2.44,"1,110,995"
2012.4/4,종로구,소계,"75,659","173,148","85,997","87,151","165,207","82,274","82,933","7,941","3,723","4,218",2.18,"23,868"
2012.4/4,종로구,사직동,"4,574","10,477","4,923","5,554","10,033","4,661","5,372",444,262,182,2.19,"1,615"
2012.4/4,종로구,삼청동,"1,558","3,485","1,679","1,806","3,322","1,584","1,738",163,95,68,2.13,621
2012.4/4,종로구,부암동,"4,566","11,478","5,657","5,821","11,236","5,552","5,684",242,105,137,2.46,"1,654"
2012.4/4,종로구,평창동,"7,395","19,816","9,496","10,320","19,543","9,359","10,184",273,137,136,2.64,"2,712"
2012.4/4,종로구,무악동,"3,220","8,598","4,076","4,522","8,548","4,057","4,491",50,19,31,2.65,"1,154"
2012.4/4,종로구,교남동,"4,091","8,342","4,132","4,210","8,185","4,066","4,119",157,66,91,2,"1,306"
2012.4/4,종로구,가회동,"2,408","5,520","2,633","2,887","5,397","2,578","2,819",123,55,68,2.24,870
2012.4/4,종로구,종로1.2.3.4가동,"5,276","8,984","5,190","3,794","7,953","4,602","3,351","1,031",588,443,1.51,"1,656"
2012.4/4,종로구,종로5·6가동,"3,185","6,438","3,466","2,972","6,120","3,327","2,793",318,139,179,1.92,973
2012.4/4,종로구,이화동,"4,520","9,521","4,553","4,968","9,029","4,329","4,700",492,224,268,2,"1,112"
2012.4/4,종로구,창신1동,"3,500","7,669","4,005","3,664","6,617","3,511","3,106","1,052",494,558,1.89,996
2012.4/4,종로구,창신2동,"4,937","11,984","6,034","5,950","11,068","5,632","5,436",916,402,514,2.24,"1,468"
2012.4/4,종로구,창신3동,"3,087","8,502","4,240","4,262","8,395","4,194","4,201",107,46,61,2.72,987
2012.4/4,종로구,숭인1동,"3,256","7,692","3,868","3,824","7,299","3,688","3,611",393,180,213,2.24,920
2012.4/4,종로구,숭인2동,"4,817","9,560","5,002","4,558","9,200","4,840","4,360",360,162,198,1.91,"1,410"
2012.4/4,종로구,청운효자동,"6,023","15,219","7,320","7,899","15,089","7,263","7,826",130,57,73,2.51,"2,079"
2012.4/4,종로구,혜화동,"9,246","19,863","9,723","10,140","18,173","9,031","9,142","1,690",692,998,1.97,"2,335"
2012.4/4,중구,소계,"61,546","140,807","70,762","70,045","133,360","67,043","66,317","7,447","3,719","3,728",2.17,"18,875"
2012.4/4,중구,소공동,700,"1,764",983,781,"1,357",707,650,407,276,131,1.94,169
2012.4/4,중구,회현동,"3,587","6,581","3,604","2,977","5,892","3,228","2,664",689,376,313,1.64,"1,213"
2012.4/4,중구,명동,"1,657","4,113","2,005","2,108","3,392","1,515","1,877",721,490,231,2.05,630
2012.4/4,중구,필동,"2,431","4,989","2,672","2,317","4,573","2,474","2,099",416,198,218,1.88,726
2012.4/4,중구,장충동,"2,975","6,189","3,114","3,075","5,583","2,858","2,725",606,256,350,1.88,735
2012.4/4,중구,광희동,"3,073","6,460","3,388","3,072","5,603","2,996","2,607",857,392,465,1.82,949
2012.4/4,중구,을지로동,"1,374","2,074","1,293",781,"1,978","1,250",728,96,43,53,1.44,415
2012.4/4,중구,신당1동,"3,996","9,325","4,751","4,574","7,857","4,045","3,812","1,468",706,762,1.97,"1,102"
2012.4/4,중구,신당2동,"7,221","16,749","8,239","8,510","16,403","8,102","8,301",346,137,209,2.27,"2,132"
2012.4/4,중구,신당3동,"8,033","19,638","9,436","10,202","19,421","9,336","10,085",217,100,117,2.42,"2,773"
2012.4/4,중구,신당4동,"6,501","16,020","7,734","8,286","15,853","7,664","8,189",167,70,97,2.44,"2,120"
2012.4/4,중구,신당5동,"4,650","10,693","5,371","5,322","10,435","5,258","5,177",258,113,145,2.24,"1,347"
2012.4/4,중구,신당6동,"4,410","12,053","5,894","6,159","11,913","5,822","6,091",140,72,68,2.7,"1,384"
2012.4/4,중구,황학동,"5,775","13,090","6,633","6,457","12,323","6,281","6,042",767,352,415,2.13,"1,549"
2012.4/4,중구,중림동,"5,163","11,069","5,645","5,424","10,777","5,507","5,270",292,138,154,2.09,"1,631"
2012.4/4,용산구,소계,"110,706","255,294","124,708","130,586","243,232","118,461","124,771","12,062","6,247","5,815",2.2,"33,027"
2012.4/4,용산구,후암동,"8,991","20,413","10,190","10,223","19,923","9,960","9,963",490,230,260,2.22,"2,602"
2012.4/4,용산구,용산2가동,"5,986","13,810","6,782","7,028","12,783","6,192","6,591","1,027",590,437,2.14,"1,812"
2012.4/4,용산구,남영동,"5,184","8,213","4,915","3,298","7,801","4,731","3,070",412,184,228,1.5,"1,246"
2012.4/4,용산구,원효로2동,"6,005","15,928","7,591","8,337","15,737","7,514","8,223",191,77,114,2.62,"1,960"
2012.4/4,용산구,효창동,"4,415","11,449","5,587","5,862","11,297","5,519","5,778",152,68,84,2.56,"1,440"
2012.4/4,용산구,용문동,"5,101","13,126","6,454","6,672","12,982","6,389","6,593",144,65,79,2.54,"1,617"
2012.4/4,용산구,이촌1동,"9,852","28,405","13,388","15,017","26,984","12,595","14,389","1,421",793,628,2.74,"3,410"
2012.4/4,용산구,이촌2동,"4,319","10,367","4,991","5,376","10,316","4,972","5,344",51,19,32,2.39,"1,539"
2012.4/4,용산구,이태원1동,"4,434","9,981","4,771","5,210","8,417","3,863","4,554","1,564",908,656,1.9,"1,445"
2012.4/4,용산구,이태원2동,"5,391","11,878","5,597","6,281","11,014","5,112","5,902",864,485,379,2.04,"1,844"
2012.4/4,용산구,서빙고동,"5,532","14,456","7,001","7,455","14,080","6,835","7,245",376,166,210,2.55,"1,914"
2012.4/4,용산구,보광동,"8,565","18,361","8,961","9,400","17,473","8,487","8,986",888,474,414,2.04,"2,379"
2012.4/4,용산구,청파동,"11,443","23,948","11,428","12,520","23,031","11,094","11,937",917,334,583,2.01,"2,800"
2012.4/4,용산구,원효로1동,"5,601","12,838","6,382","6,456","12,569","6,259","6,310",269,123,146,2.24,"1,437"
