GIS건물통합식별번호,고유번호,법정동코드,법정동명,특수지구분코드,특수지구분명,지번,건물식별번호,집합건물구분코드,집합건물구분,대장종류코드,대장종류,건물명,건물동명,건물주부구분코드,건물주부구분명,건물대지면적,건물건축면적,건물연면적,용적율,건폐율,건축물구조코드,건축물구조명,주요용도코드,주요용도명,세부용도코드,세부용도명,건물용도분류코드,건물용도분류명,건물높이,지상층수,지하층수,허가일자,사용승인일자,데이터기준일자
2001206057624577377800000000,1135010200100010001,1135010200,서울특별시 노원구 월계동,1,일반,1-1,5769,1,일반건축물,2,일반건축물대방,한내근린공원 관리사무소,,0,주건축물,20300,86.58,71.82,.35,.43,21,철근콘크리트구조,03000,제1종근린생활시설,03999,기타제1종근생활시설,2,상업용,5.58,1,0,2000-08-10,2001-05-30,2018-07-06
1997206048694576048400000000,1135010200100030007,1135010200,서울특별시 노원구 월계동,1,일반,3-7,1079,1,일반건축물,2,일반건축물대방,서울한천초등학교,창고3,1,부속건축물,0,36,36,0,0,11,벽돌구조,10000,교육연구시설,10999,기타교육연구시설,6,문교사회용,16.65,1,0,,1997-02-03,2018-07-06
1997206009464575769400000000,1135010200100030007,1135010200,서울특별시 노원구 월계동,1,일반,3-7,1083,1,일반건축물,2,일반건축물대방,서울한천초등학교,교사1동,0,주건축물,11790.2,1228.5,4792.5,64.55,16.96,21,철근콘크리트구조,10000,교육연구시설,10101,초등학교,6,문교사회용,16.65,4,1,,1997-02-03,2018-07-06
1997205982954575089000000000,1135010200100030007,1135010200,서울특별시 노원구 월계동,1,일반,3-7,1082,1,일반건축물,2,일반건축물대방,서울한천초등학교,교사2동,0,주건축물,11790.2,670.5,2767.5,64.55,16.96,21,철근콘크리트구조,10000,교육연구시설,10101,초등학교,6,문교사회용,16.65,4,0,,1997-02-03,2018-07-06
1997206033764575981500000000,1135010200100030007,1135010200,서울특별시 노원구 월계동,1,일반,3-7,1081,1,일반건축물,2,일반건축물대방,서울한천초등학교,창고1,1,부속건축물,0,28.08,28.08,0,0,11,벽돌구조,10000,교육연구시설,10999,기타교육연구시설,6,문교사회용,16.65,1,0,,1997-02-03,2018-07-06
1987205699534582258800000000,1135010200100120000,1135010200,서울특별시 노원구 월계동,1,일반,12,2704,2,집합건축물,3,표제부,,36동,0,주건축물,0,761.26,11152.56,0,0,21,철근콘크리트구조,02000,공동주택,02001,아파트,1,주거용,0,14,1,1985-11-18,1987-07-06,2018-07-06
1987205637794582975200000000,1135010200100120000,1135010200,서울특별시 노원구 월계동,1,일반,12,2703,2,집합건축물,3,표제부,,37동,0,주건축물,0,595.29,8684.66,0,0,21,철근콘크리트구조,02000,공동주택,02001,아파트,1,주거용,0,14,1,1985-11-18,1987-07-06,2018-07-06
1987205573524582971400000000,1135010200100120000,1135010200,서울특별시 노원구 월계동,1,일반,12,2702,2,집합건축물,3,표제부,,38동,0,주건축물,0,535.66,7806,0,0,21,철근콘크리트구조,02000,공동주택,02001,아파트,1,주거용,0,14,1,1985-11-18,1987-07-06,2018-07-06
1987205541734582572200000000,1135010200100120000,1135010200,서울특별시 노원구 월계동,1,일반,12,2701,2,집합건축물,3,표제부,,39동,0,주건축물,0,526.32,7656.25,0,0,21,철근콘크리트구조,02000,공동주택,02001,아파트,1,주거용,0,14,1,1985-11-18,1987-07-06,2018-07-06
1987205589394581617300000000,1135010200100120000,1135010200,서울특별시 노원구 월계동,1,일반,12,2707,2,집합건축물,3,표제부,,33동,0,주건축물,0,585.95,8539.75,0,0,21,철근콘크리트구조,02000,공동주택,02001,아파트,1,주거용,0,14,1,1985-11-18,1987-07-06,2018-07-06
1987205606084582251800000000,1135010200100120000,1135010200,서울특별시 노원구 월계동,1,일반,12,2705,2,집합건축물,3,표제부,,35동,0,주건축물,0,761.26,11152.56,0,0,21,철근콘크리트구조,02000,공동주택,02001,아파트,1,주거용,0,14,1,1985-11-18,1987-07-06,2018-07-06
1987205533994581761400000000,1135010200100120000,1135010200,서울특별시 노원구 월계동,1,일반,12,2706,2,집합건축물,3,표제부,,34동,0,주건축물,0,714.41,10475.96,0,0,21,철근콘크리트구조,02000,공동주택,02001,아파트,1,주거용,0,14,1,1985-11-18,1987-07-06,2018-07-06
1987205693714582730400000000,1135010200100120000,1135010200,서울특별시 노원구 월계동,1,일반,12,2700,2,집합건축물,3,표제부,,상가동,0,주건축물,0,368.3,368.3,0,0,21,철근콘크리트구조,03000,제1종근린생활시설,07999,기타판매시설,2,상업용,0,1,0,1985-11-18,1987-07-06,2018-07-06
1986205990994576652000000000,1135010200100130000,1135010200,서울특별시 노원구 월계동,1,일반,13,1604,2,집합건축물,3,표제부,,10동,0,주건축물,0,719.87,10563.22,0,0,21,철근콘크리트구조,02000,공동주택,02001,아파트,1,주거용,0,14,1,1984-08-25,1986-07-31,2018-07-06
1986205929844575556700000000,1135010200100130000,1135010200,서울특별시 노원구 월계동,1,일반,13,1605,2,집합건축물,3,표제부,,9동,0,주건축물,0,480.07,2630.93,0,0,21,철근콘크리트구조,02000,공동주택,02001,아파트,1,주거용,0,5,1,1984-08-25,1986-07-31,2018-07-06
1986205874574575970100000000,1135010200100130000,1135010200,서울특별시 노원구 월계동,1,일반,13,1606,2,집합건축물,3,표제부,,8동,0,주건축물,0,399.86,2197.36,0,0,21,철근콘크리트구조,02000,공동주택,02001,아파트,1,주거용,0,5,1,1984-08-25,1986-07-31,2018-07-06
1986205868584575670900000000,1135010200100130000,1135010200,서울특별시 노원구 월계동,1,일반,13,1607,2,집합건축물,3,표제부,,7동,0,주건축물,0,399.86,2197.36,0,0,21,철근콘크리트구조,02000,공동주택,02001,아파트,1,주거용,0,5,1,1984-08-25,1986-07-31,2018-07-06
1986205863034575373200000000,1135010200100130000,1135010200,서울특별시 노원구 월계동,1,일반,13,1608,2,집합건축물,3,표제부,,6동,0,주건축물,0,399.86,2197.36,0,0,21,철근콘크리트구조,02000,공동주택,02001,아파트,1,주거용,0,5,1,1984-08-25,1986-07-31,2018-07-06
1986205856724575076600000000,1135010200100130000,1135010200,서울특별시 노원구 월계동,1,일반,13,1609,2,집합건축물,3,표제부,,5동,0,주건축물,0,399.86,2197.36,0,0,21,철근콘크리트구조,02000,공동주택,02001,아파트,1,주거용,0,5,1,1984-08-25,1986-07-31,2018-07-06
1986205848774574593200000000,1135010200100130000,1135010200,서울특별시 노원구 월계동,1,일반,13,1610,2,집합건축물,3,표제부,,4동,0,주건축물,0,480.07,2630.93,0,0,21,철근콘크리트구조,02000,공동주택,02001,아파트,1,주거용,0,5,1,1984-08-25,1986-07-31,2018-07-06
1986205926884574948800000000,1135010200100130000,1135010200,서울특별시 노원구 월계동,1,일반,13,1611,2,집합건축물,3,표제부,,3동,0,주건축물,0,480.07,2630.93,0,0,21,철근콘크리트구조,02000,공동주택,02001,아파트,1,주거용,0,5,1,1984-08-25,1986-07-31,2018-07-06
1986205862194574294300000000,1135010200100130000,1135010200,서울특별시 노원구 월계동,1,일반,13,1612,2,집합건축물,3,표제부,,1동,0,주건축물,0,480.07,2630.93,0,0,21,철근콘크리트구조,02000,공동주택,02001,아파트,1,주거용,0,5,1,1984-08-25,1986-07-31,2018-07-06
1986205856824580364800000000,1135010200100130000,1135010200,서울특별시 노원구 월계동,1,일반,13,1579,2,집합건축물,3,표제부,,나동,0,주건축물,0,0,3648,0,0,21,철근콘크리트구조,Z3000,근린생활시설,03023,마을공동구판장,2,상업용,0,3,1,1984-08-17,1986-06-07,2018-07-06
1986205875614579799900000000,1135010200100130000,1135010200,서울특별시 노원구 월계동,1,일반,13,1580,2,집합건축물,3,표제부,,23동,0,주건축물,0,822.71,11996.04,0,0,21,철근콘크리트구조,02000,공동주택,02001,아파트,1,주거용,0,14,1,1984-08-18,1986-08-31,2018-07-06
1986205940864574651700000000,1135010200100130000,1135010200,서울특별시 노원구 월계동,1,일반,13,1582,2,집합건축물,3,표제부,,2동,0,주건축물,0,480.07,2630.93,0,0,21,철근콘크리트구조,02000,공동주택,02001,아파트,1,주거용,0,5,1,1984-08-25,1986-07-31,2018-07-06
1986205922294576408100000000,1135010200100130000,1135010200,서울특별시 노원구 월계동,1,일반,13,1583,2,집합건축물,3,표제부,,가동,0,주건축물,0,0,3657.13,0,0,21,철근콘크리트구조,Z3000,근린생활시설,07999,기타판매시설,2,상업용,0,2,1,1984-08-25,1986-07-31,2018-07-06
1986205663584581632000000000,1135010200100130000,1135010200,서울특별시 노원구 월계동,1,일반,13,1584,2,집합건축물,3,표제부,,32동,0,주건축물,0,754.41,11043.72,0,0,21,철근콘크리트구조,02000,공동주택,02001,아파트,1,주거용,0,14,1,1984-08-17,1986-06-07,2018-07-06
1986205741794581635700000000,1135010200100130000,1135010200,서울특별시 노원구 월계동,1,일반,13,1585,2,집합건축물,3,표제부,,31동,0,주건축물,0,754.41,11043.72,0,0,21,철근콘크리트구조,02000,공동주택,02001,아파트,1,주거용,0,14,1,1984-08-17,1986-06-07,2018-07-06
1986205756004581024400000000,1135010200100130000,1135010200,서울특별시 노원구 월계동,1,일반,13,1586,2,집합건축물,3,표제부,,30동,0,주건축물,0,754.41,11043.72,0,0,21,철근콘크리트구조,02000,공동주택,02001,아파트,1,주거용,0,14,1,1984-08-17,1986-06-07,2018-07-06
1986205677684581017300000000,1135010200100130000,1135010200,서울특별시 노원구 월계동,1,일반,13,1587,2,집합건축물,3,표제부,,29동,0,주건축물,0,754.41,11043.72,0,0,21,철근콘크리트구조,02000,공동주택,02001,아파트,1,주거용,0,14,1,1984-08-17,1986-06-07,2018-07-06
1986205599274581008800000000,1135010200100130000,1135010200,서울특별시 노원구 월계동,1,일반,13,1588,2,집합건축물,3,표제부,,28동,0,주건축물,0,754.41,11043.72,0,0,21,철근콘크리트구조,02000,공동주택,02001,아파트,1,주거용,0,14,1,1984-08-17,1986-06-07,2018-07-06
1986205513894580585000000000,1135010200100130000,1135010200,서울특별시 노원구 월계동,1,일반,13,1589,2,집합건축물,3,표제부,,27동,0,주건축물,0,754.41,11043.72,0,0,21,철근콘크리트구조,02000,공동주택,02001,아파트,1,주거용,0,14,1,1984-08-17,1986-06-07,2018-07-06
1986205599524580396100000000,1135010200100130000,1135010200,서울특별시 노원구 월계동,1,일반,13,1590,2,집합건축물,3,표제부,,26동,0,주건축물,0,754.41,11043.72,0,0,21,철근콘크리트구조,02000,공동주택,02001,아파트,1,주거용,0,14,1,1984-08-17,1986-06-07,2018-07-06
1986205678904580400600000000,1135010200100130000,1135010200,서울특별시 노원구 월계동,1,일반,13,1591,2,집합건축물,3,표제부,,25동,0,주건축물,0,754.41,11043.72,0,0,21,철근콘크리트구조,02000,공동주택,02001,아파트,1,주거용,0,14,1,1984-08-17,1986-06-07,2018-07-06
1986205756934580406500000000,1135010200100130000,1135010200,서울특별시 노원구 월계동,1,일반,13,1592,2,집합건축물,3,표제부,,24동,0,주건축물,0,754.41,11043.72,0,0,21,철근콘크리트구조,02000,공동주택,02001,아파트,1,주거용,0,14,1,1984-08-17,1986-06-07,2018-07-06
1986205769574579788100000000,1135010200100130000,1135010200,서울특별시 노원구 월계동,1,일반,13,1593,2,집합건축물,3,표제부,,22동,0,주건축물,0,822.71,11996.04,0,0,21,철근콘크리트구조,02000,공동주택,02001,아파트,1,주거용,0,14,1,1984-08-18,1986-08-31,2018-07-06
1986205676714579783200000000,1135010200100130000,1135010200,서울특별시 노원구 월계동,1,일반,13,1594,2,집합건축물,3,표제부,,21동,0,주건축물,0,822.71,11996.04,0,0,21,철근콘크리트구조,02000,공동주택,02001,아파트,1,주거용,0,14,1,1984-08-18,1986-08-31,2018-07-06
1986205583804579774000000000,1135010200100130000,1135010200,서울특별시 노원구 월계동,1,일반,13,1595,2,집합건축물,3,표제부,,20동,0,주건축물,0,822.71,11996.04,0,0,21,철근콘크리트구조,02000,공동주택,02001,아파트,1,주거용,0,14,1,1984-08-18,1986-08-31,2018-07-06
1986205729164579166300000000,1135010200100130000,1135010200,서울특별시 노원구 월계동,1,일반,13,1596,2,집합건축물,3,표제부,,19동,0,주건축물,0,634.61,9175.03,0,0,21,철근콘크리트구조,02000,공동주택,02001,아파트,1,주거용,0,14,1,1984-08-18,1986-08-31,2018-07-06
1986205869774579175700000000,1135010200100130000,1135010200,서울특별시 노원구 월계동,1,일반,13,1597,2,집합건축물,3,표제부,,18동,0,주건축물,0,634.61,9175.03,0,0,21,철근콘크리트구조,02000,공동주택,02001,아파트,1,주거용,0,14,1,1984-08-18,1986-08-31,2018-07-06
1986205967604577284600000000,1135010200100130000,1135010200,서울특별시 노원구 월계동,1,일반,13,1603,2,집합건축물,3,표제부,,11동,0,주건축물,0,719.87,10563.22,0,0,21,철근콘크리트구조,02000,공동주택,02001,아파트,1,주거용,0,14,1,1984-08-25,1986-07-31,2018-07-06
1986205855084577470500000000,1135010200100130000,1135010200,서울특별시 노원구 월계동,1,일반,13,1602,2,집합건축물,3,표제부,,13동,0,주건축물,0,780.09,11455.44,0,0,21,철근콘크리트구조,02000,공동주택,02001,아파트,1,주거용,0,14,1,1984-08-25,1986-07-31,2018-07-06
1986205944404577919500000000,1135010200100130000,1135010200,서울특별시 노원구 월계동,1,일반,13,1601,2,집합건축물,3,표제부,,14동,0,주건축물,0,719.87,10563.22,0,0,21,철근콘크리트구조,02000,공동주택,02001,아파트,1,주거용,0,14,1,1984-08-25,1986-07-31,2018-07-06
1986205921154578553200000000,1135010200100130000,1135010200,서울특별시 노원구 월계동,1,일반,13,1600,2,집합건축물,3,표제부,,15동,0,주건축물,0,719.87,10563.22,0,0,21,철근콘크리트구조,02000,공동주택,02001,아파트,1,주거용,0,14,1,1984-08-25,1986-07-31,2018-07-06
1986205831634578104500000000,1135010200100130000,1135010200,서울특별시 노원구 월계동,1,일반,13,1599,2,집합건축물,3,표제부,,16동,0,주건축물,0,780.09,11455.44,0,0,21,철근콘크리트구조,02000,공동주택,02001,아파트,1,주거용,0,14,1,1984-08-25,1986-07-31,2018-07-06
1986205799384578798300000000,1135010200100130000,1135010200,서울특별시 노원구 월계동,1,일반,13,1598,2,집합건축물,3,표제부,,17동,0,주건축물,0,634.61,9175.03,0,0,21,철근콘크리트구조,02000,공동주택,02001,아파트,1,주거용,0,14,1,1984-08-18,1986-08-31,2018-07-06
1986205898744576189400000000,1135010200100130000,1135010200,서울특별시 노원구 월계동,1,일반,13,1284,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,183.6,501.6,0,0,21,철근콘크리트구조,03000,제1종근린생활시설,03004,일반목욕장,2,상업용,0,2,1,1984-08-25,1986-07-31,2018-07-06
1986205650424579453700000000,1135010200100130000,1135010200,서울특별시 노원구 월계동,1,일반,13,1285,1,일반건축물,2,일반건축물대방,유치원,,0,주건축물,0,909.34,1060.28,0,0,21,철근콘크리트구조,11000,노유자시설,11101,유치원,6,문교사회용,0,1,1,1984-08-18,1986-08-31,2018-07-06
1986205878494576841000000000,1135010200100130000,1135010200,서울특별시 노원구 월계동,1,일반,13,1581,2,집합건축물,3,표제부,,12동,0,주건축물,0,780.09,11455.44,0,0,21,철근콘크리트구조,02000,공동주택,02001,아파트,1,주거용,0,14,1,1984-08-25,1986-07-31,2018-07-06
1988206043924576316400000000,1135010200100150001,1135010200,서울특별시 노원구 월계동,1,일반,15-1,12207,1,일반건축물,2,일반건축물대방,월계3동 주민센터,,0,주건축물,330.12,184.5,660.5,167.51,55.89,21,철근콘크리트구조,03000,제1종근린생활시설,03101,동사무소,2,상업용,11.5,3,1,1988,1988-12-20,2018-07-06
1988206028424576205500000000,1135010200100150003,1135010200,서울특별시 노원구 월계동,1,일반,15-3,12443,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,0,263.95,0,0,11,벽돌구조,03000,제1종근린생활시설,03105,우체국,2,상업용,0,2,1,1988-03-26,1988-07-28,2018-07-06
2002205951364572302900000000,1135010200100180000,1135010200,서울특별시 노원구 월계동,1,일반,18,3215,2,집합건축물,3,표제부,그랑빌아파트,116동,0,주건축물,0,650.72,14489.2,0,0,21,철근콘크리트구조,02000,공동주택,02001,아파트,1,주거용,75.53,27,0,1997-09-09,2002-10-18,2018-07-06
2002205993714571921300000000,1135010200100180000,1135010200,서울특별시 노원구 월계동,1,일반,18,3216,2,집합건축물,3,표제부,그랑빌아파트,114동,0,주건축물,0,652.36,12034.32,0,0,21,철근콘크리트구조,02000,공동주택,02001,아파트,1,주거용,70.33,25,0,1997-09-09,2002-10-18,2018-07-06
2002205954314571560900000000,1135010200100180000,1135010200,서울특별시 노원구 월계동,1,일반,18,3217,2,집합건축물,3,표제부,그랑빌아파트,113동,0,주건축물,0,582.6,10817.3,0,0,21,철근콘크리트구조,02000,공동주택,02001,아파트,1,주거용,65.6,23,0,1997-09-09,2002-10-18,2018-07-06
2002205994254571106300000000,1135010200100180000,1135010200,서울특별시 노원구 월계동,1,일반,18,3218,2,집합건축물,3,표제부,그랑빌아파트,112동,0,주건축물,0,604.52,11833.25,0,0,21,철근콘크리트구조,02000,공동주택,02001,아파트,1,주거용,75.53,27,0,1997-09-09,2002-10-18,2018-07-06
2002205951214570812800000000,1135010200100180000,1135010200,서울특별시 노원구 월계동,1,일반,18,3219,2,집합건축물,3,표제부,그랑빌아파트,111동,0,주건축물,0,589.56,10477.56,0,0,21,철근콘크리트구조,02000,공동주택,02001,아파트,1,주거용,65.13,23,0,1997-09-09,2002-10-18,2018-07-06
