GIS건물통합식별번호,고유번호,법정동코드,법정동명,특수지구분코드,특수지구분명,지번,건물식별번호,집합건물구분코드,집합건물구분,대장종류코드,대장종류,건물명,건물동명,건물주부구분코드,건물주부구분명,건물대지면적,건물건축면적,건물연면적,용적율,건폐율,건축물구조코드,건축물구조명,주요용도코드,주요용도명,세부용도코드,세부용도명,건물용도분류코드,건물용도분류명,건물높이,지상층수,지하층수,허가일자,사용승인일자,데이터기준일자
1983202716674630350600000000,1132010600103980002,1132010600,서울특별시 도봉구 방학동,1,일반,398-2,5348,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,91.45,254.01,0,0,11,벽돌구조,01000,단독주택,01001,단독주택,1,주거용,0,2,1,,1983-12-21,2018-07-06
1991202669934630522800000000,1132010600103980003,1132010600,서울특별시 도봉구 방학동,1,일반,398-3,5349,1,일반건축물,2,일반건축물대방,,,0,주건축물,215.88,118.7,323.88,102.43,54.98,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,7.6,2,1,1991-02-27,1991-10-11,2018-07-06
1973202720204630208100000000,1132010600103980007,1132010600,서울특별시 도봉구 방학동,1,일반,398-7,5352,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,42.91,42.91,0,0,12,블록구조,01000,단독주택,01001,단독주택,1,주거용,0,1,0,,1973-11-14,2018-07-06
1984202732074630225800000000,1132010600103980008,1132010600,서울특별시 도봉구 방학동,1,일반,398-8,5354,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,45.18,45.18,0,0,11,벽돌구조,01000,단독주택,01001,단독주택,1,주거용,0,1,0,,1984-08-14,2018-07-06
2012202745344630017000000000,1132010600103980010,1132010600,서울특별시 도봉구 방학동,1,일반,398-10,100194047,2,집합건축물,3,표제부,유성하이츠,,0,주건축물,454.8,235.03,649.4,142.79,51.68,21,철근콘크리트구조,02000,공동주택,02003,다세대주택,1,주거용,12,4,0,2012-05-24,2012-10-19,2018-07-06
1992202731924630098000000000,1132010600103980012,1132010600,서울특별시 도봉구 방학동,1,일반,398-12,5357,1,일반건축물,2,일반건축물대방,,,0,주건축물,83.85,53.81,144.6,114.97,64.17,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,7.6,2,1,1992-08-11,1992-11-04,2018-07-06
1971202723184630020100000000,1132010600103980013,1132010600,서울특별시 도봉구 방학동,1,일반,398-13,5358,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,96.63,96.63,0,0,12,블록구조,01000,단독주택,01001,단독주택,1,주거용,0,1,0,,1971-05-10,2018-07-06
2010202703594629992700000000,1132010600103980015,1132010600,서울특별시 도봉구 방학동,1,일반,398-15,100185718,1,일반건축물,2,일반건축물대방,,방학2동경로당,0,주건축물,172,103.09,188.14,109.38,59.93,21,철근콘크리트구조,11000,노유자시설,11201,노인복지시설,6,문교사회용,9.3,2,0,2009-08-07,2010-01-07,2018-07-06
1992202659284630524500000000,1132010600103980017,1132010600,서울특별시 도봉구 방학동,1,일반,398-17,5361,1,일반건축물,2,일반건축물대방,,,0,주건축물,97.43,58.09,141.66,100.93,59.62,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,7.8,2,1,1992-02-27,1992-11-18,2018-07-06
1984202683594630470700000000,1132010600103980023,1132010600,서울특별시 도봉구 방학동,1,일반,398-23,5362,1,일반건축물,2,일반건축물대방,,,0,주건축물,177,82.29,179.4,92.98,46.49,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,7.8,2,1,1983-07-09,1984-01-27,2018-07-06
1983202666714630381800000000,1132010600103980024,1132010600,서울특별시 도봉구 방학동,1,일반,398-24,5363,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,89.37,268.11,0,0,11,벽돌구조,01000,단독주택,01001,단독주택,1,주거용,0,2,1,,1983-12-14,2018-07-06
1984202690274630299000000000,1132010600103980029,1132010600,서울특별시 도봉구 방학동,1,일반,398-29,5365,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,93.73,203.84,0,0,11,벽돌구조,01000,단독주택,01001,단독주택,1,주거용,0,2,1,1983-07-09,1984-06-25,2018-07-06
1983202691084630147400000000,1132010600103980030,1132010600,서울특별시 도봉구 방학동,1,일반,398-30,5366,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,90.62,202.7,0,0,11,벽돌구조,01000,단독주택,01001,단독주택,1,주거용,0,2,1,,1983-12-27,2018-07-06
1983202694114629983400000000,1132010600103980031,1132010600,서울특별시 도봉구 방학동,1,일반,398-31,5367,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,88.8,196.5,0,0,11,벽돌구조,01000,단독주택,01001,단독주택,1,주거용,0,2,1,,1983-12-22,2018-07-06
1983202669454630265100000000,1132010600103980032,1132010600,서울특별시 도봉구 방학동,1,일반,398-32,5368,1,일반건축물,2,일반건축물대방,,,0,주건축물,178,104.28,268.95,101.6,58.58,11,벽돌구조,01000,단독주택,01001,단독주택,1,주거용,7.9,2,1,,1983-12-26,2018-07-06
1983202672634630138600000000,1132010600103980033,1132010600,서울특별시 도봉구 방학동,1,일반,398-33,5369,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,82.2,246.6,0,0,11,벽돌구조,01000,단독주택,01001,단독주택,1,주거용,0,2,1,,1983-12-23,2018-07-06
2002202676944629958800000000,1132010600103980034,1132010600,서울특별시 도봉구 방학동,1,일반,398-34,8464,2,집합건축물,3,표제부,,,0,주건축물,189,113.26,492.08,260.36,59.93,21,철근콘크리트구조,02000,공동주택,02003,다세대주택,1,주거용,14.95,5,0,2001-07-10,2002-07-20,2018-07-06
1984202703004630609800000000,1132010600103990001,1132010600,서울특별시 도봉구 방학동,1,일반,399-1,5371,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,61.87,146.18,0,0,11,벽돌구조,01000,단독주택,01001,단독주택,1,주거용,0,2,1,1984-01-04,1984-10-26,2018-07-06
1984202687204630585300000000,1132010600103990003,1132010600,서울특별시 도봉구 방학동,1,일반,399-3,5372,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,68.25,204.75,0,0,11,벽돌구조,01000,단독주택,01001,단독주택,1,주거용,0,2,1,1983-11-02,1984-06-02,2018-07-06
1983202707274630509000000000,1132010600103990004,1132010600,서울특별시 도봉구 방학동,1,일반,399-4,5373,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,82.17,178.2,0,0,11,벽돌구조,01000,단독주택,01001,단독주택,1,주거용,0,2,1,,1983-10-07,2018-07-06
1983202694894630497500000000,1132010600103990011,1132010600,서울특별시 도봉구 방학동,1,일반,399-11,5374,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,82.28,180.94,0,0,11,벽돌구조,01000,단독주택,01001,단독주택,1,주거용,0,2,1,,1983-12-22,2018-07-06
1985202681374630836700000000,1132010600104000002,1132010600,서울특별시 도봉구 방학동,1,일반,400-2,5375,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,77.52,171.98,0,0,11,벽돌구조,01000,단독주택,01001,단독주택,1,주거용,0,2,1,1984-05-23,1985-05-13,2018-07-06
1986202697924630856300000000,1132010600104000007,1132010600,서울특별시 도봉구 방학동,1,일반,400-7,5376,1,일반건축물,2,일반건축물대방,,,0,주건축물,166,82.53,241.02,94.66,49.72,11,벽돌구조,01000,단독주택,01001,단독주택,1,주거용,7.4,2,1,1984-08-14,1986-05-09,2018-07-06
1984202700664630750400000000,1132010600104000008,1132010600,서울특별시 도봉구 방학동,1,일반,400-8,5377,1,일반건축물,2,일반건축물대방,,,0,주건축물,165.2,79.68,247.8,96.46,48.23,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,8,2,1,1984-08-08,1984-12-14,2018-07-06
1984202710174630846400000000,1132010600104000011,1132010600,서울특별시 도봉구 방학동,1,일반,400-11,5378,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,81.03,241.79,0,0,11,벽돌구조,01000,단독주택,01001,단독주택,1,주거용,0,2,1,1984-08-08,1984-12-06,2018-07-06
1988202714744630696700000000,1132010600104000012,1132010600,서울특별시 도봉구 방학동,1,일반,400-12,5379,1,일반건축물,2,일반건축물대방,,,0,주건축물,167.76,82.17,244.08,96.51,48.98,11,벽돌구조,01000,단독주택,01001,단독주택,1,주거용,7.8,2,1,1988-03-12,1988-07-13,2018-07-06
1992202713934630982200000000,1132010600104000016,1132010600,서울특별시 도봉구 방학동,1,일반,400-16,5380,1,일반건축물,2,일반건축물대방,,,0,주건축물,314,101.4,347.04,64.58,32.29,21,철근콘크리트구조,06000,종교시설,06103,사찰,6,문교사회용,6.6,2,1,1990-07-21,1992-05-12,2018-07-06
1991202667474630715600000000,1132010600104010005,1132010600,서울특별시 도봉구 방학동,1,일반,401-5,5381,1,일반건축물,2,일반건축물대방,,,0,주건축물,246.98,123.03,371.79,98.9,49.81,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,7.7,2,1,1990-05-03,1991-12-16,2018-07-06
1991202669674630840500000000,1132010600104010006,1132010600,서울특별시 도봉구 방학동,1,일반,401-6,5382,1,일반건축물,2,일반건축물대방,,,0,주건축물,67.1,35.04,105.12,104.44,52.22,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,7.4,2,1,1990-05-25,1991-08-05,2018-07-06
1996202649134631430400000000,1132010600104020001,1132010600,서울특별시 도봉구 방학동,1,일반,402-1,8465,2,집합건축물,3,표제부,,,0,주건축물,378.5,149.31,629.06,128.06,39.44,21,철근콘크리트구조,02000,공동주택,02003,다세대주택,1,주거용,10.2,4,1,1995-04-17,1996-08-07,2018-07-06
1997202659524630965200000000,1132010600104020010,1132010600,서울특별시 도봉구 방학동,1,일반,402-10,8466,2,집합건축물,3,표제부,,,0,주건축물,300,169.67,647.58,164.84,56.55,21,철근콘크리트구조,02000,공동주택,02003,다세대주택,1,주거용,12.9,4,1,1995-12-07,1997-07-15,2018-07-06
1999202656164631181100000000,1132010600104020011,1132010600,서울특별시 도봉구 방학동,1,일반,402-11,8467,2,집합건축물,3,표제부,천우빌라,,0,주건축물,651,264,1256,155.08,40.55,21,철근콘크리트구조,02000,공동주택,02002,연립주택,1,주거용,12.4,4,1,1996-08-20,1999-12-08,2018-07-06
2008202614634630613400000000,1132010600104030001,1132010600,서울특별시 도봉구 방학동,1,일반,403-1,100181532,2,집합건축물,3,표제부,나너울 빌리지,,0,주건축물,362.23,210.17,751.08,149.98,58.02,21,철근콘크리트구조,02000,공동주택,02003,다세대주택,1,주거용,12.16,4,1,2007-10-14,2008-04-30,2018-07-06
1992202583874630499500000000,1132010600104060001,1132010600,서울특별시 도봉구 방학동,1,일반,406-1,8468,2,집합건축물,3,표제부,,,0,주건축물,298,168.07,630.57,157.32,56.4,11,벽돌구조,02000,공동주택,02003,다세대주택,1,주거용,10.1,3,1,1991-04-30,1992-04-17,2018-07-06
1992202580474630178700000000,1132010600104060005,1132010600,서울특별시 도봉구 방학동,1,일반,406-5,8469,2,집합건축물,3,표제부,,,0,주건축물,353,157.72,627.36,133.5,44.68,11,벽돌구조,02000,공동주택,02003,다세대주택,1,주거용,10.5,3,1,1991-02-25,1992-04-17,2018-07-06
1992202590544629865100000000,1132010600104060006,1132010600,서울특별시 도봉구 방학동,1,일반,406-6,8470,2,집합건축물,3,표제부,,,0,주건축물,377,159.34,634.48,126.41,42.27,11,벽돌구조,02000,공동주택,02003,다세대주택,1,주거용,10.2,3,1,1991-02-25,1992-04-15,2018-07-06
1992202595784630236500000000,1132010600104060007,1132010600,서울특별시 도봉구 방학동,1,일반,406-7,8471,2,집합건축물,3,표제부,,,0,주건축물,377,164.48,656.64,130.63,43.63,11,벽돌구조,02000,공동주택,02003,다세대주택,1,주거용,10.5,3,1,1991-02-25,1992-04-17,2018-07-06
1992202605644629913000000000,1132010600104060008,1132010600,서울특별시 도봉구 방학동,1,일반,406-8,8472,2,집합건축물,3,표제부,,,0,주건축물,347,164.48,656.64,141.93,47.4,11,벽돌구조,02000,공동주택,02003,다세대주택,1,주거용,10.5,3,1,1991-02-25,1992-04-21,2018-07-06
1988202533204630099500000000,1132010600104070002,1132010600,서울특별시 도봉구 방학동,1,일반,407-2,8473,2,집합건축물,3,표제부,,,0,주건축물,180,83.88,248.76,92.13,46.6,11,벽돌구조,02000,공동주택,02003,다세대주택,1,주거용,7.8,2,1,1987-10-02,1988-10-14,2018-07-06
1974202549454629735800000000,1132010600104070004,1132010600,서울특별시 도봉구 방학동,1,일반,407-4,5383,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,149.72,149.72,0,0,12,블록구조,01000,단독주택,01001,단독주택,1,주거용,0,1,0,,1974-09-28,2018-07-06
1968202557464629842800000000,1132010600104070004,1132010600,서울특별시 도봉구 방학동,1,일반,407-4,5384,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,99.17,99.17,0,0,12,블록구조,03000,제1종근린생활시설,03999,기타제1종근생활시설,2,상업용,0,1,0,,1968-09-25,2018-07-06
1993202534544629788700000000,1132010600104070007,1132010600,서울특별시 도봉구 방학동,1,일반,407-7,8474,2,집합건축물,3,표제부,,,0,주건축물,134.2,80.44,397.4,237.97,59.94,21,철근콘크리트구조,02000,공동주택,02003,다세대주택,1,주거용,13,4,1,1993-01-05,1993-09-22,2018-07-06
1988202537484629986100000000,1132010600104070008,1132010600,서울특별시 도봉구 방학동,1,일반,407-8,5385,1,일반건축물,2,일반건축물대방,,,0,주건축물,204,84.96,248.98,80.4,41.65,11,벽돌구조,01000,단독주택,01001,단독주택,1,주거용,7.8,2,1,1987-09-24,1988-09-23,2018-07-06
1995202557554630353900000000,1132010600104080001,1132010600,서울특별시 도봉구 방학동,1,일반,408-1,8475,2,집합건축물,3,표제부,,,0,주건축물,506,210.96,649.86,128.43,41.69,21,철근콘크리트구조,02000,공동주택,02003,다세대주택,1,주거용,11.9,4,0,1994-12-23,1995-07-28,2018-07-06
1991202536184630278600000000,1132010600104080004,1132010600,서울특별시 도봉구 방학동,1,일반,408-4,8476,2,집합건축물,3,표제부,,,0,주건축물,362.11,161.19,659.35,167.98,44.51,21,철근콘크리트구조,02000,공동주택,02003,다세대주택,1,주거용,12.5,4,1,1990-10-05,1991-07-03,2018-07-06
1987202551244630169100000000,1132010600104080005,1132010600,서울특별시 도봉구 방학동,1,일반,408-5,8477,2,집합건축물,3,표제부,,,0,주건축물,251.93,104.2,306,80.97,41.36,11,벽돌구조,02000,공동주택,02003,다세대주택,1,주거용,7.8,2,1,1986-05-26,1987-08-03,2018-07-06
1987202553294630018100000000,1132010600104080007,1132010600,서울특별시 도봉구 방학동,1,일반,408-7,8478,2,집합건축물,3,표제부,,,0,주건축물,225,109.68,327.6,97.07,48.75,11,벽돌구조,02000,공동주택,02003,다세대주택,1,주거용,7.8,2,1,1986-06-05,1987-07-30,2018-07-06
1987202569144630168300000000,1132010600104080009,1132010600,서울특별시 도봉구 방학동,1,일반,408-9,8479,2,집합건축물,3,표제부,,,0,주건축물,0,0,329.28,0,0,11,벽돌구조,02000,공동주택,02003,다세대주택,1,주거용,0,2,1,1986-05-26,1987-08-03,2018-07-06
1987202575604629967500000000,1132010600104080010,1132010600,서울특별시 도봉구 방학동,1,일반,408-10,8480,2,집합건축물,3,표제부,,,0,주건축물,304,113.86,329.28,72.21,37.45,11,벽돌구조,02000,공동주택,02003,다세대주택,1,주거용,7.7,2,1,1986-05-14,1987-07-30,2018-07-06
2008202489984630039400000000,1132010600104120001,1132010600,서울특별시 도봉구 방학동,1,일반,412-1,100183624,2,집합건축물,3,표제부,,동일블루힐,0,주건축물,459,220.79,907.57,139.83,48.1,21,철근콘크리트구조,02000,공동주택,02003,다세대주택,1,주거용,11.6,4,1,2008-04-30,2008-12-17,2018-07-06
1996202471264630112500000000,1132010600104120002,1132010600,서울특별시 도봉구 방학동,1,일반,412-2,8481,2,집합건축물,3,표제부,,,0,주건축물,664,312.74,1196.7,150.84,47.09,21,철근콘크리트구조,02000,공동주택,02002,연립주택,1,주거용,12.7,4,1,1996-01-09,1996-11-06,2018-07-06
1988202507194629967400000000,1132010600104120003,1132010600,서울특별시 도봉구 방학동,1,일반,412-3,5387,1,일반건축물,2,일반건축물대방,,,0,주건축물,181,92.06,294.12,117.03,50.86,11,벽돌구조,01000,단독주택,01001,단독주택,1,주거용,8.8,3,1,1988-06-14,1988-12-03,2018-07-06
2000202506264630143000000000,1132010600104120006,1132010600,서울특별시 도봉구 방학동,1,일반,412-6,5389,1,일반건축물,2,일반건축물대방,,,0,주건축물,381,210.4,525.35,137.88,55.22,39,기타강구조,03000,제1종근린생활시설,03999,기타제1종근생활시설,2,상업용,10.7,3,0,2000-03-27,2000-09-26,2018-07-06
2015202465574629689900000000,1132010600104130001,1132010600,서울특별시 도봉구 방학동,1,일반,413-1,100202060,1,일반건축물,2,일반건축물대방,,,0,주건축물,162,97.11,242.85,149.91,59.94,21,철근콘크리트구조,01000,단독주택,01003,다가구주택,1,주거용,11.2,4,0,2014-10-10,2015-03-17,2018-07-06
1984202521824629553500000000,1132010600104130002,1132010600,서울특별시 도봉구 방학동,1,일반,413-2,5392,1,일반건축물,2,일반건축물대방,,,0,주건축물,168.63,72.48,162.24,85.96,42.98,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,7.9,2,1,1983-10-28,1984-05-24,2018-07-06
2012202495564629354000000000,1132010600104130003,1132010600,서울특별시 도봉구 방학동,1,일반,413-3,100191456,2,집합건축물,3,표제부,대원리츠빌,102동,0,주건축물,886,248.1,657.75,74.24,28,21,철근콘크리트구조,02000,공동주택,02003,다세대주택,1,주거용,12.2,4,0,2010-02-12,2012-02-24,2018-07-06
2012202484614629248600000000,1132010600104130003,1132010600,서울특별시 도봉구 방학동,1,일반,413-3,100191445,2,집합건축물,3,표제부,대원리츠빌,101동,0,주건축물,886,197.91,851.01,73.43,22.34,21,철근콘크리트구조,02000,공동주택,02003,다세대주택,1,주거용,13.2,4,1,2010-02-12,2012-02-24,2018-07-06
1985202518844629463500000000,1132010600104130009,1132010600,서울특별시 도봉구 방학동,1,일반,413-9,5395,1,일반건축물,2,일반건축물대방,,,0,주건축물,176,84.2,211.4,94.4,47.84,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,7.9,2,1,1983-11-01,1985-03-07,2018-07-06
1984202516464629366200000000,1132010600104130010,1132010600,서울특별시 도봉구 방학동,1,일반,413-10,5396,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,80.54,175.64,0,0,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,0,2,1,1983-11-08,1984-07-31,2018-07-06
1984202516244629260000000000,1132010600104130011,1132010600,서울특별시 도봉구 방학동,1,일반,413-11,5397,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,92.44,277.32,0,0,11,벽돌구조,01000,단독주택,01001,단독주택,1,주거용,0,2,1,1983-10-24,1984-12-21,2018-07-06
2012202461444629595400000000,1132010600104130019,1132010600,서울특별시 도봉구 방학동,1,일반,413-19,100192444,2,집합건축물,3,표제부,아름빌라,,0,주건축물,145,83.92,213.35,147.14,57.88,21,철근콘크리트구조,02000,공동주택,02003,다세대주택,1,주거용,10.5,4,0,2011-08-24,2012-05-22,2018-07-06
1988202461814629494700000000,1132010600104130020,1132010600,서울특별시 도봉구 방학동,1,일반,413-20,5399,1,일반건축물,2,일반건축물대방,,,0,주건축물,115,54.12,157.14,91.09,47.06,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,7.2,2,1,1987-10-31,1988-04-15,2018-07-06
1988202473054629432400000000,1132010600104130021,1132010600,서울특별시 도봉구 방학동,1,일반,413-21,5400,1,일반건축물,2,일반건축물대방,,,0,주건축물,159,81.36,272.76,120.38,51.17,11,벽돌구조,01000,단독주택,01001,단독주택,1,주거용,9.1,3,1,1987-10-31,1988-04-15,2018-07-06
1988202481074629529900000000,1132010600104130022,1132010600,서울특별시 도봉구 방학동,1,일반,413-22,5401,1,일반건축물,2,일반건축물대방,,,0,주건축물,222,108.64,323.88,97.26,48.94,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,7.2,2,1,1987-10-31,1988-04-15,2018-07-06
1988202479934629671100000000,1132010600104130023,1132010600,서울특별시 도봉구 방학동,1,일반,413-23,5402,1,일반건축물,2,일반건축물대방,,,0,주건축물,173,84.59,248.34,95.32,48.89,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,7.2,2,1,1987-10-31,1988-04-15,2018-07-06
1988202492224629637800000000,1132010600104130028,1132010600,서울특별시 도봉구 방학동,1,일반,413-28,5403,1,일반건축물,2,일반건축물대방,,,0,주건축물,174,84.59,248.34,94.77,48.61,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,7.2,2,1,1987-10-31,1988-04-15,2018-07-06
2012202505674629522900000000,1132010600104130029,1132010600,서울특별시 도봉구 방학동,1,일반,413-29,100191684,2,집합건축물,3,표제부,대원리츠빌,,0,주건축물,268,159.44,401.44,149.79,59.49,21,철근콘크리트구조,02000,공동주택,02003,다세대주택,1,주거용,12.3,4,0,2011-07-26,2012-03-19,2018-07-06
2003202446714629897400000000,1132010600104140003,1132010600,서울특별시 도봉구 방학동,1,일반,414-3,8482,2,집합건축물,3,표제부,,,0,주건축물,355.25,165.34,653.44,183.94,46.54,21,철근콘크리트구조,02000,공동주택,02003,다세대주택,1,주거용,15.15,5,0,2002-05-31,2003-04-15,2018-07-06
1985202324124625633400000000,1132010600104210000,1132010600,서울특별시 도봉구 방학동,1,일반,421,5405,1,일반건축물,2,일반건축물대방,,가호,0,주건축물,0,1105.99,1105.99,0,0,21,철근콘크리트구조,03000,제1종근린생활시설,03999,기타제1종근생활시설,2,상업용,0,1,0,,1985-12-30,2018-07-06
2005202330334625068200000000,1132010600104210000,1132010600,서울특별시 도봉구 방학동,1,일반,421,5406,1,일반건축물,2,일반건축물대방,,나호,0,주건축물,0,103.14,103.14,0,0,32,경량철골구조,04000,제2종근린생활시설,04402,사무소,2,상업용,3,1,0,2005-03-29,2005-07-29,2018-07-06
1994202358304625026200000000,1132010600104220001,1132010600,서울특별시 도봉구 방학동,1,일반,422-1,8483,2,집합건축물,3,표제부,,,0,주건축물,210,91.56,448.35,179.31,43.6,21,철근콘크리트구조,02000,공동주택,02003,다세대주택,1,주거용,11.7,4,1,1993-06-09,1994-02-05,2018-07-06
1994202347514624928300000000,1132010600104220002,1132010600,서울특별시 도봉구 방학동,1,일반,422-2,8484,2,집합건축물,3,표제부,,,0,주건축물,283.65,135.49,593.95,164.07,47.76,21,철근콘크리트구조,02000,공동주택,02003,다세대주택,1,주거용,11.7,4,1,1993-06-05,1994-02-25,2018-07-06
1994202339704624660900000000,1132010600104230002,1132010600,서울특별시 도봉구 방학동,1,일반,423-2,5407,1,일반건축물,2,일반건축물대방,,,0,주건축물,256.5,150.96,419.95,120.75,58.85,21,철근콘크리트구조,01000,단독주택,01003,다가구주택,1,주거용,10.2,3,1,1994-03-22,1994-09-16,2018-07-06
1985202339894624497100000000,1132010600104230006,1132010600,서울특별시 도봉구 방학동,1,일반,423-6,5408,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,68.02,68.02,0,0,12,블록구조,01000,단독주택,01001,단독주택,1,주거용,0,1,0,,1985-12-30,2018-07-06
1993202351654624424500000000,1132010600104230007,1132010600,서울특별시 도봉구 방학동,1,일반,423-7,5409,1,일반건축물,2,일반건축물대방,,,0,주건축물,113.68,67.14,268.56,177.18,59.06,21,철근콘크리트구조,01000,단독주택,01003,다가구주택,1,주거용,9.8,3,1,1993-04-06,1993-09-10,2018-07-06
1998202322084624261200000000,1132010600104240000,1132010600,서울특별시 도봉구 방학동,1,일반,424,5410,1,일반건축물,2,일반건축물대방,,,0,주건축물,1233,702.31,3170.57,185.55,56.95,21,철근콘크리트구조,06000,종교시설,06101,교회,6,문교사회용,17.95,4,1,1994-02-14,1998-12-24,2018-07-06
1994202371664624670200000000,1132010600104250001,1132010600,서울특별시 도봉구 방학동,1,일반,425-1,8485,2,집합건축물,3,표제부,,,0,주건축물,296.67,97.87,440.1,118.67,32.98,21,철근콘크리트구조,02000,공동주택,02003,다세대주택,1,주거용,11.7,4,1,1993-06-05,1994-02-07,2018-07-06
1991202384484624733700000000,1132010600104250002,1132010600,서울특별시 도봉구 방학동,1,일반,425-2,8486,2,집합건축물,3,표제부,,,0,주건축물,208.88,81.6,317.32,112.85,39.07,21,철근콘크리트구조,02000,공동주택,02003,다세대주택,1,주거용,10.55,3,1,1990-09-14,1991-08-31,2018-07-06
1993202391514624562700000000,1132010600104250003,1132010600,서울특별시 도봉구 방학동,1,일반,425-3,8487,2,집합건축물,3,표제부,,,0,주건축물,294,142.05,638.28,166.86,48.31,21,철근콘크리트구조,02000,공동주택,02003,다세대주택,1,주거용,12,4,1,1991-07-03,1993-04-06,2018-07-06
1985202361914624685300000000,1132010600104250008,1132010600,서울특별시 도봉구 방학동,1,일반,425-8,5412,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,50.49,50.49,0,0,12,블록구조,01000,단독주택,01001,단독주택,1,주거용,0,1,0,,1985-07-30,2018-07-06
1993202353374624757200000000,1132010600104250009,1132010600,서울특별시 도봉구 방학동,1,일반,425-9,8488,2,집합건축물,3,표제부,,,0,주건축물,239.65,92.18,441.3,146.51,38.46,21,철근콘크리트구조,02000,공동주택,02003,다세대주택,1,주거용,10.1,4,1,1993-06-07,1993-09-03,2018-07-06
1994202354714624583400000000,1132010600104250012,1132010600,서울특별시 도봉구 방학동,1,일반,425-12,8489,2,집합건축물,3,표제부,,,0,주건축물,210.36,111.66,514.26,194.95,53.08,21,철근콘크리트구조,02000,공동주택,02003,다세대주택,1,주거용,12.8,4,1,1994-02-14,1994-07-27,2018-07-06
1994202368944624872700000000,1132010600104250018,1132010600,서울특별시 도봉구 방학동,1,일반,425-18,8490,2,집합건축물,3,표제부,,,0,주건축물,206,122.72,596.08,232,59.57,21,철근콘크리트구조,02000,공동주택,02003,다세대주택,1,주거용,12.8,4,1,1993-06-05,1994-04-26,2018-07-06
0000202419794625008000000000,1132010600104310000,1132010600,서울특별시 도봉구 방학동,1,일반,431,5414,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,0,52.89,0,0,51,일반목구조,01000,단독주택,01001,단독주택,1,주거용,0,1,0,,,2018-07-06
1986202421564624706300000000,1132010600104320000,1132010600,서울특별시 도봉구 방학동,1,일반,432,5416,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,0,113.92,0,0,51,일반목구조,01000,단독주택,01001,단독주택,1,주거용,0,1,0,,1986-02-19,2018-07-06
1997202445114624415600000000,1132010600104320000,1132010600,서울특별시 도봉구 방학동,1,일반,432,5415,1,일반건축물,2,일반건축물대방,풍양조씨풍양군파종회,,0,주건축물,797,226.35,594.18,61.28,28.4,21,철근콘크리트구조,06000,종교시설,06999,기타종교시설,6,문교사회용,11.7,3,1,1996-01-20,1997-01-22,2018-07-06
1992202360684624210900000000,1132010600104360001,1132010600,서울특별시 도봉구 방학동,1,일반,436-1,5417,1,일반건축물,2,일반건축물대방,,,0,주건축물,262.6,117.77,587.03,178.4,48.5,21,철근콘크리트구조,03000,제1종근린생활시설,03000,제1종근린생활시설,2,상업용,13.1,4,1,1992-01-27,1992-07-10,2018-07-06
2003202356934624040200000000,1132010600104360003,1132010600,서울특별시 도봉구 방학동,1,일반,436-3,5419,1,일반건축물,2,일반건축물대방,방학동성당(사제관),,0,주건축물,0,211.17,1012.39,0,0,21,철근콘크리트구조,06000,종교시설,06102,성당,6,문교사회용,12.9,3,1,2002-03-09,2003-07-31,2018-07-06
