GIS건물통합식별번호,고유번호,법정동코드,법정동명,특수지구분코드,특수지구분명,지번,건물식별번호,집합건물구분코드,집합건물구분,대장종류코드,대장종류,건물명,건물동명,건물주부구분코드,건물주부구분명,건물대지면적,건물건축면적,건물연면적,용적율,건폐율,건축물구조코드,건축물구조명,주요용도코드,주요용도명,세부용도코드,세부용도명,건물용도분류코드,건물용도분류명,건물높이,지상층수,지하층수,허가일자,사용승인일자,데이터기준일자
2006189505784425000100000000,1154510100100070011,1154510100,서울특별시 금천구 가산동,1,일반,7-11,13875,1,일반건축물,2,일반건축물대방,,,0,주건축물,109,77.68,254.18,217.15,71.27,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,10.8,4,0,,2006-07-20,2018-07-06
1994189514394425080600000000,1154510100100070012,1154510100,서울특별시 금천구 가산동,1,일반,7-12,13065,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,75.66,299.88,0,0,21,철근콘크리트구조,01000,단독주택,01001,단독주택,1,주거용,14.2,4,1,1992-09-02,1994-03-26,2018-07-06
1995189489344424857000000000,1154510100100070013,1154510100,서울특별시 금천구 가산동,1,일반,7-13,14455,1,일반건축물,2,일반건축물대방,,,0,주건축물,88.9,53.18,148.71,111.52,59.82,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,7.8,2,1,1992-07-15,1995-01-14,2018-07-06
2006189480504424781600000000,1154510100100070017,1154510100,서울특별시 금천구 가산동,1,일반,7-17,6126,1,일반건축물,2,일반건축물대방,,,0,주건축물,109.7,79.85,262.41,239.21,72.79,21,철근콘크리트구조,01000,단독주택,01003,다가구주택,1,주거용,10.7,4,0,1992-12-26,2006-09-08,2018-07-06
1992189519574424994900000000,1154510100100070018,1154510100,서울특별시 금천구 가산동,1,일반,7-18,10044,1,일반건축물,2,일반건축물대방,,,0,주건축물,176.3,103.48,369.92,209.82,58.7,21,철근콘크리트구조,01000,단독주택,01001,단독주택,1,주거용,12.8,4,0,1990-07-30,1992-11-30,2018-07-06
1994189500494425126700000000,1154510100100070020,1154510100,서울특별시 금천구 가산동,1,일반,7-20,5644,1,일반건축물,2,일반건축물대방,,,0,주건축물,65.7,34.1,96.56,100.76,51.9,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,7.8,2,1,1993-02-27,1994-03-11,2018-07-06
0000189649524423246500000000,1154510100100290006,1154510100,서울특별시 금천구 가산동,1,일반,29-6,100195717,1,일반건축물,2,일반건축물대방,가산차고지,,1,부속건축물,3038,22.5,67.5,2.22,.74,31,일반철골구조,20000,자동차관련시설,20009,차고,2,상업용,0,3,0,,,2018-07-06
2011189661744423487800000000,1154510100100290006,1154510100,서울특별시 금천구 가산동,1,일반,29-6,100195716,1,일반건축물,2,일반건축물대방,가산차고지,,0,주건축물,3038,387.82,636.37,20.94,12.76,31,일반철골구조,20000,자동차관련시설,20009,차고,2,상업용,8.5,2,0,2009-12-31,2011-12-21,2018-07-06
1992189639324423759400000000,1154510100100290010,1154510100,서울특별시 금천구 가산동,1,일반,29-10,17161,1,일반건축물,2,일반건축물대방,,,0,주건축물,217,108.37,434.48,135.15,49.94,21,철근콘크리트구조,02000,공동주택,02007,기숙사,1,주거용,9.7,3,1,1990-06-05,1992-11-02,2018-07-06
1991189648954423618300000000,1154510100100290012,1154510100,서울특별시 금천구 가산동,1,일반,29-12,12601,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,54.99,164.97,0,0,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,0,2,1,1990-04-17,1991-03-25,2018-07-06
1971189643284423531300000000,1154510100100290014,1154510100,서울특별시 금천구 가산동,1,일반,29-14,14454,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,49.79,49.79,0,0,12,블록구조,01000,단독주택,01001,단독주택,1,주거용,0,1,0,,1971-11-15,2018-07-06
1991189631074423503200000000,1154510100100290015,1154510100,서울특별시 금천구 가산동,1,일반,29-15,5984,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,49.25,147.75,0,0,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,0,2,1,1990-07-06,1991-03-25,2018-07-06
1991189637964423449700000000,1154510100100290016,1154510100,서울특별시 금천구 가산동,1,일반,29-16,3989,1,일반건축물,2,일반건축물대방,,,0,주건축물,123.9,49.47,182.58,107.43,39.93,11,벽돌구조,01000,단독주택,01001,단독주택,1,주거용,10.6,3,1,1990-06-19,1991-03-21,2018-07-06
1976189663604423834800000000,1154510100100290020,1154510100,서울특별시 금천구 가산동,1,일반,29-20,15408,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,98.98,220.44,0,0,11,벽돌구조,01000,단독주택,01001,단독주택,1,주거용,0,2,1,,1976-10-21,2018-07-06
1984189644984423893500000000,1154510100100290021,1154510100,서울특별시 금천구 가산동,1,일반,29-21,10010,1,일반건축물,2,일반건축물대방,,,0,주건축물,387,200.64,962.75,197.36,51.84,21,철근콘크리트구조,04000,제2종근린생활시설,04000,제2종근린생활시설,2,상업용,15,4,1,1984-08-08,1984-12-21,2018-07-06
1983189691464423563100000000,1154510100100290022,1154510100,서울특별시 금천구 가산동,1,일반,29-22,4038,1,일반건축물,2,일반건축물대방,,,0,주건축물,331,194.4,679.86,156.45,58.56,21,철근콘크리트구조,04000,제2종근린생활시설,04005,제조업소,2,상업용,10.7,3,1,1981-08-31,1983-09-29,2018-07-06
1991189634284423638100000000,1154510100100290030,1154510100,서울특별시 금천구 가산동,1,일반,29-30,16530,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,65.46,196.38,0,0,11,벽돌구조,01000,단독주택,01001,단독주택,1,주거용,0,2,1,1990-05-24,1991-02-12,2018-07-06
1984189674294423685700000000,1154510100100290032,1154510100,서울특별시 금천구 가산동,1,일반,29-32,7386,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,166.25,665,0,0,21,철근콘크리트구조,03000,제1종근린생활시설,03999,기타제1종근생활시설,2,상업용,0,3,1,1984-05-18,1984-09-13,2018-07-06
1993189549424424817900000000,1154510100100310006,1154510100,서울특별시 금천구 가산동,1,일반,31-6,12581,1,일반건축물,2,일반건축물대방,,,0,주건축물,82.7,46.8,187.2,226.36,56.59,21,철근콘크리트구조,01000,단독주택,01003,다가구주택,1,주거용,12.7,4,0,1992-02-12,1993-12-18,2018-07-06
1991189555284424715900000000,1154510100100320008,1154510100,서울특별시 금천구 가산동,1,일반,32-8,14547,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,90.42,379.23,0,0,11,벽돌구조,01000,단독주택,01001,단독주택,1,주거용,0,4,1,198912,1991-06-21,2018-07-06
1991189542304424607100000000,1154510100100320009,1154510100,서울특별시 금천구 가산동,1,일반,32-9,16614,1,일반건축물,2,일반건축물대방,,,0,주건축물,88,51.39,154.17,116.79,58.39,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,7.8,2,1,1990-09-27,1991-07-03,2018-07-06
1991189533974424535500000000,1154510100100320010,1154510100,서울특별시 금천구 가산동,1,일반,32-10,4704,1,일반건축물,2,일반건축물대방,,,0,주건축물,88,51.39,154.17,116.79,58.39,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,7.8,2,1,1990-09-27,1991-05-28,2018-07-06
1992189526294424471500000000,1154510100100320011,1154510100,서울특별시 금천구 가산동,1,일반,32-11,12694,1,일반건축물,2,일반건축물대방,,,0,주건축물,88.5,46.4,139.32,104.94,52.77,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,7.8,2,1,1991-01-08,1992-04-13,2018-07-06
1992189517534424399200000000,1154510100100320012,1154510100,서울특별시 금천구 가산동,1,일반,32-12,12614,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,52.47,157.41,0,0,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,0,2,1,1991-05-08,1992-05-18,2018-07-06
1992189509184424328700000000,1154510100100320013,1154510100,서울특별시 금천구 가산동,1,일반,32-13,3905,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,52.47,157.41,0,0,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,0,2,1,1991-05-08,1992-04-22,2018-07-06
1973189502054424261900000000,1154510100100320014,1154510100,서울특별시 금천구 가산동,1,일반,32-14,12082,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,38.15,38.15,0,0,11,벽돌구조,03000,제1종근린생활시설,03999,기타제1종근생활시설,2,상업용,0,1,0,,1973-11-22,2018-07-06
1994189507964424901200000000,1154510100100320018,1154510100,서울특별시 금천구 가산동,1,일반,32-18,2296,1,일반건축물,2,일반건축물대방,,,0,주건축물,82.4,48.8,126,101.94,59.22,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,7.6,2,1,1992-12-12,1994-06-09,2018-07-06
1994189532444424951300000000,1154510100100320019,1154510100,서울특별시 금천구 가산동,1,일반,32-19,16460,1,일반건축물,2,일반건축물대방,,,0,주건축물,90.89,52.8,211.2,232.37,58.09,21,철근콘크리트구조,01000,단독주택,01003,다가구주택,1,주거용,12.9,4,0,1992-01-20,1994-03-29,2018-07-06
1992189515954424815200000000,1154510100100320020,1154510100,서울특별시 금천구 가산동,1,일반,32-20,15638,1,일반건축물,2,일반건축물대방,,,0,주건축물,103.02,61.11,166.32,108.68,59.31,11,벽돌구조,01000,단독주택,01001,단독주택,1,주거용,7.8,2,1,1992-01-15,1992-12-03,2018-07-06
1994189507614424743300000000,1154510100100320021,1154510100,서울특별시 금천구 가산동,1,일반,32-21,14405,1,일반건축물,2,일반건축물대방,,,0,주건축물,61.4,33.79,101.37,110.07,59.72,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,7.6,2,1,1992-01-20,1994-04-23,2018-07-06
1970189526504424755600000000,1154510100100320025,1154510100,서울특별시 금천구 가산동,1,일반,32-25,2298,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,75.9,126.15,0,0,11,벽돌구조,01000,단독주택,01001,단독주택,1,주거용,0,2,1,,1970-06-25,2018-07-06
1989189539584424857300000000,1154510100100320025,1154510100,서울특별시 금천구 가산동,1,일반,32-25,2297,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,83.84,352,0,0,21,철근콘크리트구조,03000,제1종근린생활시설,03999,기타제1종근생활시설,2,상업용,0,3,1,,1989-02-27,2018-07-06
1995189515124424651000000000,1154510100100320026,1154510100,서울특별시 금천구 가산동,1,일반,32-26,17272,1,일반건축물,2,일반건축물대방,,,0,주건축물,120.35,85.98,274.72,217.88,71.44,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,10.8,4,0,1992-12-22,1995-06-24,2018-07-06
2006189505564424565400000000,1154510100100320027,1154510100,서울특별시 금천구 가산동,1,일반,32-27,11670,1,일반건축물,2,일반건축물대방,다가구주택,다가구주택,0,주건축물,107.1,82.5,298.06,259.87,77.03,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,10.8,4,0,1992-06-27,2006-07-25,2018-07-06
1992189497094424491900000000,1154510100100320028,1154510100,서울특별시 금천구 가산동,1,일반,32-28,15592,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,46.34,139.02,0,0,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,0,2,1,1991-01-16,1992-05-12,2018-07-06
1988189537454424722200000000,1154510100100320031,1154510100,서울특별시 금천구 가산동,1,일반,32-31,3879,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,104.4,249.6,0,0,11,벽돌구조,01000,단독주택,01001,단독주택,1,주거용,0,2,1,1987-09-09,1988-01-26,2018-07-06
1991189524944424613200000000,1154510100100320033,1154510100,서울특별시 금천구 가산동,1,일반,32-33,14644,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,51.04,153.12,0,0,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,0,2,1,1990-12-31,1991-08-13,2018-07-06
1992189516464424543000000000,1154510100100320034,1154510100,서울특별시 금천구 가산동,1,일반,32-34,16720,1,일반건축물,2,일반건축물대방,,,0,주건축물,92.48,54.28,153.76,109.25,58.69,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,7.8,2,1,1991-01-28,1992-01-03,2018-07-06
1991189508084424471700000000,1154510100100320035,1154510100,서울특별시 금천구 가산동,1,일반,32-35,9479,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,47.52,142.56,0,0,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,0,2,1,1991-01-08,1991-12-31,2018-07-06
2006189500304424408000000000,1154510100100320036,1154510100,서울특별시 금천구 가산동,1,일반,32-36,7714,1,일반건축물,2,일반건축물대방,,,0,주건축물,96.3,59.53,186.61,193.78,61.82,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,0,4,0,1991-01-08,2006-09-08,2018-07-06
1995189565714424688700000000,1154510100100320042,1154510100,서울특별시 금천구 가산동,1,일반,32-42,8341,1,일반건축물,2,일반건축물대방,,,0,주건축물,77.18,46.02,184.08,238.51,59.63,21,철근콘크리트구조,01000,단독주택,01001,단독주택,1,주거용,12.6,4,0,1992-02-06,1995-10-02,2018-07-06
1991189558104424627300000000,1154510100100320043,1154510100,서울특별시 금천구 가산동,1,일반,32-43,12865,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,52.36,157.08,0,0,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,0,2,1,1991-02-11,1991-12-12,2018-07-06
2006189549664424557500000000,1154510100100320044,1154510100,서울특별시 금천구 가산동,1,일반,32-44,6574,1,일반건축물,2,일반건축물대방,다가구주택,,0,주건축물,88.94,66.72,206.66,232.36,75.02,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,10.8,4,0,1990-12-21,2006-06-09,2018-07-06
1991189541264424485900000000,1154510100100320045,1154510100,서울특별시 금천구 가산동,1,일반,32-45,9140,1,일반건축물,2,일반건축물대방,,,0,주건축물,88,50.79,152.37,115.43,57.72,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,7.8,2,1,1990-12-21,1991-12-31,2018-07-06
1991189532884424415500000000,1154510100100320046,1154510100,서울특별시 금천구 가산동,1,일반,32-46,12300,1,일반건축물,2,일반건축물대방,,,0,주건축물,88,52.36,157.08,119,59.5,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,7.5,2,1,1990-12-21,1991-12-18,2018-07-06
1991189524464424346100000000,1154510100100320047,1154510100,서울특별시 금천구 가산동,1,일반,32-47,13289,1,일반건축물,2,일반건축물대방,,,0,주건축물,88,50.79,152.37,115.43,57.72,11,벽돌구조,01000,단독주택,01001,단독주택,1,주거용,7.8,2,1,1991-02-11,1991-11-29,2018-07-06
1991189516134424275000000000,1154510100100320048,1154510100,서울특별시 금천구 가산동,1,일반,32-48,4777,1,일반건축물,2,일반건축물대방,,,0,주건축물,88,50.79,152.37,115.43,57.72,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,7.8,2,1,1991-02-11,1991-12-18,2018-07-06
1992189507824424204400000000,1154510100100320049,1154510100,서울특별시 금천구 가산동,1,일반,32-49,13157,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,46.02,138.06,0,0,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,0,2,1,1991-05-08,1992-05-28,2018-07-06
2006189500154424135000000000,1154510100100320050,1154510100,서울특별시 금천구 가산동,1,일반,32-50,9261,1,일반건축물,2,일반건축물대방,,,0,주건축물,86,62.13,168.69,196.15,72.24,21,철근콘크리트구조,01000,단독주택,01003,다가구주택,1,주거용,9.3,3,0,1996-09-11,2006-05-26,2018-07-06
1994189569334424576100000000,1154510100100320054,1154510100,서울특별시 금천구 가산동,1,일반,32-54,14247,1,일반건축물,2,일반건축물대방,,,0,주건축물,152.43,74.26,299.74,183.06,48.71,21,철근콘크리트구조,01000,단독주택,01001,단독주택,1,주거용,11.3,4,1,1993-01-04,1994-11-01,2018-07-06
1991189551814424424100000000,1154510100100320055,1154510100,서울특별시 금천구 가산동,1,일반,32-55,3997,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,64.35,193.05,0,0,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,0,2,1,1991-04-26,1991-12-12,2018-07-06
1991189542944424348700000000,1154510100100320056,1154510100,서울특별시 금천구 가산동,1,일반,32-56,13986,1,일반건축물,2,일반건축물대방,,,0,주건축물,88,52.5,157.5,119.32,59.66,11,벽돌구조,01000,단독주택,01001,단독주택,1,주거용,7.8,2,1,1991-02-12,1991-12-12,2018-07-06
1992189534564424275700000000,1154510100100320057,1154510100,서울특별시 금천구 가산동,1,일반,32-57,11797,1,일반건축물,2,일반건축물대방,,,0,주건축물,87.8,52.55,157.65,119.7,59.85,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,7.6,2,1,1991-01-17,1992-11-28,2018-07-06
1991189526074424206100000000,1154510100100320058,1154510100,서울특별시 금천구 가산동,1,일반,32-58,13189,1,일반건축물,2,일반건축물대방,,,0,주건축물,87.9,52.35,157.05,19.11,59.55,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,7.8,2,1,1991-04-26,1991-12-26,2018-07-06
1992189517564424136200000000,1154510100100320059,1154510100,서울특별시 금천구 가산동,1,일반,32-59,9838,1,일반건축물,2,일반건축물대방,,,0,주건축물,87,51.42,154.26,118.21,58.56,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,7.8,2,1,,1992-12-23,2018-07-06
1972189508494424061300000000,1154510100100320060,1154510100,서울특별시 금천구 가산동,1,일반,32-60,5534,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,34.28,68.56,0,0,11,벽돌구조,01000,단독주택,01001,단독주택,1,주거용,0,2,0,,1972-12-06,2018-07-06
1981189579294424540800000000,1154510100100320062,1154510100,서울특별시 금천구 가산동,1,일반,32-62,1950,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,81.65,163.3,0,0,11,벽돌구조,04000,제2종근린생활시설,04402,사무소,2,상업용,0,2,0,,1981-04-30,2018-07-06
1981189567174424453200000000,1154510100100320062,1154510100,서울특별시 금천구 가산동,1,일반,32-62,1951,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,81.65,163.3,0,0,11,벽돌구조,01000,단독주택,01001,단독주택,1,주거용,0,2,0,,1981-04-30,2018-07-06
1971189573084424447000000000,1154510100100320062,1154510100,서울특별시 금천구 가산동,1,일반,32-62,1948,1,일반건축물,2,일반건축물대방,,,0,주건축물,0,51.77,51.77,0,0,11,벽돌구조,01000,단독주택,01001,단독주택,1,주거용,0,1,0,,1971-01-30,2018-07-06
1994189524604424887200000000,1154510100100320063,1154510100,서울특별시 금천구 가산동,1,일반,32-63,14754,1,일반건축물,2,일반건축물대방,,,0,주건축물,66.2,39.68,109.14,109.91,59.93,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,7.6,2,1,1992-02-17,1994-04-23,2018-07-06
1994189492694424765900000000,1154510100100320065,1154510100,서울특별시 금천구 가산동,1,일반,32-65,17046,1,일반건축물,2,일반건축물대방,,,0,주건축물,96.04,57.08,148.44,103.04,59.43,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,7.8,2,1,1992-12-16,1994-08-12,2018-07-06
1992189501364424688500000000,1154510100100320067,1154510100,서울특별시 금천구 가산동,1,일반,32-67,9115,1,일반건축물,2,일반건축물대방,,,0,주건축물,61.4,33.79,101.37,110.07,55,11,벽돌구조,01000,단독주택,01001,단독주택,1,주거용,7.6,2,1,1992-01-20,1992-12-03,2018-07-06
1992189495354424636900000000,1154510100100320068,1154510100,서울특별시 금천구 가산동,1,일반,32-68,7221,1,일반건축물,2,일반건축물대방,,,0,주건축물,61.4,33.79,101.37,110.07,55,11,벽돌구조,01000,단독주택,01001,단독주택,1,주거용,7.6,2,1,1992-02-17,1992-12-03,2018-07-06
1993189488984424582100000000,1154510100100320069,1154510100,서울특별시 금천구 가산동,1,일반,32-69,10536,1,일반건축물,2,일반건축물대방,,,0,주건축물,62.35,37.4,106.2,113.55,59.9,11,벽돌구조,01000,단독주택,01001,단독주택,1,주거용,7.8,2,1,1992-04-06,1993-06-27,2018-07-06
1995189482554424523600000000,1154510100100320070,1154510100,서울특별시 금천구 가산동,1,일반,32-70,11701,1,일반건축물,2,일반건축물대방,,,0,주건축물,68.38,45.15,169.4,247.73,61.93,21,철근콘크리트구조,01000,단독주택,01001,단독주택,1,주거용,10.3,4,0,1992-04-17,1995-12-22,2018-07-06
1996189483334424686900000000,1154510100100320071,1154510100,서울특별시 금천구 가산동,1,일반,32-71,17343,1,일반건축물,2,일반건축물대방,,,0,주건축물,134.44,78.55,198.9,98.63,58.42,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,7.8,2,1,1992-11-05,1996-07-25,2018-07-06
1994189500504424834400000000,1154510100100320075,1154510100,서울특별시 금천구 가산동,1,일반,32-75,13713,1,일반건축물,2,일반건축물대방,,,0,주건축물,83.75,48.8,126,100.3,58.27,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,7.6,2,1,1992-09-24,1994-03-30,2018-07-06
