법정동코드,법정동명,2012_bin,2013_bin,2014_bin,2015_bin,2016_bin,2017_bin,2018_bin
1111015100,서울특별시 종로구 묘동,1.0,1.0,1.0,1.0,1.0,,1.0
1111018700,서울특별시 종로구 무악동,,,,4.0,4.0,,
1111015200,서울특별시 종로구 봉익동,2.0,1.0,2.0,2.0,2.0,2.0,
1111018400,서울특별시 종로구 부암동,3.0,2.0,2.0,,4.0,3.0,
1111014400,서울특별시 종로구 사간동,,,,,1.0,1.0,1.0
1111011500,서울특별시 종로구 사직동,,4.0,4.0,3.0,,4.0,
1111014000,서울특별시 종로구 삼청동,3.0,1.0,,1.0,2.0,2.0,2.0
1111012300,서울특별시 종로구 서린동,,,,,,,
1111011900,서울특별시 종로구 세종로,1.0,,,1.0,,,
1111014200,서울특별시 종로구 소격동,,,1.0,2.0,1.0,1.0,
1111017800,서울특별시 종로구 송월동,,,,,,,
1111014500,서울특별시 종로구 송현동,,,,,,,
1111012400,서울특별시 종로구 수송동,,,,1.0,1.0,,
1111017500,서울특별시 종로구 숭인동,2.0,3.0,2.0,2.0,3.0,2.0,3.0
1111010200,서울특별시 종로구 신교동,1.0,,,,1.0,,
1111012000,서울특별시 종로구 신문로1가,,1.0,,,1.0,,1.0
1111012100,서울특별시 종로구 신문로2가,1.0,2.0,2.0,1.0,2.0,,3.0
1111018600,서울특별시 종로구 신영동,,,4.0,4.0,4.0,4.0,
1111014100,서울특별시 종로구 안국동,,1.0,2.0,1.0,,1.0,
1111016600,서울특별시 종로구 연건동,3.0,1.0,2.0,2.0,,,3.0
1111016000,서울특별시 종로구 연지동,1.0,1.0,3.0,2.0,3.0,2.0,1.0
1111015800,서울특별시 종로구 예지동,1.0,1.0,1.0,1.0,1.0,1.0,2.0
1111011100,서울특별시 종로구 옥인동,,,3.0,,2.0,2.0,3.0
1111013000,서울특별시 종로구 와룡동,,3.0,,1.0,1.0,,1.0
1111013200,서울특별시 종로구 운니동,,1.0,,2.0,2.0,,
1111015900,서울특별시 종로구 원남동,1.0,4.0,3.0,2.0,3.0,4.0,3.0
1111014900,서울특별시 종로구 원서동,,1.0,,,2.0,,
1111016500,서울특별시 종로구 이화동,,4.0,,3.0,3.0,2.0,3.0
1111013300,서울특별시 종로구 익선동,2.0,1.0,,3.0,2.0,2.0,2.0
1111013600,서울특별시 종로구 인사동,1.0,1.0,1.0,2.0,2.0,1.0,1.0
1111015700,서울특별시 종로구 인의동,,,1.0,1.0,2.0,,
1111015400,서울특별시 종로구 장사동,,,1.0,1.0,2.0,2.0,1.0
1111014700,서울특별시 종로구 재동,1.0,,1.0,2.0,,1.0,2.0
1111010700,서울특별시 종로구 적선동,1.0,1.0,2.0,,,,
1111012600,서울특별시 종로구 종로1가,,,,,,,
1111013800,서울특별시 종로구 종로2가,,,1.0,,1.0,1.0,1.0
1111015600,서울특별시 종로구 종로3가,,1.0,1.0,1.0,,1.0,1.0
1111016100,서울특별시 종로구 종로4가,1.0,1.0,1.0,1.0,,1.0,1.0
1111016300,서울특별시 종로구 종로5가,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1111016400,서울특별시 종로구 종로6가,1.0,2.0,3.0,1.0,2.0,2.0,1.0
1111012500,서울특별시 종로구 중학동,1.0,,,,,,1.0
1111010500,서울특별시 종로구 창성동,,,1.0,,1.0,1.0,1.0
1111017400,서울특별시 종로구 창신동,4.0,2.0,3.0,3.0,3.0,2.0,3.0
1111010100,서울특별시 종로구 청운동,3.0,4.0,,,3.0,4.0,3.0
1111012200,서울특별시 종로구 청진동,1.0,1.0,1.0,1.0,1.0,1.0,
1111011200,서울특별시 종로구 체부동,1.0,,1.0,2.0,1.0,,
1111016700,서울특별시 종로구 충신동,2.0,3.0,2.0,1.0,3.0,3.0,2.0
1111010600,서울특별시 종로구 통의동,,,1.0,1.0,1.0,1.0,
1111010800,서울특별시 종로구 통인동,2.0,2.0,,2.0,2.0,1.0,2.0
1111013900,서울특별시 종로구 팔판동,2.0,,2.0,1.0,2.0,,
1111017700,서울특별시 종로구 평동,,,,1.0,,,
1111018300,서울특별시 종로구 평창동,4.0,4.0,4.0,4.0,4.0,4.0,3.0
1111011300,서울특별시 종로구 필운동,,2.0,2.0,2.0,1.0,1.0,1.0
1111018100,서울특별시 종로구 행촌동,,3.0,4.0,4.0,,4.0,3.0
1111016900,서울특별시 종로구 혜화동,3.0,3.0,1.0,3.0,2.0,3.0,3.0
1111018500,서울특별시 종로구 홍지동,,2.0,2.0,4.0,,,4.0
1111017900,서울특별시 종로구 홍파동,,3.0,,,,,
1111014300,서울특별시 종로구 화동,,2.0,1.0,,,1.0,
1111010400,서울특별시 종로구 효자동,,,,2.0,,,2.0
1111016200,서울특별시 종로구 효제동,1.0,2.0,1.0,3.0,2.0,3.0,2.0
1111015000,서울특별시 종로구 훈정동,,,,,,,
1114014500,서울특별시 중구 광희동1가,2.0,1.0,1.0,1.0,1.0,1.0,1.0
1114014600,서울특별시 중구 광희동2가,2.0,3.0,1.0,1.0,1.0,4.0,1.0
1114010600,서울특별시 중구 남대문로1가,,,,1.0,,,
1114011500,서울특별시 중구 남대문로2가,,1.0,,1.0,,1.0,
1114011600,서울특별시 중구 남대문로3가,,1.0,1.0,1.0,,,
1114011700,서울특별시 중구 남대문로4가,1.0,1.0,,,,1.0,
1114011800,서울특별시 중구 남대문로5가,1.0,1.0,1.0,1.0,1.0,1.0,
1114012800,서울특별시 중구 남산동1가,1.0,,1.0,,,,
1114012900,서울특별시 중구 남산동2가,1.0,3.0,,1.0,,2.0,
1114013000,서울특별시 중구 남산동3가,1.0,,1.0,,,4.0,
1114011200,서울특별시 중구 남창동,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1114014000,서울특별시 중구 남학동,,,,,,,
1114010200,서울특별시 중구 다동,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1114017300,서울특별시 중구 만리동1가,,,,2.0,3.0,,
1114017400,서울특별시 중구 만리동2가,,,,,,,
1114012600,서울특별시 중구 명동1가,1.0,,,1.0,1.0,,
1114012700,서울특별시 중구 명동2가,1.0,1.0,,1.0,1.0,1.0,1.0
1114010100,서울특별시 중구 무교동,,,,,,,
1114016400,서울특별시 중구 무학동,2.0,,2.0,1.0,,,
1114013600,서울특별시 중구 묵정동,2.0,2.0,2.0,3.0,4.0,3.0,
1114015300,서울특별시 중구 방산동,,1.0,1.0,3.0,,3.0,
1114011900,서울특별시 중구 봉래동1가,1.0,,,,,1.0,
1114012000,서울특별시 중구 봉래동2가,,,,,,,
1114011300,서울특별시 중구 북창동,1.0,1.0,2.0,1.0,1.0,1.0,
1114015700,서울특별시 중구 산림동,,,,4.0,1.0,,1.0
1114010700,서울특별시 중구 삼각동,,,,,,,
1114016600,서울특별시 중구 서소문동,,,1.0,1.0,1.0,1.0,1.0
1114011100,서울특별시 중구 소공동,,,1.0,1.0,1.0,,
1114011000,서울특별시 중구 수표동,1.0,,,,,1.0,
1114010800,서울특별시 중구 수하동,,,,1.0,,,
1114016800,서울특별시 중구 순화동,1.0,,,,1.0,,
1114016200,서울특별시 중구 신당동,3.0,2.0,2.0,2.0,3.0,3.0,2.0
1114014700,서울특별시 중구 쌍림동,1.0,2.0,2.0,2.0,2.0,3.0,2.0
1114013500,서울특별시 중구 예관동,,,1.0,,4.0,2.0,2.0
1114014200,서울특별시 중구 예장동,3.0,3.0,,,4.0,3.0,3.0
1114015400,서울특별시 중구 오장동,1.0,2.0,2.0,2.0,2.0,2.0,3.0
1114010400,서울특별시 중구 을지로1가,,,1.0,,,,
1114010500,서울특별시 중구 을지로2가,1.0,1.0,1.0,,1.0,1.0,
1114015500,서울특별시 중구 을지로3가,1.0,1.0,1.0,2.0,1.0,2.0,1.0
1114015000,서울특별시 중구 을지로4가,3.0,1.0,1.0,1.0,1.0,1.0,
1114015100,서울특별시 중구 을지로5가,2.0,,1.0,1.0,1.0,1.0,3.0
1114014800,서울특별시 중구 을지로6가,1.0,,2.0,1.0,1.0,,
1114014900,서울특별시 중구 을지로7가,,2.0,1.0,,1.0,,
1114016900,서울특별시 중구 의주로1가,,,,,,,
1114017200,서울특별시 중구 의주로2가,,,,,,,
1114016000,서울특별시 중구 인현동1가,1.0,1.0,3.0,2.0,1.0,2.0,
1114013400,서울특별시 중구 인현동2가,2.0,3.0,1.0,1.0,1.0,2.0,2.0
1114015600,서울특별시 중구 입정동,,2.0,2.0,1.0,,2.0,1.0
1114010900,서울특별시 중구 장교동,,,,,,,
1114014300,서울특별시 중구 장충동1가,2.0,1.0,2.0,2.0,1.0,1.0,
1114014400,서울특별시 중구 장충동2가,1.0,2.0,1.0,1.0,1.0,,2.0
1114013100,서울특별시 중구 저동1가,1.0,1.0,,,,1.0,
1114016100,서울특별시 중구 저동2가,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1114016700,서울특별시 중구 정동,,,4.0,,2.0,2.0,1.0
1114015200,서울특별시 중구 주교동,1.0,2.0,2.0,2.0,1.0,3.0,1.0
1114014100,서울특별시 중구 주자동,2.0,,,,,,
1114017100,서울특별시 중구 중림동,4.0,3.0,1.0,2.0,2.0,1.0,
1114015900,서울특별시 중구 초동,2.0,1.0,1.0,4.0,1.0,1.0,
1114012400,서울특별시 중구 충무로1가,1.0,1.0,,1.0,,1.0,
1114012500,서울특별시 중구 충무로2가,1.0,,1.0,1.0,1.0,1.0,1.0
1114015800,서울특별시 중구 충무로3가,1.0,,1.0,1.0,1.0,,
1114013200,서울특별시 중구 충무로4가,2.0,1.0,1.0,1.0,1.0,1.0,1.0
1114013300,서울특별시 중구 충무로5가,,1.0,1.0,,2.0,1.0,
1114017000,서울특별시 중구 충정로1가,,,,,1.0,,
1114010300,서울특별시 중구 태평로1가,,,,,,,
1114011400,서울특별시 중구 태평로2가,1.0,1.0,1.0,,1.0,1.0,
1114013700,서울특별시 중구 필동1가,2.0,1.0,3.0,1.0,1.0,2.0,3.0
1114013800,서울특별시 중구 필동2가,2.0,2.0,2.0,2.0,2.0,1.0,2.0
1114013900,서울특별시 중구 필동3가,2.0,,2.0,2.0,4.0,2.0,2.0
1114016500,서울특별시 중구 황학동,2.0,2.0,3.0,3.0,2.0,1.0,3.0
1114012100,서울특별시 중구 회현동1가,2.0,1.0,2.0,2.0,2.0,3.0,4.0
1114012200,서울특별시 중구 회현동2가,,,,,,2.0,
1114012300,서울특별시 중구 회현동3가,1.0,,,,,,
1114016300,서울특별시 중구 흥인동,2.0,3.0,,2.0,,1.0,
1126010500,서울특별시 중랑구 망우동,4.0,4.0,4.0,4.0,4.0,4.0,4.0
1126010100,서울특별시 중랑구 면목동,3.0,4.0,4.0,4.0,4.0,4.0,4.0
1126010400,서울특별시 중랑구 묵동,3.0,4.0,4.0,3.0,4.0,3.0,4.0
1126010200,서울특별시 중랑구 상봉동,3.0,3.0,4.0,3.0,3.0,3.0,4.0
1126010600,서울특별시 중랑구 신내동,4.0,4.0,4.0,4.0,4.0,4.0,
1126010300,서울특별시 중랑구 중화동,4.0,4.0,4.0,4.0,4.0,4.0,4.0
